Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Bernhard Raimann,T,57,100%,0,0%,3,14%
Quenton Nelson,G,57,100%,0,0%,3,14%
Gardner Minshew II,QB,57,100%,0,0%,0,0%
Will Fries,G,56,98%,0,0%,3,14%
Braden Smith,T,56,98%,0,0%,1,5%
Alec Pierce,WR,55,96%,0,0%,0,0%
Michael Pittman Jr.,WR,54,95%,0,0%,0,0%
Jonathan Taylor,RB,50,88%,0,0%,0,0%
Mo Alie-Cox,TE,34,60%,0,0%,8,38%
Ryan Kelly,C,34,60%,0,0%,0,0%
Kylen Granson,TE,32,56%,0,0%,8,38%
Isaiah McKenzie,WR,26,46%,0,0%,7,33%
Wesley French,C,23,40%,0,0%,2,10%
Josh Downs,WR,14,25%,0,0%,0,0%
Will Mallory,TE,9,16%,0,0%,0,0%
Zack Moss,RB,9,16%,0,0%,0,0%
Juwann Winfree,WR,1,2%,0,0%,11,52%
Blake Freeland,T,1,2%,0,0%,3,14%
Josh Sills,G,1,2%,0,0%,3,14%
Trey Sermon,RB,1,2%,0,0%,0,0%
Kenny Moore,CB,0,0%,69,100%,7,33%
Rodney Thomas II,FS,0,0%,69,100%,6,29%
Julian Blackmon,FS,0,0%,69,100%,4,19%
Zaire Franklin,LB,0,0%,69,100%,3,14%
Jaylon Jones,CB,0,0%,69,100%,0,0%
Darrell Baker,CB,0,0%,53,77%,3,14%
Shaquille Leonard,LB,0,0%,48,70%,0,0%
DeForest Buckner,DT,0,0%,47,68%,0,0%
Dayo Odeyingbo,DE,0,0%,40,58%,3,14%
Samson Ebukam,DE,0,0%,37,54%,0,0%
Kwity Paye,DE,0,0%,37,54%,0,0%
E.J. Speed,LB,0,0%,33,48%,18,86%
Eric Johnson,DT,0,0%,33,48%,3,14%
Taven Bryan,DT,0,0%,22,32%,6,29%
Tyquan Lewis,DE,0,0%,22,32%,3,14%
Adetomiwa Adebawore,DT,0,0%,17,25%,7,33%
Jacob Martin,DE,0,0%,16,23%,3,14%
Isaiah Land,DE,0,0%,8,12%,0,0%
Nick Cross,SS,0,0%,1,1%,15,71%
Segun Olubi,LB,0,0%,0,0%,18,86%
Tony Brown,CB,0,0%,0,0%,18,86%
Trevor Denbow,FS,0,0%,0,0%,15,71%
Grant Stuard,LB,0,0%,0,0%,15,71%
Ameer Speed,SS,0,0%,0,0%,10,48%
Luke Rhodes,LS,0,0%,0,0%,8,38%
Rigoberto Sanchez,P,0,0%,0,0%,8,38%
Matt Gay,K,0,0%,0,0%,6,29%
