Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Zaire Franklin,IND,0,8,6,75.0%,47,7.8,5.9,0,89.1,4.6,12,35,0,0,0,0.0,0,15,0,0.0%
Kenny Moore,IND,0,5,3,60.0%,34,11.3,6.8,0,80.4,3.0,-5,39,1,0,0,0.0,0,6,1,14.3%
Jaylon Jones,IND,0,4,3,75.0%,31,10.3,7.8,0,96.9,6.5,28,3,0,0,0,0.0,0,5,0,0.0%
Julian Blackmon,IND,1,5,2,40.0%,20,10.0,4.0,0,12.5,8.6,16,4,0,0,0,0.0,0,4,0,0.0%
Shaquille Leonard,IND,0,2,2,100.0%,26,13.0,13.0,0,118.7,1.5,3,23,0,0,0,0.0,0,9,1,10.0%
Darrell Baker,IND,0,1,1,100.0%,7,7.0,7.0,0,95.8,6.0,6,1,0,0,0,0.0,0,4,0,0.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,2,2,0.0,4,8,0,0.0%
Dayo Odeyingbo,IND,0,0,0,,,,,,,,,,1,0,0,3.0,3,4,0,0.0%
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Adetomiwa Adebawore,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Kwity Paye,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Samson Ebukam,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
E.J. Speed,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Rodney Thomas II,IND,1,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Myles Bryant,NWE,1,5,4,80.0%,50,12.5,10.0,0,68.7,9.6,34,16,1,0,0,0.0,0,2,1,33.3%
Shaun Wade,NWE,0,5,4,80.0%,26,6.5,5.2,0,88.3,9.8,25,1,0,0,0,0.0,0,3,0,0.0%
Jonathan Jones,NWE,0,4,3,75.0%,38,12.7,9.5,0,104.2,8.8,21,17,0,0,0,0.0,0,1,0,0.0%
Jack Jones,NWE,0,2,2,100.0%,30,15.0,15.0,0,118.7,15.0,30,0,0,0,0,0.0,0,2,0,0.0%
Jabrill Peppers,NWE,0,1,1,100.0%,4,4.0,4.0,0,83.3,-4.0,-4,8,3,1,0,0.0,1,5,1,16.7%
Anfernee Jennings,NWE,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,0,0,0,0.0,0,7,0,0.0%
Jalen Mills,NWE,0,3,1,33.3%,28,28.0,9.3,0,68.7,21.0,24,4,0,0,0,0.0,0,3,0,0.0%
Calvin Munson,NWE,0,1,1,100.0%,7,7.0,7.0,0,95.8,-1.0,-1,8,1,0,0,0.0,0,1,0,0.0%
Jahlani Tavai,NWE,0,4,1,25.0%,6,6.0,1.5,0,39.6,0.3,4,2,4,0,0,0.0,0,7,0,0.0%
Mack Wilson,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
Keion White,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Josh Uche,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Christian Barmore,NWE,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Kyle Dugger,NWE,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
