0,1
Game Info,Game Info
Won Toss,Colts (deferred)
Roof,retractable roof (closed)
Surface,grass
Duration,2:44
Attendance,50144
Vegas Line,Indianapolis Colts -2.5
Over/Under,41.5 (under)
