Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Troy Hill,LAR,0,9,8,88.9%,57,7.1,6.3,1,130.1,1.6,15,42,0,0,0,0.0,0,6,2,25.0%
Nick Scott,LAR,0,7,6,85.7%,91,15.2,13.0,0,118.7,9.6,56,35,0,0,0,0.0,0,9,0,0.0%
Bobby Wagner,LAR,0,3,2,66.7%,25,12.5,8.3,0,92.4,-0.7,-3,28,1,0,0,0.0,0,7,1,12.5%
Cobie Durant,LAR,0,3,2,66.7%,15,7.5,5.0,0,78.5,2.3,2,13,0,0,0,0.0,0,4,0,0.0%
Michael Hoecht,LAR,0,1,1,100.0%,17,17.0,17.0,0,118.7,2.0,2,15,0,1,0,0.0,1,5,0,0.0%
Russ Yeast,LAR,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,2,1,33.3%
Taylor Rapp,LAR,1,2,1,50.0%,1,1.0,0.5,0,16.7,12.0,-6,7,0,0,0,0.0,0,7,0,0.0%
Jalen Ramsey,LAR,0,2,1,50.0%,17,17.0,8.5,0,79.2,4.5,4,13,0,0,0,0.0,0,6,2,25.0%
Leonard Floyd,LAR,0,0,0,,,,,,,,,,5,1,1,2.0,4,5,2,28.6%
Greg Gaines,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%
Jonah Williams,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,1,16.7%
Bobby Brown,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Daniel Hardy,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
Ernest Jones,LAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rasul Douglas,GNB,1,4,3,75.0%,27,9.0,6.8,1,92.7,10.3,18,9,0,0,0,0.0,0,8,0,0.0%
Keisean Nixon,GNB,0,4,3,75.0%,24,8.0,6.0,0,89.6,2.0,7,17,0,0,0,0.0,0,3,0,0.0%
De'Vondre Campbell,GNB,0,2,2,100.0%,17,8.5,8.5,0,102.1,3.0,6,11,2,0,0,0.0,0,4,1,20.0%
Kingsley Enagbare,GNB,0,2,1,50.0%,3,3.0,1.5,0,56.2,-2.5,0,3,3,1,0,1.0,2,2,1,33.3%
Adrian Amos,GNB,0,2,1,50.0%,5,5.0,2.5,0,56.2,5.0,2,3,1,0,0,0.0,0,2,1,33.3%
Darnell Savage Jr.,GNB,0,1,1,100.0%,17,17.0,17.0,0,118.7,17.0,17,0,0,0,0,0.0,0,2,0,0.0%
Jaire Alexander,GNB,0,4,1,25.0%,18,18.0,4.5,0,45.8,3.8,-6,24,0,0,0,0.0,0,1,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,5,0,2,2.0,4,3,0,0.0%
Justin Hollins,GNB,0,0,0,,,,,,,,,,2,1,0,0.5,2,2,0,0.0%
Quay Walker,GNB,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,5,1,0,1.0,2,5,1,16.7%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Devonte Wyatt,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
