Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 52 yards, returned by Kene Nwangwu for 20 yards (tackle by Dallin Leavitt and Tyler Davis)",0.000,1.140
1,14:55,1,10,MIN 33,0,0,Dalvin Cook up the middle for 4 yards (tackle by Kenny Clark and Kingsley Enagbare),1.140,1.130
1,14:21,2,6,MIN 37,0,0,Dalvin Cook up the middle for 2 yards (tackle by Tedarrell Slaton and Jarran Reed),1.130,0.700
1,13:40,3,4,MIN 39,0,0,Kirk Cousins pass incomplete short left intended for Adam Thielen (defended by Rasul Douglas),0.700,-0.780
1,13:38,4,4,MIN 39,0,0,"Ryan Wright punts 55 yards, returned by Randall Cobb for 15 yards (tackle by Brian Asamoah)",-0.780,-0.340
1,13:26,1,10,GNB 21,0,0,Aaron Jones up the middle for 6 yards (tackle by Patrick Peterson),0.340,0.610
1,12:50,2,4,GNB 27,0,0,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard (tackle by Eric Kendricks),0.610,0.040
1,12:09,3,3,GNB 28,0,0,Aaron Rodgers pass incomplete deep right intended for Aaron Jones,0.040,-1.500
1,11:59,4,3,GNB 28,0,0,Pat O'Donnell punts blocked by Josh Metellus (tackle by Patrick Jones),-1.500,-6.970
1,11:50,1,1,GNB 1,0,0,Kirk Cousins pass incomplete short left intended for Adam Thielen,6.970,5.910
1,11:45,2,1,GNB 1,0,0,Dalvin Cook up the middle for no gain (tackle by Jarran Reed and Preston Smith),5.910,5.170
1,11:28,3,1,GNB 1,0,0,Dalvin Cook left guard for -1 yards (tackle by Tedarrell Slaton and Adrian Amos),5.170,3.250
1,10:44,4,2,GNB 2,3,0,Greg Joseph 21 yard field goal good,3.250,3.000
1,10:38,,,MIN 35,3,6,"Greg Joseph kicks off 70 yards, returned by Keisean Nixon for 105 yards, touchdown",0.000,7.000
1,10:25,,,MIN 15,3,7,Mason Crosby kicks extra point good,0.000,0.000
1,10:25,,,GNB 35,3,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
1,10:25,1,10,MIN 25,3,7,Kirk Cousins pass incomplete short left intended for T.J. Hockenson,0.610,0.060
1,10:22,2,10,MIN 25,3,7,"Kirk Cousins aborted snap, recovered by Dalvin Cook at MIN-25 and returned for 7 yards Dalvin Cook up the middle for no gain (tackle by Quay Walker and Darnell Savage)",0.060,0.300
1,9:39,3,3,MIN 32,3,7,Kirk Cousins pass incomplete deep right intended for T.J. Hockenson,0.300,-1.240
1,9:35,4,3,MIN 32,3,7,"Ryan Wright punts 40 yards, returned by Keisean Nixon for 10 yards (tackle by Theo Jackson)",-1.240,-1.470
1,9:25,1,10,GNB 38,3,7,Aaron Jones right end for 14 yards (tackle by Harrison Smith),1.470,2.390
1,8:44,1,10,MIN 48,3,7,Aaron Jones right end for 9 yards (tackle by Patrick Peterson),2.390,3.060
1,8:06,2,1,MIN 39,3,7,Aaron Jones up the middle for no gain (tackle by Za'Darius Smith and Dalvin Tomlinson),3.060,2.340
1,7:23,3,1,MIN 39,3,7,AJ Dillon left end for no gain (tackle by Duke Shelley and Camryn Bynum),2.340,0.660
1,6:37,,,,,,Timeout #1 by Green Bay Packers,,
1,6:37,4,1,MIN 39,3,7,Aaron Rodgers sacked by Dalvin Tomlinson for -16 yards,0.660,-2.590
1,6:32,1,10,GNB 45,3,7,Kirk Cousins pass incomplete short middle intended for T.J. Hockenson (defended by Quay Walker),2.590,2.040
1,6:25,2,10,GNB 45,3,7,Kirk Cousins pass incomplete deep right intended for Justin Jefferson (defended by Jaire Alexander),2.040,1.360
1,6:19,3,10,GNB 45,3,7,Kirk Cousins pass complete short right to T.J. Hockenson for 8 yards (tackle by Rasul Douglas),1.360,0.790
1,5:34,4,2,GNB 37,3,13,"Kirk Cousins pass short middle (defended by Rasul Douglas) intended for T.J. Hockenson is intercepted by Darnell Savage at GB-25 and returned for 75 yards, touchdown",0.790,-7.000
1,5:17,,,MIN 15,3,14,Mason Crosby kicks extra point good,0.000,0.000
1,5:17,,,GNB 35,3,14,"Mason Crosby kicks off 66 yards, returned by Kene Nwangwu for 39 yards (tackle by Isaiah McDuffie and Rasul Douglas)",0.000,1.470
1,5:09,1,10,MIN 38,3,14,Dalvin Cook left tackle for -1 yards (tackle by Adrian Amos and De'Vondre Campbell),1.470,0.790
1,4:30,2,11,MIN 37,3,14,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,0.790,0.100
1,4:21,3,11,MIN 37,3,14,Kirk Cousins scrambles left end for 19 yards (tackle by Adrian Amos),0.100,2.650
1,3:41,1,10,GNB 44,3,14,Kirk Cousins pass complete short left to Dalvin Cook for 16 yards (tackle by Quay Walker),2.650,3.710
1,3:03,1,10,GNB 28,3,14,Dalvin Cook right tackle for 4 yards (tackle by De'Vondre Campbell),3.710,3.710
1,2:29,2,6,GNB 24,3,14,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Tedarrell Slaton),3.710,3.010
1,2:24,3,6,GNB 24,3,14,"Penalty on Kirk Cousins: Delay of Game, 5 yards (accepted) (no play)",3.010,2.340
1,2:24,3,11,GNB 29,3,14,Kirk Cousins pass complete short left to Dalvin Cook for 1 yard (tackle by De'Vondre Campbell),2.340,1.590
1,1:42,4,10,GNB 28,3,14,Greg Joseph 46 yard field goal no good,1.590,-1.330
1,1:37,1,10,GNB 36,3,14,Aaron Rodgers pass incomplete short left intended for AJ Dillon,1.330,0.790
1,1:32,2,10,GNB 36,3,14,Aaron Rodgers pass incomplete deep left intended for Christian Watson,0.790,0.100
1,1:27,3,10,GNB 36,3,14,Aaron Rodgers pass complete short left to Allen Lazard for 14 yards (tackle by Chandon Sullivan),0.100,2.260
1,0:46,1,10,GNB 50,3,14,AJ Dillon right tackle for 4 yards (tackle by Harrison Phillips),2.260,2.250
1,0:08,2,6,MIN 46,3,14,Aaron Rodgers pass incomplete deep left intended for Christian Watson (defended by Duke Shelley),2.250,1.550
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,MIN 46,3,14,Aaron Rodgers pass complete short middle to Allen Lazard for 9 yards (tackle by Chandon Sullivan),1.550,3.120
2,14:19,1,10,MIN 37,3,14,Aaron Rodgers pass complete short left to Josiah Deguara for 4 yards (tackle by Harrison Smith),3.120,3.110
2,13:36,2,6,MIN 33,3,14,Aaron Jones right guard for 9 yards (tackle by Brian Asamoah),3.110,3.970
2,12:55,1,10,MIN 24,3,14,Aaron Jones right end for 7 yards (tackle by Patrick Jones and Camryn Bynum),3.970,4.460
2,12:11,2,3,MIN 17,3,14,Aaron Jones up the middle for 11 yards (tackle by Harrison Smith and Camryn Bynum),4.460,5.830
2,11:25,1,6,MIN 6,3,14,AJ Dillon up the middle for 2 yards (tackle by Dalvin Tomlinson),5.830,5.340
2,10:41,2,4,MIN 4,3,14,AJ Dillon left guard for 1 yard (tackle by Za'Darius Smith),5.340,4.720
2,9:59,3,3,MIN 3,3,14,Aaron Rodgers pass incomplete intended for Allen Lazard,4.720,3.040
2,9:52,4,3,MIN 3,3,14,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",3.040,2.950
2,9:52,4,8,MIN 8,3,17,Mason Crosby 26 yard field goal good,2.950,3.000
2,9:48,,,GNB 35,3,17,"Mason Crosby kicks off 63 yards, returned by Kene Nwangwu for 27 yards (tackle by Tariq Carpenter)",0.000,0.870
2,9:43,1,10,MIN 29,3,17,Dalvin Cook left tackle for 9 yards (tackle by Adrian Amos),0.870,1.540
2,9:11,2,1,MIN 38,3,17,Dalvin Cook right guard for 4 yards (tackle by De'Vondre Campbell),1.540,1.730
2,8:34,1,10,MIN 42,3,17,"Penalty on Ezra Cleveland: False Start, 5 yards (accepted) (no play)",1.730,1.400
2,8:13,1,15,MIN 37,3,17,"Kirk Cousins pass complete to K.J. Osborn for no gain. Penalty on Ezra Cleveland: Offensive Holding, 10 yards (accepted) (no play)",1.400,0.740
2,7:41,1,25,MIN 27,3,17,Kirk Cousins pass complete short middle to T.J. Hockenson for 12 yards (tackle by De'Vondre Campbell and Quay Walker),0.740,0.780
2,7:10,2,13,MIN 39,3,17,Kirk Cousins pass complete short middle to T.J. Hockenson for 9 yards (tackle by Quay Walker and De'Vondre Campbell),0.780,1.290
2,6:27,,,,,,Timeout #1 by Minnesota Vikings,,
2,6:27,3,4,MIN 48,3,17,"Kirk Cousins pass complete short middle to K.J. Osborn for 6 yards (tackle by Rudy Ford and Quay Walker). Penalty on Quay Walker: Unnecessary Roughness / Defense, 15 yards (accepted)",1.290,3.510
2,6:03,1,10,GNB 31,3,17,Kirk Cousins pass (defended by Tedarrell Slaton) intended for Justin Jefferson is intercepted by Adrian Amos at GB-14 and returned for 26 yards (tackle by Ezra Cleveland),3.510,-1.600
2,5:52,1,10,GNB 40,3,17,AJ Dillon up the middle for 6 yards (tackle by T.J. Smith and Brian Asamoah),1.600,1.860
2,5:13,2,4,GNB 46,3,17,Aaron Jones left end for 3 yards (tackle by Patrick Peterson and Khyiris Tonga),1.860,1.550
2,4:34,3,1,GNB 49,3,17,Aaron Jones left end for 31 yards (tackle by Camryn Bynum),1.550,4.240
2,3:54,1,10,MIN 20,3,17,"AJ Dillon for no gain (tackle by Danielle Hunter). Penalty on Jon Runyan: Offensive Holding, 10 yards (accepted) (no play)",4.240,3.580
2,3:40,1,20,MIN 30,3,17,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Duke Shelley),3.580,3.560
2,2:55,2,11,MIN 21,3,23,"Aaron Rodgers pass complete deep right to Robert Tonyan for 21 yards, touchdown",3.560,7.000
2,2:41,,,MIN 15,3,24,Mason Crosby kicks extra point good,0.000,0.000
2,2:41,,,GNB 35,3,24,"Mason Crosby kicks off 64 yards, returned by Kene Nwangwu for 21 yards (tackle by Tyler Davis)",0.000,0.410
2,2:37,1,10,MIN 22,3,24,Kirk Cousins pass complete short left to K.J. Osborn for 11 yards (tackle by Rudy Ford),0.410,1.140
2,2:11,1,10,MIN 33,3,24,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,1.140,0.590
2,2:06,2,10,MIN 33,3,24,Alexander Mattison right tackle for 5 yards (tackle by Quay Walker and Kenny Clark),0.590,0.560
2,2:00,3,5,MIN 38,3,24,Kirk Cousins pass complete short middle to K.J. Osborn for 16 yards (tackle by Adrian Amos),0.560,2.520
2,1:45,1,10,GNB 46,3,24,Alexander Mattison up the middle for 8 yards (tackle by Kenny Clark and Quay Walker),2.520,3.060
2,1:23,2,2,GNB 38,3,24,Kirk Cousins pass complete short left to T.J. Hockenson for 3 yards (tackle by Rasul Douglas),3.060,3.250
