Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
2,0:53,2,5,GNB 44,6,14,Patrick Taylor up the middle for 24 yards (tackle by Bryan Cook),1.660,3.450
2,0:32,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:32,1,10,KAN 32,6,14,"Penalty on Jayden Reed: False Start, 5 yards (accepted) (no play)",3.450,3.120
2,0:32,1,15,KAN 37,6,14,Jordan Love pass incomplete short middle intended for Patrick Taylor,3.120,2.230
2,0:29,2,15,KAN 37,6,14,Jordan Love pass incomplete short right,2.230,1.550
2,0:22,3,15,KAN 37,6,14,Jordan Love pass complete short middle to James Robinson for -2 yards (tackle by Jack Cochrane and Trent McDuffie),1.550,0.660
2,0:18,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:18,4,17,KAN 39,6,14,Daniel Whelan punts 36 yards downed by Rudy Ford,0.660,0.380
2,0:09,1,10,KAN 3,6,14,Patrick Mahomes kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,6,14,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,6,14,Patrick Mahomes pass complete short middle to Travis Kelce for 21 yards (tackle by Carrington Valentine and Quay Walker),0.610,1.990
3,14:26,1,10,KAN 46,6,14,"Patrick Mahomes pass complete short right to Isiah Pacheco for no gain (tackle by De'Vondre Campbell). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",1.990,1.330
3,13:55,1,20,KAN 36,6,14,Kadarius Toney left end for no gain (tackle by Jonathan Owens and Preston Smith) (no play),1.330,1.000
3,13:47,1,25,KAN 31,6,14,Isiah Pacheco up the middle for 3 yards (tackle by Kenny Clark),1.000,-0.170
3,13:19,2,22,KAN 34,6,14,Patrick Mahomes pass complete short left to Rashee Rice for 4 yards (tackle by De'Vondre Campbell),-0.170,-0.300
3,12:44,3,18,KAN 38,6,14,Patrick Mahomes pass complete deep middle to Travis Kelce for 27 yards (tackle by Jonathan Owens),-0.300,3.250
3,12:01,1,10,GNB 35,6,14,Isiah Pacheco left guard for 11 yards (tackle by Kingsley Enagbare),3.250,3.970
3,11:22,1,10,GNB 24,6,14,Patrick Mahomes pass complete short right to Rashee Rice for 13 yards (tackle by Darnell Savage),3.970,4.840
3,10:49,1,10,GNB 11,6,14,Isiah Pacheco right end for 6 yards (tackle by Kingsley Enagbare and Tedarrell Slaton),4.840,5.280
3,10:09,2,4,GNB 5,6,14,Patrick Mahomes pass complete short left to Rashee Rice for 4 yards (tackle by Quay Walker and Corey Ballentine),5.280,6.970
3,9:41,1,1,GNB 1,12,14,"Isiah Pacheco left tackle for 1 yard, touchdown. Penalty on Lukas Van Ness: Defensive Offside, 5 yards (declined) . Penalty on Lukas Van Ness: Illegal Substitution, 5 yards (declined)",6.970,7.000
3,9:39,1,1,GNB 2,12,14,"Two Point Attempt: Isiah Pacheco rushes, conversion fails.",1.000,-1.000
3,9:39,,,KAN 35,12,14,"Harrison Butker kicks off 67 yards, returned by Keisean Nixon for 35 yards (tackle by Jaylen Watson)",0.000,1.140
3,9:31,1,10,GNB 33,12,14,Jordan Love pass complete short left to AJ Dillon for 14 yards (tackle by Bryan Cook),1.140,2.060
3,9:06,1,10,GNB 47,12,14,AJ Dillon right end for 2 yards (tackle by Jack Cochrane and Mike Edwards),2.060,1.790
3,8:28,2,8,GNB 49,12,14,Jordan Love pass complete short left to Jayden Reed for no gain (tackle by L'Jarius Sneed),1.790,1.090
3,7:45,3,8,GNB 49,12,14,Jordan Love pass complete short right to Jayden Reed for 7 yards (tackle by Trent McDuffie),1.090,0.330
3,7:02,4,1,KAN 44,12,14,Jordan Love pass complete deep middle to Romeo Doubs for 33 yards (tackle by Justin Reid),0.330,4.840
3,6:17,1,10,KAN 11,12,14,AJ Dillon up the middle for -1 yards (tackle by Jack Cochrane and Leo Chenal),4.840,3.980
3,5:28,2,11,KAN 12,12,20,"Jordan Love pass complete short right to Christian Watson for 12 yards, touchdown. Penalty on L'Jarius Sneed: Defensive Holding, 5 yards (declined)",3.980,7.000
3,5:23,,,KAN 15,12,21,Anders Carlson kicks extra point good,0.000,0.000
3,5:23,,,GNB 35,12,21,"Anders Carlson kicks off 62 yards, returned by Richie James for 31 yards (tackle by Kristian Welch)",0.000,1.200
3,5:17,1,10,KAN 34,12,21,Isiah Pacheco left guard for 5 yards (tackle by Lukas Van Ness),1.200,1.330
3,4:44,2,5,KAN 39,12,21,Isiah Pacheco left end for 7 yards (tackle by Quay Walker),1.330,1.990
3,4:07,1,10,KAN 46,12,21,Patrick Mahomes pass complete short right to Richie James for 12 yards (tackle by Keisean Nixon and Carrington Valentine),1.990,2.790
3,3:26,1,10,GNB 42,12,21,"Patrick Mahomes pass complete short right to Travis Kelce for no gain (tackle by Carrington Valentine). Penalty on Devonte Wyatt: Defensive Offside, 5 yards (accepted) (no play)",2.790,3.520
3,3:11,1,5,GNB 37,12,21,Isiah Pacheco right tackle for 1 yard (tackle by Keisean Nixon),3.520,3.050
3,2:31,,,,,,Timeout #1 by Green Bay Packers,,
3,2:31,2,4,GNB 36,12,21,Patrick Mahomes pass complete short right to Rashee Rice for 8 yards (tackle by Jonathan Owens),3.050,3.710
3,2:01,1,10,GNB 28,12,21,Kadarius Toney right end for 6 yards (tackle by Quay Walker),3.710,3.980
3,1:24,2,4,GNB 22,12,21,Isiah Pacheco up the middle for 8 yards (tackle by Quay Walker),3.980,4.650
3,0:49,1,10,GNB 14,12,21,Isiah Pacheco left tackle for 13 yards (tackle by Keisean Nixon and Corey Ballentine),4.650,6.970
3,0:14,1,1,GNB 1,12,21,Isiah Pacheco left tackle for -1 yards (tackle by Kenny Clark),6.970,5.720
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,GNB 2,12,21,Patrick Mahomes pass incomplete short middle intended for Clyde Edwards-Helaire (defended by Tedarrell Slaton),5.720,4.950
4,14:55,3,2,GNB 2,18,21,"Patrick Mahomes pass complete short left to Noah Gray for 2 yards, touchdown",4.950,7.000
4,14:51,,,GNB 15,19,21,Harrison Butker kicks extra point good,0.000,0.000
4,14:51,,,KAN 35,19,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,14:51,1,10,GNB 25,19,21,AJ Dillon right end for 2 yards (tackle by Matt Dickerson),0.610,0.330
4,14:11,2,8,GNB 27,19,21,Jordan Love scrambles left end for 8 yards (tackle by Jack Cochrane),0.330,1.270
4,13:30,1,10,GNB 35,19,21,Jordan Love pass complete short middle to Christian Watson for 5 yards (tackle by Justin Reid),1.270,1.400
4,12:47,2,5,GNB 40,19,21,Jordan Love pass complete short left to Christian Watson for 7 yards (tackle by Justin Reid),1.400,2.060
4,12:01,1,10,GNB 47,19,21,"Penalty on GNB: Delay of Game, 6 yards (accepted) (no play)",2.060,1.660
4,12:01,1,16,GNB 41,19,21,Jordan Love pass incomplete deep left intended for Romeo Doubs,1.660,0.710
4,11:57,2,16,GNB 41,19,21,Jordan Love pass incomplete short right intended for Dontayvion Wicks,0.710,0.040
4,11:51,3,16,GNB 41,19,21,Jordan Love pass incomplete deep right intended for Jayden Reed,0.040,-0.650
4,11:44,4,16,GNB 41,19,21,Daniel Whelan punts 40 yards out of bounds,-0.650,-0.150
4,11:36,1,10,KAN 19,19,21,Isiah Pacheco right guard for 2 yards (tackle by Darnell Savage),0.150,-0.060
4,11:04,2,8,KAN 21,19,21,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling,-0.060,-0.810
4,10:57,3,8,KAN 21,19,21,Patrick Mahomes pass incomplete short middle intended for Richie James,-0.810,-1.960
4,10:53,4,8,KAN 21,19,21,"Tommy Townsend punts 57 yards, returned by Keisean Nixon for 1 yard (tackle by Chamarri Conner)",-1.960,-0.480
4,10:41,1,10,GNB 23,19,21,AJ Dillon left guard for 4 yards (tackle by Justin Reid),0.480,0.470
4,10:03,2,6,GNB 27,19,21,"Jordan Love pass incomplete short left intended for Ben Sims. Penalty on Rasheed Walker: Offensive Holding, 10 yards (accepted) (no play)",0.470,-1.010
4,9:55,2,16,GNB 17,19,21,Jordan Love pass complete deep left to Romeo Doubs for 27 yards (tackle by Justin Reid),-1.010,1.860
4,9:13,1,10,GNB 44,19,21,Christian Watson left end for 13 yards (tackle by Michael Danna),1.860,2.720
4,8:33,1,10,KAN 43,19,21,Jordan Love pass incomplete short right intended for Malik Heath,2.720,2.180
4,8:25,2,10,KAN 43,19,21,AJ Dillon up the middle for 10 yards (tackle by Mike Edwards),2.180,3.380
4,7:42,1,10,KAN 33,19,21,Jordan Love pass incomplete deep middle intended for Christian Watson,3.380,2.840
4,7:37,2,10,KAN 33,19,21,Jordan Love pass complete short left to Malik Heath for 15 yards (tackle by Justin Reid),2.840,4.370
4,6:57,1,10,KAN 18,19,21,Jordan Love pass incomplete short left intended for Tucker Kraft,4.370,3.800
4,6:53,2,10,KAN 18,19,21,Jordan Love pass incomplete short left intended for Tucker Kraft,3.800,3.050
4,6:47,3,10,KAN 18,19,21,Jordan Love sacked by Michael Danna for -4 yards,3.050,1.990
4,6:07,4,14,KAN 22,19,24,Anders Carlson 40 yard field goal good,1.990,3.000
4,6:03,,,GNB 35,19,24,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,6:03,1,10,KAN 25,19,24,Patrick Mahomes pass complete short right to Rashee Rice for 9 yards (tackle by Corey Ballentine),0.610,1.280
4,5:26,2,1,KAN 34,19,24,"Patrick Mahomes pass incomplete deep left intended for Rashee Rice. Penalty on Corey Ballentine: Defensive Pass Interference, 17 yards (accepted) (no play)",1.280,2.320
4,5:20,1,10,GNB 49,19,24,Patrick Mahomes pass deep right intended for Skyy Moore is intercepted by Keisean Nixon at GB-33 and returned for 2 yards (tackle by Skyy Moore),2.320,-1.270
4,5:14,1,10,GNB 35,19,24,Jordan Love pass complete short right to Romeo Doubs for 7 yards (tackle by Jack Cochrane),1.270,1.670
4,4:38,2,3,GNB 42,19,24,AJ Dillon right tackle for 6 yards (tackle by Justin Reid and Mike Edwards),1.670,2.130
4,3:56,1,10,GNB 48,19,24,Jordan Love pass incomplete deep right intended for Tucker Kraft,2.130,1.580
4,3:50,2,10,GNB 48,19,24,Jordan Love pass complete short left to Dontayvion Wicks for 9 yards (tackle by Willie Gay),1.580,2.080
4,3:26,3,1,KAN 43,19,24,Jordan Love up the middle for 2 yards (tackle by Derrick Nnadi),2.080,2.850
4,3:21,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:21,1,10,KAN 41,19,24,AJ Dillon left guard for 7 yards (tackle by Michael Danna and Mike Edwards),2.850,3.250
4,3:16,,,,,,Timeout #2 by Kansas City Chiefs,,
4,3:16,2,3,KAN 34,19,24,Jordan Love pass complete short middle to Christian Watson for 10 yards (tackle by L'Jarius Sneed),3.250,3.970
4,3:08,,,,,,Timeout #3 by Kansas City Chiefs,,
4,3:08,1,10,KAN 24,19,24,AJ Dillon up the middle for 1 yard (tackle by Mike Edwards and Chamarri Conner),3.970,3.570
4,2:24,2,9,KAN 23,19,24,AJ Dillon right end for 3 yards (tackle by Justin Reid and George Karlaftis),3.570,3.270
4,2:00,3,6,KAN 20,19,24,Jordan Love sacked by Charles Omenihu for -10 yards,3.270,1.410
4,1:14,,,,,,Timeout #2 by Green Bay Packers,,
4,1:14,4,16,KAN 30,19,27,Anders Carlson 48 yard field goal good,1.410,3.000
4,1:09,,,GNB 35,19,27,"Anders Carlson kicks off 61 yards,. Penalty on Henry Pearson: Offside on Free Kick, 5 yards (accepted)",0.000,0.940
4,1:09,1,10,KAN 30,19,27,Patrick Mahomes pass incomplete short left intended for Isiah Pacheco,0.940,0.390
4,1:05,2,10,KAN 30,19,27,"Patrick Mahomes scrambles right end for 10 yards (tackle by Jonathan Owens). Penalty on Jonathan Owens: Unnecessary Roughness / Defense, 15 yards (accepted)",0.390,2.590
4,0:57,1,10,GNB 45,19,27,"Patrick Mahomes pass complete to Rashee Rice for no gain. Rashee Rice fumbles, recovered by Corey Ballentine at GB-35, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Patrick Mahomes pass complete short left to Rashee Rice for 10 yards (tackle by Quay Walker and Karl Brooks)",2.590,3.250
4,0:50,1,10,GNB 35,19,27,"Penalty on Isiah Pacheco: Disqualification / Offense, 15 yards (accepted) (no play)",3.250,2.260
4,0:50,1,10,GNB 50,19,27,Patrick Mahomes pass incomplete deep middle intended for Marquez Valdes-Scantling (defended by Carrington Valentine),2.260,1.710
4,0:44,2,10,GNB 50,19,27,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 8 yards (tackle by Quay Walker and Corey Ballentine),1.710,2.080
4,0:27,3,2,GNB 42,19,27,Patrick Mahomes pass complete short left to Marquez Valdes-Scantling for 9 yards (tackle by Corey Ballentine),2.080,3.380
4,0:19,1,10,GNB 33,19,27,Patrick Mahomes pass incomplete deep middle intended for Marquez Valdes-Scantling,3.380,2.840
4,0:14,,,,,,Timeout #3 by Green Bay Packers,,
4,0:14,2,10,GNB 33,19,27,Patrick Mahomes pass incomplete deep left,2.840,2.150
4,0:08,3,10,GNB 33,19,27,Patrick Mahomes pass incomplete short left,2.150,1.150
4,0:05,4,10,GNB 33,19,27,Patrick Mahomes pass incomplete deep left (defended by Rudy Ford),1.150,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
