Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 61 yards, returned by Bernard Scott for 21 yards (tackle by Andre Frazier)",0.000,0.940
1,14:55,1,10,CIN 30,0,0,Carson Palmer pass incomplete short left intended for Chad Johnson,0.940,0.390
1,14:50,2,10,CIN 30,0,0,Carson Palmer pass incomplete short middle intended for Laveranues Coles (defended by William Gay),0.390,-0.300
1,14:44,3,10,CIN 30,0,0,Carson Palmer pass complete deep left to Chad Johnson for 16 yards,-0.300,1.990
1,14:19,1,10,CIN 46,0,0,Carson Palmer pass complete short middle to John Paul Foschi for 4 yards (tackle by James Farrior),1.990,1.990
1,13:37,2,6,CIN 50,0,0,Carson Palmer pass complete short right to Andre Caldwell for 8 yards (tackle by William Gay),1.990,2.790
1,13:08,1,10,PIT 42,0,0,Cedric Benson left guard for 1 yard (tackle by James Farrior and Ike Taylor),2.790,2.380
1,12:27,2,9,PIT 41,0,0,Carson Palmer pass incomplete short left intended for Laveranues Coles (defended by William Gay),2.380,1.680
1,12:23,3,9,PIT 41,0,0,Carson Palmer pass complete short left to Laveranues Coles for 12 yards,1.680,3.640
1,12:16,1,10,PIT 29,0,0,Cedric Benson left guard for -3 yards (tackle by Troy Polamalu and Evander Hood),3.640,2.700
1,11:40,2,13,PIT 32,0,0,Carson Palmer pass complete short right to Andre Caldwell for 4 yards (tackle by Ike Taylor),2.700,2.540
1,11:13,3,9,PIT 28,0,0,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",2.540,1.880
1,10:58,3,14,PIT 33,0,0,Carson Palmer pass incomplete deep left intended for Chad Johnson (defended by Ike Taylor),1.880,1.150
1,10:53,4,14,PIT 33,0,0,Shayne Graham 51 yard field goal no good,1.150,-1.660
1,10:49,1,10,PIT 41,0,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 11 yards (tackle by Chris Crocker),1.660,2.390
1,10:23,1,10,CIN 48,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 4 yards (tackle by Leon Hall),2.390,2.390
1,9:48,2,6,CIN 44,0,0,Rashard Mendenhall right guard for 5 yards (tackle by Nedu Ndukwe and Robert Geathers),2.390,2.340
1,9:03,3,1,CIN 39,0,0,Mewelde Moore left tackle for 12 yards (tackle by Nedu Ndukwe and Leon Hall),2.340,3.780
1,8:20,1,10,CIN 27,0,0,Rashard Mendenhall left guard for 2 yards (tackle by Domata Peko and Jonathan Fanene),3.780,3.500
1,7:42,2,8,CIN 25,0,0,Ben Roethlisberger sacked by Jonathan Fanene for -5 yards,3.500,2.150
1,7:02,3,13,CIN 30,0,0,Ben Roethlisberger middle for 15 yards (tackle by Nedu Ndukwe),2.150,4.580
1,6:16,1,10,CIN 15,0,0,Rashard Mendenhall right guard for 2 yards (tackle by Johnathan Joseph),4.580,4.280
1,5:34,2,8,CIN 13,0,0,Ben Roethlisberger pass complete short middle to Heath Miller for 3 yards (tackle by Jonathan Fanene and Pat Sims),4.280,4.000
1,4:50,3,5,CIN 10,0,0,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Nedu Ndukwe),4.000,2.810
1,4:46,4,5,CIN 10,0,3,Jeff Reed 28 yard field goal good,2.810,3.000
1,,,,PIT 30,6,3,"Jeff Reed kicks off 66 yards, returned by Bernard Scott for 96 yards, touchdown",0.000,7.000
1,,,,,6,3,Two Point Attempt: conversion fails,1.000,-1.000
1,,,,CIN 30,6,3,"Shayne Graham kicks off 63 yards, returned by Stefan Logan for 20 yards (tackle by Dan Skuta). Penalty on Jeremi Johnson: Illegal Formation, 5 yards",0.000,1.070
1,4:20,1,10,PIT 32,6,3,Rashard Mendenhall middle for 3 yards (tackle by Rey Maualuga and Domata Peko),1.070,0.930
1,3:36,2,7,PIT 35,6,3,Ben Roethlisberger sacked by Dhani Jones for -7 yards,0.930,-0.690
1,2:57,3,14,PIT 28,6,3,Ben Roethlisberger pass complete short middle to Santonio Holmes for 12 yards (tackle by Leon Hall),-0.690,-0.720
,,,,,,,"CIN challenged the first down ruling, and the original play was overturned.",,
1,2:33,4,2,PIT 40,6,3,"Daniel Sepulveda punts 55 yards, returned by Quan Cosby for 8 yards (tackle by Ryan Mundy)",-0.720,0.320
1,2:21,1,10,CIN 13,6,3,Cedric Benson right guard for 2 yards (tackle by Nick Eason and Tyrone Carter),-0.320,-0.570
1,1:48,2,8,CIN 15,6,3,Cedric Benson right guard for 9 yards (tackle by Ryan Clark),-0.570,0.540
1,1:11,1,10,CIN 24,6,3,Cedric Benson left guard for 6 yards (tackle by James Farrior),0.540,0.810
1,0:26,2,4,CIN 30,6,3,Carson Palmer pass complete short left to Andre Caldwell for 6 yards (tackle by William Gay),0.810,1.330
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 36,6,3,Carson Palmer pass complete short left to Andre Caldwell for 5 yards (tackle by Ryan Clark and James Harrison),1.330,1.470
2,14:22,2,5,CIN 41,6,3,Cedric Benson middle for 2 yards (tackle by Casey Hampton),1.470,1.030
2,13:38,3,3,CIN 43,6,3,Carson Palmer pass complete short middle to Laveranues Coles for 25 yards (tackle by Ryan Clark),1.030,3.450
2,13:06,1,10,PIT 32,6,3,Carson Palmer pass incomplete deep left intended for Laveranues Coles,3.450,2.900
2,13:00,2,10,PIT 32,6,3,Bernard Scott right tackle for -4 yards (tackle by LaMarr Woodley),2.900,1.690
2,12:17,3,14,PIT 36,6,3,Carson Palmer pass incomplete short middle intended for Andre Caldwell,1.690,0.880
2,12:12,4,14,PIT 36,6,3,Penalty on Kevin Huber: Delay of Game (Declined),0.880,0.880
2,12:09,4,14,PIT 36,6,3,"Kevin Huber punts 26 yards, fair catch by Mewelde Moore",0.880,0.380
2,12:02,1,10,PIT 10,6,3,Ben Roethlisberger pass complete short right to Heath Miller for 11 yards (tackle by Rey Maualuga),-0.380,0.340
2,11:30,1,10,PIT 21,6,3,Ben Roethlisberger pass complete short right to Santonio Holmes for 11 yards (tackle by Johnathan Joseph),0.340,1.070
2,10:58,1,10,PIT 32,6,3,Ben Roethlisberger pass complete short left to Heath Miller for 3 yards (tackle by Leon Hall and Rey Maualuga),1.070,0.930
2,10:16,2,7,PIT 35,6,3,Ben Roethlisberger pass complete short right to Hines Ward for 1 yard (tackle by Brandon Johnson),0.930,0.370
2,9:28,3,6,PIT 36,6,3,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes,0.370,-0.980
