Quarter,Time,Down,ToGo,Location,IND,GNB,Detail,EPB,EPA
1,7:04,3,1,IND 39,0,3,"Dominic Rhodes left end for 9 yards (tackle by Tramon Williams). Penalty on Tramon Williams: Unnecessary Roughness, 15 yards",0.890,3.120
1,6:44,1,10,GNB 37,0,3,Peyton Manning pass incomplete short left intended for Dallas Clark,3.120,2.570
1,6:40,2,10,GNB 37,0,3,Dominic Rhodes left tackle for 6 yards (tackle by Aaron Kampman),2.570,2.680
1,6:04,3,4,GNB 31,0,3,Peyton Manning pass complete short middle to Reggie Wayne for 15 yards (tackle by Brandon Chillar),2.680,4.510
1,5:34,1,10,GNB 16,0,3,Dominic Rhodes right tackle for 4 yards (tackle by Colin Cole),4.510,4.570
1,5:03,2,6,GNB 12,0,3,Dominic Rhodes right end for 7 yards (tackle by Brandon Chillar and Ryan Pickett),4.570,6.060
1,4:28,1,5,GNB 5,0,3,Dominic Rhodes right guard for 2 yards (tackle by Brandon Chillar),6.060,5.530
1,4:09,2,3,GNB 3,6,3,"Dominic Rhodes right guard for 3 yards, touchdown. Penalty on Colin Cole: Defensive 12 On-field (Declined)",5.530,7.000
1,,,,GNB 2,7,3,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,7,3,"Adam Vinatieri kicks off 75 yards, touchback",0.000,0.280
1,4:06,1,10,GNB 20,7,3,Aaron Rodgers pass complete short left to Greg Jennings for 14 yards (tackle by Marlin Jackson),0.280,1.200
1,3:28,1,10,GNB 34,7,3,Ryan Grant up the middle for 7 yards (tackle by Clint Session and Gary Brackett),1.200,1.600
1,2:52,2,3,GNB 41,7,3,"Aaron Rodgers pass incomplete deep right intended for Greg Jennings. Penalty on Tim Jennings: Defensive Pass Interference, 25 yards (no play)",1.600,3.310
1,2:48,1,10,IND 34,7,3,Ryan Grant right end for 1 yard (tackle by Antoine Bethea and Keyunta Dawson),3.310,2.910
1,2:09,2,9,IND 33,7,3,Ryan Grant up the middle for 3 yards (tackle by Dwight Freeney and Melvin Bullitt),2.910,2.610
1,1:31,3,6,IND 30,7,3,Aaron Rodgers pass complete short middle to Greg Jennings for 7 yards (tackle by Marlin Jackson),2.610,4.040
1,1:31,1,10,IND 23,7,3,"Penalty on Darrell Reid: Neutral Zone Infraction, 5 yards (no play)",4.040,4.860
1,0:30,1,5,IND 18,7,3,Ryan Grant left tackle for 2 yards (tackle by Freddie Keiaho),4.860,4.560
Quarter,Time,Down,ToGo,Location,IND,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,IND 16,7,3,Ryan Grant right end for 4 yards (tackle by Dwight Freeney),4.560,4.780
2,14:20,1,10,IND 12,7,9,"Aaron Rodgers pass complete short left to Donald Lee for 12 yards, touchdown",4.780,7.000
2,,,,IND 2,7,10,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,10,"Mason Crosby kicks off 77 yards, touchback",0.000,0.280
2,14:15,1,10,IND 20,7,10,"Peyton Manning pass complete short right to Dallas Clark for 5 yards (tackle by Brandon Chillar). Penalty on Charles Woodson: Illegal Use of Hands, 5 yards (no play)",0.280,0.610
2,13:52,1,10,IND 25,7,10,Dominic Rhodes left end for -1 yards (tackle by Brandon Chillar and Johnny Jolly),0.610,-0.070
2,13:09,2,11,IND 24,7,10,Peyton Manning pass complete short right to Dominic Rhodes for 6 yards (tackle by Nick Barnett),-0.070,0.040
2,12:42,3,5,IND 30,7,10,Peyton Manning pass complete short middle to Dallas Clark for 10 yards (tackle by Charles Woodson),0.040,1.600
2,12:09,1,10,IND 40,7,10,Dominic Rhodes right tackle for 3 yards (tackle by Kabeer Gbaja-Biamila and Johnny Jolly),1.600,1.460
2,12:09,2,7,IND 43,7,10,"Penalty on Dallas Clark: False Start, 5 yards (no play)",1.460,0.780
2,11:20,2,12,IND 38,7,10,Peyton Manning pass complete short middle to Marvin Harrison for 6 yards (tackle by Will Blackmon),0.780,0.890
2,10:34,3,6,IND 44,7,10,Peyton Manning pass complete short right to Marvin Harrison for 5 yards (tackle by Will Blackmon),0.890,-0.130
2,9:49,4,1,IND 49,7,10,"Hunter Smith punts 30 yards. Penalty on Tramon Williams: Illegal Block Above the Waist, 10 yards",-0.130,0.370
2,9:40,1,10,GNB 11,7,10,Aaron Rodgers pass complete deep middle to Donald Driver for 24 yards (tackle by Melvin Bullitt),-0.370,1.270
2,8:59,1,10,GNB 35,7,10,Ryan Grant right tackle for 3 yards (tackle by Freddie Keiaho),1.270,1.130
2,8:20,2,7,GNB 38,7,10,Aaron Rodgers pass complete short left to Donald Driver for 3 yards (tackle by Marlin Jackson),1.130,0.830
2,7:54,3,4,GNB 41,7,10,Aaron Rodgers pass complete short left to Donald Driver for 3 yards (tackle by Antoine Bethea),0.830,-0.460
2,7:15,,,,7,10,Timeout #1 by Indianapolis Colts,0.000,-0.460
2,7:15,4,1,GNB 44,7,10,Ryan Grant right end for 7 yards (tackle by Marlin Jackson),-0.460,2.320
2,6:35,1,10,IND 49,7,10,Ryan Grant right guard for 4 yards (tackle by Josh Thomas),2.320,2.320
2,5:58,2,6,IND 45,7,10,Aaron Rodgers pass complete short right to Brandon Jackson for 9 yards (tackle by Gary Brackett),2.320,3.180
2,5:16,1,10,IND 36,7,10,Ryan Grant left guard for 3 yards (tackle by Melvin Bullitt and Gary Brackett),3.180,3.040
2,4:37,2,7,IND 33,7,10,"Aaron Rodgers pass complete short right to Brandon Jackson for -1 yards (tackle by Clint Session). Penalty on Tim Jennings: Illegal Use of Hands, 5 yards (no play)",3.040,3.710
2,4:14,1,10,IND 28,7,10,Ryan Grant left end for no gain (tackle by Gary Brackett),3.710,3.170
2,3:37,2,10,IND 28,7,10,Aaron Rodgers pass complete short left to Ruvell Martin for 17 yards (tackle by Gary Brackett),3.170,4.840
2,2:53,1,10,IND 11,7,16,"Ryan Grant left tackle for 11 yards, touchdown",4.840,7.000
2,,,,IND 2,7,17,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,17,"Mason Crosby kicks off 79 yards, touchback",0.000,0.280
2,2:49,1,10,IND 20,7,17,Dominic Rhodes left tackle for no gain (tackle by Charles Woodson and Colin Cole),0.280,-0.270
2,2:27,2,10,IND 20,7,17,Peyton Manning pass complete short left to Anthony Gonzalez for 5 yards (tackle by Tramon Williams),-0.270,-0.300
2,2:09,3,5,IND 25,7,17,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Ryan Pickett),-0.300,-1.700
2,2:05,4,5,IND 25,7,17,"Hunter Smith punts 45 yards, returned by Will Blackmon for 6 yards (tackle by Tyjuan Hagler). Will Blackmon fumbles, recovered by DeShawn Wynn at GNB-33 (tackle by Matt Giordano)",-1.700,-1.140
2,1:54,1,10,GNB 33,7,17,Ryan Grant right end for 1 yard (tackle by Gary Brackett and Robert Mathis),1.140,0.730
2,1:30,2,9,GNB 34,7,17,Aaron Rodgers pass complete short right to Ryan Grant for 4 yards (tackle by Marlin Jackson),0.730,0.560
2,1:24,3,5,GNB 38,7,17,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Tim Jennings). Penalty on Raheem Brock: Defensive Offside (Declined),0.560,2.190
2,1:18,1,10,GNB 49,7,17,Aaron Rodgers pass complete short right to Brandon Jackson for 6 yards (tackle by Tim Jennings),2.190,2.460
2,1:10,,,,7,17,Timeout #1 by Green Bay Packers,0.000,2.460
2,1:10,2,4,IND 45,7,17,Aaron Rodgers up the middle for 9 yards (tackle by Gary Brackett),2.460,3.180
2,0:48,1,10,IND 36,7,17,Aaron Rodgers pass complete short middle to Brandon Jackson for 6 yards (tackle by Marlin Jackson),3.180,3.450
2,0:42,,,,7,17,Timeout #2 by Green Bay Packers,0.000,3.450
2,0:42,2,4,IND 30,7,17,Aaron Rodgers pass complete short right to Brandon Jackson for 7 yards (tackle by Tim Jennings),3.450,4.040
2,0:24,1,10,IND 23,7,17,Aaron Rodgers spiked the ball,4.040,3.500
2,0:24,2,10,IND 23,7,17,Aaron Rodgers pass complete short middle to Donald Driver for 5 yards (tackle by Antoine Bethea),3.500,3.490
2,0:09,,,,7,17,Timeout #3 by Green Bay Packers,0.000,3.490
2,0:09,3,5,IND 18,7,17,Mason Crosby 36 yard field goal no good,3.490,-0.670
2,0:05,1,10,IND 26,7,17,Peyton Manning kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,IND,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,7,17,"Mason Crosby kicks off 68 yards, returned by Pierre Garcon for 23 yards (tackle by Korey Hall)",0.000,0.610
3,14:56,1,10,IND 25,7,17,Peyton Manning pass incomplete short left intended for Anthony Gonzalez (defended by Tramon Williams),0.610,0.060
3,14:51,2,10,IND 25,7,17,Dominic Rhodes left tackle for 8 yards (tackle by Nick Barnett and Aaron Rouse),0.060,0.430
3,14:12,3,2,IND 33,7,17,Peyton Manning pass complete short left to Dominic Rhodes for 15 yards (tackle by Tramon Williams),0.430,2.130
3,13:39,1,10,IND 48,7,17,Peyton Manning pass incomplete deep right intended for Marvin Harrison,2.130,1.580
3,13:34,2,10,IND 48,7,17,Dominic Rhodes right end for 9 yards (tackle by Will Blackmon and Nick Collins),1.580,2.080
3,12:55,3,1,GNB 43,7,17,"Penalty on Darrell Reid: False Start, 5 yards (no play)",2.080,1.420
3,12:43,3,6,GNB 48,7,23,"Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Nick Collins at GNB-38 and returned for 62 yards, touchdown",1.420,-7.000
3,,,,IND 2,7,24,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,7,24,"Mason Crosby kicks off 60 yards, returned by Pierre Garcon for 22 yards (tackle by Charlie Peprah)",0.000,1.070
3,12:22,1,10,IND 32,7,24,Peyton Manning pass complete short left to Dominic Rhodes for 5 yards (tackle by Nick Barnett),1.070,1.200
3,11:42,2,5,IND 37,7,24,Dominic Rhodes up the middle for 4 yards (tackle by Colin Cole and Brandon Chillar),1.200,1.030
3,10:57,3,1,IND 41,7,24,Dominic Rhodes right tackle for 2 yards (tackle by Aaron Kampman),1.030,1.800
3,10:25,1,10,IND 43,7,24,Peyton Manning pass complete deep right to Dallas Clark for 29 yards (tackle by Aaron Rouse),1.800,3.710
3,9:48,1,10,GNB 28,7,24,Dominic Rhodes left tackle for 1 yard (tackle by Jeremy Thompson),3.710,3.300
3,9:15,2,9,GNB 27,7,24,Peyton Manning pass incomplete deep right intended for Marvin Harrison (defended by Nick Collins),3.300,2.610
3,9:10,3,9,GNB 27,7,24,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Colin Cole),2.610,1.670
3,9:05,4,9,GNB 27,7,24,"Adam Vinatieri 45 yard field goal no good, blocked by Johnny Jolly",1.670,-1.330
3,9:01,1,10,GNB 36,7,24,Aaron Rodgers pass complete short right to Greg Jennings for 11 yards (tackle by Melvin Bullitt),1.330,2.060
3,8:21,1,10,GNB 47,7,24,Aaron Rodgers pass incomplete short right intended for Donald Driver,2.060,1.520
3,8:18,2,10,GNB 47,7,24,Ryan Grant right end for 3 yards (tackle by Gary Brackett),1.520,1.220
3,7:47,3,7,,7,24,Aaron Rodgers pass complete short right to Brandon Jackson for 4 yards (tackle by Antoine Bethea),1.220,0.200
3,7:13,4,3,IND 46,7,24,"Penalty on Tim Jennings: Defensive Delay of Game, 5 yards (no play)",0.200,2.850
3,7:12,1,10,IND 41,7,24,Ryan Grant right tackle for 3 yards (tackle by Josh Thomas),2.850,2.710
3,6:32,2,7,IND 38,7,24,Aaron Rodgers pass complete short right to Korey Hall for 11 yards (tackle by Freddie Keiaho),2.710,3.780
3,5:51,1,10,IND 27,7,24,Ryan Grant left guard for 9 yards (tackle by Melvin Bullitt),3.780,4.530
3,5:07,2,1,IND 18,7,24,Ryan Grant left tackle for 4 yards (tackle by Clint Session),4.530,4.650
3,4:28,1,10,IND 14,7,24,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Melvin Bullitt),4.650,4.000
3,4:23,2,10,IND 14,7,24,Ryan Grant right end for -5 yards (tackle by Robert Mathis and Darrell Reid),4.000,2.730
3,3:41,3,15,IND 19,7,24,"Penalty on Antoine Bethea: Neutral Zone Infraction, 5 yards (no play)",2.730,3.110
3,3:19,3,10,IND 14,7,24,Ryan Grant left end for 3 yards (tackle by Gary Brackett),3.110,2.700
3,2:41,4,7,IND 11,7,27,Mason Crosby 29 yard field goal good,2.700,3.000
3,,,,GNB 30,7,27,"Mason Crosby kicks off 53 yards, returned by Pierre Garcon for 11 yards (tackle by Desmond Bishop)",0.000,0.810
3,2:31,1,10,IND 28,7,27,Peyton Manning pass incomplete short right intended for Dominic Rhodes,0.810,0.260
3,2:26,2,10,IND 28,7,27,Peyton Manning pass complete short left to Anthony Gonzalez for 8 yards (tackle by Tramon Williams),0.260,0.630
3,1:41,3,2,IND 36,7,27,"Peyton Manning pass incomplete short left intended for Anthony Gonzalez. Penalty on Tramon Williams: Illegal Contact, 5 yards (no play)",0.630,1.660
3,1:37,1,10,IND 41,7,27,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Charles Woodson),1.660,1.120
3,1:32,2,10,IND 41,7,27,Peyton Manning pass incomplete deep middle intended for Reggie Wayne,1.120,0.430
3,1:27,3,10,IND 41,7,27,Peyton Manning pass incomplete short left intended for Dominic Rhodes,0.430,-0.650
3,1:22,4,10,IND 41,7,27,"Hunter Smith punts 47 yards, returned by Will Blackmon for 14 yards (tackle by Darrell Reid). Penalty on Pierre Garcon: Face Mask (15 Yards), 15 yards",-0.650,-1.660
3,1:08,1,10,GNB 41,7,27,Ryan Grant left tackle for 5 yards (tackle by Marlin Jackson),1.660,1.800
3,0:26,2,5,GNB 46,7,27,Ryan Grant left end for 2 yards (tackle by Eric Foster),1.800,1.360
Quarter,Time,Down,ToGo,Location,IND,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,GNB 48,7,27,Aaron Rodgers pass incomplete short middle intended for Tory Humphrey,1.360,-0.190
4,14:56,4,3,GNB 48,7,27,"Derrick Frost punts 52 yards, touchback",-0.190,-0.280
4,14:47,1,10,IND 20,7,27,Peyton Manning pass incomplete short right intended for Reggie Wayne,0.280,-0.270
4,14:41,2,10,IND 20,7,27,"Peyton Manning pass complete short right to Dominic Rhodes for 15 yards (tackle by Aaron Kampman). Penalty on Marvin Harrison: Illegal Formation, 5 yards (no play)",-0.270,-1.070
4,14:18,2,15,IND 15,7,27,Dominic Rhodes left guard for 3 yards (tackle by Kabeer Gbaja-Biamila),-1.070,-1.330
4,13:57,3,12,IND 18,7,27,Peyton Manning pass incomplete deep right intended for Marvin Harrison,-1.330,-2.240
4,13:52,4,12,IND 18,7,27,"Hunter Smith punts 60 yards, muffed catch by Will Blackmon, recovered by Will Blackmon and returned for 9 yards (tackle by Darrell Reid)",-2.240,-0.740
4,13:36,1,10,GNB 27,7,27,Ryan Grant right end for -2 yards (tackle by Marlin Jackson and Melvin Bullitt),0.740,-0.070
4,12:59,2,12,GNB 25,7,27,Aaron Rodgers pass complete short middle to Ryan Grant for 8 yards (tackle by Freddie Keiaho),-0.070,0.300
4,12:12,3,4,GNB 33,7,27,Aaron Rodgers pass complete short left to Brandon Jackson for 5 yards (tackle by Marlin Jackson),0.300,1.470
4,11:24,1,10,GNB 38,7,27,Ryan Grant left tackle for 2 yards (tackle by Gary Brackett),1.470,1.190
4,10:41,2,8,GNB 40,7,27,Ryan Grant right tackle for 1 yard (tackle by Eric Foster),1.190,0.630
4,9:56,3,7,GNB 41,7,27,Aaron Rodgers pass incomplete,0.630,-0.650
4,9:51,4,7,GNB 41,7,27,"Derrick Frost punts 59 yards, touchback",-0.650,-0.280
4,9:41,1,10,IND 20,7,27,Dominic Rhodes left guard for 9 yards (tackle by Aaron Rouse and Colin Cole),0.280,0.950
4,9:20,2,1,IND 29,7,27,Peyton Manning pass complete short left to Anthony Gonzalez for 18 yards (tackle by Brandon Chillar),0.950,2.060
4,8:56,1,10,IND 47,7,27,"Peyton Manning pass incomplete deep left intended for Anthony Gonzalez. Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",2.060,2.790
4,8:51,1,5,GNB 48,7,27,"Peyton Manning pass incomplete short left intended for Dominic Rhodes. Penalty on Aaron Kampman: Defensive Offside, 5 yards (no play)",2.790,2.720
4,8:47,1,10,GNB 43,7,27,Dominic Rhodes up the middle for 4 yards (tackle by Nick Barnett),2.720,2.720
4,8:19,2,6,GNB 39,7,27,Peyton Manning pass complete short left to Dallas Clark for 2 yards (tackle by Brandon Chillar),2.720,2.280
4,7:44,3,4,GNB 37,7,27,Peyton Manning pass incomplete short middle intended for Reggie Wayne,2.280,0.790
4,7:40,4,4,GNB 37,7,27,"Peyton Manning pass incomplete short middle intended for Reggie Wayne. Penalty on Brandon Chillar: Defensive Pass Interference, 5 yards (no play)",0.790,3.450
4,7:36,1,10,GNB 32,7,27,Peyton Manning pass incomplete deep middle intended for Reggie Wayne (defended by Aaron Rouse),3.450,2.900
4,7:30,2,10,GNB 32,7,27,Peyton Manning pass incomplete short middle intended for Dominic Rhodes,2.900,2.210
4,7:25,3,10,GNB 32,7,27,Peyton Manning pass complete short left to Dallas Clark for 5 yards (tackle by Brandon Chillar),2.210,1.720
4,6:51,4,5,GNB 27,7,27,Peyton Manning pass complete short middle to Anthony Gonzalez for 7 yards (tackle by Tramon Williams),1.720,4.240
4,6:06,1,10,GNB 20,7,27,Peyton Manning pass incomplete deep middle intended for Dallas Clark,4.240,3.690
4,6:01,2,10,GNB 20,7,27,Peyton Manning pass complete short left to Dominic Rhodes for 15 yards (tackle by Tramon Williams),3.690,6.060
4,5:19,1,5,GNB 5,7,27,Dominic Rhodes right guard for -1 yards (tackle by Nick Barnett),6.060,4.950
4,4:43,2,6,GNB 6,7,33,"Peyton Manning pass incomplete short left intended for Anthony Gonzalez is intercepted by Aaron Rouse at GNB-1 and returned for 99 yards, touchdown",4.950,-7.000
4,,,,IND 2,7,34,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,7,34,"Mason Crosby kicks off 70 yards, returned by Pierre Garcon for 14 yards (tackle by Desmond Bishop)",0.000,-0.280
4,4:22,1,10,IND 14,7,34,Peyton Manning pass complete short right to Dallas Clark for 9 yards (tackle by Aaron Rouse),-0.280,0.550
4,4:17,2,1,IND 23,7,34,Chad Simpson left end for 3 yards (tackle by Kabeer Gbaja-Biamila),0.550,0.670
4,3:47,1,10,IND 26,7,34,Peyton Manning pass incomplete short middle intended for Chad Simpson (defended by Kabeer Gbaja-Biamila),0.670,0.130
4,3:43,2,10,IND 26,7,34,Peyton Manning pass complete short right to Reggie Wayne for 9 yards (tackle by Will Blackmon),0.130,0.630
4,3:09,3,1,IND 35,7,34,Chad Simpson left tackle for -2 yards (tackle by Nick Barnett and Johnny Jolly),0.630,-1.180
4,2:32,4,3,IND 33,7,34,"Peyton Manning pass complete deep left to Anthony Gonzalez for 34 yards (tackle by Aaron Rouse). Penalty on Aaron Rouse: Face Mask (15 Yards), 15 yards",-1.180,4.370
4,2:24,1,10,GNB 18,7,34,Peyton Manning pass complete short left to Dallas Clark for 3 yards (tackle by Brandon Chillar),4.370,4.250
4,2:00,2,7,GNB 15,7,34,Peyton Manning pass incomplete short middle intended for Dominic Rhodes,4.250,3.460
4,1:54,3,7,GNB 15,7,34,Peyton Manning pass incomplete short left intended for Anthony Gonzalez,3.460,2.440
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:51,4,7,GNB 15,7,34,"Peyton Manning pass complete short left to Dallas Clark for 14 yards (tackle by Tramon Williams). Dallas Clark fumbles (forced by Tramon Williams), ball out of bounds at GNB-1",2.440,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,1:46,1,1,GNB 1,13,34,"Dominic Rhodes right end for 1 yard, touchdown",6.970,7.000
4,,,,GNB 2,14,34,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,14,34,"Adam Vinatieri kicks off 38 yards, returned by Charles Woodson for -2 yards (tackle by Jamie Silva)",0.000,0.940
4,1:38,1,10,GNB 30,14,34,Ryan Grant left end for 9 yards (tackle by Josh Thomas),0.940,1.610
4,0:55,2,1,GNB 39,14,34,Aaron Rodgers kneels for no gain,1.610,0.890
4,0:17,3,1,GNB 39,14,34,Aaron Rodgers kneels for -1 yards,0.890,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
