0,1
Game Info,Game Info
Won Toss,Chargers
Roof,outdoors
Surface,grass
Duration,3:39
Attendance,68810
Weather,"53 degrees, relative humidity 20%, wind 6 mph, wind chill 0"
Vegas Line,San Diego Chargers -5.0
Over/Under,46.5 (under)
