Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
2,6:24,1,10,SDG 41,3,7,LaDainian Tomlinson middle for 3 yards (tackle by James Sanders),1.660,1.530
2,5:45,2,7,SDG 44,3,7,Philip Rivers pass incomplete short left intended for Eric Parker,1.530,0.830
2,5:39,3,7,SDG 44,3,7,Philip Rivers sacked by Artrell Hawkins for -11 yards,0.830,-1.180
2,5:30,4,18,SDG 33,3,7,Mike Scifres punts 34 yards,-1.180,-1.140
2,5:21,1,10,NWE 33,3,7,Laurence Maroney middle for no gain (tackle by Terrence Kiel),1.140,0.590
2,4:49,2,10,NWE 33,3,7,Tom Brady pass incomplete short middle intended for Laurence Maroney,0.590,-0.100
2,4:44,3,10,NWE 33,3,7,Tom Brady pass incomplete short left intended for Jabar Gaffney,-0.100,-1.180
2,4:39,4,10,NWE 33,3,7,"Todd Sauerbrun punts 52 yards, returned by Eric Parker for 8 yards (tackle by Eric Alexander)",-1.180,-0.480
2,4:27,1,10,SDG 23,3,7,LaDainian Tomlinson middle for 11 yards (tackle by Ellis Hobbs),0.480,1.200
2,3:45,1,10,SDG 34,3,7,LaDainian Tomlinson middle for 2 yards (tackle by James Sanders and Tedy Bruschi),1.200,0.930
2,3:02,2,8,SDG 36,3,7,Philip Rivers pass complete short right to LaDainian Tomlinson for 58 yards (tackle by Asante Samuel),0.930,5.830
2,2:10,1,6,NWE 6,3,13,"Michael Turner left tackle for 6 yards, touchdown",5.830,7.000
2,,,,NWE 2,3,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,3,14,"Nate Kaeding kicks off 67 yards, returned by Laurence Maroney for 25 yards (tackle by Terrence Kiel)",0.000,0.810
2,1:58,1,10,NWE 28,3,14,Kevin Faulk middle for 7 yards (tackle by Shaun Phillips),0.810,1.210
2,1:37,2,3,NWE 35,3,14,Kevin Faulk right tackle for 7 yards (tackle by Luis Castillo),1.210,1.730
2,1:14,1,10,NWE 42,3,14,Tom Brady pass incomplete short middle intended for Kevin Faulk,1.730,1.190
2,1:10,2,10,NWE 42,3,14,"Kevin Faulk right guard for 3 yards (tackle by Bhawoh Jue and Clinton Hart). Penalty on Logan Mankins: Offensive Holding, 10 yards",1.190,0.240
2,0:59,,,,3,14,Timeout #1 by New England Patriots,0.000,0.240
2,0:59,2,17,NWE 35,3,14,Tom Brady pass complete deep left to Jabar Gaffney for 17 yards (tackle by Antonio Cromartie),0.240,2.390
2,0:53,1,10,SDG 48,3,14,Tom Brady pass complete deep middle to Jabar Gaffney for 16 yards (tackle by Drayton Florence and Donnie Edwards),2.390,3.450
2,0:33,1,10,SDG 32,3,14,Tom Brady pass incomplete short right intended for Troy Brown,3.450,2.900
2,0:31,2,10,SDG 32,3,14,Kevin Faulk middle for 5 yards (tackle by Donnie Edwards),2.900,2.870
2,0:24,,,,3,14,Timeout #2 by New England Patriots,0.000,2.870
2,0:24,3,5,SDG 27,3,14,Tom Brady pass complete short right to Reche Caldwell for 9 yards (tackle by Quentin Jammer),2.870,4.370
2,0:17,,,,3,14,Timeout #3 by New England Patriots,0.000,4.370
2,0:17,1,10,SDG 18,3,14,Tom Brady pass complete short left to Jabar Gaffney for 7 yards (tackle by Antonio Cromartie),4.370,5.010
2,0:17,2,3,SDG 11,3,14,"Penalty on Donnie Edwards: Defensive Offside, 5 yards (no play)",5.010,5.830
2,0:13,1,6,SDG 6,9,14,"Tom Brady pass complete short middle to Jabar Gaffney for 6 yards, touchdown",5.830,7.000
2,,,,SDG 2,10,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,10,14,Stephen Gostkowski kicks off 38 yards,0.000,1.140
2,0:07,1,10,SDG 33,10,14,Philip Rivers kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,10,14,"Nate Kaeding kicks off 59 yards, returned by Laurence Maroney for 12 yards (tackle by Kassim Osgood)",0.000,0.480
3,14:56,1,10,NWE 23,10,14,Tom Brady pass complete short left to Reche Caldwell for 6 yards (tackle by Antonio Cromartie),0.480,0.740
3,14:23,2,4,NWE 29,10,14,Tom Brady pass complete short right to Jabar Gaffney for -2 yards (tackle by Quentin Jammer),0.740,-0.230
3,13:38,3,6,NWE 27,10,14,Tom Brady pass complete short left to Reche Caldwell for 5 yards (tackle by Antonio Cromartie),-0.230,-1.240
3,12:45,4,1,NWE 32,10,14,"Todd Sauerbrun punts 42 yards, returned by Eric Parker for 8 yards (tackle by Pierre Woods)",-1.240,-1.200
3,12:35,1,10,SDG 34,10,14,LaDainian Tomlinson left tackle for 2 yards (tackle by Tedy Bruschi),1.200,0.930
3,11:53,2,8,SDG 36,10,14,Philip Rivers pass incomplete short right intended for Antonio Gates,0.930,0.230
3,11:49,3,8,SDG 36,10,14,Philip Rivers pass incomplete deep right intended for Vincent Jackson,0.230,-0.980
3,11:43,4,8,SDG 36,10,14,Mike Scifres punts 32 yards,-0.980,-1.070
3,11:32,1,10,NWE 32,10,14,Tom Brady pass incomplete short left intended for Troy Brown,1.070,0.530
3,11:27,2,10,NWE 32,10,14,Laurence Maroney middle for no gain (tackle by Donnie Edwards and Marlon McCree),0.530,-0.160
3,10:45,3,10,NWE 32,10,14,Tom Brady pass incomplete deep right intended for Troy Brown is intercepted by Drayton Florence at NWE-49 and returned for 17 yards,-0.160,-3.450
3,10:32,1,10,NWE 32,10,14,LaDainian Tomlinson left end for 6 yards (tackle by Artrell Hawkins),3.450,3.710
3,10:00,2,4,NWE 26,10,14,Lorenzo Neal middle for 3 yards (tackle by Ty Warren),3.710,3.400
3,9:28,3,1,NWE 23,10,14,Philip Rivers middle for 2 yards (tackle by Tedy Bruschi),3.400,4.170
3,8:50,1,10,NWE 21,10,14,"LaDainian Tomlinson right tackle for no gain (tackle by Artrell Hawkins and Mike Vrabel). Penalty on Mike Goff: Offensive Holding, 9 yards (no play)",4.170,3.580
3,8:16,1,19,NWE 30,10,14,Philip Rivers pass incomplete deep middle intended for Vincent Jackson,3.580,2.410
3,8:09,2,19,NWE 30,10,14,LaDainian Tomlinson middle for 2 yards (tackle by Ty Warren). Penalty on Lorenzo Neal: Illegal Motion (Declined),2.410,2.020
3,7:38,3,17,NWE 28,10,14,Philip Rivers sacked by James Sanders for -10 yards,2.020,0.720
3,7:26,4,27,NWE 38,10,14,Mike Scifres punts 36 yards,0.720,0.380
3,7:17,1,10,NWE 2,10,14,Tom Brady pass incomplete deep left intended for Jabar Gaffney,-0.380,-0.780
3,7:12,2,10,NWE 2,10,14,Tom Brady pass complete short left to Troy Brown for 12 yards (tackle by Shawne Merriman),-0.780,-0.280
3,6:54,1,10,NWE 14,10,14,Tom Brady pass complete short middle to Kevin Faulk for 6 yards (tackle by Donnie Edwards and Shaun Phillips),-0.280,0.150
3,6:17,2,4,NWE 20,10,14,Tom Brady pass incomplete deep right intended for Troy Brown,0.150,-0.680
3,6:11,3,4,NWE 20,10,14,Kevin Faulk middle for -2 yards (tackle by Donnie Edwards),-0.680,-2.240
3,5:32,4,6,NWE 18,10,14,"Todd Sauerbrun punts 51 yards, muffed catch by Eric Parker, recovered by David Thomas and returned for no gain",-2.240,3.510
3,5:20,1,10,SDG 31,10,14,"Tom Brady pass incomplete deep left intended for Jabar Gaffney. Penalty on Drayton Florence: Illegal Contact, 5 yards (no play)",3.510,3.840
3,5:16,1,10,SDG 26,10,14,Tom Brady pass incomplete deep middle intended for Ben Watson (defended by Stephen Cooper),3.840,3.300
3,5:10,2,10,SDG 26,10,14,"Tom Brady pass incomplete short middle intended for Kevin Faulk. Penalty on Logan Mankins: Offensive Pass Interfere, 10 yards (no play)",3.300,1.950
3,5:05,2,20,SDG 36,10,14,Tom Brady pass complete short right to Troy Brown for 7 yards (tackle by Quentin Jammer),1.950,2.210
3,4:30,3,13,SDG 29,10,14,"Tom Brady sacked by Shaun Phillips for -7 yards. Tom Brady fumbles (forced by Shaun Phillips), recovered by Matt Light at SDG-37 and returned for 4 yards. Penalty on Drayton Florence: Unnecessary Roughness, 15 yards",2.210,4.370
3,3:58,1,10,SDG 18,10,14,"Laurence Maroney right end for 4 yards (tackle by Terrence Kiel). Laurence Maroney fumbles (forced by Terrence Kiel), ball out of bounds at SDG-14",4.370,4.430
3,3:32,2,6,SDG 14,10,14,"Laurence Maroney left end for no gain (tackle by Donnie Edwards and Marlon McCree). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",4.430,3.020
3,2:59,2,16,SDG 24,10,14,Tom Brady pass incomplete deep right intended for Ben Watson,3.020,2.340
3,2:54,3,16,SDG 24,10,14,Tom Brady pass complete short middle to Jabar Gaffney for 8 yards (tackle by Donnie Edwards),2.340,2.380
3,2:15,4,8,SDG 16,13,14,Stephen Gostkowski 34 yard field goal good,2.380,3.000
3,,,,NWE 30,13,14,Stephen Gostkowski kicks off 65 yards,0.000,1.600
3,2:11,1,10,SDG 40,13,14,Philip Rivers pass complete short middle to Vincent Jackson for 12 yards (tackle by Tedy Bruschi and James Sanders),1.600,2.390
3,1:31,1,10,NWE 48,13,14,LaDainian Tomlinson left end for 9 yards (tackle by Tedy Bruschi),2.390,3.060
3,0:52,2,1,NWE 39,13,14,Lorenzo Neal middle for 2 yards (tackle by Vince Wilfork and Tedy Bruschi),3.060,3.120
3,0:09,1,10,NWE 37,13,14,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson is intercepted by Rosevelt Colvin at NWE-36,3.120,-1.330
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 36,13,14,Tom Brady pass incomplete short middle intended for Kevin Faulk,1.330,0.790
4,14:58,2,10,NWE 36,13,14,Tom Brady pass complete short left to Jabar Gaffney for 15 yards (tackle by Antonio Cromartie),0.790,2.320
4,14:45,1,10,SDG 49,13,14,Tom Brady pass complete short right to Reche Caldwell for 4 yards (tackle by Drayton Florence),2.320,2.320
4,14:08,2,6,SDG 45,13,14,Tom Brady pass complete short left to Troy Brown for 4 yards (tackle by Drayton Florence),2.320,2.150
4,13:30,3,2,SDG 41,13,14,Tom Brady pass incomplete short left intended for Jabar Gaffney (defended by Antonio Cromartie),2.150,0.530
4,13:26,,,,13,14,Timeout #1 by New England Patriots,0.000,0.530
4,13:26,4,2,SDG 41,13,14,"Todd Sauerbrun punts 24 yards, fair catch by Eric Parker",0.530,0.060
4,13:19,1,10,SDG 17,13,14,LaDainian Tomlinson right end for 13 yards (tackle by Artrell Hawkins),-0.060,0.940
4,12:33,1,10,SDG 30,13,14,Michael Turner left end for 1 yard (tackle by James Sanders),0.940,0.530
4,11:59,2,9,SDG 31,13,14,Philip Rivers pass complete deep right to Antonio Gates for 19 yards,0.530,2.260
4,11:31,1,10,SDG 50,13,14,LaDainian Tomlinson left tackle for 3 yards (tackle by Vince Wilfork),2.260,2.120
4,10:49,2,7,NWE 47,13,14,Philip Rivers pass incomplete deep right intended for Eric Parker (defended by Asante Samuel),2.120,1.420
4,10:41,3,7,NWE 47,13,14,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Artrell Hawkins),1.420,3.250
4,10:03,1,10,NWE 35,13,14,LaDainian Tomlinson right tackle for 1 yard (tackle by Mike Vrabel),3.250,2.840
4,9:20,2,9,NWE 34,13,14,Philip Rivers pass complete deep left to Vincent Jackson for 31 yards (tackle by Ellis Hobbs),2.840,6.510
4,8:40,1,3,NWE 3,13,20,"LaDainian Tomlinson left end for 3 yards, touchdown",6.510,7.000
4,,,,NWE 2,13,21,"Nate Kaeding kicks extra point good. Penalty on Shane Olivea: Unnecessary Roughness, 15 yards",0.000,0.000
4,,,,SDG 15,13,21,"Nate Kaeding kicks off 63 yards, returned by Ellis Hobbs for 15 yards (tackle by Greg Camarillo)",0.000,1.400
4,8:28,1,10,NWE 37,13,21,Tom Brady pass incomplete deep middle intended for Troy Brown (defended by Carlos Polk),1.400,0.860
4,8:22,2,10,NWE 37,13,21,Tom Brady pass complete deep middle to Jabar Gaffney for 17 yards (tackle by Quentin Jammer),0.860,2.520
4,7:49,1,10,SDG 46,13,21,Tom Brady pass complete short middle to Kevin Faulk for 5 yards (tackle by Donnie Edwards),2.520,2.650
4,7:10,2,5,SDG 41,13,21,Tom Brady pass incomplete deep right intended for Troy Brown,2.650,1.950
4,7:04,3,5,SDG 41,13,21,Tom Brady sacked by Shawne Merriman for 0 yards,1.950,0.530
4,6:25,4,5,SDG 41,13,21,"Tom Brady pass incomplete short middle intended for Troy Brown is intercepted by Marlon McCree at SDG-31 and returned for 3 yards. Marlon McCree fumbles (forced by Troy Brown), recovered by Reche Caldwell at SDG-32",0.530,3.450
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
4,6:16,1,10,SDG 32,13,21,Tom Brady pass complete short right to Jabar Gaffney for 7 yards (tackle by Quentin Jammer),3.450,3.850
4,5:35,2,3,SDG 25,13,21,Tom Brady pass incomplete short right intended for Ben Watson,3.850,3.140
4,5:31,3,3,SDG 25,13,21,Tom Brady pass complete short left to Jabar Gaffney for 12 yards (tackle by Antonio Cromartie),3.140,4.710
4,4:46,1,10,SDG 13,13,21,Tom Brady pass complete short left to Ben Watson for 9 yards (tackle by Terrence Kiel),4.710,5.730
4,4:41,2,1,SDG 4,19,21,"Tom Brady pass complete short left to Reche Caldwell for 4 yards, touchdown",5.730,7.000
4,,,,,21,21,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,NWE 30,21,21,"Stephen Gostkowski kicks off 56 yards, returned by Antonio Cromartie for 15 yards (tackle by Eric Alexander)",0.000,0.870
4,4:30,1,10,SDG 29,21,21,LaDainian Tomlinson right tackle for 5 yards (tackle by Tedy Bruschi),0.870,1.000
4,3:53,2,5,SDG 34,21,21,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Ellis Hobbs),1.000,0.300
4,3:46,,,,21,21,Timeout #2 by San Diego Chargers,0.000,0.300
4,3:46,3,5,SDG 34,21,21,Philip Rivers pass incomplete short right intended for Eric Parker (defended by Asante Samuel),0.300,-1.110
4,3:42,4,5,SDG 34,21,21,"Mike Scifres punts 51 yards, returned by Kevin Faulk for no gain",-1.110,0.220
4,3:30,1,10,NWE 15,21,21,Tom Brady pass complete deep middle to Daniel Graham for 19 yards (tackle by Terrence Kiel),-0.220,1.200
4,2:52,1,10,NWE 34,21,21,Tom Brady pass incomplete deep right intended for Daniel Graham (defended by Randall Godfrey),1.200,0.660
4,2:45,2,10,NWE 34,21,21,Tom Brady pass incomplete short middle intended for Kevin Faulk,0.660,-0.030
4,2:42,,,,21,21,Timeout #2 by New England Patriots,0.000,-0.030
4,2:42,3,10,NWE 34,21,21,Tom Brady pass complete deep right to Reche Caldwell for 49 yards,-0.030,4.440
4,2:31,1,10,SDG 17,21,21,Corey Dillon left end for 2 yards (tackle by Marlon McCree),4.440,4.150
4,2:18,,,,21,21,Timeout #3 by San Diego Chargers,0.000,4.150
4,2:18,2,8,SDG 15,21,21,Corey Dillon right tackle for 3 yards (tackle by Carlos Polk),4.150,3.880
4,2:00,3,5,SDG 12,21,21,Corey Dillon middle for -1 yards (tackle by Luis Castillo and Stephen Cooper),3.880,2.590
4,1:14,,,,21,21,Timeout #3 by New England Patriots,0.000,2.590
4,1:14,4,6,SDG 13,24,21,Stephen Gostkowski 31 yard field goal good,2.590,3.000
4,,,,NWE 30,24,21,"Stephen Gostkowski kicks off 69 yards, returned by Michael Turner for 24 yards (tackle by Eric Alexander)",0.000,0.610
4,1:05,1,10,SDG 25,24,21,Philip Rivers pass complete short middle to Antonio Gates for 14 yards (tackle by Chad Scott),0.610,1.530
4,0:40,1,10,SDG 39,24,21,Philip Rivers pass complete short right to Antonio Gates for 4 yards (tackle by Chad Scott),1.530,1.530
4,0:24,2,6,SDG 43,24,21,Philip Rivers spiked the ball,1.530,0.830
4,0:24,3,6,SDG 43,24,21,Philip Rivers pass complete deep middle to Eric Parker for 21 yards (tackle by Artrell Hawkins),0.830,3.180
4,0:24,1,10,NWE 36,24,21,Philip Rivers spiked the ball,3.180,2.640
4,0:08,2,10,NWE 36,24,21,"Nate Kaeding 54 yard field goal no good. Penalty on NWE: Unsportsmanlike Conduct, 15 yards",2.640,-0.870
4,0:03,1,10,NWE 29,24,21,Tom Brady kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
