Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
1,8:10,2,4,NYG 29,0,0,Michael Cox right end for no gain (tackle by Louis Delmas),0.740,0.740
1,7:36,2,4,NYG 29,0,0,Timeout #1 by Detroit Lions,0.740,0.040
1,7:36,3,4,NYG 29,0,0,Eli Manning pass complete short left to Louis Murphy for 5 yards (tackle by Don Carey),0.040,1.200
1,6:57,1,10,NYG 34,0,0,Eli Manning pass incomplete short right intended for Andre Brown,1.200,0.660
1,6:52,2,10,NYG 34,0,0,Andre Brown up the middle for no gain (tackle by C.J. Mosley),0.660,-0.030
1,6:17,3,10,NYG 34,0,0,Eli Manning pass complete short right to Jerrel Jernigan for 12 yards,-0.030,1.990
,,,,,,,"NYG challenged the pass completion ruling, and the original play was overturned.",,
1,6:03,1,10,NYG 46,0,0,Andre Brown left end for 11 yards (tackle by Rocky McIntosh),1.990,2.720
1,5:33,1,10,DET 43,0,0,Eli Manning pass incomplete deep middle intended for Rueben Randle,2.720,2.180
1,5:26,2,10,DET 43,0,0,Eli Manning pass incomplete short middle intended for Jerrel Jernigan (defended by Ndamukong Suh),2.180,1.490
1,5:20,3,10,DET 43,0,0,Eli Manning pass complete deep middle to Jerrel Jernigan for 18 yards (tackle by Louis Delmas),1.490,3.910
1,4:45,1,10,DET 25,0,0,Andre Brown right tackle for 2 yards (tackle by Glover Quin),3.910,3.630
1,4:05,2,8,DET 23,0,0,Eli Manning pass incomplete deep right intended for Hakeem Nicks,3.630,2.940
1,4:00,3,8,DET 23,0,0,Eli Manning pass incomplete short left intended for Brandon Myers,2.940,1.930
1,3:54,4,8,DET 23,3,0,Josh Brown 41 yard field goal good,1.930,3.000
1,3:54,,,NYG 35,3,0,"Josh Brown kicks off 70 yards, returned by Jeremy Ross for 23 yards (tackle by Marcus Dowtin)",0.000,-0.040
1,3:43,1,10,DET 18,3,0,Reggie Bush left end for 3 yards (tackle by Johnathan Hankins),0.040,0.010
1,3:00,2,7,DET 21,3,0,Matthew Stafford pass complete short right to Calvin Johnson for 10 yards (tackle by Antrel Rolle),0.010,1.000
1,2:24,1,10,DET 31,3,0,Joique Bell left tackle for 16 yards (tackle by Will Hill),1.000,2.060
1,1:43,1,10,DET 47,3,0,Joique Bell right tackle for 5 yards (tackle by Mike Patterson),2.060,2.190
1,0:59,2,5,NYG 48,3,0,Joique Bell left tackle for 1 yard (tackle by Justin Tuck),2.190,1.620
1,0:14,3,4,NYG 47,3,0,Matthew Stafford pass complete short left to Reggie Bush for 8 yards (tackle by Spencer Paysinger),1.620,2.980
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 39,3,0,Matthew Stafford pass incomplete deep left intended for Joseph Fauria,2.980,2.440
2,14:53,2,10,NYG 39,3,0,Matthew Stafford pass complete short left to Kevin Ogletree for 13 yards (tackle by Ryan Mundy and Jon Beason),2.440,3.840
2,14:14,1,10,NYG 26,3,0,Matthew Stafford pass incomplete deep left intended for Kris Durham (defended by Trumaine McBride),3.840,3.300
2,14:09,2,10,NYG 26,3,0,Matthew Stafford pass complete short right to Joique Bell for 3 yards (tackle by Antrel Rolle),3.300,3.010
2,13:22,3,7,NYG 23,3,0,Matthew Stafford pass complete short right to Joique Bell for 4 yards (tackle by Jon Beason),3.010,2.280
2,12:41,4,3,NYG 19,3,3,David Akers 37 yard field goal good,2.280,3.000
2,12:41,,,DET 35,3,3,"David Akers kicks off 65 yards, touchback",0.000,-0.280
2,12:38,1,10,NYG 20,3,3,Eli Manning pass complete short right to Rueben Randle for 2 yards (tackle by Ashlee Palmer),0.280,0.000
2,11:55,2,8,NYG 22,3,3,Andre Brown right end for 2 yards (tackle by Ezekiel Ansah),0.000,-0.430
2,11:13,3,6,NYG 24,3,3,Eli Manning pass incomplete short right intended for Jerrel Jernigan (defended by DeAndre Levy),-0.430,-1.770
2,11:08,4,6,NYG 24,3,3,"Steve Weatherford punts 41 yards, fair catch by Jeremy Ross",-1.770,-1.270
2,11:00,1,10,DET 35,3,3,Reggie Bush left tackle for 3 yards (tackle by Linval Joseph and Ryan Mundy),1.270,1.130
2,10:24,2,7,DET 38,3,3,"Matthew Stafford pass complete short right to Dorin Dickerson for 6 yards (tackle by Jon Beason). Penalty on Nate Burleson: Offensive Pass Interference, 10 yards (no play)",1.130,-0.220
2,9:57,2,17,DET 28,3,3,Matthew Stafford pass incomplete short middle intended for Reggie Bush,-0.220,-0.890
2,9:54,3,17,DET 28,3,3,Matthew Stafford pass complete short right to Joseph Fauria for 17 yards (tackle by Will Hill and Jacquian Williams),-0.890,1.930
2,9:14,1,10,DET 45,3,3,Joique Bell right tackle for 1 yard (tackle by Damontre Moore),1.930,1.520
2,8:33,2,9,DET 46,3,3,Joique Bell up the middle for 9 yards (tackle by Prince Amukamara),1.520,2.590
2,7:54,1,10,NYG 45,3,3,Matthew Stafford pass incomplete short left intended for Kevin Ogletree,2.590,2.040
2,7:49,2,10,NYG 45,3,3,"Reggie Bush left tackle for 2 yards (tackle by Mathias Kiwanuka). Reggie Bush fumbles (forced by Mathias Kiwanuka), recovered by Antrel Rolle at NYG-41 and returned for 10 yards (tackle by Kevin Ogletree)",2.040,-2.320
2,7:40,1,10,DET 49,3,3,Eli Manning pass incomplete deep right intended for Rueben Randle (defended by Glover Quin),2.320,1.780
2,7:32,2,10,DET 49,3,3,Eli Manning pass complete short right to Hakeem Nicks for 12 yards (tackle by Glover Quin),1.780,3.120
2,6:52,1,10,DET 37,3,3,Andre Brown up the middle for 2 yards (tackle by Louis Delmas),3.120,2.840
2,6:10,2,8,DET 35,3,3,Andre Brown left end for -5 yards (tackle by Devin Taylor). Penalty on Brandon Myers: Offensive Holding (Declined),2.840,1.490
2,5:46,3,13,DET 40,3,3,Eli Manning pass complete short left to Andre Brown for 14 yards (tackle by DeAndre Levy),1.490,3.840
2,4:57,1,10,DET 26,3,3,Andre Brown up the middle for 5 yards (tackle by Stephen Tulloch),3.840,3.970
2,4:18,2,5,DET 21,3,3,Andre Brown left end for no gain (tackle by Louis Delmas),3.970,3.270
2,3:36,3,5,DET 21,3,3,Eli Manning pass complete short right to Rueben Randle for 6 yards (tackle by Bill Bentley and Ezekiel Ansah),3.270,4.580
2,2:54,1,10,DET 15,3,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",4.580,4.580
2,2:25,1,10,DET 15,3,3,Timeout #1 by New York Giants,4.580,4.240
2,2:25,1,15,DET 20,9,3,"Eli Manning pass complete deep middle to Jerrel Jernigan for 20 yards, touchdown",4.240,7.000
2,2:25,,,DET 2,10,3,Josh Brown kicks extra point good,0.000,0.000
2,2:25,,,NYG 35,10,3,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,2:19,1,10,DET 20,10,3,Matthew Stafford pass complete short right to Nate Burleson for 6 yards (tackle by Antrel Rolle),0.280,0.540
2,2:09,2,4,DET 26,10,3,Matthew Stafford pass complete short right to Kris Durham for 8 yards (tackle by Trumaine McBride),0.540,1.200
2,2:00,1,10,DET 34,10,3,Matthew Stafford pass complete short right to Joique Bell for 7 yards (tackle by Jon Beason),1.200,1.600
2,1:55,2,3,DET 41,10,3,Matthew Stafford pass complete short left to Joique Bell for 2 yards (tackle by Antrel Rolle),1.600,1.160
2,1:29,3,1,DET 43,10,3,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Prince Amukamara),1.160,-0.520
2,1:25,4,1,DET 43,10,3,"Sam Martin punts 51 yards, returned by Rueben Randle for 11 yards (tackle by Jeremy Ross). Penalty on Damontre Moore: Defensive Offside, 5 yards (no play)",-0.520,2.130
2,1:15,1,10,DET 48,10,3,Matthew Stafford pass complete short left to Calvin Johnson for 16 yards (tackle by Will Hill),2.130,3.180
2,1:09,1,10,NYG 36,10,3,"Matthew Stafford pass complete short left to Joique Bell for 3 yards (tackle by Jacquian Williams). Penalty on Rob Sims: Offensive Holding, 10 yards",3.180,2.720
2,1:00,1,17,NYG 43,10,3,Matthew Stafford pass incomplete deep right intended for Kevin Ogletree,2.720,1.690
2,0:53,2,17,NYG 43,10,3,Matthew Stafford pass incomplete short right intended for Joseph Fauria is intercepted by Justin Tuck at NYG-45 and returned for -2 yards (tackle by Dominic Raiola),1.690,-1.800
2,0:47,1,10,NYG 43,10,3,Eli Manning pass complete short right to Hakeem Nicks for 16 yards (tackle by Jonte Green),1.800,1.800
2,0:33,1,10,NYG 43,10,3,Timeout #2 by New York Giants,1.800,2.850
2,0:33,1,10,DET 41,10,3,Eli Manning sacked by Ezekiel Ansah for -9 yards,2.850,2.850
2,0:27,1,10,DET 41,10,3,Timeout #3 by New York Giants,2.850,1.090
2,0:27,2,19,,10,3,"Eli Manning pass complete short middle to Jerrel Jernigan for 11 yards (tackle by Don Carey). Penalty on Don Carey: Delay of Game, 5 yards",1.090,2.540
2,0:18,3,3,DET 34,10,3,Eli Manning pass incomplete short right intended for Brandon Myers,2.540,1.090
2,0:14,4,3,DET 34,13,3,Josh Brown 52 yard field goal good,1.090,3.000
2,,,,NYG 35,,,"Josh Brown kicks off 61 yards, returned by Jeremy Ross for 12 yards (tackle by Antrel Rolle)",,
2,0:04,1,10,DET 16,13,3,Matthew Stafford kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,13,3,"David Akers kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NYG 20,13,3,Eli Manning pass complete short left to Andre Brown for no gain,0.280,-0.270
3,14:19,2,10,NYG 20,13,3,Andre Brown left tackle for 6 yards (tackle by DeAndre Levy),-0.270,-0.160
3,13:41,3,4,NYG 26,13,3,Eli Manning pass incomplete deep left intended for Rueben Randle,-0.160,-1.630
3,13:34,4,4,NYG 26,13,3,"Steve Weatherford punts 54 yards, returned by Jeremy Ross for 50 yards (tackle by Will Hill)",-1.630,-3.580
3,13:16,1,10,NYG 30,13,3,Matthew Stafford pass complete short left to Dorin Dickerson for 8 yards (tackle by Will Hill and Jon Beason),3.580,4.110
3,12:42,2,2,NYG 22,13,3,Reggie Bush up the middle for 3 yards (tackle by Jon Beason),4.110,4.310
3,12:08,1,10,NYG 19,13,3,Matthew Stafford pass incomplete deep right intended for Kris Durham,4.310,3.750
3,12:02,2,10,NYG 19,13,3,Reggie Bush left tackle for 3 yards (tackle by Ryan Mundy and Jon Beason),3.750,3.410
3,11:18,3,7,NYG 16,13,3,Matthew Stafford pass complete short middle to Joique Bell for 14 yards (tackle by Will Hill and Antrel Rolle),3.410,6.740
3,10:35,1,2,NYG 2,13,3,Joique Bell left tackle for no gain (tackle by Cullen Jenkins),6.740,5.720
3,9:51,2,2,NYG 2,13,3,Joique Bell right tackle for 1 yard (tackle by Antrel Rolle),5.720,5.170
3,9:10,3,1,NYG 1,13,9,"Joique Bell up the middle for 1 yard, touchdown",5.170,7.000
3,9:10,,,NYG 2,13,10,David Akers kicks extra point good,0.000,0.000
3,9:10,,,DET 35,13,10,"David Akers kicks off 65 yards, touchback",0.000,-0.280
3,9:06,1,10,NYG 20,13,10,Eli Manning pass complete short right to Bear Pascoe for 7 yards (tackle by Ashlee Palmer),0.280,0.680
3,8:26,2,3,NYG 27,13,10,Andre Brown up the middle for no gain (tackle by Stephen Tulloch),0.680,-0.030
3,7:43,3,3,NYG 27,13,10,Eli Manning pass incomplete short left intended for Jerrel Jernigan,-0.030,-1.570
3,7:37,4,3,NYG 27,13,10,"Steve Weatherford punts 49 yards, out of bounds",-1.570,-0.540
3,7:29,1,10,DET 24,13,10,"Joique Bell left tackle for 5 yards (tackle by Will Hill). Penalty on Kris Durham: Offensive Holding, 10 yards (no play)",0.540,-0.500
3,7:09,1,20,DET 14,13,10,Joique Bell right tackle for 12 yards (tackle by Spencer Paysinger),-0.500,0.270
3,6:29,2,8,DET 26,13,10,Joique Bell left tackle for 3 yards (tackle by Ryan Mundy),0.270,-0.030
3,5:46,3,5,DET 29,13,10,Matthew Stafford pass complete short right to Kris Durham for 6 yards (tackle by Trumaine McBride),-0.030,1.270
3,5:07,1,10,DET 35,13,10,Jeremy Ross right end for 16 yards (tackle by Prince Amukamara),1.270,2.320
3,4:31,1,10,NYG 49,13,10,Joique Bell right end for -2 yards (tackle by Jacquian Williams),2.320,1.510
3,3:52,2,12,DET 49,13,10,Matthew Stafford pass complete short right to Reggie Bush for 2 yards (tackle by Will Hill),1.510,1.510
3,3:15,2,12,DET 49,13,10,Timeout #1 by New York Giants,1.510,1.090
3,3:15,3,10,NYG 49,13,10,Matthew Stafford pass complete short left to Nate Burleson for 6 yards (tackle by Jon Beason),1.090,0.400
3,2:36,4,4,NYG 43,13,10,"Sam Martin punts 31 yards, fair catch by Rueben Randle",0.400,0.350
3,2:28,1,10,NYG 12,13,10,Andre Brown up the middle for no gain (tackle by Ndamukong Suh and Stephen Tulloch),-0.350,-0.780
3,1:49,2,10,NYG 12,13,10,Andre Brown right end for -3 yards (tackle by DeAndre Levy),-0.780,-1.770
3,1:08,3,13,NYG 9,13,12,"Eli Manning sacked by Nick Fairley for -9 yards, safety",-1.770,-2.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
3,1:08,,,NYG 20,13,12,"Steve Weatherford kicks off 49 yards, muffed catch by Joique Bell, recovered by Joique Bell at DET-33, and returned for 4 yards",0.000,-1.400
3,0:57,1,10,DET 37,13,12,Joique Bell right tackle for 10 yards (tackle by Ryan Mundy and Spencer Paysinger),1.400,2.060
3,0:22,1,10,DET 47,13,12,Matthew Stafford pass incomplete short middle intended for Reggie Bush,2.060,1.520
3,0:18,2,10,DET 47,13,12,Matthew Stafford pass complete short right to Kevin Ogletree for 16 yards (tackle by Trumaine McBride),1.520,3.120
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 37,13,12,Joique Bell right tackle for 7 yards (tackle by Mike Patterson),3.120,3.520
4,14:22,2,3,NYG 30,13,12,Joique Bell right tackle for 11 yards (tackle by Jon Beason and Trumaine McBride),3.520,4.310
4,13:46,1,10,NYG 19,13,12,Reggie Bush right tackle for 5 yards (tackle by Jon Beason),4.310,4.530
4,13:06,2,5,NYG 14,13,12,Joique Bell up the middle for 3 yards (tackle by Justin Tuck),4.530,4.430
4,12:22,3,2,NYG 11,13,12,Matthew Stafford pass complete short middle to Joseph Fauria for 9 yards (tackle by Will Hill),4.430,6.740
4,11:53,1,2,NYG 2,13,18,"Theo Riddick left tackle for 2 yards, touchdown",6.740,7.000
4,11:53,,,,13,20,"Two Point Attempt: Matthew Stafford pass complete to Joseph Fauria, conversion succeeds",0.000,1.000
4,11:53,,,DET 35,13,20,"David Akers kicks off 65 yards, touchback",0.000,-0.280
4,11:50,1,10,NYG 20,13,20,Eli Manning pass complete short left to Louis Murphy for 5 yards (tackle by Chris Greenwood),0.280,0.410
4,11:12,2,5,NYG 25,13,20,"Eli Manning for no gain. Eli Manning fumbles, recovered by Andre Brown at NYG-21",0.410,-0.820
4,10:37,3,9,NYG 21,13,20,"Penalty on NYG: Illegal Substitution, 5 yards (no play)",-0.820,-1.690
4,10:20,3,14,NYG 16,13,20,Eli Manning pass complete short left to Jerrel Jernigan for 4 yards (tackle by Chris Greenwood),-1.690,-2.030
4,9:42,4,10,NYG 20,13,20,"Steve Weatherford punts 50 yards, fair catch by Jeremy Ross",-2.030,-0.940
4,9:33,1,10,DET 30,13,20,Joique Bell up the middle for 3 yards (tackle by Ryan Mundy),0.940,0.800
4,8:59,2,7,DET 33,13,20,Matthew Stafford pass complete short left to Joique Bell for 5 yards (tackle by Ryan Mundy),0.800,0.760
4,8:18,3,2,DET 38,13,20,"Joique Bell up the middle for 9 yards (tackle by Prince Amukamara). Penalty on Rob Sims: Offensive Holding, 10 yards (no play)",0.760,-0.560
4,7:48,3,12,DET 28,13,20,Matthew Stafford pass incomplete deep middle intended for Joseph Fauria,-0.560,-1.500
4,7:41,4,12,DET 28,13,20,"Sam Martin punts 47 yards, returned by Rueben Randle for 7 yards (tackle by Don Carey)",-1.500,-1.070
4,7:30,1,10,NYG 32,13,20,Eli Manning pass incomplete deep right intended for Hakeem Nicks,1.070,0.530
4,7:23,2,10,NYG 32,13,20,Andre Brown up the middle for 2 yards (tackle by Nick Fairley),0.530,0.100
4,6:45,3,8,NYG 34,13,20,Eli Manning pass incomplete short right intended for Brandon Myers,0.100,-1.110
4,6:38,4,8,NYG 34,13,20,"Penalty on Kevin Ogletree: Encroachment, 5 yards (no play)",-1.110,-0.780
4,6:38,4,3,NYG 39,13,20,"Steve Weatherford punts 49 yards, fair catch by Jeremy Ross",-0.780,0.350
4,6:30,1,10,DET 12,13,20,"Reggie Bush left end for 2 yards (tackle by Mike Patterson). Penalty on Mike Patterson: Illegal Use of Hands, 5 yards",-0.350,0.150
4,6:13,1,10,DET 19,13,20,Joique Bell left end for 2 yards (tackle by Prince Amukamara),0.150,-0.060
4,5:38,2,8,DET 21,13,20,Reggie Bush for 1 yard (tackle by Prince Amukamara),-0.060,-0.060
4,5:06,2,8,DET 21,13,20,Timeout #1 by Detroit Lions,-0.060,-0.680
4,5:06,3,7,DET 22,19,20,"Matthew Stafford pass incomplete deep right intended for Joseph Fauria is intercepted by Will Hill at DET-38 and returned for 38 yards, touchdown",-0.680,-7.000
4,4:57,,,DET 2,20,20,Josh Brown kicks extra point good,0.000,0.000
4,4:57,,,NYG 35,20,20,"Steve Weatherford kicks off 73 yards, touchback",0.000,-0.280
4,4:57,1,10,DET 20,20,20,Joique Bell right tackle for 3 yards (tackle by Jacquian Williams),0.280,0.140
4,4:17,2,7,DET 23,20,20,Matthew Stafford pass complete short right to Joique Bell for 6 yards (tackle by Jon Beason),0.140,0.230
4,3:50,3,1,DET 29,20,20,Joique Bell right tackle for no gain (tackle by Ryan Mundy),0.230,0.230
4,3:45,3,1,DET 29,20,20,Timeout #2 by New York Giants,0.230,-1.440
4,3:45,4,1,DET 29,20,20,"Sam Martin punts 47 yards, fair catch by Rueben Randle",-1.440,-0.540
4,3:37,1,10,NYG 24,20,20,Andre Brown left tackle for 6 yards (tackle by DeAndre Levy and Stephen Tulloch),0.540,0.810
4,2:58,2,4,NYG 30,20,20,Eli Manning pass complete short right to Brandon Myers for 25 yards (tackle by Glover Quin),0.810,2.590
4,2:14,1,10,DET 45,20,20,Eli Manning pass incomplete short right intended for Hakeem Nicks,2.590,2.040
4,2:10,2,10,DET 45,20,20,Eli Manning pass incomplete deep left intended for Jerrel Jernigan,2.040,1.360
4,2:06,3,10,DET 45,20,20,Eli Manning pass incomplete short right intended for Rueben Randle,1.360,0.270
4,1:59,4,10,DET 45,20,20,"Steve Weatherford punts 36 yards, fair catch by Jeremy Ross",0.270,0.380
4,1:52,1,10,DET 9,20,20,Matthew Stafford pass complete short right to Joique Bell for 11 yards (tackle by Linval Joseph),-0.380,0.280
4,1:21,1,10,DET 20,20,20,Matthew Stafford pass incomplete,0.280,-0.270
4,1:15,2,10,DET 20,20,20,Matthew Stafford pass incomplete short right intended for Kris Durham,-0.270,-0.960
4,1:10,3,10,DET 20,20,20,Matthew Stafford sacked by Mathias Kiwanuka for -3 yards,-0.960,-0.960
4,1:00,3,10,DET 20,20,20,Timeout #3 by New York Giants,-0.960,-2.320
4,1:00,4,13,DET 17,20,20,Sam Martin punts 55 yards (tackle by John Wendling),-2.320,-1.400
4,0:50,1,10,NYG 37,20,20,Eli Manning pass complete short right to Hakeem Nicks for 9 yards (tackle by Glover Quin),1.400,2.070
4,0:42,2,1,NYG 46,20,20,Andre Brown up the middle for 5 yards (tackle by DeAndre Levy),2.070,2.320
4,0:28,1,10,DET 49,20,20,Eli Manning pass incomplete deep middle intended for Jerrel Jernigan is intercepted by Glover Quin at DET-25,2.320,-0.610
4,0:23,1,10,DET 25,20,20,Theo Riddick up the middle for 6 yards (tackle by Linval Joseph),0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,15:00,,,DET 35,20,20,"David Akers kicks off 72 yards, returned by Michael Cox for 56 yards (tackle by DeJon Gomes)",0.000,-2.190
OT,14:52,1,10,NYG 49,20,20,Eli Manning pass complete short right to Brandon Myers for 15 yards (tackle by Ashlee Palmer),2.190,3.180
OT,14:12,1,10,DET 36,20,20,"Andre Brown right tackle for 7 yards (tackle by Nick Fairley). Andre Brown fumbles (forced by Nick Fairley), recovered by Willie Young at DET-28 (tackle by Justin Pugh)",3.180,-0.810
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
OT,14:05,1,10,DET 28,20,20,Matthew Stafford pass incomplete short right intended for Dorin Dickerson,0.810,0.260
OT,14:00,2,10,DET 28,20,20,"Joique Bell right end for 11 yards (tackle by Jacquian Williams). Penalty on Dorin Dickerson: Offensive Holding, 10 yards (no play)",0.260,-1.190
OT,13:46,2,20,DET 18,20,20,Matthew Stafford pass complete short left to Joique Bell for 8 yards (tackle by Jacquian Williams),-1.190,-0.690
OT,13:02,3,12,DET 26,20,20,Matthew Stafford pass incomplete short left intended for Kris Durham (defended by Trumaine McBride),-0.690,-1.630
OT,12:56,4,12,DET 26,20,20,"Sam Martin punts 53 yards, returned by Rueben Randle for 7 yards (tackle by Julian Stanford)",-1.630,-0.810
OT,12:44,1,10,NYG 28,20,20,Michael Cox up the middle for 1 yard (tackle by Stephen Tulloch),0.810,0.400
OT,12:06,2,9,NYG 29,20,20,Eli Manning pass incomplete short right intended for Bear Pascoe (defended by Willie Young),0.400,-0.300
OT,12:01,3,9,NYG 29,20,20,Eli Manning pass complete deep left to Rueben Randle for 26 yards (tackle by DeAndre Levy),-0.300,2.590
OT,11:21,1,10,DET 45,20,20,Eli Manning pass incomplete short left intended for Jerrel Jernigan (defended by Devin Taylor),2.590,2.040
OT,11:16,2,10,DET 45,20,20,"Eli Manning pass complete short left to Jerrel Jernigan for 6 yards (tackle by Stephen Tulloch). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",2.040,0.690
OT,10:49,2,20,NYG 45,20,20,Eli Manning pass complete short middle to Brandon Myers for 7 yards (tackle by Stephen Tulloch),0.690,0.960
OT,10:10,3,13,DET 48,20,20,Eli Manning pass complete short middle to Rueben Randle for 6 yards (tackle by DeAndre Levy),0.960,0.460
OT,9:24,4,7,DET 42,20,20,Eli Manning pass complete short left to Jerrel Jernigan for 15 yards (tackle by Chris Greenwood),0.460,3.780
OT,9:03,1,10,DET 27,20,20,Bear Pascoe right tackle for 2 yards (tackle by Stephen Tulloch and Willie Young),3.780,3.500
OT,8:21,2,8,DET 25,20,20,Eli Manning pass incomplete deep left intended for Rueben Randle,3.500,3.500
OT,8:16,2,8,DET 25,20,20,Timeout #1 by Detroit Lions,3.500,2.810
OT,8:16,3,8,DET 25,20,20,Eli Manning left tackle for -2 yards,2.810,2.810
OT,7:37,3,8,DET 25,20,20,Timeout #2 by Detroit Lions,2.810,1.670
OT,7:37,4,10,DET 27,23,20,Josh Brown 45 yard field goal good,1.670,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
