#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 16,10,5:29,39,Punt
2,1,3:49,DET 18,12,6:11,63,Field Goal
3,2,11:00,DET 35,7,3:20,22,Fumble
4,2,2:19,DET 20,9,1:32,37,Interception
5,2,0:09,DET 16,1,0:09,-1,End of Half
6,3,13:16,NYG 30,8,4:10,30,Touchdown
7,3,7:29,DET 24,7,5:01,33,Punt
8,3,1:01,DET 37,9,4:11,63,Touchdown
9,4,9:33,DET 30,3,2:03,-2,Punt
10,4,6:30,DET 12,4,1:33,10,Interception
11,4,4:57,DET 20,3,1:20,9,Punt
12,4,1:52,DET 9,4,1:02,8,Punt
13,4,0:23,DET 25,1,0:23,6,End of Half
14,5,14:05,DET 28,3,1:21,-2,Punt
