Quarter,Time,Tm,Detail,OAK,SEA
1.0,10:39,Seahawks,Deion Branch 22 yard pass from Seneca Wallace (Josh Brown kick),0,7
,5:46,Seahawks,Josh Brown 20 yard field goal,0,10
2.0,11:11,Seahawks,Josh Brown 25 yard field goal,0,13
4.0,1:17,Seahawks,Josh Brown 20 yard field goal,0,16
