Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2,11:49,1,10,HOU 22,3,3,Lamar Jackson pass complete short middle to Charlie Kolar for 4 yards (tackle by DeAndre Houston-Carson),4.110,4.130
2,11:05,2,6,HOU 18,3,3,Justice Hill left end for 1 yard (tackle by Kurt Hinish),4.130,3.560
2,10:33,3,5,HOU 17,3,3,Lamar Jackson scrambles left guard for 15 yards (tackle by DeAndre Houston-Carson),3.560,6.740
2,9:55,1,2,HOU 2,3,3,Gus Edwards left guard for -1 yards (tackle by Will Anderson),6.740,5.530
2,9:18,2,3,HOU 3,3,9,"Lamar Jackson pass complete short middle to Nelson Agholor for 3 yards, touchdown",5.530,7.000
2,9:14,,,HOU 15,3,10,Justin Tucker kicks extra point good,0.000,0.000
2,9:14,,,BAL 35,3,10,"Justin Tucker kicks off 63 yards, returned by Steven Sims for 22 yards (tackle by Arthur Maulet)",0.000,0.540
2,9:09,1,10,HOU 24,3,10,Devin Singletary left end for 7 yards (tackle by Kyle Hamilton and Roquan Smith),0.540,0.940
2,8:34,2,3,HOU 31,3,10,C.J. Stroud pass complete short left to Devin Singletary for 2 yards (tackle by Broderick Washington),0.940,0.500
2,8:08,3,1,HOU 33,3,10,Devin Singletary left guard for no gain (tackle by Kyle Van Noy),0.500,-1.180
2,7:27,4,1,HOU 33,3,10,"Cameron Johnston punts 45 yards, fair catch by Devin Duvernay at BAL-22",-1.180,-0.410
2,7:21,1,10,BAL 22,3,10,Lamar Jackson sacked by Kurt Hinish for -7 yards,0.410,-1.210
2,6:40,2,17,BAL 15,3,10,Justice Hill left end for 6 yards (tackle by DeAndre Houston-Carson and Steven Nelson),-1.210,-0.960
2,5:54,3,11,BAL 21,3,10,"Penalty on Desmond King: Encroachment, 5 yards (accepted) (no play)",-0.960,-0.290
2,5:30,3,6,BAL 26,3,10,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",-0.290,-0.960
2,5:14,3,11,BAL 21,3,10,Lamar Jackson scrambles right end for 1 yard (tackle by Christian Harris),-0.960,-1.900
2,4:34,4,10,BAL 22,9,10,"Jordan Stout punts 45 yards, returned by Steven Sims for 67 yards, touchdown",-1.900,-7.000
2,4:17,,,BAL 15,10,10,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,4:17,,,HOU 35,10,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,4:17,1,10,BAL 25,10,10,Gus Edwards right tackle for 3 yards (tackle by Jalen Pitre and Derek Stingley),0.610,0.470
2,3:37,2,7,BAL 28,10,10,Lamar Jackson pass incomplete short right,0.470,-0.230
2,3:30,3,7,BAL 28,10,10,Lamar Jackson pass incomplete short left intended for Nelson Agholor,-0.230,-1.500
2,3:26,4,7,BAL 28,10,10,"Jordan Stout punts 45 yards, fair catch by Steven Sims at HOU-27",-1.500,-0.740
2,3:19,1,10,HOU 27,10,10,C.J. Stroud pass incomplete deep left intended for Devin Singletary,0.740,0.200
2,3:12,2,10,HOU 27,10,10,C.J. Stroud pass complete short left to Xavier Hutchinson for 2 yards (tackle by Travis Jones and Justin Madubuike),0.200,-0.230
2,2:25,3,8,HOU 29,10,10,"Penalty on Juice Scruggs: False Start, 5 yards (accepted) (no play)",-0.230,-0.890
2,2:00,3,13,HOU 24,10,10,C.J. Stroud pass complete deep middle to Nico Collins for 29 yards (tackle by Brandon Stephens),-0.890,2.460
2,1:18,1,10,BAL 47,10,10,C.J. Stroud pass complete short left to Nico Collins for 16 yards (tackle by Brandon Stephens and Marcus Williams),2.460,3.510
2,0:50,1,10,BAL 31,10,10,Devin Singletary left end for 2 yards (tackle by Brandon Stephens),3.510,3.240
2,0:46,2,8,BAL 29,10,10,C.J. Stroud pass incomplete short right intended for Robert Woods,3.240,2.540
2,0:40,,,,,,Timeout #1 by Houston Texans,,
2,0:40,3,8,BAL 29,10,10,C.J. Stroud pass incomplete short right intended for Robert Woods,2.540,1.500
2,0:37,4,8,BAL 29,10,10,Ka'imi Fairbairn 47 yard field goal no good,1.500,-1.400
2,0:32,1,10,BAL 37,10,10,Lamar Jackson sacked by Blake Cashman for -9 yards,1.400,-0.360
2,0:24,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:24,2,19,BAL 28,10,10,Lamar Jackson sacked by Desmond King for -13 yards,-0.360,-3.520
2,0:19,,,,,,Timeout #2 by Houston Texans,,
2,0:19,3,32,BAL 15,10,10,Justice Hill up the middle for 12 yards (tackle by Jalen Pitre),-3.520,-1.570
2,0:15,,,,,,Timeout #3 by Houston Texans,,
2,0:15,4,20,BAL 27,10,10,Jordan Stout punts 55 yards downed by Devin Duvernay,-1.570,-0.040
2,0:05,1,10,HOU 18,10,10,C.J. Stroud kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,10,"Ka'imi Fairbairn kicks off 57 yards, returned by Devin Duvernay for 37 yards (tackle by Brevin Jordan and Jake Hansen)",0.000,1.930
3,14:53,1,10,BAL 45,10,10,Lamar Jackson pass complete short left to Nelson Agholor for 9 yards (tackle by Desmond King),1.930,2.600
3,14:08,2,1,HOU 46,10,10,Lamar Jackson pass complete short left to Isaiah Likely for 19 yards (tackle by Desmond King),2.600,3.780
3,13:33,1,10,HOU 27,10,10,Lamar Jackson left end for 3 yards (tackle by Steven Nelson),3.780,3.640
3,12:52,2,7,HOU 24,10,10,Lamar Jackson pass complete short right to Rashod Bateman for 9 yards (tackle by Steven Nelson),3.640,4.580
3,12:14,1,10,HOU 15,10,10,Lamar Jackson pass incomplete short middle intended for Isaiah Likely (defended by Jalen Pitre),4.580,3.950
3,12:10,2,10,HOU 15,10,16,"Lamar Jackson scrambles up the middle for 15 yards, touchdown",3.950,7.000
3,12:04,,,HOU 15,10,17,Justin Tucker kicks extra point good,0.000,0.000
3,12:04,,,BAL 35,10,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,12:04,1,10,HOU 25,10,17,C.J. Stroud pass complete short left to Devin Singletary for 7 yards (tackle by Roquan Smith),0.610,1.010
3,11:24,2,3,HOU 32,10,17,Devin Singletary right tackle for -3 yards (tackle by Roquan Smith),1.010,-0.100
3,10:43,3,6,HOU 29,10,17,C.J. Stroud pass complete short right to Dalton Schultz for 7 yards (tackle by Ronald Darby),-0.100,1.330
3,10:10,1,10,HOU 36,10,17,Devin Singletary up the middle for 1 yard (tackle by Justin Madubuike),1.330,0.930
3,9:21,2,9,HOU 37,10,17,"C.J. Stroud pass incomplete. Penalty on Brandon Stephens: Defensive Holding, 5 yards (accepted) (no play)",0.930,1.730
3,9:21,1,10,HOU 42,10,17,C.J. Stroud scrambles right end for 3 yards (tackle by Roquan Smith),1.730,1.590
3,8:46,2,7,HOU 45,10,17,Devin Singletary up the middle for 16 yards (tackle by Roquan Smith),1.590,2.980
3,8:05,1,10,BAL 39,10,17,C.J. Stroud pass complete short right to Xavier Hutchinson for -5 yards (tackle by Roquan Smith),2.980,1.770
3,7:16,2,15,BAL 44,10,17,C.J. Stroud pass incomplete short middle intended for Nico Collins (defended by Marcus Williams),1.770,1.090
3,7:13,3,15,BAL 44,10,17,C.J. Stroud pass complete short right to Dalton Schultz for 1 yard (tackle by Ronald Darby),1.090,0.400
3,6:35,4,14,BAL 43,10,17,Cameron Johnston punts 36 yards downed by D'Angelo Ross,0.400,0.380
3,6:26,1,10,BAL 7,10,17,Gus Edwards right tackle for 9 yards (tackle by Kurt Hinish and Derek Barnett),-0.380,-0.020
3,5:46,2,1,BAL 16,10,17,Gus Edwards left end for 5 yards (tackle by Derek Barnett and Denzel Perryman),-0.020,0.340
3,5:03,1,10,BAL 21,10,17,Lamar Jackson pass complete deep middle to Rashod Bateman for 21 yards (tackle by Steven Nelson),0.340,1.730
3,4:18,1,10,BAL 42,10,17,Lamar Jackson pass complete short left to Zay Flowers for 5 yards (tackle by Derek Stingley),1.730,1.860
3,3:36,2,5,BAL 47,10,17,Justice Hill left tackle for 3 yards (tackle by Blake Cashman),1.860,1.550
3,2:52,3,2,BAL 50,10,17,Justice Hill left tackle for 1 yard (tackle by Christian Harris),1.550,0.000
3,2:11,4,1,HOU 49,10,17,Lamar Jackson left end for 14 yards (tackle by Christian Harris),0.000,3.250
3,1:24,1,10,HOU 35,10,17,Lamar Jackson pass incomplete short middle intended for Nelson Agholor,3.250,2.700
3,1:20,2,10,HOU 35,10,17,Lamar Jackson pass complete short left to Justice Hill for 8 yards (tackle by Denzel Perryman),2.700,3.070
3,0:43,3,2,HOU 27,10,17,Lamar Jackson pass complete short left to Justice Hill for 3 yards (tackle by Steven Nelson),3.070,3.970
3,0:01,1,10,HOU 24,10,17,"Penalty on Jonathan Greenard: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.970,4.750
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,HOU 19,10,17,Gus Edwards up the middle for 4 yards (tackle by Jonathan Greenard),4.750,4.850
4,14:28,2,1,HOU 15,10,23,"Lamar Jackson pass complete short right to Isaiah Likely for 15 yards, touchdown",4.850,7.000
4,14:23,,,HOU 15,10,24,Justin Tucker kicks extra point good,0.000,0.000
4,14:23,,,BAL 35,10,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,14:23,1,10,HOU 25,10,24,C.J. Stroud pass incomplete short right,0.610,0.060
4,14:16,2,10,HOU 25,10,24,C.J. Stroud pass complete short right to Dalton Schultz for 5 yards (tackle by Patrick Queen),0.060,0.040
4,13:50,,,,,,Timeout #1 by Baltimore Ravens,,
4,13:50,3,5,HOU 30,10,24,C.J. Stroud pass incomplete short left intended for Robert Woods,0.040,-1.370
4,13:44,4,5,HOU 30,10,24,Cameron Johnston punts 48 yards downed by Kris Boyd,-1.370,-0.410
4,13:30,1,10,BAL 22,10,24,Justice Hill right end for 9 yards (tackle by Jonathan Greenard),0.410,1.080
4,12:37,2,1,BAL 31,10,24,Justice Hill up the middle for 4 yards (no play),1.080,0.410
4,12:29,2,6,BAL 26,10,24,Lamar Jackson left end for 10 yards (tackle by Denzel Perryman and DeAndre Houston-Carson),0.410,1.330
4,11:46,1,10,BAL 36,10,24,Gus Edwards left end for 1 yard (tackle by Henry To'oTo'o),1.330,0.930
4,11:05,2,9,BAL 37,10,24,Justice Hill right tackle for 14 yards (tackle by Henry To'oTo'o),0.930,2.320
4,10:19,1,10,HOU 49,10,24,Justice Hill right end for 3 yards (tackle by Sheldon Rankins),2.320,2.190
4,9:39,2,7,HOU 46,10,24,Dalvin Cook right end for 19 yards (tackle by Derek Barnett),2.190,3.780
4,8:55,1,10,HOU 27,10,24,Dalvin Cook right tackle for 4 yards (tackle by Jalen Pitre),3.780,3.770
4,8:10,2,6,HOU 23,10,24,Dalvin Cook right tackle for -1 yards (tackle by Jonathan Greenard and Jalen Pitre),3.770,2.940
4,7:28,3,7,HOU 24,10,24,Lamar Jackson pass complete short right to Zay Flowers for 11 yards (tackle by Desmond King),2.940,4.710
4,6:32,1,10,HOU 13,10,24,Justice Hill up the middle for 5 yards (tackle by Blake Cashman),4.710,4.960
4,6:26,,,,,,Timeout #1 by Houston Texans,,
4,6:26,2,5,HOU 8,10,30,"Lamar Jackson left end for 8 yards, touchdown",4.960,7.000
4,6:20,,,HOU 15,10,31,Justin Tucker kicks extra point good,0.000,0.000
4,6:20,,,BAL 35,10,31,"Justin Tucker kicks off 66 yards, returned by Steven Sims for 30 yards (tackle by Dan Chisena) BAL challenged the runner was down by contact ruling, and the play was upheld.",0.000,0.870
4,6:14,1,10,HOU 29,10,31,C.J. Stroud pass incomplete short right intended for Nico Collins (defended by Ronald Darby),0.870,0.330
4,6:02,2,10,HOU 29,10,31,"C.J. Stroud pass incomplete. Penalty on Shaq Mason: Offensive Holding, 10 yards (accepted) (no play)",0.330,-1.080
4,6:02,2,20,HOU 19,10,31,C.J. Stroud pass complete short left to Robert Woods for 6 yards (tackle by Arthur Maulet),-1.080,-0.890
4,5:41,3,14,HOU 25,10,31,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",-0.890,-1.550
4,5:41,3,19,HOU 20,10,31,C.J. Stroud pass complete short left to Dare Ogunbowale for 13 yards (tackle by Arthur Maulet),-1.550,-1.180
4,5:07,4,6,HOU 33,10,31,C.J. Stroud pass incomplete deep middle intended for Dalton Schultz,-1.180,-3.380
4,5:04,1,10,HOU 33,10,31,Dalvin Cook right tackle for 4 yards (tackle by Myjai Sanders),3.380,3.380
4,4:58,,,,,,Timeout #2 by Houston Texans,,
4,4:58,2,6,HOU 29,10,31,Dalvin Cook left tackle for 1 yard (tackle by Khalil Davis),3.380,2.810
4,4:53,,,,,,Timeout #3 by Houston Texans,,
4,4:53,3,5,HOU 28,10,31,Justice Hill right end for 2 yards (tackle by Henry To'oTo'o),2.810,1.840
4,4:12,4,3,HOU 26,10,31,Justice Hill right end for 5 yards (tackle by Derek Stingley),1.840,4.170
4,4:02,1,10,HOU 21,10,31,Dalvin Cook right end for 2 yards (tackle by Jonathan Greenard),4.170,3.900
4,3:17,2,8,HOU 19,10,31,Dalvin Cook left end for -3 yards (tackle by Blake Cashman),3.900,2.810
4,2:32,3,11,HOU 22,10,31,Dalvin Cook right tackle for -3 yards (tackle by Derek Barnett),2.810,1.800
4,2:00,4,14,HOU 25,10,34,Justin Tucker 43 yard field goal good,1.800,3.000
4,1:56,,,BAL 35,10,34,"Justin Tucker kicks off 52 yards, returned by Dameon Pierce for 17 yards. Dameon Pierce fumbles (forced by Malik Harrison), recovered by Dameon Pierce at HOU-30",0.000,0.940
4,1:50,1,10,HOU 30,10,34,Dare Ogunbowale right tackle for 4 yards (tackle by Tavius Robinson and Malik Harrison),0.940,0.930
4,1:08,2,6,HOU 34,10,34,C.J. Stroud pass complete short left to Nico Collins for 10 yards (tackle by Malik Harrison and Marcus Williams),0.930,1.860
4,0:33,1,10,HOU 44,10,34,Dare Ogunbowale right guard for 3 yards (tackle by Michael Pierce and Malik Harrison),1.860,1.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
