Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss, Texans to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,HOU 25,0,0,Devin Singletary left guard for no gain (tackle by Jadeveon Clowney and Malik Harrison),0.610,0.060
1,14:25,2,10,HOU 25,0,0,C.J. Stroud pass incomplete short right intended for Nico Collins (defended by Ronald Darby),0.060,-0.620
1,14:21,3,10,HOU 25,0,0,C.J. Stroud scrambles up the middle for 7 yards (tackle by Geno Stone and Roquan Smith),-0.620,-1.240
1,13:40,4,3,HOU 32,0,0,"Cameron Johnston punts 54 yards, returned by Devin Duvernay for 11 yards (tackle by D'Angelo Ross and Neville Hewitt)",-1.240,-0.610
1,13:31,1,10,BAL 25,0,0,Lamar Jackson right guard for 4 yards (tackle by Christian Harris),0.610,0.600
1,12:52,2,6,BAL 29,0,0,Lamar Jackson pass complete short middle to Zay Flowers for 8 yards (tackle by Jalen Pitre),0.600,1.400
1,12:14,1,10,BAL 37,0,0,Justice Hill right end for 1 yard (tackle by Sheldon Rankins),1.400,0.990
1,11:34,2,9,BAL 38,0,0,Lamar Jackson scrambles right end for 9 yards (tackle by Steven Nelson),0.990,2.060
1,10:53,1,10,BAL 47,0,0,Lamar Jackson pass complete short middle to Odell Beckham for 12 yards (tackle by Christian Harris),2.060,2.850
1,10:13,1,10,HOU 41,0,0,Lamar Jackson right end for -2 yards (tackle by Christian Harris),2.850,2.040
1,9:29,2,12,HOU 43,0,0,Lamar Jackson pass incomplete short right intended for Gus Edwards,2.040,1.350
1,9:24,3,12,HOU 43,0,0,Lamar Jackson pass complete short right to Rashod Bateman for 9 yards (tackle by Steven Nelson),1.350,1.090
1,8:40,4,3,HOU 34,0,3,Justin Tucker 53 yard field goal good,1.090,3.000
1,8:36,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,8:36,1,10,HOU 25,0,3,C.J. Stroud pass complete short left to Devin Singletary for 11 yards (tackle by Patrick Queen),0.610,1.330
1,7:56,1,10,HOU 36,0,3,Devin Singletary left tackle for -1 yards (tackle by Justin Madubuike and Broderick Washington),1.330,0.660
1,7:21,2,11,HOU 35,0,3,C.J. Stroud pass complete short right to Nico Collins for 3 yards (tackle by Kyle Hamilton and Arthur Maulet),0.660,0.370
1,6:46,3,8,HOU 38,0,3,C.J. Stroud pass complete deep right to Devin Singletary for 26 yards (tackle by Patrick Queen),0.370,3.180
1,6:14,1,10,BAL 36,0,3,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",3.180,2.850
1,5:57,1,15,BAL 41,0,3,C.J. Stroud pass complete short right to Dalton Schultz for 9 yards (tackle by Patrick Queen),2.850,3.180
1,5:17,2,6,BAL 32,0,3,"C.J. Stroud pass incomplete short right. Penalty on C.J. Stroud: Intentional Grounding, 10 yards (accepted)",3.180,1.160
1,5:14,3,16,BAL 42,0,3,"Penalty on Shaq Mason: False Start, 5 yards (accepted) (no play)",1.160,0.500
1,5:14,3,21,BAL 47,0,3,C.J. Stroud pass incomplete deep right intended for Nico Collins,0.500,0.130
1,5:09,4,21,BAL 47,0,3,"Cameron Johnston punts 34 yards, fair catch by Devin Duvernay at BAL-13",0.130,0.320
1,5:02,1,10,BAL 13,0,3,Gus Edwards right tackle for 4 yards (tackle by Sheldon Rankins),-0.320,-0.300
1,4:20,2,6,BAL 17,0,3,Justice Hill right guard for 4 yards (tackle by Denzel Perryman and Derek Barnett),-0.300,-0.470
1,3:35,3,2,BAL 21,0,3,"Lamar Jackson pass incomplete short right intended for Zay Flowers Penalty on BAL: Offensive Holding, 10 yards (declined)",-0.470,-1.960
1,3:28,4,2,BAL 21,0,3,"Jordan Stout punts 24 yards out of bounds. Penalty on Kris Boyd: Offensive Holding, 10 yards (accepted)",-1.960,-1.930
1,3:22,1,10,HOU 45,0,3,Devin Singletary right guard for no gain (tackle by Jadeveon Clowney),1.930,1.380
1,2:49,2,10,HOU 45,0,3,C.J. Stroud pass incomplete deep right intended for Dalton Schultz,1.380,0.700
1,2:43,3,10,HOU 45,0,3,C.J. Stroud pass complete short right to Nico Collins for 10 yards (tackle by Patrick Queen and Odafe Oweh),0.700,2.590
1,2:19,1,10,BAL 45,0,3,"Penalty on George Fant: False Start, 5 yards (accepted) (no play)",2.590,2.260
1,1:58,1,15,BAL 50,0,3,C.J. Stroud pass complete deep right to Dalton Schultz for 21 yards (tackle by Ronald Darby),2.260,3.640
1,1:24,1,10,BAL 29,0,3,C.J. Stroud pass complete short left to Devin Singletary for 2 yards (tackle by Kyle Hamilton),3.640,3.370
1,0:45,2,8,BAL 27,0,3,C.J. Stroud pass incomplete short middle intended for Brevin Jordan (defended by Travis Jones),3.370,2.680
1,0:40,3,8,BAL 27,0,3,"Penalty on HOU: Delay of Game, 5 yards (accepted) (no play)",2.680,2.020
1,0:40,3,13,BAL 32,0,3,C.J. Stroud pass incomplete short right intended for Nico Collins,2.020,1.240
1,0:33,4,13,BAL 32,3,3,Ka'imi Fairbairn 50 yard field goal good,1.240,3.000
1,0:28,,,HOU 35,3,3,"Ka'imi Fairbairn kicks off 57 yards, returned by Devin Duvernay for 16 yards (tackle by D'Angelo Ross)",0.000,0.540
1,0:24,1,10,BAL 24,3,3,Lamar Jackson scrambles up the middle for 23 yards (tackle by Denzel Perryman),0.540,2.060
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 47,3,3,Lamar Jackson pass complete short right to Gus Edwards for -1 yards (tackle by Desmond King),2.060,1.380
2,14:17,2,11,BAL 46,3,3,Lamar Jackson pass complete deep right to Zay Flowers for 17 yards,1.380,3.120
2,13:34,1,10,HOU 37,3,3,Gus Edwards right guard for 9 yards (tackle by Jalen Pitre),3.120,3.790
2,12:54,2,1,HOU 28,3,3,Gus Edwards right tackle for no gain (tackle by Maliek Collins and Jonathan Greenard),3.790,3.070
2,12:32,3,1,HOU 28,3,3,Gus Edwards up the middle for 6 yards (tackle by Christian Harris and DeAndre Houston-Carson),3.070,4.110
