Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Steven Nelson,HOU,0,5,4,80.0%,42,10.5,8.4,0,101.7,10.8,39,3,0,0,0,0.0,0,7,0,0.0%
Derek Stingley Jr.,HOU,0,6,4,66.7%,40,10.0,6.7,2,125.0,10.0,38,2,0,0,0,0.0,0,3,0,0.0%
Desmond King,HOU,0,4,3,75.0%,27,9.0,6.8,0,92.7,4.5,10,17,5,0,0,1.0,1,5,0,0.0%
DeAndre Houston-Carson,HOU,0,2,2,100.0%,15,7.5,7.5,0,97.9,4.0,8,7,0,0,0,0.0,0,5,1,16.7%
Christian Harris,HOU,0,2,1,50.0%,12,12.0,6.0,0,68.7,9.5,12,0,9,2,1,0.0,3,7,1,12.5%
Jalen Pitre,HOU,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,5,0,0,0.0,0,6,2,25.0%
Denzel Perryman,HOU,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,1,0,0,0.0,0,5,2,28.6%
Blake Cashman,HOU,0,0,0,,,,,,,,,,7,0,0,1.0,1,4,0,0.0%
Will Anderson,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Kurt Hinish,HOU,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Sheldon Rankins,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Jonathan Greenard,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Khalil Davis,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Derek Barnett,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Patrick Queen,BAL,0,6,5,83.3%,52,10.4,8.7,0,102.8,8.8,37,15,3,0,0,0.0,0,5,1,16.7%
Brandon Stephens,BAL,0,7,4,57.1%,60,15.0,8.6,0,85.4,10.1,34,26,0,0,0,0.0,0,3,2,40.0%
Arthur Maulet,BAL,0,4,3,75.0%,19,6.3,4.8,0,84.4,3.0,0,19,3,2,1,0.0,3,4,0,0.0%
Geno Stone,BAL,0,2,2,100.0%,5,2.5,2.5,0,79.2,-4.0,-8,13,0,0,0,0.0,0,1,2,66.7%
Ronald Darby,BAL,0,5,2,40.0%,28,14.0,5.6,0,58.7,13.0,28,0,0,0,0,0.0,0,3,0,0.0%
Roquan Smith,BAL,0,1,1,100.0%,2,2.0,2.0,0,79.2,-5.0,-5,7,1,0,0,0.0,0,7,0,0.0%
Marcus Williams,BAL,0,2,1,50.0%,2,2.0,1.0,0,56.2,2.5,-7,9,0,0,0,0.0,0,2,1,33.3%
Odafe Oweh,BAL,0,1,1,100.0%,7,7.0,7.0,0,95.8,2.0,2,5,0,0,0,0.0,0,1,1,50.0%
Justin Madubuike,BAL,0,0,0,,,,,,,,,,0,0,2,0.0,2,3,0,0.0%
Travis Jones,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Malik Harrison,BAL,0,0,0,,,,,,,,,,1,1,0,0.0,1,5,0,0.0%
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Kyle Hamilton,BAL,0,3,0,0.0%,,,0.0,,39.6,7.7,,,3,0,0,0.0,0,3,1,25.0%
