Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
1,2:51,3,8,TAM 36,0,7,Jay Cutler pass incomplete short left intended for Eddie Royal,2.080,0.880
1,2:47,4,8,TAM 36,3,7,Connor Barth 54 yard field goal good,0.880,3.000
1,2:42,,,CHI 35,3,7,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
1,2:42,1,10,TAM 25,3,7,"Jameis Winston pass incomplete short right intended for Peyton Barber. Penalty on Donovan Smith: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
1,2:36,1,20,TAM 15,3,7,Peyton Barber middle for 4 yards (tackle by Jerrell Freeman and Danny Trevathan),-0.410,-0.810
1,1:58,2,16,TAM 19,3,7,"Jameis Winston pass complete short left to Mike Evans for 10 yards (tackle by Adrian Amos). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",-0.810,-1.950
1,1:33,2,26,TAM 9,3,7,Jameis Winston pass incomplete short middle intended for Cecil Shorts is intercepted by Harold Jones-Quartey at TAM-24,-1.950,-3.970
1,1:28,1,10,TAM 24,3,7,Jordan Howard left tackle for 1 yard (tackle by Gerald McCoy),3.970,3.570
1,0:45,2,9,TAM 23,3,7,Jay Cutler pass complete short right to Alshon Jeffery for 7 yards (tackle by Brent Grimes),3.570,3.950
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,TAM 16,3,7,Jordan Howard left end for 9 yards (tackle by Chris Conte),3.950,5.600
2,14:32,1,7,TAM 7,3,7,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Keith Tandy),5.600,4.760
2,14:25,2,7,TAM 7,3,7,Jay Cutler pass complete short middle to Paul Lasike for 3 yards (tackle by Robert Ayers),4.760,4.490
2,13:53,3,4,TAM 4,3,7,"Jay Cutler sacked by Noah Spence for -6 yards. Jay Cutler fumbles (forced by Noah Spence), recovered by Kwon Alexander at TAM-10 and returned for 4 yards (tackle by Jeremy Langford)",4.490,0.280
2,13:42,1,10,TAM 14,3,7,Doug Martin left guard for 8 yards (tackle by Adrian Amos),-0.280,0.420
2,13:08,2,2,TAM 22,3,7,Doug Martin right tackle for no gain (tackle by Willie Young and Harold Jones-Quartey),0.420,-0.440
2,12:28,3,2,TAM 22,3,7,"Penalty on Demar Dotson: False Start, 5 yards (no play)",-0.440,-1.040
2,12:13,3,7,TAM 17,3,7,Jameis Winston pass complete short middle to Cameron Brate for 10 yards (tackle by Demontre Hurst),-1.040,0.740
2,11:32,1,10,TAM 27,3,7,Adam Humphries left end for 2 yards (tackle by Danny Trevathan and Sam Acho),0.740,0.470
2,10:55,2,8,TAM 29,3,7,Jameis Winston pass complete deep middle to Cecil Shorts for 22 yards (tackle by Harold Jones-Quartey),0.470,2.320
2,10:12,1,10,CHI 49,3,7,"Jameis Winston right end for 17 yards (tackle by Adrian Amos). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",2.320,1.660
2,9:48,1,20,TAM 41,3,7,Doug Martin middle for 10 yards (tackle by Harold Jones-Quartey and Danny Trevathan),1.660,1.780
2,9:02,2,10,CHI 49,3,7,Jameis Winston pass complete short left to Mike James for 5 yards (tackle by Sam Acho),1.780,1.750
2,8:20,3,5,CHI 44,3,7,Jameis Winston pass complete short middle to Cameron Brate for 14 yards (tackle by Deon Bush),1.750,3.580
2,7:45,1,10,CHI 30,3,7,"Doug Martin right tackle for 4 yards (tackle by Cre'von LeBlanc). Penalty on Luke Stocker: Offensive Holding, 10 yards (no play)",3.580,2.920
2,7:31,1,20,CHI 40,3,7,Jameis Winston pass incomplete short left intended for Doug Martin,2.920,1.680
2,7:25,2,20,CHI 40,3,7,Jameis Winston pass incomplete short left intended for Adam Humphries,1.680,1.020
2,7:21,3,20,CHI 40,3,7,Jameis Winston sacked by Leonard Floyd for -7 yards,1.020,0.130
2,6:40,4,27,CHI 47,3,7,Bryan Anger punts 42 yards,0.130,0.380
2,6:27,1,10,CHI 5,3,7,Jordan Howard middle for 15 yards (tackle by Kwon Alexander),-0.380,0.280
2,5:53,1,10,CHI 20,3,7,Jay Cutler pass incomplete short left intended for Alshon Jeffery,0.280,-0.270
2,5:48,2,10,CHI 20,3,7,"Jordan Howard right guard for 10 yards (tackle by William Gholston and Chris Conte). Jordan Howard fumbles (forced by William Gholston), recovered by Bradley McDougald at CHI-35",-0.270,-3.640
2,5:37,1,10,CHI 29,3,7,Doug Martin right tackle for no gain (tackle by Pernell McPhee and Danny Trevathan),3.640,3.100
2,4:58,2,10,CHI 29,3,7,Jameis Winston pass complete deep middle to Cameron Brate for 16 yards (tackle by Harold Jones-Quartey),3.100,4.710
2,4:18,1,10,CHI 13,3,7,Doug Martin left guard for 3 yards (tackle by Adrian Amos),4.710,4.580
2,3:38,2,7,CHI 10,3,13,"Jameis Winston pass complete short middle to Cameron Brate for 10 yards, touchdown",4.580,7.000
2,3:33,,,CHI 15,3,14,Roberto Aguayo kicks extra point good,0.000,0.000
2,3:33,,,TAM 35,3,14,"Roberto Aguayo kicks off 69 yards, returned by Deonte Thompson for 14 yards (tackle by Josh Robinson)",0.000,0.380
2,3:28,1,10,CHI 10,3,14,Jay Cutler pass complete short right to Zach Miller for 4 yards (tackle by William Gholston),-0.380,-0.460
2,2:43,2,6,CHI 14,3,14,Jordan Howard middle for 1 yard (tackle by Akeem Spence),-0.460,-0.840
2,2:00,3,5,CHI 15,3,14,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",-0.840,-1.420
2,2:00,3,10,CHI 10,3,14,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,-1.420,-2.490
2,1:54,4,10,CHI 10,3,14,"Pat O'Donnell punts 43 yards, fair catch by Adam Humphries",-2.490,-2.060
2,1:45,1,10,TAM 47,3,14,Jameis Winston pass incomplete short left intended for Adam Humphries,2.060,1.520
2,1:39,2,10,TAM 47,3,14,Jameis Winston pass complete short left to Cameron Brate for 10 yards (tackle by Danny Trevathan),1.520,2.720
2,1:18,1,10,CHI 43,3,14,Jameis Winston pass complete short right to Cameron Brate for 10 yards (tackle by Adrian Amos),2.720,3.380
2,1:01,1,10,CHI 33,3,14,Jameis Winston pass complete deep right to Cecil Shorts for 16 yards,3.380,4.440
2,0:55,1,10,CHI 17,3,14,Mike James right guard for -1 yards (tackle by Jerrell Freeman and Akiem Hicks),4.440,0.000
2,0:48,,,,3,14,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.720
2,0:48,2,11,CHI 18,3,14,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Leonard Floyd),3.720,3.880
2,0:41,3,5,CHI 12,3,14,Jameis Winston pass incomplete short middle intended for Adam Humphries,3.880,2.680
2,0:35,4,5,CHI 12,3,17,Roberto Aguayo 30 yard field goal good,2.680,3.000
2,0:31,,,TAM 35,3,17,"Roberto Aguayo kicks off 67 yards, returned by Deonte Thompson for 19 yards (tackle by Keith Tandy)",0.000,0.060
2,0:26,1,10,CHI 17,3,17,Jeremy Langford right tackle for 13 yards (tackle by Chris Conte),-0.060,0.000
2,0:19,,,,3,17,Timeout #1 by Chicago Bears,0.000,-0.940
2,0:18,1,10,CHI 30,3,17,Jay Cutler pass complete short left to Jeremy Langford for 4 yards (tackle by Kwon Alexander),0.940,0.000
2,0:12,,,,3,17,Timeout #2 by Chicago Bears,0.000,-0.930
2,0:12,2,6,CHI 34,3,17,Jay Cutler pass complete short right to Ka'Deem Carey for 16 yards (tackle by Jude Adjei-Barimah),0.930,0.000
2,0:05,,,,3,17,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.260
2,0:05,1,10,,9,17,"Jay Cutler pass complete deep left to Cameron Meredith for 50 yards, touchdown",2.260,7.000
2,0:00,,,TAM 15,10,17,Connor Barth kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,17,"Connor Barth kicks off 64 yards, returned by Ryan Smith for 22 yards (tackle by Harold Jones-Quartey)",0.000,-0.480
3,14:54,1,10,TAM 23,10,17,Doug Martin middle for no gain (tackle by Will Sutton),0.480,-0.070
3,14:22,2,10,TAM 23,10,17,Jameis Winston pass incomplete short left intended for Cecil Shorts,-0.070,-0.760
3,14:14,3,10,TAM 23,10,17,Jameis Winston pass complete deep middle to Mike Evans for 39 yards (tackle by Tracy Porter),-0.760,3.050
3,14:14,1,10,CHI 38,10,17,"Penalty on Jameis Winston: Delay of Game, 5 yards (no play)",3.050,2.720
3,13:15,1,15,CHI 43,10,23,"Jameis Winston pass complete deep right to Freddie Martino for 43 yards, touchdown",2.720,7.000
3,13:05,,,CHI 15,10,24,Roberto Aguayo kicks extra point good,0.000,0.000
3,13:05,,,TAM 35,10,24,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,13:05,1,10,CHI 25,10,24,Jordan Howard left tackle for 2 yards (tackle by Bradley McDougald),0.610,0.330
3,12:32,2,8,CHI 27,10,24,Jay Cutler pass incomplete,0.330,-0.360
3,12:28,3,8,CHI 27,10,24,Jay Cutler sacked by Robert Ayers and Gerald McCoy for -7 yards,-0.360,-2.030
3,11:43,4,15,CHI 20,10,24,"Penalty on Ben Braunecker: False Start, 5 yards (no play)",-2.030,-2.440
3,11:28,4,20,CHI 15,10,24,"Pat O'Donnell punts 51 yards, returned by Adam Humphries for 5 yards (tackle by Chris Prosinski)",-2.440,-1.530
3,11:17,1,10,TAM 39,10,24,Jameis Winston pass complete short left to Luke Stocker for 11 yards (tackle by Jerrell Freeman),1.530,2.260
3,10:37,1,10,,10,24,Doug Martin right end for no gain (tackle by Danny Trevathan and Eddie Goldman),2.260,1.710
3,9:56,2,10,,10,24,Jameis Winston pass complete short right to Mike Evans for 7 yards (tackle by Tracy Porter),1.710,1.950
3,9:23,3,3,CHI 43,10,24,Jameis Winston pass complete short right to Cameron Brate for 14 yards (tackle by Harold Jones-Quartey). Penalty on Harold Jones-Quartey: Defensive Holding (Declined),1.950,3.640
3,9:02,1,10,CHI 29,10,24,Jameis Winston pass complete short left to Adam Humphries for 4 yards (tackle by Cre'von LeBlanc),3.640,3.640
3,8:23,2,6,CHI 25,10,24,Jameis Winston pass incomplete short left intended for Luke Stocker,3.640,2.940
3,8:13,3,6,CHI 25,10,24,Jameis Winston pass complete short middle to Adam Humphries for 14 yards (tackle by Demontre Hurst),2.940,4.840
3,7:32,1,10,CHI 11,10,24,"Jameis Winston pass incomplete short middle intended for Mike James. Penalty on Pernell McPhee: Roughing the Passer, 5 yards (no play)",4.840,5.830
3,7:27,1,6,CHI 6,10,24,Jameis Winston sacked by Pernell McPhee for -15 yards,5.830,2.870
3,6:49,2,21,CHI 21,10,24,Doug Martin left tackle for -1 yards (tackle by Akiem Hicks and Cre'von LeBlanc),2.870,2.080
3,6:09,3,22,CHI 22,10,24,Jameis Winston pass complete short middle to Doug Martin for 13 yards (tackle by Danny Trevathan and Chris Prosinski),2.080,2.830
3,5:23,4,9,CHI 9,10,27,Roberto Aguayo 27 yard field goal good,2.830,3.000
3,5:19,,,TAM 35,10,27,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,5:19,1,10,CHI 25,10,27,Jay Cutler pass incomplete short right intended for Cameron Meredith (defended by Brent Grimes),0.610,0.060
3,5:14,2,10,CHI 25,10,27,"Jay Cutler pass complete short middle to Eddie Royal for 20 yards (tackle by Chris Conte). Penalty on Alshon Jeffery: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,4:53,2,20,CHI 15,10,27,Jay Cutler pass incomplete short left intended for Jeremy Langford,-1.430,-2.350
3,4:48,3,20,CHI 15,10,27,Jay Cutler pass complete short right to Jeremy Langford for 2 yards (tackle by Brent Grimes),-2.350,-2.320
3,4:04,4,18,CHI 17,10,27,"Pat O'Donnell punts 43 yards, fair catch by Adam Humphries",-2.320,-1.600
3,3:56,1,10,TAM 40,10,27,"Penalty on TAM: False Start, 5 yards (no play)",1.600,1.270
3,3:56,1,15,TAM 35,10,27,Doug Martin left guard for 4 yards (tackle by Jerrell Freeman),1.270,0.920
3,3:21,2,11,TAM 39,10,27,Jameis Winston sacked by Eddie Goldman for -6 yards,0.920,-0.560
3,2:39,3,17,TAM 33,10,27,Mike James middle for 8 yards (tackle by Danny Trevathan),-0.560,-0.650
3,1:59,4,9,TAM 41,10,27,"Bryan Anger punts 54 yards, returned by Eddie Royal for -3 yards (tackle by Josh Robinson)",-0.650,0.380
3,1:46,1,10,CHI 2,10,27,Ka'Deem Carey left guard for 1 yard (tackle by William Gholston),-0.380,-0.710
3,1:06,2,9,CHI 3,10,27,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,-0.710,-1.300
3,0:58,3,9,CHI 3,10,29,"Jay Cutler sacked by Robert Ayers for -3 yards. Jay Cutler fumbles (forced by Robert Ayers), safety",-1.300,-2.000
3,0:51,,,CHI 20,10,29,"Pat O'Donnell kicks off 51 yards, returned by Adam Humphries for 9 yards (tackle by Christian Jones)",0.000,-1.470
3,0:46,1,10,TAM 38,10,29,Peyton Barber left tackle for 3 yards (tackle by Danny Trevathan),1.470,1.330
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TAM 41,10,29,Jameis Winston pass complete short left to Mike Evans for 8 yards (tackle by Tracy Porter),1.330,2.190
4,14:23,1,10,TAM 49,10,29,Peyton Barber right tackle for no gain (tackle by Eddie Goldman),2.190,1.650
4,13:42,2,10,TAM 49,10,29,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Danny Trevathan),1.650,0.960
4,13:37,3,10,TAM 49,10,29,Jameis Winston pass complete short left to Adam Humphries for 10 yards (tackle by Danny Trevathan),0.960,2.850
4,13:09,1,10,CHI 41,10,29,Peyton Barber middle for 3 yards (tackle by Danny Trevathan and Akiem Hicks),2.850,2.710
4,12:33,2,7,CHI 38,10,29,Jameis Winston sacked by Willie Young and Leonard Floyd for -4 yards,2.710,0.000
4,11:49,,,,10,29,Timeout #1 by Tampa Bay Buccaneers,0.000,-1.490
4,11:49,3,11,CHI 42,10,29,"Jameis Winston pass incomplete short middle intended for Cameron Brate is intercepted by Adrian Amos at CHI-30. Penalty on Jerrell Freeman: Illegal Contact, 5 yards (no play)",1.490,3.120
4,11:40,1,10,CHI 37,10,29,Peyton Barber left guard for 6 yards (tackle by Cornelius Washington and Willie Young),3.120,3.380
4,10:59,2,4,CHI 31,10,29,Peyton Barber right guard for 4 yards (tackle by Eddie Goldman and Danny Trevathan),3.380,3.780
4,10:18,1,10,CHI 27,10,29,Peyton Barber left guard for 7 yards (tackle by Cre'von LeBlanc),3.780,0.000
4,9:38,,,,10,29,Timeout #2 by Tampa Bay Buccaneers,0.000,-4.180
4,9:38,2,3,CHI 20,10,29,Peyton Barber left guard for no gain (tackle by Jerrell Freeman),4.180,3.470
4,8:58,3,3,CHI 20,10,29,Jameis Winston pass complete short middle to Mike Evans for 12 yards (tackle by Adrian Amos),3.470,5.370
4,8:14,1,8,CHI 8,10,29,Peyton Barber left guard for 3 yards (tackle by Jerrell Freeman),5.370,5.150
4,7:36,2,5,CHI 5,10,29,Jameis Winston pass incomplete short middle intended for Cecil Shorts,5.150,0.000
4,7:30,,,,10,29,Timeout #3 by Tampa Bay Buccaneers,0.000,-4.260
4,7:30,3,5,CHI 5,10,29,"Jameis Winston pass incomplete short middle intended for Cameron Brate. Penalty on Harold Jones-Quartey: Defensive Pass Interference, 4 yards (no play)",4.260,6.970
4,7:26,1,1,CHI 1,10,29,Doug Martin middle for -3 yards (tackle by Jerrell Freeman),6.970,5.340
4,6:42,2,4,CHI 4,10,29,Doug Martin middle for 3 yards (tackle by Chris Prosinski),5.340,5.170
4,6:00,3,1,CHI 1,10,35,"Doug Martin left guard for 1 yard, touchdown",5.170,7.000
4,5:55,,,CHI 15,10,36,Roberto Aguayo kicks extra point good,0.000,0.000
4,5:55,,,TAM 35,10,36,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
4,5:55,1,10,CHI 25,10,36,Jordan Howard right guard for 9 yards (tackle by Bradley McDougald),0.610,1.280
4,5:22,2,1,CHI 34,10,36,Ka'Deem Carey left end for -2 yards (tackle by Robert Ayers),1.280,0.300
4,4:44,3,3,CHI 32,10,36,Jay Cutler pass incomplete short right intended for Zach Miller,0.300,-1.240
4,4:39,4,3,CHI 32,10,36,"Pat O'Donnell punts 53 yards, fair catch by Adam Humphries",-1.240,0.220
4,4:31,1,10,TAM 15,10,36,Peyton Barber middle for 3 yards (tackle by Jonathan Bullard),-0.220,-0.280
4,3:39,2,7,TAM 18,10,36,Peyton Barber middle for -2 yards (tackle by Chris Prosinski and Cornelius Washington),-0.280,-1.250
4,2:54,3,9,TAM 16,10,36,Peyton Barber right tackle for 7 yards (tackle by Jerrell Freeman),-1.250,0.000
4,2:46,,,,10,36,Timeout #1 by Chicago Bears,0.000,1.830
4,2:46,4,2,TAM 23,10,36,"Bryan Anger punts 44 yards, returned by Eddie Royal for -1 yards (tackle by Noah Spence). Penalty on Patrick Scales: Offensive Holding, 15 yards",-1.830,-0.040
4,2:36,1,10,CHI 18,10,36,Jay Cutler pass complete short right to Jeremy Langford for -1 yards (tackle by Lavonte David),0.040,-0.650
4,2:06,2,11,CHI 17,10,36,"Jay Cutler pass complete short middle to Zach Miller for 12 yards (tackle by Kwon Alexander). Penalty on Ted Larsen: Unnecessary Roughness, 15 yards",-0.650,-0.280
4,1:59,1,10,CHI 14,10,36,Jay Cutler middle for 7 yards (tackle by Adarius Glanton),-0.280,0.280
4,1:26,2,3,CHI 21,10,36,"Jay Cutler pass complete short middle to Zach Miller for 5 yards (tackle by Cameron Lynch and Adarius Glanton). Penalty on DaVonte Lambert: Unnecessary Roughness, 15 yards",0.280,1.660
4,1:16,1,10,CHI 41,10,36,Jay Cutler pass complete short right to Jeremy Langford for 5 yards (tackle by Alterraun Verner),1.660,1.800
4,0:40,2,5,CHI 46,10,36,Jay Cutler pass incomplete short middle intended for Zach Miller,1.800,1.090
4,0:35,3,5,CHI 46,10,36,Jay Cutler pass complete short middle to Zach Miller for 11 yards (tackle by Adarius Glanton),1.090,0.000
4,0:27,,,,10,36,Timeout #2 by Chicago Bears,0.000,-2.720
4,0:27,1,10,TAM 43,10,36,"Jay Cutler pass complete deep middle to Alshon Jeffery for 23 yards (tackle by Chris Conte). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",2.720,2.060
4,0:14,1,20,CHI 47,10,36,Jeremy Langford right guard for 3 yards (tackle by John Hughes),2.060,0.000
4,0:06,,,,10,36,Timeout #3 by Chicago Bears,0.000,-1.230
4,0:05,2,17,,10,36,Jay Cutler pass complete short right to Eddie Royal for 24 yards,1.230,0.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
