#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 25,7,3:39,37,Punt
2,1,9:17,CHI 40,4,2:11,23,Interception
3,1,5:42,CHI 21,1,0:08,0,Interception
4,1,5:34,CHI 36,6,2:52,28,Field Goal
5,1,1:28,TAM 24,6,2:46,14,Fumble
6,2,6:27,CHI 5,3,0:50,25,Fumble
7,2,3:33,CHI 10,3,1:48,0,Punt
8,2,0:31,CHI 17,4,0:31,83,Touchdown
9,3,13:05,CHI 25,3,1:48,-10,Punt
10,3,5:19,CHI 25,3,1:23,-8,Punt
11,3,1:46,CHI 2,2,0:55,-2,"Fumble, Safety"
12,4,5:55,CHI 25,3,1:24,7,Punt
13,4,2:36,CHI 18,9,2:36,56,End of Game
