Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Joe Thomas,T,83,100%,0,0%,4,16%
Mitchell Schwartz,T,83,100%,0,0%,4,16%
Austin Pasztor,T,83,100%,0,0%,4,16%
Alex Mack,C,83,100%,0,0%,0,0%
Cameron Erving,G,83,100%,0,0%,0,0%
Austin Davis,QB,83,100%,0,0%,0,0%
Travis Benjamin,WR,81,98%,0,0%,3,12%
Gary Barnidge,TE,79,95%,0,0%,7,28%
Darius Jennings,WR,78,94%,0,0%,0,0%
Terrelle Pryor,WR,60,72%,0,0%,0,0%
Isaiah Crowell,RB,45,54%,0,0%,0,0%
Duke Johnson,RB,39,47%,0,0%,0,0%
Jim Dray,TE,22,27%,0,0%,10,40%
Taylor Gabriel,WR,6,7%,0,0%,0,0%
E.J. Bibbs,TE,4,5%,0,0%,8,32%
Rannell Hall,WR,1,1%,0,0%,0,0%
Pierre Desir,CB,0,0%,56,100%,4,16%
Karlos Dansby,LB,0,0%,54,96%,5,20%
Tashaun Gipson,FS,0,0%,54,96%,0,0%
Donte Whitner,SS,0,0%,52,93%,0,0%
Nate Orchard,LB,0,0%,43,77%,0,0%
K'Waun Williams,CB,0,0%,38,68%,0,0%
Jordan Poyer,FS,0,0%,35,62%,17,68%
Christian Kirksey,LB,0,0%,34,61%,13,52%
Paul Kruger,LB,0,0%,29,52%,0,0%
Danny Shelton,NT,0,0%,28,50%,9,36%
Cam Johnson,LB,0,0%,28,50%,7,28%
Desmond Bryant,DE,0,0%,28,50%,5,20%
Randy Starks,DE,0,0%,27,48%,0,0%
Johnson Bademosi,CB,0,0%,25,45%,20,80%
Xavier Cooper,DE,0,0%,25,45%,0,0%
Craig Robertson,LB,0,0%,22,39%,15,60%
Jamie Meder,NT,0,0%,15,27%,9,36%
Barkevious Mingo,LB,0,0%,12,21%,21,84%
John Hughes,DE,0,0%,7,12%,5,20%
Tank Carder,LB,0,0%,2,4%,21,84%
Ibraheim Campbell,SS,0,0%,2,4%,16,64%
Don Jones,SS,0,0%,0,0%,20,80%
Raheem Mostert,RB,0,0%,0,0%,14,56%
Justin Gilbert,CB,0,0%,0,0%,8,32%
Travis Coons,K,0,0%,0,0%,8,32%
Charley Hughlett,LS,0,0%,0,0%,7,28%
Andy Lee,P,0,0%,0,0%,7,28%
Darrian Miller,T,0,0%,0,0%,4,16%
