Quarter,Time,Tm,Detail,CLE,PIT
1.0,10:59,Steelers,Chris Boswell 24 yard field goal,0,3
,8:06,Browns,Travis Coons 23 yard field goal,3,3
,4:45,Steelers,Chris Boswell 34 yard field goal,3,6
2.0,3:27,Steelers,Antonio Brown 4 yard pass from Ben Roethlisberger (Antonio Brown pass from Ben Roethlisberger),3,14
,0:37,Steelers,Martavis Bryant 32 yard pass from Ben Roethlisberger (Chris Boswell kick),3,21
3.0,8:33,Steelers,Chris Boswell 25 yard field goal,3,24
4.0,12:28,Browns,Gary Barnidge 7 yard pass from Johnny Manziel (Travis Coons kick failed),9,24
,9:07,Steelers,Antonio Brown 56 yard pass from Ben Roethlisberger (Chris Boswell kick failed),9,30
