Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"Shaun Suisham kicks off 70 yards, returned by Josh Cribbs for 22 yards (tackle by James Thrash)",0.000,0.410
1,14:49,1,10,CLE 22,0,0,Derek Anderson pass incomplete short middle intended for Jamal Lewis,0.410,-0.130
1,14:40,2,10,CLE 22,0,0,Jamal Lewis right end for 4 yards (tackle by Fred Smoot),-0.130,-0.290
1,14:01,3,6,CLE 26,0,0,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,-0.290,-1.630
1,13:56,4,6,CLE 26,0,0,"Dave Zastudil punts 47 yards, returned by Antwaan Randle El for 11 yards (tackle by Alex Hall). Penalty on LaRon Landry: Illegal Block Above the Waist, 10 yards",-1.630,-0.410
1,13:43,1,10,WAS 22,0,0,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Brandon McDonald),0.410,-0.130
1,13:37,2,10,WAS 22,0,0,Clinton Portis right tackle for 6 yards (tackle by Andra Davis),-0.130,-0.030
1,12:59,3,4,WAS 28,0,0,Jason Campbell pass complete short middle to Chris Cooley for 12 yards (tackle by Brodney Pool),-0.030,1.600
1,12:24,1,10,WAS 40,0,0,Jason Campbell pass complete short middle to Chris Cooley for 6 yards (tackle by Sean Jones),1.600,1.860
1,11:48,2,4,WAS 46,0,0,Clinton Portis left tackle for 5 yards (tackle by Kamerion Wimbley),1.860,2.320
1,11:14,1,10,CLE 49,0,0,"Clinton Portis left end for 3 yards (tackle by D'Qwell Jackson and Andra Davis). Penalty on Shaun Rogers: Defensive Holding, 5 yards",2.320,2.850
1,10:43,1,10,CLE 41,0,0,Rock Cartwright right end for 5 yards (tackle by Willie McGinest and D'Qwell Jackson),2.850,2.980
1,10:10,2,5,CLE 36,0,0,Jason Campbell pass complete short middle to Rock Cartwright for -7 yards (tackle by Leon Williams),2.980,1.350
1,9:27,3,12,CLE 43,0,0,Jason Campbell pass complete short left to Clinton Portis for 8 yards (tackle by Brandon McDonald),1.350,0.980
1,8:43,4,4,CLE 35,0,0,"Ryan Plackemeier punts 35 yards, touchback",0.980,-0.280
1,8:34,1,10,CLE 20,0,0,Jamal Lewis left guard for 6 yards (tackle by Rocky McIntosh and London Fletcher),0.280,0.540
1,8:00,2,4,CLE 26,0,0,Jamal Lewis left end for 3 yards (tackle by London Fletcher and Chris Horton),0.540,0.230
1,7:27,3,1,CLE 29,0,0,Lawrence Vickers right guard for 2 yards (tackle by H.B. Blades and London Fletcher),0.230,1.000
1,6:49,1,10,CLE 31,0,0,Derek Anderson pass complete short middle to Donte Stallworth for 6 yards (tackle by Fred Smoot),1.000,1.270
1,6:10,2,4,CLE 37,0,0,Jamal Lewis up the middle for no gain (tackle by London Fletcher and Chris Horton),1.270,0.560
1,5:28,3,4,CLE 37,0,0,Derek Anderson pass incomplete short middle intended for Jerome Harrison (defended by Chris Horton),0.560,-0.910
1,5:20,4,4,CLE 37,0,0,"Dave Zastudil punts 45 yards, fair catch by Antwaan Randle El",-0.910,-0.040
1,5:11,1,10,WAS 18,0,0,"Clinton Portis left tackle for 19 yards (tackle by Kamerion Wimbley and Sean Jones). Penalty on Mike Sellers: Offensive Holding, 8 yards (no play)",0.040,-0.680
1,4:47,1,18,WAS 10,0,0,Clinton Portis up the middle for 5 yards (tackle by Sean Jones),-0.680,-0.930
1,4:12,2,13,WAS 15,0,0,Jason Campbell pass incomplete short right intended for Fred Davis,-0.930,-1.660
1,4:06,3,13,WAS 15,0,0,Clinton Portis up the middle for 1 yard (tackle by D'Qwell Jackson),-1.660,-2.390
1,3:32,4,12,WAS 16,0,0,"Ryan Plackemeier punts 32 yards, returned by Josh Cribbs for 2 yards (tackle by Leigh Torrence)",-2.390,-2.520
1,3:23,1,10,WAS 46,0,0,Derek Anderson pass incomplete short right intended for Jamal Lewis,2.520,1.980
1,3:18,2,10,WAS 46,0,0,Jamal Lewis left guard for 1 yard (tackle by Cornelius Griffin),1.980,1.420
1,2:42,3,9,WAS 45,0,0,Derek Anderson pass incomplete deep right intended for Donte Stallworth,1.420,0.270
1,2:36,4,9,WAS 45,0,0,Dave Zastudil punts 36 yards,0.270,0.380
1,2:24,1,10,WAS 9,0,0,Clinton Portis left tackle for 1 yard (tackle by Shaun Rogers and Kamerion Wimbley),-0.380,-0.710
1,1:50,2,9,WAS 10,0,0,Clinton Portis left tackle for 4 yards (tackle by Shaun Rogers and Kamerion Wimbley),-0.710,-0.840
1,1:11,3,5,WAS 14,0,0,Jason Campbell pass incomplete short middle intended for Santana Moss,-0.840,-2.470
1,1:06,4,5,WAS 14,0,0,"Ryan Plackemeier punts 37 yards, returned by Josh Cribbs for 6 yards (tackle by Leigh Torrence)",-2.470,-2.590
1,0:56,1,10,WAS 45,0,0,Derek Anderson pass incomplete short middle intended for Donte Stallworth,2.590,2.040
1,0:50,2,10,WAS 45,0,0,Jamal Lewis right guard for 2 yards (tackle by Kedric Golston and Marcus Washington),2.040,1.620
1,0:05,3,8,WAS 43,0,0,Derek Anderson pass incomplete short middle intended for Braylon Edwards,1.620,0.400
1,0:01,4,8,WAS 43,0,0,"Dave Zastudil punts 43 yards, touchback",0.400,-0.280
Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 20,0,0,Clinton Portis right end for 5 yards (tackle by Sean Jones and Andra Davis),0.280,0.410
2,14:24,2,5,WAS 25,0,0,Clinton Portis left tackle for 1 yard (tackle by Leon Williams and Kamerion Wimbley),0.410,-0.160
2,13:40,3,4,WAS 26,0,0,Jason Campbell pass complete short middle to Santana Moss for 16 yards (tackle by Sean Jones),-0.160,1.730
2,13:00,1,10,WAS 42,0,0,Clinton Portis left tackle for 3 yards (tackle by D'Qwell Jackson and Leon Williams),1.730,1.590
2,12:21,2,7,WAS 45,0,0,Fred Davis right end for -3 yards (tackle by Sean Jones),1.590,0.500
2,11:46,3,10,WAS 42,0,0,Jason Campbell up the middle for 2 yards (tackle by Kamerion Wimbley),0.500,-0.460
2,11:13,4,8,WAS 44,0,0,"Ryan Plackemeier punts 48 yards, returned by Josh Cribbs for 17 yards (tackle by Rock Cartwright)",-0.460,-0.610
2,10:59,1,10,CLE 25,0,0,Jamal Lewis right guard for 2 yards (tackle by London Fletcher),0.610,0.330
2,10:25,2,8,CLE 27,0,0,Derek Anderson pass complete short left to Lawrence Vickers for 6 yards (tackle by Carlos Rogers),0.330,0.430
2,9:45,3,2,CLE 33,0,0,Josh Cribbs right tackle for 2 yards (tackle by Rocky McIntosh and Marcus Washington),0.430,1.270
2,9:05,1,10,CLE 35,0,0,Derek Anderson pass complete short right to Braylon Edwards for 5 yards (tackle by Carlos Rogers),1.270,1.400
2,8:27,2,5,CLE 40,0,0,Jamal Lewis right end for 3 yards (tackle by Marcus Washington and London Fletcher),1.400,1.090
2,7:44,3,2,CLE 43,0,0,Derek Anderson pass incomplete short middle intended for Braylon Edwards (defended by Carlos Rogers),1.090,-0.520
2,7:39,4,2,CLE 43,0,0,"Dave Zastudil punts 50 yards, returned by Antwaan Randle El for 11 yards (tackle by Alex Hall)",-0.520,-0.040
2,7:25,1,10,WAS 18,0,0,Clinton Portis up the middle for 5 yards (tackle by D'Qwell Jackson and Terry Cousin),0.040,0.280
2,6:48,2,5,WAS 23,0,0,Jason Campbell pass complete deep right to Antwaan Randle El for 25 yards (tackle by Eric Wright),0.280,2.130
2,6:23,1,10,WAS 48,0,0,Rock Cartwright left end for 7 yards (tackle by Willie McGinest and Shaun Rogers),2.130,2.530
2,5:42,2,3,CLE 45,0,0,Jason Campbell pass incomplete short right intended for Chris Cooley,2.530,1.820
2,5:36,3,3,CLE 45,0,0,Rock Cartwright right end for no gain (tackle by Alex Hall),1.820,0.270
2,5:23,4,3,CLE 45,0,0,Ryan Plackemeier punts 34 yards,0.270,0.370
2,5:12,1,10,CLE 11,0,0,Derek Anderson pass incomplete deep right intended for Kellen Winslow Jr.,-0.370,-0.780
2,5:06,2,10,CLE 11,0,0,Jamal Lewis up the middle for 5 yards (tackle by LaRon Landry and Fred Smoot),-0.780,-0.840
2,4:25,3,5,CLE 16,0,0,"Derek Anderson pass incomplete short middle intended for Braylon Edwards. Penalty on Chris Horton: Illegal Contact, 5 yards, Penalty on Fred Smoot: Illegal Use of Hands (Declined) (no play)",-0.840,0.340
2,4:20,,,,0,0,Timeout #1 by Cleveland Browns,0.000,0.340
2,4:20,1,10,CLE 21,0,0,Jamal Lewis left end for 10 yards (tackle by Rocky McIntosh),0.340,1.000
2,3:39,1,10,CLE 31,0,0,Derek Anderson pass incomplete deep right intended for Donte Stallworth,1.000,0.460
2,3:32,2,10,CLE 31,0,0,Jamal Lewis right guard for 2 yards (tackle by London Fletcher and Chris Horton),0.460,0.040
2,2:48,3,8,CLE 33,0,0,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Anthony Montgomery),0.040,-1.180
2,2:42,4,8,CLE 33,0,0,"Dave Zastudil punts 42 yards, returned by Santana Moss for 8 yards (tackle by Shantee Orr)",-1.180,-1.140
2,2:28,1,10,WAS 33,0,0,Clinton Portis left end for 7 yards (tackle by Alex Hall and Ahtyba Rubin),1.140,1.540
2,2:00,2,3,WAS 40,0,0,Clinton Portis right tackle for 20 yards (tackle by Brodney Pool and Kamerion Wimbley),1.540,2.920
2,1:16,1,10,CLE 40,0,0,Jason Campbell pass complete short right to Santana Moss for 6 yards (tackle by Brodney Pool),2.920,3.180
2,0:41,2,4,CLE 34,0,0,Clinton Portis right end for 6 yards (tackle by Louis Leonard and Terry Cousin),3.180,3.710
2,0:35,,,,0,0,Timeout #1 by Washington Redskins,0.000,3.710
2,0:35,1,10,CLE 28,0,0,Jason Campbell pass incomplete deep right intended for Fred Davis,3.710,3.170
2,0:30,2,10,CLE 28,0,0,Clinton Portis up the middle for 3 yards (tackle by Louis Leonard and Terry Cousin),3.170,2.870
2,0:24,,,,0,0,Timeout #2 by Washington Redskins,0.000,2.870
2,0:24,3,7,CLE 25,0,0,Jason Campbell pass complete short middle to Antwaan Randle El for 8 yards (tackle by Terry Cousin),2.870,4.440
2,0:17,,,,0,0,Timeout #3 by Washington Redskins,0.000,4.440
2,0:17,1,10,CLE 17,0,0,"Jason Campbell sacked by Shaun Rogers and D'Qwell Jackson for -6 yards. Penalty on Shaun Rogers: Delay of Game, 5 yards",4.440,3.720
2,0:06,2,11,CLE 18,0,0,Jason Campbell spiked the ball,3.720,3.000
2,0:04,,,,0,0,Timeout #2 by Cleveland Browns,0.000,3.000
2,0:04,3,11,CLE 18,0,0,Shaun Suisham 36 yard field goal no good,3.000,0.610
Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 69 yards, returned by Rock Cartwright for 24 yards (tackle by Nick Sorensen)",0.000,0.610
3,14:55,1,10,WAS 25,0,0,Clinton Portis left tackle for 11 yards (tackle by Sean Jones),0.610,1.330
3,14:15,1,10,WAS 36,0,0,"Clinton Portis left end for 5 yards (tackle by Leon Williams). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",1.330,0.670
3,13:57,1,20,WAS 26,0,0,Shaun Alexander left tackle for 8 yards (tackle by Kamerion Wimbley and D'Qwell Jackson),0.670,0.520
3,13:21,2,12,WAS 34,0,0,Shaun Alexander right end for 1 yard (tackle by Andra Davis and Shaun Rogers),0.520,-0.030
3,12:39,3,11,WAS 35,0,0,Jason Campbell pass complete short middle to Chris Cooley for 9 yards (tackle by Willie McGinest),-0.030,-0.460
3,12:03,4,2,WAS 44,0,0,"Ryan Plackemeier punts 41 yards, returned by Josh Cribbs for 12 yards (tackle by Rock Cartwright). Penalty on Shantee Orr: Illegal Block Above the Waist, 10 yards",-0.460,0.060
3,11:52,1,10,CLE 17,0,0,Derek Anderson pass complete short middle to Darnell Dinkins for 4 yards (tackle by London Fletcher),-0.060,0.080
3,11:15,2,6,CLE 21,0,0,"Derek Anderson for no gain. Derek Anderson fumbles, ball out of bounds at CLE-18",0.080,-1.130
3,10:49,3,9,CLE 18,0,0,Derek Anderson pass incomplete deep right intended for Braylon Edwards (defended by Carlos Rogers). Penalty on Kellen Winslow Jr.: Offensive Pass Interference (Declined),-1.130,-2.240
3,10:39,4,9,CLE 18,0,0,"Dave Zastudil punts 50 yards, returned by Antwaan Randle El for 6 yards (tackle by Kris Griffin)",-2.240,-1.470
3,10:27,1,10,WAS 38,0,0,Jason Campbell pass complete deep left to Santana Moss for 35 yards (tackle by Sean Jones),1.470,3.780
3,9:41,1,10,CLE 27,0,0,Clinton Portis left end for 7 yards (tackle by Leon Williams),3.780,4.180
3,9:02,2,3,CLE 20,0,0,Clinton Portis left tackle for 4 yards (tackle by Shaun Rogers),4.180,4.510
3,8:24,1,10,CLE 16,0,0,Jason Campbell pass incomplete short left intended for Santana Moss,4.510,3.900
3,8:17,2,10,CLE 16,0,0,Jason Campbell pass complete short middle to Antwaan Randle El for 13 yards (tackle by Terry Cousin),3.900,6.510
3,7:38,1,3,CLE 3,0,6,"Clinton Portis right tackle for 3 yards, touchdown",6.510,7.000
3,,,,CLE 2,0,7,"Shaun Suisham kicks extra point good. Penalty on Eric Wright: Running Into the Kicker, 5 yards",0.000,0.000
3,,,,WAS 35,0,7,"Shaun Suisham kicks off 66 yards, returned by Josh Cribbs for 24 yards (tackle by Khary Campbell)",0.000,0.480
3,7:25,1,10,CLE 23,0,7,Jamal Lewis up the middle for 6 yards (tackle by Rocky McIntosh and Marcus Washington),0.480,0.740
3,6:52,2,4,CLE 29,0,7,Jamal Lewis left end for 7 yards (tackle by Kedric Golston and Cornelius Griffin),0.740,1.330
3,6:14,1,10,CLE 36,0,7,Derek Anderson pass incomplete short left intended for Josh Cribbs (defended by Carlos Rogers),1.330,0.790
3,6:08,2,10,CLE 36,0,7,Jamal Lewis right end for 4 yards (tackle by Marcus Washington and Andre Carter),0.790,0.630
3,5:27,3,6,CLE 40,0,7,Derek Anderson pass complete deep middle to Braylon Edwards for 19 yards (tackle by LaRon Landry),0.630,2.850
3,4:44,1,10,WAS 41,0,7,Jamal Lewis up the middle for 22 yards (tackle by LaRon Landry and Chris Horton),2.850,4.310
3,4:05,1,10,WAS 19,0,7,Jason Wright left guard for 2 yards (tackle by Andre Carter and Marcus Washington),4.310,4.030
3,3:23,2,8,WAS 17,0,7,Derek Anderson pass incomplete short right intended for Steve Heiden,4.030,3.260
3,3:18,3,8,WAS 17,0,7,Derek Anderson sacked by Andre Carter for -2 yards,3.260,2.180
3,2:48,4,10,WAS 19,3,7,Phil Dawson 37 yard field goal good,2.180,3.000
3,,,,CLE 30,3,7,"Phil Dawson kicks off 71 yards, returned by Rock Cartwright for 36 yards (tackle by Jason Wright)",0.000,1.270
3,2:36,1,10,WAS 35,3,7,"Jason Campbell pass complete short right to Chris Cooley for 5 yards (tackle by Sean Jones). Chris Cooley fumbles (forced by Sean Jones), ball out of bounds at WAS-40",1.270,1.400
3,2:17,2,5,WAS 40,3,7,Jason Campbell pass complete short right to Antwaan Randle El for 10 yards (tackle by Eric Wright),1.400,2.260
3,1:43,1,10,,3,7,Clinton Portis left end for 2 yards (tackle by Sean Jones and Kamerion Wimbley),2.260,1.980
3,1:06,2,8,CLE 48,3,7,Clinton Portis right tackle for 11 yards (tackle by Kamerion Wimbley and D'Qwell Jackson),1.980,3.120
3,0:29,1,10,CLE 37,3,7,Jason Campbell pass incomplete short middle intended for Chris Cooley (defended by Andra Davis),3.120,2.570
3,0:24,2,10,CLE 37,3,7,Shaun Alexander up the middle for -1 yards (tackle by Corey Williams),2.570,1.750
Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,CLE 38,3,7,Jason Campbell pass incomplete short middle intended for Chris Cooley (defended by Kamerion Wimbley),1.750,0.720
4,14:54,4,11,CLE 38,3,7,Ryan Plackemeier punts 32 yards,0.720,0.380
4,14:46,1,10,CLE 6,3,7,Derek Anderson pass incomplete short middle intended for Braylon Edwards,-0.380,-0.780
4,14:42,2,10,CLE 6,3,7,Jamal Lewis right tackle for 3 yards (tackle by Marcus Washington and London Fletcher),-0.780,-1.070
4,13:54,,,,3,7,Timeout #1 by Cleveland Browns,0.000,-1.070
4,13:54,3,7,CLE 9,3,7,Derek Anderson pass incomplete short middle intended for Donte Stallworth (defended by Jason Taylor),-1.070,-2.490
4,13:49,4,7,CLE 9,3,7,"Dave Zastudil punts 40 yards, fair catch by Antwaan Randle El",-2.490,-2.320
4,13:42,1,10,CLE 49,3,7,Clinton Portis right end for 4 yards (tackle by Sean Jones and D'Qwell Jackson),2.320,2.320
4,13:06,2,6,CLE 45,3,7,Clinton Portis left end for 27 yards (tackle by D'Qwell Jackson),2.320,4.370
4,12:36,,,,3,7,Timeout #1 by Washington Redskins,0.000,4.370
4,12:36,1,10,CLE 18,3,13,"Jason Campbell pass complete short right to Santana Moss for 18 yards, touchdown",4.370,7.000
4,,,,CLE 2,3,14,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,3,14,"Shaun Suisham kicks off 69 yards, returned by Gerard Lawson for 43 yards (tackle by Devin Thomas)",0.000,1.860
4,12:18,1,10,CLE 44,3,14,Jerome Harrison left end for 6 yards (tackle by LaRon Landry),1.860,2.130
4,11:53,2,4,,3,14,Jerome Harrison right end for 3 yards (tackle by Rocky McIntosh),2.130,1.820
4,11:09,3,1,WAS 47,3,14,Derek Anderson up the middle for 1 yard (tackle by Kedric Golston and London Fletcher),1.820,2.520
4,10:31,1,10,WAS 46,3,14,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,2.520,1.980
4,10:18,2,10,WAS 46,3,14,Derek Anderson pass complete short middle to Braylon Edwards for 14 yards (tackle by Chris Horton),1.980,3.450
4,9:39,1,10,WAS 32,3,14,Jerome Harrison left end for 3 yards (tackle by Chris Horton),3.450,3.310
4,8:58,2,7,WAS 29,3,14,Derek Anderson pass complete short left to Steve Heiden for 10 yards (tackle by Marcus Washington),3.310,4.310
4,8:14,1,10,WAS 19,3,14,Derek Anderson pass incomplete short middle intended for Braylon Edwards,4.310,3.750
4,8:09,2,10,WAS 19,3,14,Derek Anderson pass complete short middle to Jamal Lewis for 18 yards (tackle by Chris Horton),3.750,6.970
4,7:22,1,1,WAS 1,3,14,Jamal Lewis right guard for no gain (tackle by London Fletcher and Kedric Golston),6.970,5.910
4,6:41,2,1,WAS 1,3,14,Derek Anderson pass complete short right to Charles Ali for -2 yards (tackle by London Fletcher),5.910,4.720
4,5:58,3,3,WAS 3,3,14,Derek Anderson pass incomplete short right intended for Jason Wright (defended by Jason Taylor),4.720,3.040
4,5:53,4,3,WAS 3,3,14,Derek Anderson pass incomplete short middle intended for Braylon Edwards (defended by Demetric Evans),3.040,0.380
4,5:47,1,10,WAS 3,3,14,"Clinton Portis right end for 24 yards (tackle by Eric Wright). Clinton Portis fumbles (forced by Eric Wright), recovered by Brodney Pool at WAS-29 (tackle by Antwaan Randle El)",-0.380,-3.640
,,,,,,,"WAS challenged the loose ball recovery ruling, and the play was upheld.",,
4,5:36,1,10,WAS 29,3,14,Derek Anderson pass complete deep middle to Braylon Edwards for 20 yards (tackle by Carlos Rogers),3.640,5.140
4,4:54,1,9,WAS 9,3,14,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 8 yards (tackle by Rocky McIntosh),5.140,5.910
4,4:15,2,1,WAS 1,3,14,Jamal Lewis up the middle for no gain (tackle by Kedric Golston and Rocky McIntosh),5.910,5.170
4,3:34,3,1,WAS 1,3,14,Jamal Lewis left end for no gain (tackle by H.B. Blades and Carlos Rogers),5.170,3.550
4,2:49,4,1,WAS 1,9,14,"Derek Anderson pass complete short middle to Josh Cribbs for 1 yard, touchdown",3.550,7.000
4,,,,,11,14,"Two Point Attempt: Derek Anderson pass complete to Braylon Edwards, conversion succeeds",1.000,1.000
4,,,,CLE 30,11,14,"Phil Dawson kicks off 60 yards, returned by Santana Moss for 26 yards (tackle by Josh Cribbs)",0.000,1.330
4,2:37,1,10,WAS 36,11,14,Clinton Portis left tackle for 3 yards (tackle by Corey Williams and Andra Davis),1.330,1.200
4,2:32,,,,11,14,Timeout #2 by Cleveland Browns,0.000,1.200
4,2:32,2,7,WAS 39,11,14,Clinton Portis right tackle for 2 yards (tackle by Shaun Rogers and Willie McGinest),1.200,0.760
4,2:26,,,,11,14,Timeout #3 by Cleveland Browns,0.000,0.760
4,2:26,3,5,WAS 41,11,14,Clinton Portis left end for 2 yards (tackle by Brodney Pool and D'Qwell Jackson),0.760,-0.520
4,2:00,4,3,WAS 43,11,14,"Ryan Plackemeier punts 39 yards, returned by Josh Cribbs for 11 yards (tackle by Khary Campbell)",-0.520,-0.870
4,1:51,1,10,CLE 29,11,14,Derek Anderson pass complete short right to Donte Stallworth for 18 yards (tackle by Chris Horton),0.870,2.060
4,1:45,1,10,CLE 47,11,14,"Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr. (defended by Rocky McIntosh). Penalty on London Fletcher: Defensive Holding, 5 yards (no play)",2.060,2.390
4,1:40,1,10,WAS 48,11,14,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 9 yards (tackle by Rocky McIntosh),2.390,3.060
4,1:18,2,1,WAS 39,11,14,Derek Anderson up the middle for 3 yards (tackle by Kedric Golston and Rocky McIntosh),3.060,3.180
4,0:46,1,10,WAS 36,11,14,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr. (defended by Kedric Golston),3.180,2.640
4,0:41,2,10,WAS 36,11,14,Derek Anderson pass incomplete short right intended for Braylon Edwards,2.640,1.950
4,0:37,3,10,WAS 36,11,14,Derek Anderson pass incomplete deep right intended for Braylon Edwards,1.950,0.880
4,0:32,4,10,WAS 36,11,14,Phil Dawson 54 yard field goal no good,0.880,-1.860
4,0:25,1,10,WAS 44,11,14,Jason Campbell kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
