Quarter,Time,Tm,Detail,CLE,WAS
3.0,7:30,Redskins,Clinton Portis 3 yard rush (Shaun Suisham kick),0,7
,2:43,Browns,Phil Dawson 37 yard field goal,3,7
4.0,12:28,Redskins,Santana Moss 18 yard pass from Jason Campbell (Shaun Suisham kick),3,14
,2:44,Browns,Josh Cribbs 1 yard pass from Derek Anderson (Braylon Edwards pass from Derek Anderson),11,14
