Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
2,8:43,2,5,DET 17,0,3,Shaun Alexander right end for 8 yards (tackle by Terrence Holt),4.290,5.140
2,8:07,1,9,DET 9,0,3,Shaun Alexander left end for 1 yard (tackle by Shaun Rogers),5.140,4.570
2,7:29,2,8,DET 8,0,3,Matt Hasselbeck pass complete short right to Shaun Alexander for -3 yards (tackle by Ernie Sims and Boss Bailey),4.570,3.120
2,6:46,3,11,DET 11,0,3,Matt Hasselbeck pass complete short right to Darrell Jackson for 9 yards (tackle by Kenoy Kennedy),3.120,3.250
2,6:02,4,2,DET 2,3,3,Josh Brown 20 yard field goal good,3.250,3.000
2,,,,SEA 30,3,3,"Josh Brown kicks off 60 yards, returned by Eddie Drummond for 17 yards (tackle by Josh Scobey)",0.000,0.740
2,5:52,1,10,DET 27,3,3,Jon Kitna pass complete short right to Kevin Jones for 4 yards (tackle by Kelly Herndon),0.740,0.740
2,5:15,2,6,DET 31,3,3,Jon Kitna pass complete short right to Kevin Jones for 4 yards (tackle by Ken Hamlin and Julian Peterson),0.740,0.560
2,4:41,3,2,DET 35,3,3,Jon Kitna pass complete short right to Eddie Drummond for 2 yards (tackle by Kelly Herndon),0.560,1.400
2,4:02,1,10,DET 37,3,3,Kevin Jones left end for -6 yards (tackle by D.D. Lewis). Penalty on DET: Illegal Formation (Declined),1.400,0.050
2,3:42,2,16,DET 31,3,3,Jon Kitna pass incomplete short right intended for Corey Bradford (defended by Lofa Tatupu),0.050,-0.620
2,3:38,3,16,DET 31,3,3,Jon Kitna pass complete deep middle to Mike Furrey for 19 yards (tackle by Ken Hamlin),-0.620,2.260
2,2:54,1,10,DET 50,3,3,Kevin Jones left tackle for 3 yards (tackle by Julian Peterson),2.260,2.120
2,2:17,2,7,SEA 47,3,3,Jon Kitna sacked by D.D. Lewis for -1 yards,2.120,1.290
2,2:00,3,8,SEA 48,3,3,Jon Kitna sacked by Julian Peterson for -8 yards,1.290,-0.460
2,1:44,,,,3,3,Timeout #2 by Seattle Seahawks,0.000,-0.460
2,1:44,4,16,DET 44,3,3,"Nick Harris punts 39 yards, returned by Jimmy Williams for 22 yards (tackle by Devale Ellis)",-0.460,-1.530
2,1:29,1,10,SEA 39,3,3,Matt Hasselbeck left tackle for 5 yards (tackle by Terrence Holt),1.530,1.660
2,1:07,2,5,SEA 44,3,3,Matt Hasselbeck pass complete short left to Bobby Engram for 6 yards (tackle by Terrence Holt),1.660,2.260
2,1:03,1,10,DET 50,3,3,Matt Hasselbeck pass complete short left to Itula Mili for 3 yards (tackle by Terrence Holt),2.260,2.120
2,0:39,2,7,DET 47,3,3,Matt Hasselbeck pass complete short right to Bobby Engram for 9 yards (tackle by Jon McGraw),2.120,3.050
2,0:29,1,10,DET 38,3,3,Matt Hasselbeck spiked the ball,3.050,2.510
2,0:26,2,10,DET 38,3,3,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson,2.510,1.820
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:18,3,10,DET 38,3,3,Maurice Morris left end for 5 yards (tackle by Alex Lewis and Terrence Holt),1.820,1.170
2,0:02,,,,3,3,Timeout #3 by Seattle Seahawks,0.000,1.170
2,0:02,4,5,DET 33,6,3,Josh Brown 51 yard field goal good,1.170,3.000
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,6,3,"Josh Brown kicks off 68 yards, returned by Eddie Drummond for 21 yards (tackle by Josh Parry)",0.000,0.480
3,14:53,1,10,DET 23,6,3,Kevin Jones middle for 9 yards (tackle by Michael Boulware and Kelly Herndon),0.480,1.150
3,14:18,2,1,DET 32,6,3,Kevin Jones left tackle for 4 yards (tackle by Michael Boulware),1.150,1.330
3,13:56,1,10,DET 36,6,3,"Jon Kitna pass complete short left to Corey Bradford for 4 yards (tackle by Michael Boulware). Corey Bradford fumbles (forced by Michael Boulware), recovered by Dominic Raiola at DET-40",1.330,1.330
3,13:18,2,6,DET 40,6,3,Jon Kitna pass incomplete short left intended for Roy Williams,1.330,0.630
3,13:10,3,6,DET 40,6,3,"Penalty on Jeff Backus: False Start, 5 yards (no play)",0.630,-0.030
3,13:10,3,11,DET 35,6,3,Jon Kitna pass incomplete deep left intended for Roy Williams,-0.030,-1.040
3,13:03,4,11,DET 35,6,3,"Nick Harris punts 55 yards, returned by Jimmy Williams for 17 yards (tackle by Jon McGraw)",-1.040,-0.740
3,12:50,1,10,SEA 27,6,3,Matt Hasselbeck pass complete short left to Mack Strong for 4 yards (tackle by Kenoy Kennedy),0.740,0.740
3,12:31,2,6,SEA 31,6,3,"Penalty on Sean Locklear: False Start, 5 yards (no play)",0.740,0.060
3,12:12,2,11,SEA 26,6,3,Matt Hasselbeck sacked by James Hall for -7 yards,0.060,-1.650
3,11:42,3,18,SEA 19,6,3,Shaun Alexander right end for 7 yards (tackle by Ernie Sims and Kalimba Edwards),-1.650,-1.630
3,11:07,4,11,SEA 26,6,3,"Ryan Plackemeier punts 52 yards, muffed catch by Eddie Drummond, recovered by Keith Smith and returned for no gain",-1.630,0.370
3,10:54,1,10,DET 11,6,3,Kevin Jones right tackle for 9 yards (tackle by Julian Peterson and Kelly Herndon),-0.370,0.360
3,10:13,2,1,DET 20,6,3,Jon Kitna pass incomplete short left intended for Marcus Pollard,0.360,-0.370
3,10:06,,,,6,3,Timeout #1 by Seattle Seahawks,0.000,-0.370
3,10:06,3,1,DET 20,6,3,"Kevin Jones right end for 18 yards (tackle by Ken Hamlin). Penalty on Roy Williams: Illegal Motion, 5 yards (no play)",-0.370,-0.950
3,9:34,3,6,DET 15,6,3,Jon Kitna pass complete short right to Roy Williams for 6 yards (tackle by Kelly Herndon),-0.950,0.340
3,9:07,1,10,DET 21,6,3,Jon Kitna pass complete short middle to Kevin Jones for 9 yards (tackle by Ken Hamlin and Julian Peterson),0.340,1.020
3,8:13,,,,6,3,Timeout #1 by Detroit Lions,0.000,1.020
3,8:13,2,1,DET 30,6,3,Kevin Jones right end for 4 yards (tackle by Ken Hamlin),1.020,1.200
3,7:27,1,10,DET 34,6,3,"Jon Kitna pass complete short left to Corey Bradford for 7 yards (tackle by Marcus Trufant). Penalty on Kevin Jones: Offensive Holding, 10 yards (no play)",1.200,0.540
3,7:07,1,20,DET 24,6,3,Kevin Jones right end for no gain (tackle by Lofa Tatupu),0.540,-0.690
3,6:23,2,20,DET 24,6,3,Jon Kitna pass complete short middle to Shawn Bryson for 4 yards (tackle by Ken Hamlin),-0.690,-0.820
3,5:44,3,16,DET 28,6,3,Jon Kitna pass incomplete deep right intended for Eddie Drummond,-0.820,-1.500
3,5:38,4,16,DET 28,6,3,"Nick Harris punts 48 yards, returned by Jimmy Williams for 2 yards (tackle by Donte Curry)",-1.500,-0.670
3,5:26,1,10,SEA 26,6,3,Matt Hasselbeck pass complete short middle to Itula Mili for 14 yards (tackle by Ernie Sims). Penalty on Alex Lewis: Defensive Offside (Declined),0.670,1.600
3,5:12,1,10,SEA 40,6,3,Shaun Alexander left tackle for 1 yard (tackle by Alex Lewis),1.600,1.190
3,4:48,2,9,SEA 41,6,3,Shaun Alexander right end for 3 yards (tackle by Kalimba Edwards),1.190,0.890
3,4:10,3,6,SEA 44,6,3,Matt Hasselbeck middle for 5 yards (tackle by Kenoy Kennedy),0.890,-0.130
3,3:22,4,1,SEA 49,6,3,"Penalty on Ryan Plackemeier: Delay of Game, 5 yards (no play)",-0.130,-0.460
3,3:11,4,6,SEA 44,6,3,"Ryan Plackemeier punts 56 yards, touchback",-0.460,-0.280
3,3:03,1,10,DET 20,6,3,Jon Kitna pass incomplete deep left intended for Roy Williams,0.280,-0.270
3,2:57,2,10,DET 20,6,3,Jon Kitna pass incomplete short left intended for Kevin Jones,-0.270,-0.960
3,2:52,3,10,DET 20,6,3,Jon Kitna pass incomplete short middle intended for Corey Bradford (defended by Michael Boulware),-0.960,-2.030
3,2:46,4,10,DET 20,6,3,"Nick Harris punts 52 yards, returned by Jimmy Williams for 2 yards (tackle by Donte Curry). Penalty on Isaiah Kacyvenski: Illegal Block Above the , 10 yards",-2.030,-0.280
3,2:35,1,10,SEA 20,6,3,"Matt Hasselbeck middle for 5 yards (tackle by Ernie Sims). Penalty on Ernie Sims: Unnecessary Roughness, 15 yards",0.280,1.600
3,2:12,1,10,SEA 40,6,3,Shaun Alexander left end for -1 yards (tackle by Kalimba Edwards),1.600,0.920
3,1:43,2,11,SEA 39,6,3,Matt Hasselbeck pass complete short right to Mack Strong for 5 yards (tackle by Alex Lewis),0.920,0.890
3,0:58,,,,6,3,Timeout #2 by Seattle Seahawks,0.000,0.890
3,0:58,3,6,SEA 44,6,3,Matt Hasselbeck sacked by Boss Bailey and James Hall for -9 yards,0.890,-1.040
3,0:25,4,15,SEA 35,6,3,"Ryan Plackemeier punts 54 yards, returned by Eddie Drummond for 4 yards (tackle by Niko Koutouvides)",-1.040,0.220
3,0:17,1,10,DET 15,6,3,Jon Kitna pass complete short left to Roy Williams for 21 yards (tackle by Marcus Trufant),-0.220,1.330
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 36,6,3,Jon Kitna pass complete deep left to Dan Campbell for 30 yards (tackle by Marcus Trufant),1.330,3.310
4,14:30,1,10,SEA 34,6,3,Jon Kitna pass incomplete short left intended for Eddie Drummond,3.310,2.770
4,14:28,2,10,SEA 34,6,3,Jon Kitna pass incomplete,2.770,2.080
4,14:20,3,10,SEA 34,6,3,Jon Kitna pass incomplete short left intended for Mike Furrey,2.080,1.060
4,14:15,4,10,SEA 34,6,3,Jason Hanson 52 yard field goal no good,1.060,-1.730
4,14:10,1,10,SEA 42,6,3,Matt Hasselbeck pass complete short right to Darrell Jackson for 9 yards (tackle by Fernando Bryant),1.730,2.400
4,13:44,2,1,DET 49,6,3,Shaun Alexander left tackle for 4 yards (tackle by Alex Lewis),2.400,2.590
4,13:21,1,10,DET 45,6,3,Matt Hasselbeck pass complete short right to Itula Mili for -1 yards (tackle by Jared DeVries),2.590,1.910
4,12:44,2,11,DET 46,6,3,Matt Hasselbeck pass complete short right to Mack Strong for 1 yard (tackle by Fernando Bryant and Alex Lewis),1.910,1.360
4,12:07,3,10,DET 45,6,3,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram,1.360,0.270
4,11:59,4,10,DET 45,6,3,"Penalty on Josh Scobey: False Start, 5 yards (no play)",0.270,-0.060
4,11:56,4,15,DET 50,6,3,"Ryan Plackemeier punts 50 yards, touchback",-0.060,-0.280
4,11:50,1,10,DET 20,6,3,Kevin Jones right end for -4 yards (tackle by Kelly Herndon),0.280,-0.940
4,11:15,2,14,DET 16,6,3,Jon Kitna pass complete short left to Roy Williams for 9 yards (tackle by D.D. Lewis),-0.940,-0.300
4,10:40,3,5,DET 25,6,3,"Jon Kitna pass complete short right to Corey Bradford for 11 yards (tackle by Kelly Jennings). Penalty on Jordan Babineaux: Roughing the Passer, 15 yards",-0.300,2.320
4,10:12,1,10,SEA 49,6,3,Jon Kitna pass incomplete short right intended for Kevin Jones,2.320,1.780
4,10:05,2,10,SEA 49,6,3,Jon Kitna pass complete short left to Mike Furrey for 9 yards (tackle by Ken Hamlin),1.780,2.280
4,9:31,3,1,SEA 40,6,3,Kevin Jones left tackle for 1 yard (tackle by Darryl Tapp),2.280,2.980
4,8:49,1,10,SEA 39,6,3,"Jon Kitna pass complete short middle to Kevin Jones for 15 yards (tackle by Bryce Fisher). Penalty on D.D. Lewis: Face Mask (5 Yards), 5 yards",2.980,4.310
4,8:15,1,10,SEA 19,6,3,"Jon Kitna pass incomplete. Penalty on Jon Kitna: Intentional Grounding, 11 yards",4.310,2.280
4,8:09,2,21,SEA 30,6,3,Brian Calhoun right end for 1 yard (tackle by Julian Peterson),2.280,1.750
4,7:25,3,20,SEA 29,6,3,Jon Kitna pass complete short right to Mike Furrey for 10 yards (tackle by Kelly Jennings),1.750,2.180
4,7:09,4,10,SEA 19,6,6,Jason Hanson 37 yard field goal good,2.180,3.000
4,,,,DET 30,6,6,"Jason Hanson kicks off 67 yards, returned by Willie Ponder for 24 yards (tackle by Jamar Fletcher)",0.000,0.740
4,6:58,1,10,SEA 27,6,6,Matt Hasselbeck sacked by Shaun Rogers for -6 yards. Penalty on Walter Jones: Offensive Holding (Declined),0.740,-0.610
4,6:31,2,16,SEA 21,6,6,Maurice Morris middle for 1 yard (tackle by Tyoka Jackson and Boss Bailey),-0.610,-1.150
4,5:58,3,15,SEA 22,6,6,"Penalty on Chris Spencer: False Start, 5 yards (no play)",-1.150,-2.100
4,5:38,3,20,SEA 17,6,6,Matt Hasselbeck sacked by Tyoka Jackson for -8 yards,-2.100,-2.490
4,5:02,4,28,SEA 9,6,6,"Ryan Plackemeier punts 40 yards, returned by Eddie Drummond for 6 yards (tackle by Kevin Bentley)",-2.490,-2.720
4,4:52,1,10,SEA 43,6,6,"Kevin Jones right end for no gain (tackle by Julian Peterson). Kevin Jones fumbles (forced by Julian Peterson), recovered by Jon Kitna at SEA-43. Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",2.720,2.060
4,4:44,1,20,DET 47,6,6,Jon Kitna pass complete short middle to Marcus Pollard for 7 yards (tackle by Lofa Tatupu),2.060,1.770
4,4:07,2,13,SEA 46,6,6,Jon Kitna pass complete short right to Mike Furrey for 9 yards (tackle by Julian Peterson),1.770,2.280
4,3:26,3,4,SEA 37,6,6,Jon Kitna pass incomplete short right intended for Shawn Bryson,2.280,0.790
4,3:20,4,4,SEA 37,6,6,"Nick Harris punts 37 yards, touchback",0.790,-0.280
4,3:13,1,10,SEA 20,6,6,Shaun Alexander left tackle for 14 yards (tackle by Terrence Holt),0.280,1.200
4,2:43,1,10,SEA 34,6,6,Shaun Alexander right tackle for 2 yards (tackle by Ernie Sims and Boss Bailey),1.200,0.930
4,1:59,2,8,SEA 36,6,6,Matt Hasselbeck pass complete short right to Darrell Jackson for 13 yards (tackle by Ernie Sims),0.930,2.190
4,1:46,1,10,SEA 49,6,6,Shaun Alexander right end for -4 yards (tackle by Ernie Sims and Paris Lenon),2.190,1.110
4,1:06,2,14,SEA 45,6,6,Matt Hasselbeck pass complete short left to D.J. Hackett for 14 yards (tackle by Dre' Bly),1.110,2.850
4,0:23,1,10,DET 41,6,6,Maurice Morris right end for 17 yards (tackle by Terrence Holt),2.850,3.970
4,0:16,,,,6,6,Timeout #2 by Detroit Lions,0.000,3.970
4,0:16,1,10,DET 24,6,6,Shaun Alexander left end for no gain (tackle by Alex Lewis),3.970,3.430
4,0:03,,,,6,6,Timeout #3 by Seattle Seahawks,0.000,3.430
4,0:03,2,10,DET 24,9,6,Josh Brown 42 yard field goal good,3.430,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
