Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
1,8:35,3,2,CIN 42,0,7,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,1.030,-0.590
1,8:28,4,2,CIN 42,0,7,"Kevin Huber punts 40 yards, fair catch by Marquez Callaway at NO-18",-0.590,-0.040
1,8:20,1,10,NOR 18,0,7,Alvin Kamara right end for 12 yards (tackle by Zachary Carter and Germaine Pratt),0.040,0.940
1,7:40,1,10,NOR 30,0,7,Andy Dalton pass incomplete short left intended for Mark Ingram,0.940,0.390
1,7:34,2,10,NOR 30,0,7,Mark Ingram right guard for 2 yards (tackle by Germaine Pratt and Josh Tupou),0.390,-0.030
1,6:53,3,8,NOR 32,0,7,Andy Dalton pass incomplete short left intended for Alvin Kamara,-0.030,-1.240
1,6:51,4,8,NOR 32,0,7,"Blake Gillikin punts 61 yards, returned by Trent Taylor for 18 yards (tackle by Chase Hansen)",-1.240,-0.610
1,6:40,1,10,CIN 25,0,7,Joe Burrow pass complete short left to Tyler Boyd for 6 yards (tackle by Chris Harris),0.610,0.870
1,6:09,2,4,CIN 31,0,7,Joe Burrow pass complete short left to Joe Mixon for 6 yards (tackle by Pete Werner),0.870,1.400
1,5:33,1,10,CIN 37,0,7,Joe Burrow pass complete short right to Tyler Boyd for 12 yards (tackle by Chris Harris),1.400,2.190
1,4:59,1,10,CIN 49,0,7,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Marcus Maye),2.190,2.730
1,4:24,2,2,NOR 43,0,7,Joe Mixon right guard for 5 yards (tackle by Cameron Jordan),2.730,3.050
1,3:52,1,10,NOR 38,0,7,Joe Burrow pass complete short left to Joe Mixon for no gain (tackle by Pete Werner),3.050,2.510
1,3:10,2,10,NOR 38,0,7,"Joe Burrow pass incomplete short right. Penalty on Demario Davis: Roughing the Passer, 14 yards (accepted) (no play)",2.510,3.970
1,3:01,1,10,NOR 24,0,7,Samaje Perine left guard for 5 yards (tackle by Demario Davis),3.970,4.120
1,2:24,2,5,NOR 19,0,7,Joe Burrow pass complete short right to Samaje Perine for 2 yards (tackle by Chris Harris),4.120,3.750
1,1:45,3,3,NOR 17,0,7,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Paulson Adebo),3.750,5.140
1,1:03,1,9,NOR 9,0,7,Joe Burrow pass incomplete short right,5.140,4.380
1,0:56,2,9,NOR 9,0,7,Joe Burrow pass incomplete short right intended for Joe Mixon,4.380,3.360
1,0:51,3,9,NOR 9,6,7,"Joe Burrow pass complete short middle to Joe Mixon for 9 yards, touchdown",3.360,7.000
1,0:45,,,NOR 15,7,7,Evan McPherson kicks extra point good,0.000,0.000
1,0:45,,,CIN 35,7,7,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
1,0:45,1,10,NOR 25,7,7,Andy Dalton pass complete short right to Adam Trautman for 8 yards (tackle by Sam Hubbard),0.610,1.140
1,0:11,2,2,NOR 33,7,7,Taysom Hill left end for 7 yards (tackle by Sam Hubbard),1.140,1.600
Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 40,7,7,Mark Ingram right guard for 14 yards (tackle by Germaine Pratt and Jessie Bates),1.600,2.520
2,14:23,1,10,CIN 46,7,7,Taysom Hill right tackle for 2 yards (tackle by Trey Hendrickson),2.520,2.250
2,13:49,2,8,CIN 44,7,13,"Rashid Shaheed right end for 44 yards, touchdown",2.250,7.000
2,13:39,,,CIN 15,7,14,Wil Lutz kicks extra point good,0.000,0.000
2,13:39,,,NOR 35,7,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,13:39,1,10,CIN 25,7,14,Joe Burrow pass incomplete short left intended for Tee Higgins,0.610,0.060
2,13:35,2,10,CIN 25,7,14,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Paulson Adebo),0.060,-0.620
2,13:31,3,10,CIN 25,7,14,Joe Burrow pass complete short right to Samaje Perine for 9 yards (tackle by Tyrann Mathieu and Justin Evans),-0.620,-1.110
2,12:45,4,1,CIN 34,7,14,"Kevin Huber punts 41 yards, fair catch by Rashid Shaheed at NO-25",-1.110,-0.610
2,12:39,1,10,NOR 25,7,14,Alvin Kamara left end for 24 yards (tackle by Chidobe Awuzie),0.610,2.190
2,12:03,1,10,NOR 49,7,14,Taysom Hill left guard for 31 yards (tackle by Vonn Bell),2.190,4.240
2,11:23,1,10,CIN 20,7,14,Alvin Kamara left tackle for 4 yards (tackle by Germaine Pratt and Trey Hendrickson),4.240,4.280
2,10:46,2,6,CIN 16,7,14,Andy Dalton pass incomplete deep left intended for Alvin Kamara,4.280,3.520
2,10:41,3,6,CIN 16,7,14,Andy Dalton pass incomplete deep left,3.520,2.400
2,10:32,4,6,CIN 16,7,17,Wil Lutz 35 yard field goal good,2.400,3.000
2,10:28,,,NOR 35,7,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,10:28,1,10,CIN 25,7,17,Joe Burrow pass complete short right to Tee Higgins for 6 yards (tackle by Paulson Adebo),0.610,0.870
2,9:47,2,4,CIN 31,7,17,Joe Mixon right guard for 7 yards (tackle by Tanoh Kpassagnon),0.870,1.470
2,9:16,1,10,CIN 38,7,17,Joe Burrow pass complete short left to Hayden Hurst for 4 yards (tackle by Demario Davis),1.470,1.460
2,8:35,2,6,CIN 42,7,17,Joe Burrow pass complete short right to Tyler Boyd for 21 yards (tackle by Chris Harris),1.460,3.120
2,7:57,1,10,NOR 37,7,17,Joe Burrow pass complete short right to Joe Mixon for 8 yards (tackle by Pete Werner),3.120,3.650
2,7:21,2,2,NOR 29,7,17,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,3.650,2.940
2,7:17,3,2,NOR 29,7,17,Joe Burrow pass complete short right to Tyler Boyd for 8 yards (tackle by Paulson Adebo),2.940,4.170
2,6:38,1,10,NOR 21,7,17,Joe Burrow pass complete short left to Tee Higgins for 2 yards (tackle by Demario Davis),4.170,3.900
2,5:57,2,8,NOR 19,7,17,Joe Burrow pass incomplete short left intended for Tee Higgins,3.900,3.180
2,5:53,,,,,,Timeout #1 by Cincinnati Bengals,,
2,5:53,3,8,NOR 19,13,17,"Joe Burrow scrambles left guard for 19 yards, touchdown",3.180,7.000
2,5:44,,,NOR 15,14,17,Evan McPherson kicks extra point good,0.000,0.000
2,5:44,,,CIN 35,14,17,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,5:44,1,10,NOR 25,14,17,Alvin Kamara right tackle for 5 yards (tackle by Cameron Sample),0.610,0.740
2,5:11,2,5,NOR 30,14,17,Alvin Kamara right tackle for 1 yard (tackle by B.J. Hill),0.740,0.170
2,4:29,3,4,NOR 31,14,17,Andy Dalton pass complete short middle to Juwan Johnson for 7 yards (tackle by Eli Apple and Akeem Davis-Gaither),0.170,1.470
2,3:55,1,10,NOR 38,14,17,Alvin Kamara right guard for no gain (tackle by Sam Hubbard),1.470,0.920
2,3:21,2,10,NOR 38,14,17,Andy Dalton pass incomplete short right,0.920,0.230
2,3:17,3,10,NOR 38,14,17,Andy Dalton pass complete short right to Marquez Callaway for 20 yards (tackle by Eli Apple),0.230,2.790
2,2:33,,,,,,Timeout #1 by New Orleans Saints,,
2,2:33,1,10,CIN 42,14,17,Mark Ingram left end for 12 yards (tackle by Germaine Pratt and Chidobe Awuzie),2.790,3.580
2,2:00,1,10,CIN 30,14,17,Alvin Kamara right guard for -1 yards (tackle by Trey Hendrickson),3.580,2.900
2,1:56,,,,,,Timeout #2 by Cincinnati Bengals,,
2,1:56,2,11,CIN 31,14,17,Andy Dalton pass incomplete short left intended for Marquez Callaway (defended by Chidobe Awuzie),2.900,2.210
2,1:53,3,11,CIN 31,14,17,Andy Dalton pass complete short right to Tre'Quan Smith for 15 yards (tackle by Eli Apple),2.210,4.510
2,1:46,1,10,CIN 16,14,17,Andy Dalton pass complete short right to Alvin Kamara for -2 yards (tackle by Sam Hubbard),4.510,3.640
2,1:41,,,,,,Timeout #3 by Cincinnati Bengals,,
2,1:41,2,12,CIN 18,14,17,Taysom Hill right end for -1 yards (tackle by Eli Apple),3.640,2.850
2,0:53,,,,,,Timeout #2 by New Orleans Saints,,
2,0:53,3,13,CIN 19,14,17,Andy Dalton pass complete short left to Alvin Kamara for 7 yards (tackle by Logan Wilson),2.850,2.660
2,0:05,,,,,,Timeout #3 by New Orleans Saints,,
2,0:05,4,6,CIN 12,14,20,Wil Lutz 30 yard field goal good,2.660,3.000
2,0:01,,,NOR 35,14,20,"Wil Lutz kicks off 45 yards, returned by Devin Asiasi for 14 yards (tackle by Bryce Thompson and Zack Baun)",0.000,1.270
Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,14,20,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,14,20,Andy Dalton pass incomplete short right,0.610,0.060
3,14:55,2,10,NOR 25,14,20,Alvin Kamara right tackle for 2 yards (tackle by Logan Wilson and Jay Tufele),0.060,-0.360
3,14:16,3,8,NOR 27,14,20,Andy Dalton pass complete to Mark Ingram for 11 yards (tackle by Tre Flowers),-0.360,1.470
3,13:35,1,10,NOR 38,14,20,Mark Ingram right tackle for 5 yards (tackle by Germaine Pratt),1.470,1.600
3,13:00,2,5,NOR 43,14,20,Taysom Hill up the middle for no gain (tackle by Mike Hilton and Sam Hubbard),1.600,0.890
3,12:17,3,5,NOR 43,14,20,"Penalty on Juwan Johnson: False Start, 5 yards (accepted) (no play)",0.890,0.230
3,11:45,3,10,NOR 38,14,20,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",0.230,0.230
3,11:27,3,10,NOR 38,14,20,"Andy Dalton scrambles for no gain (tackle by Tre Flowers). Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",0.230,-1.750
3,11:06,3,25,NOR 23,14,20,Andy Dalton pass complete short right to Juwan Johnson for 9 yards (tackle by Akeem Davis-Gaither),-1.750,-0.650
3,10:58,4,16,NOR 41,14,20,"Penalty on Trey Hendrickson: Roughing the Passer, 15 yards (accepted) (no play)",-0.650,2.060
3,10:36,1,10,NOR 47,14,20,Alvin Kamara up the middle for 7 yards (tackle by Germaine Pratt),2.060,2.460
3,10:00,2,3,CIN 46,14,20,Taysom Hill pass incomplete deep middle intended for Kevin White (defended by Chidobe Awuzie),2.460,1.750
3,9:53,3,3,CIN 46,14,20,Andy Dalton pass complete short middle to Keith Kirkwood for 14 yards (tackle by Mike Hilton),1.750,3.450
3,9:11,1,10,CIN 32,14,20,Alvin Kamara left end for 12 yards (tackle by Chidobe Awuzie and Jessie Bates),3.450,4.240
3,8:35,1,10,CIN 20,14,20,Mark Ingram right guard for -1 yards (tackle by B.J. Hill),4.240,3.560
3,8:03,2,11,CIN 21,14,20,Alvin Kamara right end for 2 yards (tackle by Sam Hubbard and Germaine Pratt),3.560,3.100
3,7:21,3,9,CIN 19,14,20,Andy Dalton pass incomplete deep right intended for Marquez Callaway,3.100,2.180
3,7:16,4,9,CIN 19,14,23,Wil Lutz 37 yard field goal good,2.180,3.000
3,7:12,,,NOR 35,14,23,"Wil Lutz kicks off 64 yards, returned by Chris Evans for 25 yards (tackle by Daniel Sorensen and Bryce Thompson)",0.000,0.670
3,7:06,1,10,CIN 26,14,23,Joe Mixon right guard for 10 yards (tackle by Tyrann Mathieu),0.670,1.330
3,6:30,1,10,CIN 36,14,23,Joe Burrow pass complete short right to Tee Higgins for 8 yards,1.330,1.870
3,5:58,2,2,CIN 44,14,23,Joe Mixon left guard for 4 yards (tackle by Chris Harris),1.870,2.130
3,5:17,1,10,CIN 48,14,23,Joe Burrow pass complete short left to Ja'Marr Chase for 26 yards (tackle by Marcus Maye),2.130,3.840
3,4:44,1,10,NOR 26,14,23,Joe Burrow pass complete short right to Tyler Boyd for 9 yards (tackle by Chris Harris),3.840,4.640
3,4:10,2,1,NOR 17,14,23,Joe Burrow up the middle for 2 yards (tackle by Pete Werner),4.640,4.580
3,3:36,1,10,NOR 15,20,23,"Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards, touchdown",4.580,7.000
3,3:30,,,NOR 15,21,23,Evan McPherson kicks extra point good,0.000,0.000
3,3:30,,,CIN 35,21,23,"Evan McPherson kicks off 64 yards, returned by Rashid Shaheed for 20 yards (tackle by Michael Thomas)",0.000,0.340
3,3:24,1,10,NOR 21,21,23,Mark Ingram right guard for 4 yards (tackle by Jay Tufele and Eli Apple),0.340,0.340
3,2:48,2,6,NOR 25,21,23,Andy Dalton pass complete short middle to Juwan Johnson for 20 yards (tackle by Mike Hilton),0.340,1.930
3,2:07,1,10,NOR 45,21,23,Alvin Kamara right guard for 9 yards (tackle by Eli Apple and Jessie Bates),1.930,2.600
3,1:35,2,1,CIN 46,21,23,Andy Dalton pass complete short right to Alvin Kamara for no gain (tackle by Vonn Bell),2.600,1.880
3,0:58,3,1,CIN 46,21,23,Mark Ingram right guard for 4 yards (tackle by Jay Tufele and Germaine Pratt),1.880,2.790
3,0:21,1,10,CIN 42,21,23,Mark Ingram right tackle for 3 yards (tackle by Germaine Pratt and B.J. Hill),2.790,2.650
Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CIN 39,21,23,Taysom Hill pass complete short left to Marquez Callaway for 9 yards (tackle by Germaine Pratt),2.650,3.580
4,14:19,1,10,CIN 30,21,23,Alvin Kamara left guard for 6 yards (tackle by Logan Wilson),3.580,3.840
4,13:41,2,4,CIN 24,21,23,Alvin Kamara left tackle for no gain (tackle by Jay Tufele),3.840,3.140
4,13:05,3,4,CIN 24,21,23,Andy Dalton pass complete short middle to Tre'Quan Smith for 10 yards (tackle by Jessie Bates),3.140,4.650
4,12:24,1,10,CIN 14,21,23,Taysom Hill pass incomplete short right,4.650,4.000
4,12:18,2,10,CIN 14,21,23,Alvin Kamara left tackle for -2 yards (tackle by Jay Tufele),4.000,3.000
4,11:39,3,12,CIN 16,21,23,Andy Dalton pass complete short right to Alvin Kamara for 3 yards (tackle by Logan Wilson),3.000,2.570
4,11:11,4,9,CIN 13,21,26,Wil Lutz 31 yard field goal good,2.570,3.000
4,11:07,,,NOR 35,21,26,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,11:07,1,10,CIN 25,21,26,Joe Burrow pass incomplete short middle intended for Joe Mixon (defended by Chris Harris) (defended by Shy Tuttle),0.610,0.060
4,11:02,2,10,CIN 25,21,26,Joe Mixon right guard for 6 yards (tackle by Cameron Jordan),0.060,0.170
4,10:26,3,4,CIN 31,21,26,Joe Burrow pass complete short right to Tyler Boyd for 10 yards (tackle by Tyrann Mathieu),0.170,1.660
4,9:36,1,10,CIN 41,21,26,Joe Mixon left end for 6 yards (tackle by Chris Harris and Demario Davis),1.660,1.930
4,8:54,2,4,CIN 47,21,26,"Joe Burrow pass complete short right to Tee Higgins for 6 yards (tackle by Chris Harris). Penalty on Tanoh Kpassagnon: Defensive Offside, 5 yards (declined)",1.930,2.460
4,8:34,1,10,NOR 47,21,26,"Joe Burrow pass incomplete deep left intended for Tyler Boyd. Penalty on La'el Collins: Offensive Holding, 10 yards (accepted) (no play)",2.460,1.800
4,8:29,1,20,CIN 43,21,26,Samaje Perine right guard for no gain (tackle by Malcolm Roach),1.800,0.560
4,7:48,2,20,CIN 43,21,26,Joe Burrow pass complete short left to Tee Higgins for 13 yards (tackle by Demario Davis),0.560,1.620
4,7:12,,,,,,Timeout #1 by Cincinnati Bengals,,
4,7:12,3,7,NOR 44,21,26,Joe Burrow pass complete short middle to Ja'Marr Chase for 8 yards (tackle by Bradley Roby and Justin Evans),1.620,3.180
4,6:35,1,10,NOR 36,21,26,Joe Burrow pass complete short right to Tee Higgins for 12 yards (tackle by Cameron Jordan),3.180,3.970
4,6:00,1,10,NOR 24,21,26,Joe Burrow sacked by Demario Davis for -7 yards,3.970,2.490
4,5:12,2,17,NOR 31,21,26,Joe Burrow sacked by Kaden Elliss for -10 yards,2.490,0.500
4,4:34,3,27,NOR 41,21,26,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Demario Davis),0.500,1.060
4,3:47,4,20,NOR 34,24,26,Evan McPherson 52 yard field goal good,1.060,3.000
4,3:42,,,CIN 35,24,26,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,3:42,1,10,NOR 25,24,26,Alvin Kamara right guard for 3 yards (tackle by Zachary Carter and Jay Tufele),0.610,0.470
4,3:03,2,7,NOR 28,24,26,Mark Ingram right guard for 3 yards (tackle by B.J. Hill),0.470,0.170
4,2:24,3,4,NOR 31,24,26,Andy Dalton pass incomplete short left intended for Juwan Johnson (defended by Trey Hendrickson),0.170,-1.310
4,2:16,4,4,NOR 31,24,26,Blake Gillikin punts 29 yards out of bounds,-1.310,-1.600
4,2:10,1,10,CIN 40,30,26,"Joe Burrow pass complete to Ja'Marr Chase for 60 yards, touchdown",1.600,7.000
4,1:57,,,NOR 2,30,26,Two Point Attempt: Joe Burrow pass incomplete,1.000,-1.000
4,1:57,,,CIN 35,30,26,"Evan McPherson kicks off 65 yards, touchback.. Penalty on Daxton Hill: Offside on Free Kick, 5 yards (accepted)",0.000,0.940
4,1:57,1,10,NOR 30,30,26,Alvin Kamara right guard for 7 yards (tackle by Germaine Pratt and Mike Hilton),0.940,1.340
4,1:40,2,3,NOR 37,30,26,Andy Dalton pass incomplete short right,1.340,0.630
4,1:34,3,3,NOR 37,30,26,Andy Dalton pass complete short right to Juwan Johnson for 5 yards (tackle by Tre Flowers),0.630,1.730
4,1:10,1,10,NOR 42,30,26,Andy Dalton pass complete short right to Alvin Kamara for 8 yards (tackle by Tre Flowers and Germaine Pratt),1.730,2.270
4,1:07,,,,,,Timeout #1 by New Orleans Saints,,
4,1:07,2,2,NOR 50,30,26,Andy Dalton pass complete short right to Alvin Kamara for 9 yards (tackle by Tre Flowers),2.270,2.850
4,0:50,1,10,CIN 41,30,26,Andy Dalton pass incomplete short middle intended for Alvin Kamara (defended by Sam Hubbard),2.850,2.310
4,0:44,2,10,CIN 41,30,26,Andy Dalton pass incomplete short right intended for Marquez Callaway,2.310,1.620
4,0:39,3,10,CIN 41,30,26,Andy Dalton sacked by and B.J. Hill for -7 yards and Sam Hubbard for -7 yards,1.620,0.070
4,0:34,,,,,,Timeout #2 by New Orleans Saints,,
4,0:34,4,17,CIN 48,30,26,Andy Dalton pass incomplete deep right intended for Marquez Callaway,0.070,-2.130
4,0:27,1,10,CIN 48,30,26,Joe Burrow kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
