Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
1,3:29,2,2,NWE 2,8,0,"Eli Manning pass complete short middle to Victor Cruz for 2 yards, touchdown",5.720,7.000
1,3:29,,,NWE 2,9,0,Lawrence Tynes kicks extra point good,0.000,0.000
1,3:24,,,NYG 35,9,0,"Lawrence Tynes kicks off 67 yards, returned by Julian Edelman for 31 yards (tackle by Deon Grant)",0.000,0.870
1,3:18,1,10,NWE 29,9,0,BenJarvus Green-Ellis left end for -1 yards (tackle by Aaron Ross),0.870,0.190
1,2:35,2,11,NWE 28,9,0,Tom Brady pass complete short left to BenJarvus Green-Ellis for 7 yards (tackle by Linval Joseph),0.190,0.430
1,1:59,3,4,NWE 35,9,0,Tom Brady pass complete short middle to Deion Branch for 15 yards (tackle by Kenny Phillips),0.430,2.260
1,1:25,1,10,,9,0,Tom Brady pass complete short left to Wes Welker for 19 yards (tackle by Michael Boley),2.260,3.510
1,1:07,1,10,NYG 31,9,0,BenJarvus Green-Ellis right guard for 4 yards (tackle by Chase Blackburn),3.510,3.510
1,0:25,2,6,NYG 27,9,0,Wes Welker left end for 10 yards (tackle by Aaron Ross),3.510,4.440
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 17,9,0,Tom Brady pass complete short right to Aaron Hernandez for 2 yards (tackle by Chase Blackburn),4.440,4.150
2,14:36,2,8,NYG 15,9,0,BenJarvus Green-Ellis left guard for 4 yards (tackle by Chase Blackburn),4.150,4.100
2,13:56,3,4,NYG 11,9,0,Tom Brady pass incomplete short right intended for Aaron Hernandez (defended by Jason Pierre-Paul),4.100,2.770
2,13:52,4,4,NYG 11,9,3,Stephen Gostkowski 29 yard field goal good,2.770,3.000
2,13:48,,,NWE 35,9,3,"Stephen Gostkowski kicks off 72 yards, touchback",0.000,0.280
2,13:48,1,10,NYG 20,9,3,Eli Manning pass incomplete short right intended for Brandon Jacobs,0.280,-0.270
2,13:41,2,10,NYG 20,9,3,Brandon Jacobs right tackle for 11 yards (tackle by Patrick Chung and James Ihedigbo),-0.270,1.000
2,13:02,1,10,NYG 31,9,3,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,1.000,0.460
2,12:55,2,10,NYG 31,9,3,Brandon Jacobs up the middle for 4 yards (tackle by Jerod Mayo and Brandon Spikes),0.460,0.300
2,12:14,3,6,NYG 35,9,3,Eli Manning pass complete deep middle to Hakeem Nicks for 18 yards (tackle by Antwaun Molden),0.300,2.460
2,11:30,1,10,NWE 47,9,3,Eli Manning pass incomplete deep left intended for Hakeem Nicks,2.460,1.910
2,11:24,2,10,NWE 47,9,3,"Penalty on Hakeem Nicks: Illegal Substitution, 5 yards (no play)",1.910,1.240
2,11:24,2,15,NYG 48,9,3,Ahmad Bradshaw right tackle for no gain (tackle by Kyle Love),1.240,0.560
2,10:45,3,15,NYG 48,9,3,Eli Manning pass complete short left to Ahmad Bradshaw for 11 yards (tackle by Kyle Arrington),0.560,0.530
2,10:09,4,4,NWE 41,9,3,"Steve Weatherford punts 41 yards, touchback",0.530,-0.280
2,10:00,1,10,NWE 20,9,3,Tom Brady pass incomplete short left intended for Aaron Hernandez (defended by Jason Pierre-Paul),0.280,-0.270
2,9:55,2,10,NWE 20,9,3,Danny Woodhead left tackle for 3 yards (tackle by Chase Blackburn and Linval Joseph),-0.270,-0.560
2,9:12,3,7,NWE 23,9,3,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Jacquian Williams),-0.560,-1.440
2,8:33,4,1,NWE 29,9,3,"Zoltan Mesko punts 48 yards, fair catch by Will Blackmon",-1.440,-0.480
2,8:24,1,10,NYG 23,9,3,Ahmad Bradshaw up the middle for 5 yards (tackle by Jerod Mayo),0.480,0.610
2,7:46,2,5,NYG 28,9,3,Eli Manning pass complete short left to Henry Hynoski for 6 yards (tackle by Jerod Mayo),0.610,1.200
2,7:10,1,10,NYG 34,9,3,Ahmad Bradshaw up the middle for 3 yards (tackle by Brandon Spikes),1.200,1.060
2,6:36,2,7,NYG 37,9,3,Ahmad Bradshaw up the middle for 8 yards (tackle by Devin McCourty and Patrick Chung),1.060,1.930
2,5:58,1,10,NYG 45,9,3,Eli Manning pass complete short middle to Ahmad Bradshaw for 8 yards (tackle by Brandon Spikes),1.930,2.460
2,5:19,2,2,NWE 47,9,3,Brandon Jacobs right guard for 1 yard (tackle by Tracy White and Shaun Ellis),2.460,1.880
2,4:40,3,1,NWE 46,9,3,"Brandon Jacobs left guard for 10 yards (tackle by Brandon Spikes). Penalty on Kevin Boothe: Offensive Holding, 9 yards (no play)",1.880,0.700
2,4:18,3,10,NYG 45,9,3,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Sterling Moore),0.700,-0.390
2,4:11,4,10,NYG 45,9,3,"Steve Weatherford punts 51 yards, out of bounds",-0.390,0.380
2,4:03,1,10,NWE 4,9,3,"Penalty on Logan Mankins: False Start, 2 yards (no play)",-0.380,-0.460
2,4:03,1,12,NWE 2,9,3,Tom Brady pass complete short left to Wes Welker for 7 yards (tackle by Deon Grant),-0.460,-0.420
2,3:34,2,5,NWE 9,9,3,Danny Woodhead up the middle for 6 yards (tackle by Michael Boley),-0.420,-0.220
2,3:01,1,10,NWE 15,9,3,Tom Brady pass complete short right to Rob Gronkowski for 20 yards (tackle by Kenny Phillips),-0.220,1.270
2,2:32,1,10,NWE 35,9,3,Danny Woodhead up the middle for 4 yards (tackle by Rocky Bernard),1.270,1.260
2,2:00,2,6,NWE 39,9,3,Tom Brady pass complete short left to Aaron Hernandez for 10 yards (tackle by Michael Boley),1.260,2.190
2,1:40,1,10,NWE 49,9,3,Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Antrel Rolle),2.190,2.730
2,1:20,2,2,NYG 43,9,3,"Tom Brady pass complete short left to Danny Woodhead for 7 yards (tackle by Antrel Rolle). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",2.730,1.380
2,1:12,2,12,NWE 47,9,3,Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Michael Boley),1.380,1.750
2,1:05,3,4,NYG 45,9,3,Tom Brady pass complete short right to Aaron Hernandez for 12 yards (tackle by Michael Boley),1.750,3.380
2,1:01,1,10,NYG 33,9,3,Danny Woodhead up the middle for 1 yard (tackle by Michael Boley),3.380,2.970
2,0:38,2,9,NYG 32,9,3,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Aaron Ross and Kenny Phillips),2.970,4.110
2,0:29,,,,9,3,Timeout #1 by New England Patriots,0.000,4.110
2,0:29,1,10,NYG 22,9,3,Tom Brady pass complete short left to Danny Woodhead for 11 yards,4.110,4.840
2,0:24,1,10,NYG 11,9,3,Tom Brady pass complete short middle to Danny Woodhead for 8 yards (tackle by Michael Boley). Penalty on Osi Umenyiora: Defensive Offside (Declined),4.840,5.660
2,0:18,2,2,NYG 3,9,3,Danny Woodhead right guard for -1 yards (tackle by Jason Pierre-Paul),5.660,4.670
2,0:15,,,,9,3,Timeout #2 by New England Patriots,0.000,4.670
2,0:15,3,3,NYG 4,9,9,"Tom Brady pass complete short left to Danny Woodhead for 4 yards, touchdown",4.670,7.000
2,0:15,,,NYG 2,9,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:08,,,NWE 35,9,10,"Stephen Gostkowski kicks off 55 yards, returned by Jerrel Jernigan for 16 yards (tackle by Dane Fletcher)",0.000,0.670
2,0:04,1,10,NYG 26,9,10,Eli Manning kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,9,10,"Lawrence Tynes kicks off 65 yards, returned by Julian Edelman for 21 yards (tackle by Jacquian Williams)",0.000,0.340
3,14:54,1,10,NWE 21,9,10,Tom Brady pass complete deep left to Chad Johnson for 21 yards,0.340,1.730
3,14:30,1,10,NWE 42,9,10,Tom Brady pass complete short middle to BenJarvus Green-Ellis for 8 yards (tackle by Michael Boley and Chase Blackburn),1.730,2.270
3,14:00,2,2,,9,10,BenJarvus Green-Ellis right end for 17 yards (tackle by Kenny Phillips),2.270,3.380
3,13:22,1,10,NYG 33,9,10,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Deon Grant),3.380,3.510
3,12:54,2,5,NYG 28,9,10,Danny Woodhead left tackle for 4 yards (tackle by Osi Umenyiora and Deon Grant),3.510,3.340
3,12:27,3,1,NYG 24,9,10,BenJarvus Green-Ellis left tackle for 4 yards (tackle by Kenny Phillips),3.340,4.240
3,11:55,1,10,NYG 20,9,10,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Antrel Rolle),4.240,5.040
3,11:25,2,2,NYG 12,9,16,"Tom Brady pass complete short left to Aaron Hernandez for 12 yards, touchdown",5.040,7.000
3,11:25,,,NYG 2,9,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,11:20,,,NWE 35,9,17,"Stephen Gostkowski kicks off 64 yards, returned by Jerrel Jernigan for 34 yards (tackle by Stephen Gostkowski)",0.000,1.270
3,11:13,1,10,NYG 35,9,17,Brandon Jacobs left tackle for 5 yards (tackle by Vince Wilfork),1.270,1.400
3,10:41,2,5,NYG 40,9,17,Eli Manning pass complete short right to Jake Ballard for 1 yard (tackle by James Ihedigbo and Patrick Chung),1.400,0.830
3,9:53,3,4,NYG 41,9,17,Eli Manning pass complete short middle to Hakeem Nicks for 8 yards (tackle by Antwaun Molden),0.830,2.190
3,9:12,1,10,NYG 49,9,17,Eli Manning pass complete short left to Bear Pascoe for 8 yards (tackle by James Ihedigbo),2.190,2.730
3,8:48,2,2,NWE 43,9,17,Ahmad Bradshaw up the middle for 7 yards (tackle by Brandon Spikes),2.730,3.180
3,8:13,1,10,NWE 36,9,17,Eli Manning pass complete short left to Hakeem Nicks for 11 yards (tackle by Devin McCourty),3.180,3.910
3,7:34,1,10,NWE 25,9,17,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Patrick Chung),3.910,3.360
3,7:28,2,10,NWE 25,9,17,Eli Manning pass incomplete short middle intended for Jake Ballard,3.360,2.680
3,7:24,3,10,NWE 25,9,17,Eli Manning pass complete short left to Mario Manningham for 5 yards (tackle by Sterling Moore),2.680,2.170
3,6:47,4,5,NWE 20,12,17,Lawrence Tynes 38 yard field goal good,2.170,3.000
3,6:43,,,NYG 35,12,17,"Lawrence Tynes kicks off 69 yards, returned by Julian Edelman for 21 yards (tackle by Spencer Paysinger)",0.000,-0.060
3,6:37,1,10,NWE 17,12,17,BenJarvus Green-Ellis right end for 2 yards (tackle by Chase Blackburn),-0.060,-0.250
3,6:12,2,8,NWE 19,12,17,Tom Brady pass incomplete short right intended for BenJarvus Green-Ellis,-0.250,-1.000
3,6:12,3,8,NWE 19,12,17,Tom Brady sacked by Justin Tuck for -4 yards,-1.000,-2.440
3,6:12,4,12,NWE 15,12,17,"Zoltan Mesko punts 43 yards, returned by Will Blackmon for 10 yards (tackle by Matt Slater)",-2.440,-2.390
3,5:36,1,10,NWE 48,12,17,Brandon Jacobs right guard for 1 yard (tackle by Shaun Ellis and Brandon Spikes),2.390,1.980
3,5:01,2,9,NWE 47,12,17,"Eli Manning pass complete short right to Hakeem Nicks for 13 yards (tackle by Jerod Mayo). Hakeem Nicks fumbles (forced by Jerod Mayo), recovered by Henry Hynoski at NWE-34 and returned for 1 yards",1.980,3.380
3,4:17,1,10,NWE 33,12,17,Brandon Jacobs right guard for 7 yards (tackle by Brandon Spikes),3.380,3.780
3,3:45,2,3,NWE 26,12,17,Brandon Jacobs up the middle for 3 yards (tackle by Vince Wilfork),3.780,4.040
3,3:07,1,10,NWE 23,12,17,Eli Manning pass complete short middle to Bear Pascoe for 12 yards (tackle by Jerod Mayo),4.040,4.840
3,2:33,1,10,NWE 11,12,17,Ahmad Bradshaw left guard for 2 yards (tackle by Mark Anderson),4.840,4.510
3,1:53,2,8,NWE 9,12,17,Ahmad Bradshaw up the middle for no gain (tackle by Gerard Warren),4.510,3.530
3,1:14,3,8,NWE 9,12,17,Eli Manning sacked by Rob Ninkovich and Mark Anderson for -6 yards,3.530,2.440
3,0:40,4,14,NWE 15,15,17,Lawrence Tynes 33 yard field goal good,2.440,3.000
3,0:35,,,NYG 35,15,17,"Lawrence Tynes kicks off 74 yards, touchback",0.000,0.280
3,0:35,1,10,NWE 20,15,17,Tom Brady pass incomplete short right intended for Aaron Hernandez (defended by Michael Boley),0.280,-0.270
3,0:31,2,10,NWE 20,15,17,Tom Brady pass complete short left to Deion Branch for 11 yards (tackle by Deon Grant),-0.270,1.000
3,0:01,1,10,NWE 31,15,17,BenJarvus Green-Ellis up the middle for 7 yards (tackle by Rocky Bernard),1.000,1.410
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NWE 38,15,17,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Michael Boley),1.410,1.800
4,14:31,1,10,NWE 43,15,17,Tom Brady pass incomplete deep left intended for Rob Gronkowski is intercepted by Chase Blackburn at NYG-8,1.800,0.380
4,14:17,1,10,NYG 8,15,17,Eli Manning pass incomplete deep right intended for Hakeem Nicks,-0.380,-0.780
4,14:12,2,10,NYG 8,15,17,"Ahmad Bradshaw right end for 3 yards (tackle by Brandon Spikes). Ahmad Bradshaw fumbles (forced by Brandon Spikes), recovered by Chris Snee at NYG-11",-0.780,-1.070
4,13:23,,,,15,17,Timeout #1 by New York Giants,0.000,-1.070
4,13:23,3,7,NYG 11,15,17,"Eli Manning pass incomplete short left intended for Victor Cruz. Penalty on Rob Ninkovich: Defensive Offside, 5 yards (no play)",-1.070,-0.480
4,13:18,3,2,NYG 16,15,17,Eli Manning pass complete short left to Hakeem Nicks for 12 yards (tackle by Devin McCourty),-0.480,0.810
4,12:44,1,10,NYG 28,15,17,Ahmad Bradshaw up the middle for 2 yards (tackle by Rob Ninkovich),0.810,0.530
4,12:03,2,8,NYG 30,15,17,Eli Manning pass complete short left to Victor Cruz for 7 yards (tackle by Kyle Arrington),0.530,0.760
4,11:38,3,1,NYG 37,15,17,Eli Manning pass complete short right to Victor Cruz for 8 yards (tackle by Kyle Arrington),0.760,1.930
4,10:57,1,10,NYG 45,15,17,Eli Manning pass complete short left to Mario Manningham for 12 yards (tackle by Brandon Spikes),1.930,2.720
4,10:12,1,10,NWE 43,15,17,Eli Manning pass complete short left to Hakeem Nicks for 5 yards (tackle by Antwaun Molden),2.720,2.850
4,9:41,2,5,NWE 38,15,17,Eli Manning pass incomplete deep right intended for Mario Manningham,2.850,2.150
4,9:35,,,,15,17,Timeout #2 by New York Giants,0.000,2.150
4,9:35,3,5,NWE 38,15,17,"Penalty on Kevin Boothe: False Start, 5 yards (no play)",2.150,1.490
4,9:35,3,10,NWE 43,15,17,Eli Manning pass incomplete short right intended for Mario Manningham (defended by Sterling Moore),1.490,0.400
4,9:31,4,10,NWE 43,15,17,"Steve Weatherford punts 35 yards, fair catch by Wes Welker",0.400,0.380
4,9:24,1,10,NWE 8,15,17,Tom Brady pass incomplete short middle intended for Aaron Hernandez,-0.380,-0.780
4,9:19,2,10,NWE 8,15,17,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Jacquian Williams),-0.780,-0.840
4,8:35,3,5,NWE 13,15,17,Tom Brady pass complete short right to Danny Woodhead for 19 yards (tackle by Deon Grant),-0.840,1.070
4,7:48,1,10,NWE 32,15,17,BenJarvus Green-Ellis left end for 3 yards (tackle by Jason Pierre-Paul),1.070,0.930
4,7:22,2,7,NWE 35,15,17,Wes Welker left end for 11 yards (tackle by Kenny Phillips),0.930,1.990
4,6:36,1,10,NWE 46,15,17,Danny Woodhead left tackle for 1 yard (tackle by Justin Tuck),1.990,1.590
4,6:05,2,9,NWE 47,15,17,Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Prince Amukamara),1.590,1.690
4,5:22,3,3,NYG 47,15,17,Tom Brady pass complete short left to Aaron Hernandez for 4 yards (tackle by Michael Boley),1.690,2.720
4,4:40,1,10,NYG 43,15,17,BenJarvus Green-Ellis up the middle for -1 yards (tackle by Chris L. Canty),2.720,2.040
4,4:06,2,11,NYG 44,15,17,Tom Brady pass incomplete deep left intended for Wes Welker,2.040,1.360
4,4:00,3,11,NYG 44,15,17,Tom Brady pass incomplete deep middle intended for Deion Branch (defended by Corey Webster),1.360,0.330
4,3:53,4,11,NYG 44,15,17,"Zoltan Mesko punts 32 yards, fair catch by Will Blackmon",0.330,0.350
4,3:46,1,10,NYG 12,15,17,Eli Manning pass complete deep left to Mario Manningham for 38 yards (tackle by Patrick Chung),-0.350,2.260
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
4,3:39,1,10,,15,17,Eli Manning pass incomplete deep right intended for Mario Manningham,2.260,1.710
4,3:34,2,10,,15,17,Eli Manning pass complete short right to Mario Manningham for 16 yards (tackle by Sterling Moore),1.710,3.310
4,2:52,1,10,NWE 34,15,17,Eli Manning pass complete short left to Mario Manningham for 2 yards (tackle by Devin McCourty),3.310,3.040
4,2:09,2,8,NWE 32,15,17,Eli Manning pass complete short left to Hakeem Nicks for 14 yards (tackle by Antwaun Molden),3.040,4.370
4,2:00,1,10,NWE 18,15,17,Ahmad Bradshaw up the middle for 7 yards (tackle by James Ihedigbo and Mark Anderson),4.370,5.010
4,1:15,2,3,NWE 11,15,17,Eli Manning pass complete short left to Hakeem Nicks for 4 yards (tackle by Devin McCourty),5.010,5.600
4,1:09,1,7,NWE 7,15,17,Ahmad Bradshaw up the middle for 1 yard (tackle by Jerod Mayo),5.600,4.950
4,1:04,,,,15,17,Timeout #2 by New England Patriots,0.000,4.950
4,1:04,2,6,NWE 6,21,17,"Ahmad Bradshaw up the middle for 6 yards, touchdown",4.950,7.000
4,1:04,,,,21,17,"Two Point Attempt: DJ Ware right guard, conversion fails",0.000,-1.000
4,0:57,,,NYG 35,21,17,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
4,0:57,1,10,NWE 20,21,17,Tom Brady pass incomplete deep middle intended for Deion Branch (defended by Kenny Phillips),0.280,-0.270
4,0:52,2,10,NWE 20,21,17,Tom Brady pass incomplete short right intended for Aaron Hernandez,-0.270,-0.960
4,0:48,3,10,NWE 20,21,17,Tom Brady sacked by Justin Tuck for -6 yards,-0.960,-2.470
4,0:36,,,,21,17,Timeout #3 by New England Patriots,0.000,-2.470
4,0:39,4,16,NWE 14,21,17,Tom Brady pass complete deep left to Deion Branch for 19 yards (tackle by Corey Webster),-2.470,1.140
4,0:32,1,10,NWE 33,21,17,Tom Brady pass complete short left to Aaron Hernandez for 11 yards (tackle by Antrel Rolle),1.140,1.860
4,0:19,1,10,NWE 44,21,17,Tom Brady spiked the ball,1.860,1.320
4,0:17,2,10,NWE 44,21,17,"Tom Brady pass incomplete deep right intended for Aaron Hernandez. Penalty on Justin Tuck: Defensive 12 On-field, 5 yards (no play)",1.320,1.990
4,0:09,2,5,NWE 49,21,17,Tom Brady pass incomplete short left intended for Deion Branch,1.990,1.290
4,0:05,3,5,NWE 49,21,17,Tom Brady pass incomplete deep middle intended for Aaron Hernandez (defended by Kenny Phillips),1.290,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
