Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
1,8:17,,,,0,0,Timeout #1 by Washington Redskins,0.000,3.580
1,8:17,3,8,NOR 8,0,6,"Jason Campbell pass complete short left to Fred Davis for 8 yards, touchdown",3.580,7.000
1,,,,NOR 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,WAS 30,0,7,"Shaun Suisham kicks off 62 yards, returned by Courtney Roby for 22 yards (tackle by H.B. Blades)",0.000,0.940
1,8:05,1,10,NOR 30,0,7,Drew Brees pass complete short left to David Thomas for 6 yards (tackle by H.B. Blades),0.940,1.200
1,7:30,2,4,NOR 36,0,7,Devery Henderson left end for 3 yards (tackle by Rocky McIntosh),1.200,0.890
1,7:07,3,1,NOR 39,0,7,Mike Bell middle for no gain (tackle by Rocky McIntosh),0.890,-0.780
1,6:26,4,1,NOR 39,0,7,"Thomas Morstead punts 31 yards, fair catch by Antwaan Randle El",-0.780,-0.940
1,6:17,1,10,WAS 30,0,7,Jason Campbell pass complete short right to Fred Davis for 12 yards (tackle by Jonathan Vilma and Mike McKenzie),0.940,1.730
1,5:39,1,10,WAS 42,0,7,Quinton Ganther left tackle for 13 yards (tackle by Scott Shanle),1.730,2.590
1,4:58,1,10,NOR 45,0,7,Jason Campbell pass incomplete deep right intended for Santana Moss,2.590,2.040
1,4:53,2,10,NOR 45,0,7,Jason Campbell pass complete short left to Antwaan Randle El for 11 yards (tackle by Troy Evans),2.040,3.310
1,4:11,1,10,NOR 34,0,7,Jason Campbell pass complete short right to Fred Davis for 15 yards (tackle by Mike McKenzie),3.310,4.310
1,3:39,1,10,NOR 19,0,7,Jason Campbell pass complete short left to Marko Mitchell for 6 yards (tackle by Malcolm Jenkins),4.310,4.720
1,3:03,2,4,NOR 13,0,7,Jason Campbell pass incomplete short left intended for Santana Moss,4.720,3.960
1,2:58,3,4,NOR 13,0,7,Jason Campbell pass incomplete short left intended for Fred Davis,3.960,2.640
1,2:52,4,4,NOR 13,0,10,Shaun Suisham 32 yard field goal good,2.640,3.000
1,,,,WAS 30,0,10,"Shaun Suisham kicks off 62 yards, returned by Courtney Roby for 26 yards (tackle by Devin Thomas)",0.000,1.200
1,2:40,1,10,NOR 34,0,10,Drew Brees pass complete short left to Robert Meachem for 11 yards (tackle by LaRon Landry),1.200,1.930
1,2:15,1,10,NOR 45,0,10,Mike Bell middle for -1 yards (tackle by Phillip Daniels),1.930,1.250
1,1:39,2,11,NOR 44,0,10,Drew Brees pass complete short right to Pierre Thomas for 14 yards (tackle by Byron Westbrook),1.250,2.790
1,1:07,1,10,WAS 42,0,10,Pierre Thomas right end for 1 yard (tackle by Andre Carter and London Fletcher),2.790,2.380
1,0:28,2,9,WAS 41,0,10,Drew Brees pass complete short left to Reggie Bush for 2 yards (tackle by Kevin Barnes),2.380,1.950
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,WAS 39,0,10,Drew Brees pass complete short left to Devery Henderson for 10 yards (tackle by Fred Smoot),1.950,3.640
2,14:49,1,10,WAS 29,0,10,"Drew Brees pass complete deep middle to Jeremy Shockey for 20 yards (tackle by LaRon Landry). Penalty on Jeremy Shockey: Offensive Pass Interfere, 10 yards (no play)",3.640,2.980
2,14:26,1,20,WAS 39,0,10,Drew Brees pass complete short right to Pierre Thomas for 5 yards (tackle by Cornelius Griffin and Rocky McIntosh),2.980,2.420
2,13:41,2,15,WAS 34,0,10,Drew Brees pass complete short middle to Jeremy Shockey for 15 yards (tackle by London Fletcher),2.420,4.310
2,13:10,1,10,WAS 19,0,10,Drew Brees pass complete short middle to Robert Meachem for 3 yards (tackle by H.B. Blades),4.310,4.180
2,12:30,2,7,WAS 16,0,10,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Phillip Daniels),4.180,3.410
2,12:24,3,7,WAS 16,0,10,Drew Brees pass incomplete short middle intended for Marques Colston,3.410,2.380
2,12:18,4,7,WAS 16,3,10,Garrett Hartley 34 yard field goal good,2.380,3.000
2,,,,NOR 30,3,10,"Thomas Morstead kicks off 63 yards, returned by Marcus Mason for 18 yards (tackle by Jeff Charleston)",0.000,0.610
2,12:08,1,10,WAS 25,3,10,Quinton Ganther left tackle for 3 yards (tackle by Will Smith),0.610,0.470
2,11:29,2,7,WAS 28,3,10,Quinton Ganther middle for 5 yards (tackle by Troy Evans),0.470,0.430
2,10:53,3,2,WAS 33,3,10,Marcus Mason right guard for 1 yard (tackle by Remi Ayodele),0.430,-1.110
2,10:15,4,1,WAS 34,3,10,"Hunter Smith punts 51 yards, returned by Reggie Bush for -2 yards (tackle by H.B. Blades)",-1.110,0.320
2,10:01,1,10,NOR 13,3,10,Pierre Thomas right guard for 5 yards (tackle by Reed Doughty),-0.320,-0.140
2,9:27,2,5,NOR 18,3,10,Mike Bell right tackle for 4 yards (tackle by Albert Haynesworth),-0.140,-0.350
2,8:29,3,1,NOR 22,3,10,Mike Bell middle for 3 yards (tackle by Rocky McIntosh and Reed Doughty),-0.350,0.610
2,7:47,1,10,NOR 25,3,10,Drew Brees pass incomplete short middle intended for Reggie Bush (defended by Albert Haynesworth),0.610,0.060
2,7:42,2,10,NOR 25,3,10,Drew Brees pass complete short left to Devery Henderson for 14 yards (tackle by Byron Westbrook),0.060,1.530
2,6:53,,,,3,10,Timeout #1 by New Orleans Saints,0.000,1.530
2,6:53,1,10,NOR 39,3,10,Drew Brees pass incomplete deep middle intended for Devery Henderson (defended by LaRon Landry),1.530,0.990
2,6:45,2,10,NOR 39,3,10,Drew Brees pass complete short right to Robert Meachem for 10 yards (tackle by LaRon Landry),0.990,2.190
2,6:17,1,10,NOR 49,3,10,Pierre Thomas left end for 11 yards (tackle by LaRon Landry),2.190,2.920
2,5:42,1,10,WAS 40,9,10,"Drew Brees pass complete deep left to Marques Colston for 40 yards, touchdown",2.920,7.000
2,,,,WAS 2,10,10,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,10,10,"Thomas Morstead kicks off 69 yards, returned by Devin Thomas for 21 yards (tackle by Chris Reis)",0.000,0.410
2,5:28,1,10,WAS 22,10,10,Jason Campbell pass complete short right to Fred Davis for 9 yards (tackle by Troy Evans and Mike McKenzie),0.410,1.080
2,4:54,2,1,WAS 31,10,10,Jason Campbell pass complete short left to Santana Moss for 6 yards (tackle by Malcolm Jenkins),1.080,1.400
2,4:14,1,10,WAS 37,10,10,Jason Campbell pass complete short left to Santana Moss for 8 yards,1.400,1.940
2,3:44,2,2,WAS 45,10,10,Jason Campbell pass incomplete short middle intended for Fred Davis,1.940,1.220
2,3:40,3,2,WAS 45,10,10,Jason Campbell pass complete deep right to Santana Moss for 38 yards (tackle by Malcolm Jenkins),1.220,4.440
2,3:11,1,10,NOR 17,10,10,Jason Campbell pass complete short middle to Malcolm Kelly for 6 yards (tackle by Chris McAlister),4.440,4.890
2,2:37,2,4,NOR 11,10,10,Jason Campbell pass complete short left to Santana Moss for 6 yards (tackle by Darren Sharper),4.890,6.060
2,2:27,,,,10,10,Timeout #2 by New Orleans Saints,0.000,6.060
2,2:27,1,5,NOR 5,10,10,Jason Campbell pass incomplete short right intended for Santana Moss (defended by Troy Evans),6.060,5.150
2,2:25,2,5,NOR 5,10,16,"Jason Campbell pass complete short middle to Devin Thomas for 5 yards, touchdown",5.150,7.000
2,,,,NOR 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,10,17,"Shaun Suisham kicks off 62 yards, returned by Courtney Roby for 13 yards (tackle by Byron Westbrook)",0.000,0.340
2,2:12,1,10,NOR 21,10,17,Drew Brees pass complete short left to Reggie Bush for 9 yards,0.340,1.020
2,2:00,2,1,NOR 30,10,17,Drew Brees pass incomplete short right intended for Marques Colston,1.020,0.300
2,1:55,3,1,NOR 30,10,17,Reggie Bush left end for no gain (tackle by Brian Orakpo),0.300,-1.370
2,1:43,,,,10,17,Timeout #2 by Washington Redskins,0.000,-1.370
2,1:43,4,1,NOR 30,10,17,"Thomas Morstead punts 27 yards, muffed catch by Kevin Barnes, recovered by Usama Young and returned for no gain",-1.370,2.850
2,1:31,1,10,WAS 41,10,17,"Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Byron Westbrook). Penalty on Andre Carter: Defensive Offside, 5 yards (no play)",2.850,3.580
2,1:27,1,5,WAS 36,10,17,Drew Brees pass complete short right to Reggie Bush for 8 yards (tackle by Andre Carter),3.580,3.710
2,1:04,1,10,WAS 28,10,17,Drew Brees pass incomplete short middle intended for Jeremy Shockey,3.710,3.170
2,1:00,2,10,WAS 28,10,17,"Drew Brees pass incomplete short right intended for Reggie Bush. Penalty on Jahri Evans: Ineligible Downfield Pas, 5 yards (no play)",3.170,2.490
2,0:55,2,15,WAS 33,10,17,Drew Brees sacked by LaRon Landry for -11 yards,2.490,0.370
2,0:39,,,,10,17,Timeout #3 by New Orleans Saints,0.000,0.370
2,0:39,3,26,WAS 44,16,17,"Drew Brees pass incomplete short middle intended for Jeremy Shockey is intercepted by Kareem Moore at WAS-30 and returned for 14 yards. Kareem Moore fumbles (forced by Robert Meachem), recovered by Robert Meachem at WAS-44 and returned for 44 yards, touchdown",0.370,7.000
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,,,,NOR 2,17,17,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,17,17,"Thomas Morstead kicks off 68 yards, returned by Devin Thomas for 22 yards (tackle by Roman Harper)",0.000,0.540
2,0:14,1,10,WAS 24,17,17,Jason Campbell kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,17,17,"Thomas Morstead kicks off 59 yards, returned by Devin Thomas for 15 yards (tackle by Courtney Roby)",0.000,0.670
3,14:57,1,10,WAS 26,17,17,Rock Cartwright right end for 5 yards (tackle by Scott Shanle),0.670,0.810
3,14:17,2,5,WAS 31,17,17,Jason Campbell pass incomplete deep right intended for Malcolm Kelly (defended by Mike McKenzie),0.810,0.100
3,14:13,3,5,WAS 31,17,17,Jason Campbell pass complete short middle to Antwaan Randle El for 12 yards (tackle by Darren Sharper),0.100,1.800
3,13:32,1,10,WAS 43,17,17,Jason Campbell pass complete deep left to Devin Thomas for 29 yards (tackle by Malcolm Jenkins),1.800,3.710
3,13:07,1,10,NOR 28,17,17,Jason Campbell pass complete short left to Devin Thomas for 5 yards (tackle by Jonathan Vilma and Troy Evans),3.710,3.840
3,12:43,2,5,NOR 23,17,17,Rock Cartwright right tackle for 7 yards (tackle by Anthony Hargrove),3.840,4.510
3,12:04,1,10,NOR 16,17,17,Jason Campbell pass incomplete short right intended for Santana Moss,4.510,3.900
3,12:00,2,10,NOR 16,17,17,Jason Campbell pass complete short left to Rock Cartwright for 6 yards (tackle by Malcolm Jenkins),3.900,4.170
3,11:14,3,4,NOR 10,17,17,Jason Campbell pass incomplete short left intended for Santana Moss,4.170,2.840
3,11:09,4,4,NOR 10,17,20,Shaun Suisham 28 yard field goal good,2.840,3.000
3,,,,WAS 30,17,20,"Shaun Suisham kicks off 59 yards, returned by Courtney Roby for 37 yards (tackle by Devin Thomas). Courtney Roby fumbles (forced by Devin Thomas), ball out of bounds at NOR-48",0.000,2.130
3,10:51,1,10,NOR 48,17,20,Mike Bell right guard for 2 yards (tackle by H.B. Blades),2.130,1.850
3,10:16,2,8,,17,20,Mike Bell right tackle for 7 yards (tackle by Reed Doughty and London Fletcher),1.850,2.080
3,9:46,3,1,WAS 43,17,20,Mike Bell middle for no gain (tackle by Phillip Daniels),2.080,0.400
3,9:26,4,1,WAS 43,17,20,Mike Bell right tackle for no gain (tackle by Albert Haynesworth and Rocky McIntosh),0.400,-1.860
3,9:22,1,10,WAS 44,17,20,Jason Campbell pass complete deep right to Devin Thomas for 40 yards (tackle by Mike McKenzie),1.860,4.510
3,8:41,1,10,NOR 16,17,20,Rock Cartwright right end for 3 yards (tackle by Remi Ayodele),4.510,4.390
3,8:02,2,7,NOR 13,17,20,Jason Campbell pass incomplete short left intended for Fred Davis (defended by Malcolm Jenkins),4.390,3.540
3,7:57,3,7,NOR 13,17,26,"Jason Campbell pass complete short middle to Devin Thomas for 13 yards, touchdown",3.540,7.000
3,,,,NOR 2,17,27,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,17,27,"Shaun Suisham kicks off 70 yards, returned by Courtney Roby for 27 yards (tackle by Reed Doughty)",0.000,0.740
3,7:43,1,10,NOR 27,17,27,Mike Bell left end for 7 yards (tackle by LaRon Landry),0.740,1.140
3,7:08,2,3,NOR 34,17,27,Drew Brees pass complete short left to Jeremy Shockey for 11 yards (tackle by Reed Doughty),1.140,1.930
3,6:33,1,10,NOR 45,17,27,Drew Brees pass complete short middle to Jeremy Shockey for 8 yards (tackle by LaRon Landry),1.930,2.460
3,5:58,2,2,WAS 47,17,27,Mike Bell left end for no gain (tackle by Reed Doughty),2.460,1.750
3,5:19,3,2,WAS 47,17,27,Drew Brees pass complete deep left to David Thomas for 21 yards (tackle by Rocky McIntosh),1.750,3.840
3,4:34,1,10,WAS 26,17,27,Drew Brees pass complete short left to Devery Henderson for 15 yards (tackle by LaRon Landry),3.840,4.840
3,3:49,1,10,WAS 11,17,27,Pierre Thomas right tackle for 3 yards (tackle by LaRon Landry),4.840,4.700
3,3:04,2,7,WAS 8,17,27,Drew Brees pass incomplete short left intended for Marques Colston (defended by LaRon Landry),4.700,3.760
3,2:58,3,7,WAS 8,17,27,Drew Brees pass complete short right to Devery Henderson for -1 yards (tackle by Lorenzo Alexander). Penalty on Jon Stinchcomb: Illegal Block Above the (Declined),3.760,2.830
3,2:40,4,8,WAS 9,20,27,Garrett Hartley 27 yard field goal good,2.830,3.000
3,,,,NOR 30,20,27,"Thomas Morstead kicks off 56 yards, returned by Devin Thomas for 20 yards (tackle by Pierson Prioleau)",0.000,1.200
3,2:31,1,10,WAS 34,20,27,Rock Cartwright left tackle for 5 yards (tackle by Sedrick Ellis and Troy Evans),1.200,1.330
3,1:51,2,5,WAS 39,20,27,Jason Campbell pass complete short middle to Antwaan Randle El for 6 yards (tackle by Jonathan Vilma),1.330,1.930
3,1:11,1,10,WAS 45,20,27,Rock Cartwright right guard for -1 yards (tackle by Bobby McCray),1.930,1.250
3,0:32,2,11,WAS 44,20,27,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,1.250,0.560
3,0:27,3,11,WAS 44,20,27,Jason Campbell pass complete deep middle to Antwaan Randle El for 44 yards (tackle by Malcolm Jenkins),0.560,4.780
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 12,20,27,Jason Campbell pass complete short right to Marcus Mason for 6 yards (tackle by Pierson Prioleau),4.780,5.210
4,14:26,2,4,NOR 6,20,27,Marcus Mason left guard for 3 yards (tackle by Will Smith),5.210,5.060
4,13:41,3,1,NOR 3,20,27,Marcus Mason left end for no gain (tackle by Remi Ayodele),5.060,3.060
4,12:55,4,1,NOR 3,20,30,Shaun Suisham 21 yard field goal good,3.060,3.000
4,,,,WAS 30,20,30,Shaun Suisham kicks off 49 yards,0.000,0.340
4,12:48,1,10,NOR 21,20,30,Drew Brees pass complete short right to Robert Meachem for 9 yards (tackle by LaRon Landry),0.340,1.020
4,12:17,2,1,NOR 30,20,30,Pierre Thomas right end for 2 yards (tackle by Rocky McIntosh),1.020,1.070
4,11:44,1,10,NOR 32,20,30,Drew Brees pass complete short right to Pierre Thomas for 11 yards (tackle by LaRon Landry and Brian Orakpo),1.070,1.800
4,11:00,1,10,NOR 43,20,30,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Carlos Rogers),1.800,1.930
4,10:19,2,5,NOR 48,20,30,Drew Brees pass complete short middle to Jeremy Shockey for 13 yards (tackle by Reed Doughty),1.930,2.980
4,9:38,1,10,WAS 39,20,30,Drew Brees pass incomplete short middle intended for Devery Henderson,2.980,2.440
4,9:33,2,10,WAS 39,20,30,Mike Bell right guard for -1 yards (tackle by Rob Jackson),2.440,1.620
4,8:50,3,11,WAS 40,20,30,Drew Brees pass complete deep right to Robert Meachem for 29 yards (tackle by Fred Smoot),1.620,4.840
4,8:20,1,10,WAS 11,20,30,Mike Bell left guard for -1 yards (tackle by London Fletcher),4.840,3.980
4,7:45,2,11,WAS 12,20,30,Drew Brees pass complete short left to Pierre Thomas for 2 yards (tackle by LaRon Landry),3.980,3.300
4,6:59,,,,20,30,Timeout #1 by New Orleans Saints,0.000,3.300
4,6:59,3,9,WAS 10,20,30,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Byron Westbrook),3.300,2.760
4,6:56,4,9,WAS 10,23,30,Garrett Hartley 28 yard field goal good,2.760,3.000
4,,,,NOR 30,23,30,"Thomas Morstead kicks off 68 yards, returned by Devin Thomas for 39 yards (tackle by Roman Harper)",0.000,1.660
4,6:41,1,10,WAS 41,23,30,Jason Campbell pass complete deep right to Mike Sellers for 16 yards (tackle by Roman Harper),1.660,2.720
4,6:02,1,10,NOR 43,23,30,Quinton Ganther right guard for 7 yards (tackle by Jonathan Vilma),2.720,3.120
4,5:17,2,3,NOR 36,23,30,Jason Campbell pass complete short right to Malcolm Kelly for 7 yards (tackle by Roman Harper),3.120,3.640
4,4:29,1,10,NOR 29,23,30,"Jason Campbell pass complete short right to Devin Thomas for -2 yards (tackle by Chris McAlister). Penalty on Chris McAlister: Face Mask (15 Yards), 15 yards",3.640,4.510
4,4:23,1,10,NOR 16,23,30,Quinton Ganther left end for 2 yards (tackle by Charles Grant),4.510,4.210
4,4:18,,,,23,30,Timeout #2 by New Orleans Saints,0.000,4.210
4,4:18,2,8,NOR 14,23,30,Quinton Ganther left guard for 7 yards (tackle by Jonathan Vilma and Darren Sharper),4.210,4.850
4,3:32,3,1,NOR 7,23,30,Quinton Ganther left end for 3 yards (tackle by Sedrick Ellis),4.850,6.280
4,2:52,1,4,NOR 4,23,30,Rock Cartwright right tackle for 1 yard (tackle by Sedrick Ellis),6.280,5.530
4,2:46,,,,23,30,Timeout #3 by New Orleans Saints,0.000,5.530
4,2:46,2,3,NOR 3,23,30,Rock Cartwright left tackle for -2 yards (tackle by Sedrick Ellis),5.530,4.260
4,2:04,3,5,NOR 5,23,30,Rock Cartwright right end for 1 yard (tackle by Charles Grant),4.260,3.030
4,1:56,4,4,NOR 4,23,30,Shaun Suisham 23 yard field goal no good,3.030,-0.280
4,1:52,1,10,NOR 20,23,30,Drew Brees pass complete short left to Pierre Thomas for 4 yards (tackle by Reed Doughty and London Fletcher),0.280,0.270
4,1:43,,,,23,30,Timeout #1 by Washington Redskins,0.000,0.270
4,1:43,2,6,NOR 24,23,30,Drew Brees pass complete short left to Devery Henderson for 11 yards (tackle by Carlos Rogers),0.270,1.270
4,1:35,1,10,NOR 35,23,30,Drew Brees pass incomplete short middle intended for Marques Colston (defended by LaRon Landry),1.270,0.720
4,1:32,2,10,NOR 35,23,30,Drew Brees pass complete short right to Robert Meachem for 12 yards (tackle by Fred Smoot),0.720,2.060
4,1:27,1,10,NOR 47,29,30,"Drew Brees pass complete deep middle to Robert Meachem for 53 yards, touchdown",2.060,7.000
4,,,,WAS 2,30,30,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,30,30,"Thomas Morstead kicks off 64 yards, returned by Devin Thomas for 19 yards (tackle by Malcolm Jenkins)",0.000,0.610
4,1:13,1,10,WAS 25,30,30,Jason Campbell pass complete short left to Rock Cartwright for 14 yards (tackle by Sedrick Ellis),0.610,1.530
4,0:49,1,10,WAS 39,30,30,"Jason Campbell pass complete short middle to Fred Davis for 6 yards (tackle by Roman Harper). Penalty on Levi Jones: Offensive Holding, 10 yards (no play)",1.530,0.870
4,0:43,1,20,WAS 29,30,30,"Jason Campbell pass complete short middle to Rock Cartwright for 11 yards (tackle by Pierson Prioleau). Penalty on Pierson Prioleau: Face Mask (15 Yards), 15 yards",0.870,2.590
4,0:35,1,10,NOR 45,30,30,Jason Campbell pass incomplete short right intended for Fred Davis is intercepted by Jonathan Vilma at NOR-38 and returned for 8 yards,2.590,-1.990
4,0:28,1,10,NOR 46,30,30,"Drew Brees pass incomplete short middle intended for Devery Henderson. Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",1.990,1.330
4,0:24,1,20,NOR 36,30,30,Drew Brees pass incomplete deep middle intended for Robert Meachem (defended by Reed Doughty),1.330,0.100
4,0:18,2,20,NOR 36,30,30,Drew Brees pass complete short right to Robert Meachem for 15 yards,0.100,1.420
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:12,3,5,WAS 49,30,30,Drew Brees pass complete short right to Reggie Bush for 9 yards (tackle by London Fletcher),1.420,2.920
4,0:07,,,,30,30,Timeout #2 by Washington Redskins,0.000,2.920
4,0:07,1,10,WAS 40,30,30,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Andre Carter),2.920,2.370
4,0:02,2,10,WAS 40,30,30,Garrett Hartley 58 yard field goal no good,2.370,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
,,,,,,,"Redskins won the coin toss, Redskins to receive the overtime kickoff.",,
OT,,,,NOR 30,30,30,"Thomas Morstead kicks off 73 yards, returned by Devin Thomas for 23 yards (tackle by Chris Reis)",0.000,0.280
OT,14:56,1,10,WAS 20,30,30,Jason Campbell pass complete short left to Santana Moss for 10 yards (tackle by Malcolm Jenkins),0.280,0.940
OT,14:24,1,10,WAS 30,30,30,Quinton Ganther right guard for 6 yards (tackle by Sedrick Ellis and Remi Ayodele),0.940,1.200
OT,13:47,2,4,WAS 36,30,30,"Jason Campbell pass complete short right to Mike Sellers for 1 yard (tackle by Chris McAlister). Mike Sellers fumbles (forced by Chris McAlister), recovered by Chris McAlister at WAS-37",1.200,-3.120
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
OT,13:47,1,10,WAS 37,30,30,Drew Brees pass complete short right to Devery Henderson for 12 yards (tackle by Fred Smoot),3.120,3.910
OT,12:36,1,10,WAS 25,30,30,Mike Bell right end for 1 yard (tackle by Phillip Daniels),3.910,3.500
OT,11:54,2,9,WAS 24,30,30,Drew Brees pass complete short right to David Thomas for 4 yards (tackle by London Fletcher),3.500,3.340
OT,11:09,3,5,WAS 20,30,30,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Fred Smoot),3.340,4.650
OT,10:24,,,,30,30,Timeout #1 by Washington Redskins,0.000,4.650
OT,10:22,1,10,WAS 14,30,30,Mike Bell right end for 9 yards (tackle by LaRon Landry),4.650,5.670
OT,9:51,2,1,WAS 5,30,30,Mike Bell right tackle for 4 yards (tackle by Andre Carter),5.670,6.970
OT,9:29,1,1,WAS 1,30,30,Mike Bell middle for no gain (tackle by H.B. Blades),6.970,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
OT,8:40,,,,30,30,Timeout #2 by Washington Redskins,0.000,5.910
OT,8:40,2,1,WAS 1,33,30,Garrett Hartley 18 yard field goal good,5.910,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
