0,1
Game Info,Game Info
Won Toss,Eagles
Roof,outdoors
Surface,grass
Duration,3:32
Attendance,69144
Weather,"52 degrees, relative humidity 34%, wind 18 mph, wind chill 0"
Vegas Line,Philadelphia Eagles -3.0
Over/Under,47.0 (over)
