#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CAR 20,3,2:01,-6,Punt
2,1,12:26,CAR 20,7,3:53,36,Punt
3,1,1:15,CAR 20,6,2:36,53,Field Goal
4,2,7:18,CAR 15,3,1:54,3,Punt
5,2,1:57,CAR 16,3,0:49,1,Punt
6,2,0:53,BAL 49,3,0:53,-2,Punt
7,3,13:58,BAL 25,5,2:09,3,Field Goal
8,3,10:42,CAR 27,3,1:03,4,Punt
9,3,6:04,CAR 20,5,3:03,22,Punt
10,3,0:13,CAR 14,3,0:29,86,Touchdown
11,4,11:39,CAR 24,3,1:59,8,Punt
12,4,5:55,CAR 20,3,0:56,-1,Interception
13,4,4:59,CAR 21,1,0:11,0,Interception
14,4,4:48,CAR 15,5,2:46,18,Punt
15,4,0:45,CAR 34,2,0:45,22,End of Game
