Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
2,9:21,4,5,IND 26,0,14,"Penalty on Trey Hendrickson: Roughing the Passer, 15 yards (accepted) (no play)",-1.630,1.660
2,8:59,1,10,IND 41,0,14,Gardner Minshew pass complete short left to Will Mallory for 16 yards (tackle by Logan Wilson),1.660,2.720
2,8:17,1,10,CIN 43,0,14,Gardner Minshew pass incomplete deep left intended for Alec Pierce (defended by DJ Ivey),2.720,2.180
2,8:08,2,10,CIN 43,0,14,Zack Moss left tackle for -1 yards (tackle by Josh Tupou),2.180,1.360
2,7:29,3,11,CIN 44,0,14,Gardner Minshew pass complete short right to Alec Pierce for 12 yards (tackle by Mike Hilton),1.360,3.450
2,7:06,1,10,CIN 32,0,14,Gardner Minshew pass incomplete short right intended for Andrew Ogletree,3.450,2.900
2,7:02,2,10,CIN 32,0,14,Gardner Minshew pass complete short left to Michael Pittman for 4 yards (tackle by DJ Ivey and Logan Wilson),2.900,2.740
2,6:20,3,6,CIN 28,0,14,Gardner Minshew scrambles right end for 6 yards (tackle by Germaine Pratt and Logan Wilson),2.740,4.110
2,5:31,1,10,CIN 22,0,14,Zack Moss right guard for 7 yards (tackle by Jordan Battle and Chidobe Awuzie),4.110,4.650
2,5:08,2,3,CIN 15,0,14,Zack Moss left guard for 2 yards (tackle by Sam Hubbard),4.650,4.390
2,4:31,3,1,CIN 13,0,14,Zack Moss right guard for 2 yards (tackle by D.J. Reader),4.390,4.840
2,3:47,1,10,CIN 11,0,14,Zack Moss left guard for 6 yards (tackle by Akeem Davis-Gaither and Logan Wilson),4.840,5.280
2,3:09,2,4,CIN 5,0,14,Zack Moss left tackle for 3 yards (tackle by Chidobe Awuzie),5.280,5.120
2,2:29,,,,,,Timeout #2 by Indianapolis Colts,,
2,2:29,3,1,CIN 2,0,14,Zack Moss left guard for no gain (tackle by Josh Tupou and Logan Wilson),5.120,3.250
2,2:00,4,1,CIN 2,6,14,"Gardner Minshew pass complete short right to Mo Alie-Cox for 2 yards, touchdown",3.250,7.000
2,1:56,,,CIN 15,6,14,Matt Gay kicks extra point no good,0.000,-1.000
2,1:56,,,IND 35,6,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,1:56,1,10,CIN 25,6,14,Joe Mixon up the middle for 6 yards (tackle by Zaire Franklin),0.610,0.870
2,1:40,2,4,CIN 31,12,14,"Jake Browning pass short right intended for Tanner Hudson is intercepted by Ronnie Harrison at CIN-36 and returned for 36 yards, touchdown",0.870,-7.000
2,1:31,,,CIN 2,14,14,Two Point Attempt: Gardner Minshew pass complete to to Michael Pittman for no gain,1.000,1.000
2,1:31,,,IND 35,14,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,1:31,1,10,CIN 25,14,14,Jake Browning pass incomplete short right intended for Tee Higgins,0.610,0.060
2,1:28,2,10,CIN 25,14,14,"Jake Browning pass incomplete intended for Ja'Marr Chase. Penalty on Jaylon Jones: Defensive Pass Interference, 15 yards (accepted) (no play)",0.060,1.600
2,1:24,1,10,CIN 40,14,14,Jake Browning pass incomplete short left intended for Joe Mixon (defended by Kenny Moore),1.600,1.050
2,1:19,2,10,CIN 40,14,14,Jake Browning pass complete short right to Joe Mixon for -3 yards (tackle by Kwity Paye and Zaire Franklin),1.050,-0.030
2,1:08,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:08,3,13,CIN 37,14,14,Chase Brown right guard for 8 yards (tackle by DeForest Buckner),-0.030,-0.390
2,0:26,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:25,4,5,CIN 45,14,14,"Penalty on Mitchell Wilcox: False Start, 5 yards (accepted) (no play)",-0.390,-0.720
2,0:24,4,10,CIN 40,14,14,Brad Robbins punts 19 yards,-0.720,-1.660
2,0:11,1,10,IND 41,14,14,Gardner Minshew pass incomplete short right,1.660,1.120
2,0:05,2,10,IND 41,14,14,Gardner Minshew kneels for -1 yards,1.120,0.300
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,14,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,14,14,Chase Brown left end for 4 yards (tackle by Grover Stewart),0.610,0.600
3,14:24,2,6,CIN 29,14,14,Jake Browning pass complete short middle to Tee Higgins for 26 yards (tackle by Darrell Baker),0.600,2.590
3,13:45,1,10,IND 45,14,14,Jake Browning pass complete short right to Ja'Marr Chase for 14 yards (tackle by Jaylon Jones),2.590,3.510
3,13:07,1,10,IND 31,14,14,Joe Mixon left guard for 18 yards (tackle by Darrell Baker),3.510,4.710
3,12:23,1,10,IND 13,14,14,Jake Browning scrambles for 2 yards (tackle by Ronnie Harrison),4.710,4.390
3,11:44,2,8,IND 11,14,20,"Jake Browning pass complete short left to Tanner Hudson for 11 yards, touchdown",4.390,7.000
3,11:38,,,IND 15,14,21,Evan McPherson kicks extra point good,0.000,0.000
3,11:38,,,CIN 35,14,21,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,11:38,1,10,IND 25,14,21,Gardner Minshew pass complete short left to Tyler Goodson for -2 yards (tackle by Mike Hilton),0.610,-0.210
3,10:58,2,12,IND 23,14,21,Gardner Minshew pass complete short left to Zack Moss for 15 yards (tackle by B.J. Hill),-0.210,1.470
3,10:29,1,10,IND 38,14,21,Zack Moss left guard for no gain (tackle by Sam Hubbard),1.470,0.920
3,9:48,2,10,IND 38,14,21,Gardner Minshew pass incomplete short middle intended for Michael Pittman,0.920,0.230
3,9:45,3,10,IND 38,14,21,Gardner Minshew pass incomplete short left intended for Michael Pittman (defended by Chidobe Awuzie),0.230,-0.850
3,9:41,4,10,IND 38,14,21,"Rigoberto Sanchez punts 39 yards, returned by Charlie Jones for 6 yards (tackle by Trevor Denbow)",-0.850,-0.870
3,9:32,1,10,CIN 29,14,21,Jake Browning pass complete short middle to Ja'Marr Chase for 1 yard (tackle by Adetomiwa Adebawore),0.870,0.460
3,8:56,2,9,CIN 30,14,21,Jake Browning pass complete deep left to Tee Higgins for 46 yards (tackle by Darrell Baker),0.460,3.970
3,8:15,1,10,IND 24,14,21,Jake Browning pass complete short right to Mitchell Wilcox for no gain (tackle by Kenny Moore and Zaire Franklin),3.970,3.430
3,7:36,2,10,IND 24,14,21,Joe Mixon right guard for 1 yard (tackle by Nick Cross and Darrell Baker),3.430,2.870
3,6:54,3,9,IND 23,14,21,Jake Browning pass complete short left to Tanner Hudson for 10 yards (tackle by Julian Blackmon),2.870,4.710
3,6:10,1,10,IND 13,14,21,Joe Mixon left guard for 7 yards (tackle by DeForest Buckner and Julian Blackmon),4.710,5.340
3,5:30,2,3,IND 6,14,21,"Chase Brown right guard for -4 yards (tackle by Zaire Franklin). Penalty on Andrei Iosivas: Defensive Illegal Blindside Block, 15 yards (declined)",5.340,3.650
3,5:06,3,7,IND 10,14,21,Jake Browning pass complete short right to Tyler Boyd for 6 yards (tackle by Darrell Baker and Nick Cross),3.650,3.040
3,4:20,4,1,IND 4,14,21,Joe Mixon for 3 yards (tackle by Nick Cross and Zaire Franklin),3.040,6.970
3,3:55,1,1,IND 1,14,21,Penalty on Zaire Franklin: Neutral Zone Infraction (accepted) (no play),6.970,6.970
3,3:40,1,1,IND 1,14,21,Joe Mixon for no gain (tackle by Zaire Franklin and Julian Blackmon),6.970,5.910
3,3:01,2,1,IND 1,14,27,"Jake Browning left tackle for 1 yard, touchdown",5.910,7.000
3,2:59,,,IND 15,14,28,Evan McPherson kicks extra point good,0.000,0.000
3,2:59,,,CIN 35,14,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,2:59,1,10,IND 25,14,28,Zack Moss right guard for no gain (tackle by Mike Hilton and D.J. Reader),0.610,0.060
3,2:19,2,10,IND 25,14,28,Gardner Minshew pass complete short left to Zack Moss for 4 yards (tackle by Logan Wilson and Germaine Pratt),0.060,-0.100
3,1:31,3,6,IND 29,14,28,Gardner Minshew pass incomplete short left intended for Michael Pittman (defended by Chidobe Awuzie),-0.100,-1.440
3,1:24,4,6,IND 29,14,28,"Rigoberto Sanchez punts 53 yards, returned by Charlie Jones for 5 yards (tackle by Grant Stuard)",-1.440,-0.480
3,1:14,1,10,CIN 23,14,28,Chase Brown right guard for 4 yards (tackle by Grover Stewart),0.480,0.470
3,0:40,2,6,CIN 27,14,28,Jake Browning pass complete short right to Chase Brown for 25 yards (tackle by Ronnie Harrison),0.470,2.390
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 48,14,28,Jake Browning pass incomplete short left intended for Tee Higgins,2.390,1.850
4,14:55,2,10,IND 48,14,28,Jake Browning scrambles left end for 4 yards (tackle by Zaire Franklin),1.850,1.620
4,14:24,3,7,IND 44,14,28,A.J. McCarron pass complete short right to Trayveon Williams for -1 yards (tackle by Kenny Moore),1.620,0.270
4,13:37,4,7,IND 45,14,28,"Brad Robbins punts 33 yards, recovered by DJ Ivey at IND-12",0.270,4.780
4,13:32,1,10,IND 12,14,28,Chase Brown right end for -8 yards (tackle by Tyquan Lewis),4.780,3.140
4,12:49,2,18,IND 20,14,28,Chase Brown right guard for 10 yards (tackle by Julian Blackmon),3.140,3.480
4,12:06,3,8,IND 10,14,28,"A.J. McCarron pass complete to Tee Higgins for no gain, touchdown. Penalty on Tee Higgins: Offensive Pass Interference, 10 yards (accepted) (no play)",3.480,2.480
4,12:01,3,18,IND 20,14,28,Chase Brown right guard for 6 yards (tackle by Zaire Franklin),2.480,2.510
4,11:18,4,12,IND 14,14,31,Evan McPherson 32 yard field goal good,2.510,3.000
4,11:14,,,CIN 35,14,31,"Evan McPherson kicks off 64 yards,",0.000,0.610
4,11:14,1,10,IND 25,14,31,Gardner Minshew pass complete short right to Josh Downs for 12 yards (tackle by Joseph Ossai),0.610,1.400
4,10:52,1,10,IND 37,14,31,Gardner Minshew pass complete short middle to Kylen Granson for 8 yards (tackle by Daxton Hill),1.400,1.940
4,10:22,2,2,IND 45,14,31,Gardner Minshew pass complete deep left to Michael Pittman for 31 yards (tackle by Germaine Pratt),1.940,3.970
4,10:02,1,10,CIN 24,14,31,Gardner Minshew pass complete short left to Michael Pittman for 14 yards (tackle by DJ Turner),3.970,4.910
4,9:37,1,10,CIN 10,14,31,"Zack Moss for no gain, touchdown. Penalty on Quenton Nelson: Offensive Holding, 10 yards (accepted) (no play)",4.910,4.240
4,9:33,1,20,CIN 20,14,31,Gardner Minshew pass incomplete short left intended for Zack Moss,4.240,3.000
4,9:29,2,20,CIN 20,14,31,"Penalty on Kylen Granson: False Start, 5 yards (accepted) (no play)",3.000,2.330
4,9:29,2,25,CIN 25,14,31,"Gardner Minshew pass short middle (defended by Trey Hendrickson) intended for Zack Moss is intercepted by B.J. Hill at CIN-31 and returned for no gain. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (declined)",2.330,-1.000
4,9:23,1,10,CIN 31,14,31,Joe Mixon left guard for 4 yards (tackle by Grover Stewart and Zaire Franklin),1.000,1.000
4,8:37,2,6,CIN 35,14,31,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",1.000,0.320
4,8:37,2,11,CIN 30,14,31,Joe Mixon right guard for 3 yards (tackle by Darrell Baker and Grover Stewart),0.320,0.040
4,7:57,3,8,CIN 33,14,31,Jake Browning pass complete short right to Chase Brown for 1 yard (tackle by Samson Ebukam),0.040,-1.110
4,7:47,,,,,,Timeout #1 by Indianapolis Colts,,
4,7:47,4,7,CIN 34,14,31,Brad Robbins punts 43 yards downed by Mitchell Wilcox,-1.110,-0.480
4,7:36,1,10,IND 23,14,31,Gardner Minshew pass complete short middle to Will Mallory for 9 yards (tackle by Logan Wilson),0.480,1.150
4,7:16,2,1,IND 32,14,31,Gardner Minshew pass complete short right to Zack Moss for 5 yards (tackle by Mike Hilton),1.150,1.400
4,6:53,1,10,IND 37,14,31,Gardner Minshew pass complete short right to Michael Pittman for 10 yards (tackle by DJ Turner),1.400,2.060
4,6:23,1,10,IND 47,14,31,"Gardner Minshew pass incomplete. Penalty on Bernhard Raimann: Tripping / Offense, 15 yards (accepted) (no play)",2.060,1.070
4,6:19,1,25,IND 32,14,31,Gardner Minshew pass complete short middle to Will Mallory for 8 yards (tackle by Logan Wilson),1.070,0.570
4,6:00,2,17,IND 40,14,31,Gardner Minshew pass incomplete short middle intended for Zack Moss,0.570,-0.100
4,5:57,3,17,IND 40,14,31,Gardner Minshew pass complete short right to Will Mallory for 2 yards (tackle by Mike Hilton),-0.100,-0.590
4,5:17,,,,,,Timeout #1 by Cincinnati Bengals,,
4,5:17,4,15,IND 42,14,31,Gardner Minshew sacked by Trey Hendrickson for -7 yards,-0.590,-3.250
4,5:11,1,10,IND 35,14,31,Joe Mixon right guard for 5 yards (tackle by Zaire Franklin),3.250,3.380
4,4:28,2,5,IND 30,14,31,Joe Mixon left guard for 8 yards (tackle by Cameron McGrone and Zaire Franklin),3.380,4.110
4,3:41,1,10,IND 22,14,31,Joe Mixon up the middle for -1 yards (tackle by Jaylon Jones and Nick Cross),4.110,3.430
4,2:56,2,11,IND 23,14,31,Joe Mixon for 3 yards (tackle by Grover Stewart and DeForest Buckner),3.430,3.140
4,2:09,,,,,,Timeout #2 by Cincinnati Bengals,,
4,2:09,3,8,IND 20,14,31,Joe Mixon left guard for 3 yards (tackle by DeForest Buckner),3.140,2.360
4,2:00,4,5,IND 17,14,34,Evan McPherson 35 yard field goal good,2.360,3.000
4,1:55,,,CIN 35,14,34,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,1:55,1,10,IND 25,14,34,Trey Sermon up the middle for 2 yards (tackle by Jordan Battle),0.610,0.330
4,1:14,2,8,IND 27,14,34,Trey Sermon left tackle for 8 yards (tackle by Daxton Hill and Markus Bailey),0.330,1.270
4,0:32,1,10,IND 35,14,34,Trey Sermon left tackle for 3 yards (tackle by Cameron Sample),1.270,1.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
