Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
2,13:41,2,10,NYJ 35,0,10,Bilal Powell right end for 8 yards (tackle by Will Parks),0.720,1.090
2,13:00,3,2,NYJ 43,0,10,Bilal Powell right end for 2 yards (tackle by Will Parks),1.090,0.000
2,12:38,,,,,,Timeout #1 by Denver Broncos,0.000,-1.930
2,12:38,1,10,NYJ 45,0,10,Matt Forte left guard for 2 yards (tackle by Zach Kerr),1.930,1.650
2,11:59,2,8,NYJ 47,0,10,Josh McCown pass complete short right to Jermaine Kearse for 4 yards (tackle by Brandon Marshall),1.650,1.490
2,11:25,3,4,DEN 49,0,10,Josh McCown middle for 8 yards (tackle by Jamal Carter and Aqib Talib),1.490,2.850
2,10:43,1,10,DEN 41,0,10,Bryce Petty pass complete short right to Lawrence Thomas for 7 yards (tackle by Todd Davis),2.850,3.250
2,10:05,2,3,DEN 34,0,10,"Bryce Petty pass complete short right to Neal Sterling for 12 yards (tackle by Brandon Marshall). Penalty on Kelvin Beachum: Illegal Formation, 5 yards (no play)",3.250,2.580
2,9:37,2,8,DEN 39,0,10,Josh McCown pass incomplete deep right intended for Robby Anderson is intercepted by Darian Stewart at DEN-15 and returned for 24 yards,2.580,-1.530
2,9:28,1,10,DEN 39,0,10,C.J. Anderson middle for 1 yard (tackle by Muhammad Wilkerson),1.530,1.120
2,8:52,2,9,DEN 40,0,10,Trevor Siemian pass incomplete,1.120,0.430
2,8:44,3,9,DEN 40,0,10,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,0.430,-0.720
2,8:38,4,9,DEN 40,0,10,"Riley Dixon punts 60 yards, touchback",-0.720,-0.280
2,8:29,1,10,NYJ 20,0,10,Matt Forte right guard for 5 yards (tackle by Kyle Peko),0.280,0.410
2,7:54,2,5,NYJ 25,0,10,Matt Forte right end for 3 yards (tackle by Von Miller),0.410,0.100
2,7:21,3,2,NYJ 28,0,10,Josh McCown pass complete short left to Austin Seferian-Jenkins for 1 yard (tackle by Bradley Roby),0.100,-1.440
2,6:44,4,1,NYJ 29,0,10,"Lac Edwards punts 45 yards, returned by Jordan Taylor for 11 yards (tackle by Rontez Miles)",-1.440,-1.400
2,6:30,1,10,DEN 37,0,10,Devontae Booker right guard for -1 yards (tackle by Jamal Adams),1.400,0.720
2,5:56,2,11,DEN 36,0,10,Trevor Siemian pass complete short left to Jeff Heuerman for 5 yards (tackle by Demario Davis),0.720,0.700
2,5:15,3,6,DEN 41,0,10,"Trevor Siemian pass incomplete short middle intended for Demaryius Thomas. Penalty on Darryl Roberts: Defensive Holding (Declined), Penalty on Morris Claiborne: Defensive Holding, 5 yards (no play)",0.700,1.990
2,5:09,1,10,DEN 46,0,10,Trevor Siemian sacked by David Bass and Demario Davis for -7 yards,1.990,0.510
2,4:32,2,17,DEN 39,0,10,Devontae Booker middle for 4 yards (tackle by Josh Martin),0.510,0.370
2,3:48,3,13,DEN 43,0,10,Trevor Siemian pass complete short left to C.J. Anderson for 12 yards (tackle by Kony Ealy),0.370,0.270
2,3:02,4,1,NYJ 45,0,10,Trevor Siemian pass complete short right to Demaryius Thomas for 5 yards,0.270,2.920
2,2:42,1,10,NYJ 40,0,10,C.J. Anderson right guard for 1 yard (tackle by Demario Davis),2.920,2.510
2,2:00,2,9,NYJ 39,0,10,"Penalty on Demaryius Thomas: False Start, 5 yards (no play)",2.510,1.830
2,2:00,2,14,NYJ 44,0,10,C.J. Anderson left end for 2 yards (tackle by Demario Davis),1.830,1.420
2,1:15,3,12,NYJ 42,0,10,Trevor Siemian pass complete short right to Jamaal Charles for 7 yards (tackle by Demario Davis),1.420,0.980
2,0:37,4,5,NYJ 35,0,13,Brandon McManus 53 yard field goal good,0.980,3.000
2,0:32,,,DEN 35,0,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
2,0:32,1,10,NYJ 25,0,13,Josh McCown kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYJ 25,0,13,Josh McCown pass complete short right to Robby Anderson for 9 yards (tackle by Brandon Marshall),0.610,1.280
3,14:26,2,1,NYJ 34,0,13,Bilal Powell right tackle for 2 yards (tackle by Shelby Harris and Shane Ray),1.280,1.330
3,13:51,1,10,NYJ 36,0,13,Josh McCown pass incomplete short left intended for Jermaine Kearse (defended by Bradley Roby),1.330,0.790
3,13:47,2,10,NYJ 36,0,13,Bilal Powell middle for no gain (tackle by Von Miller),0.790,0.100
3,13:07,3,10,NYJ 36,0,13,Josh McCown pass incomplete short right intended for Matt Forte,0.100,-0.980
3,13:02,4,10,NYJ 36,0,13,"Lac Edwards punts 56 yards, returned by Jordan Taylor for 24 yards (tackle by Julian Stanford)",-0.980,-1.070
3,12:49,1,10,DEN 32,0,13,C.J. Anderson middle for 3 yards (tackle by Jordan Jenkins),1.070,0.930
3,12:11,2,7,DEN 35,0,13,C.J. Anderson middle for 7 yards (tackle by Darron Lee and Muhammad Wilkerson),0.930,1.730
3,11:32,1,10,DEN 42,0,13,Trevor Siemian pass incomplete,1.730,1.190
3,11:26,2,10,DEN 42,0,13,Trevor Siemian pass complete short right to Devontae Booker for 7 yards (tackle by Darron Lee),1.190,1.420
3,10:49,3,3,DEN 49,0,13,Trevor Siemian pass complete short left to Emmanuel Sanders for 16 yards,1.420,3.250
3,10:10,1,10,NYJ 35,0,13,Trevor Siemian pass complete short middle to Devontae Booker for 5 yards (tackle by Darron Lee),3.250,3.380
3,9:42,2,5,NYJ 30,0,13,Devontae Booker middle for 6 yards (tackle by Demario Davis),3.380,3.970
3,8:59,1,10,NYJ 24,0,13,Trevor Siemian pass incomplete short right intended for Jeff Heuerman,3.970,3.430
3,8:56,2,10,NYJ 24,0,13,Trevor Siemian pass complete short left to Cody Latimer for 10 yards (tackle by Jordan Jenkins),3.430,4.650
3,8:24,1,10,NYJ 14,0,13,Trevor Siemian pass complete short left to C.J. Anderson for 13 yards (tackle by Jamal Adams),4.650,6.970
3,7:41,1,1,NYJ 1,0,13,C.J. Anderson middle for no gain (tackle by Rontez Miles),6.970,5.910
3,7:12,2,1,NYJ 1,0,13,C.J. Anderson right tackle for no gain (tackle by Marcus Maye and Muhammad Wilkerson),5.910,0.000
3,6:37,,,,,,Timeout #1 by New York Jets,0.000,-5.170
3,6:34,3,1,NYJ 1,0,19,"Andy Janovich middle for 1 yard, touchdown",5.170,7.000
3,6:30,,,NYJ 15,0,20,Brandon McManus kicks extra point good,0.000,0.000
3,6:30,,,DEN 35,0,20,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,6:30,1,10,NYJ 25,0,20,Josh McCown pass complete short left to Robby Anderson for 5 yards (tackle by Chris Harris),0.610,0.740
3,6:09,2,5,NYJ 30,0,20,Josh McCown sacked by Adam Gotsis for 0 yards,0.740,0.040
3,5:28,3,5,NYJ 30,0,20,Josh McCown pass incomplete deep right intended for Jermaine Kearse (defended by Chris Harris). Penalty on NYJ: Illegal Shift (Declined),0.040,-1.370
3,5:24,4,5,NYJ 30,0,20,"Lac Edwards punts 37 yards, out of bounds",-1.370,-1.140
3,5:14,1,10,DEN 33,0,20,C.J. Anderson middle for 4 yards (tackle by Jordan Jenkins),1.140,1.130
3,4:41,2,6,DEN 37,0,20,C.J. Anderson middle for 1 yard (tackle by David Bass),1.130,0.560
3,3:58,3,5,DEN 38,0,20,Trevor Siemian pass incomplete short left intended for Cody Latimer (defended by Darryl Roberts),0.560,-0.850
3,3:52,4,5,DEN 38,0,20,"Riley Dixon punts 40 yards, fair catch by Jojo Natson",-0.850,-0.410
3,3:45,1,10,NYJ 22,0,20,Josh McCown sacked by Von Miller for -7 yards,0.410,-1.210
3,3:10,2,17,NYJ 15,0,20,Josh McCown pass complete short left to Matt Forte for 14 yards (tackle by Will Parks and Todd Davis),-1.210,0.100
3,2:42,3,3,NYJ 29,0,20,Bilal Powell middle for 12 yards (tackle by Darian Stewart),0.100,1.660
3,2:16,1,10,NYJ 41,0,20,Bryce Petty pass incomplete short right intended for Robby Anderson,1.660,1.120
3,2:11,2,10,NYJ 41,0,20,"Bryce Petty pass incomplete short right intended for Austin Seferian-Jenkins (defended by Will Parks). Penalty on Will Parks: Defensive Pass Interference, 11 yards (no play)",1.120,2.390
3,2:06,1,10,DEN 48,0,20,Bryce Petty pass incomplete deep middle intended for Jermaine Kearse,2.390,1.850
3,2:01,2,10,DEN 48,0,20,Bryce Petty pass complete short middle to Matt Forte for 7 yards (tackle by Todd Davis),1.850,2.080
3,1:27,3,3,DEN 41,0,20,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins (defended by Will Parks),2.080,0.530
3,1:22,4,3,DEN 41,0,20,Bryce Petty pass incomplete short right intended for Jermaine Kearse,0.530,-1.660
3,1:17,1,10,DEN 41,0,20,Trevor Siemian pass complete deep right to Demaryius Thomas for 25 yards (tackle by Josh Martin),1.660,3.310
3,0:30,1,10,NYJ 34,0,20,Devontae Booker right guard for -1 yards (tackle by Demario Davis),3.310,2.640
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,NYJ 35,0,20,Trevor Siemian left end for 5 yards (tackle by Jordan Jenkins),2.640,0.000
4,14:29,,,,,,Timeout #1 by Denver Broncos,0.000,-2.610
4,14:29,3,6,NYJ 30,0,20,Trevor Siemian pass complete short right to Demaryius Thomas for 7 yards (tackle by Terrence Brooks),2.610,4.040
4,13:48,1,10,NYJ 23,0,20,Devontae Booker left tackle for 5 yards (tackle by Jamal Adams),4.040,4.210
4,13:03,2,5,NYJ 18,0,20,Devontae Booker middle for no gain (tackle by Demario Davis and Steve McLendon),4.210,3.490
4,12:22,3,5,NYJ 18,0,20,Trevor Siemian sacked by Muhammad Wilkerson for -4 yards,3.490,1.990
4,11:39,4,9,NYJ 22,0,23,Brandon McManus 40 yard field goal good,1.990,3.000
4,11:33,,,DEN 35,0,23,"Brandon McManus kicks off 71 yards, returned by Jojo Natson for 27 yards (tackle by Bennie Fowler)",0.000,-0.340
4,11:28,1,10,NYJ 21,0,23,Matt Forte left tackle for 3 yards (tackle by Todd Davis and Brandon Marshall),0.340,0.210
4,11:00,2,7,NYJ 24,0,23,Bryce Petty pass incomplete short left intended for Robby Anderson,0.210,-0.490
4,10:55,3,7,NYJ 24,0,23,Matt Forte middle for 1 yard (tackle by DeMarcus Walker),-0.490,-1.700
4,10:27,4,6,NYJ 25,0,23,"Lac Edwards punts 48 yards, returned by Jordan Taylor for 8 yards (tackle by Terrence Brooks)",-1.700,-1.270
4,10:16,1,10,DEN 35,0,23,C.J. Anderson middle for 4 yards (tackle by Steve McLendon),1.270,1.260
4,9:33,2,6,DEN 39,0,23,C.J. Anderson left end for 3 yards (tackle by Demario Davis),1.260,0.960
4,8:47,3,3,DEN 42,0,23,Trevor Siemian pass incomplete deep left intended for Demaryius Thomas,0.960,-0.590
4,8:40,4,3,DEN 42,0,23,"Riley Dixon punts 58 yards, touchback",-0.590,-0.280
4,8:32,1,10,NYJ 20,0,23,Bilal Powell left tackle for 5 yards (tackle by Zaire Anderson),0.280,0.410
4,8:05,2,5,NYJ 25,0,23,Bilal Powell middle for 2 yards (tackle by Zaire Anderson),0.410,-0.030
4,7:37,3,3,NYJ 27,0,23,Bryce Petty pass incomplete short right intended for Jermaine Kearse (defended by Zach Kerr),-0.030,-1.570
4,7:33,4,3,NYJ 27,0,23,"Lac Edwards punts 49 yards, returned by Jordan Taylor for 7 yards (tackle by Julian Stanford)",-1.570,-1.000
4,7:21,1,10,DEN 31,0,23,Trevor Siemian pass complete short middle to Demaryius Thomas for 5 yards (tackle by Buster Skrine),1.000,1.140
4,6:43,2,5,DEN 36,0,23,C.J. Anderson left guard for -1 yards (tackle by Steve McLendon),1.140,0.300
4,6:05,3,6,DEN 35,0,23,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,0.300,-1.040
4,5:59,4,6,DEN 35,0,23,"Riley Dixon punts 53 yards, returned by Jojo Natson for -1 yards (tackle by Cody Latimer)",-1.040,0.370
4,5:51,1,10,NYJ 11,0,23,Matt Forte right tackle for -1 yards (tackle by Von Miller),-0.370,-0.850
4,5:22,2,11,NYJ 10,0,23,Bryce Petty left end for 7 yards (tackle by Zaire Anderson),-0.850,-0.720
4,4:44,3,4,NYJ 17,0,23,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins,-0.720,-2.320
4,4:39,4,4,NYJ 17,0,23,"Lac Edwards punts 41 yards, fair catch by Jordan Taylor",-2.320,-1.730
4,4:31,1,10,DEN 42,0,23,C.J. Anderson right guard for 2 yards (tackle by Muhammad Wilkerson),1.730,1.460
4,3:50,2,8,DEN 44,0,23,C.J. Anderson left tackle for no gain (tackle by Steve McLendon),1.460,0.760
4,3:09,3,8,DEN 44,0,23,C.J. Anderson right guard for 5 yards (tackle by Demario Davis),0.760,0.000
4,2:23,,,,,,Timeout #2 by Denver Broncos,0.000,0.130
4,2:23,4,3,DEN 49,0,23,Riley Dixon punts 36 yards,-0.130,0.220
4,2:09,1,10,NYJ 15,0,23,Bilal Powell middle for 2 yards (tackle by Kyle Peko and Will Parks),-0.220,-0.440
4,2:00,2,8,NYJ 17,0,23,Bilal Powell left tackle for 1 yard (tackle by Todd Davis),-0.440,-1.000
4,1:24,3,7,NYJ 18,0,23,Bilal Powell left tackle for -2 yards (tackle by Brandon Marshall),-1.000,-2.390
4,0:39,4,9,NYJ 16,0,23,"Lac Edwards punts 42 yards, fair catch by Jordan Taylor",-2.390,-1.730
4,0:32,1,10,DEN 42,0,23,Trevor Siemian kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
