#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 32,3,0:55,0,Punt
2,1,9:13,DEN 32,3,1:56,1,Punt
3,1,4:08,DEN 22,3,1:34,-7,Punt
4,2,15:00,DEN 30,12,5:44,70,Touchdown
5,2,7:51,DEN 30,3,0:52,7,Punt
6,2,0:26,DEN 25,2,0:26,-4,End of Half
7,3,14:03,,9,4:21,35,Field Goal
8,3,7:09,DEN 23,6,2:32,37,Interception
9,3,3:57,PHI 25,5,2:15,25,Touchdown
10,3,1:33,PHI 16,2,0:40,16,Touchdown
11,4,14:46,PHI 49,3,1:48,-3,Punt
12,4,11:58,DEN 47,3,1:08,8,Punt
13,4,9:48,DEN 44,7,3:43,28,Field Goal
14,4,3:00,DEN 9,3,1:19,8,Punt
15,4,0:04,,0,0:04,0,End of Game
