Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
1,7:20,2,7,NOR 11,0,0,Artose Pinner right end for 3 yards (tackle by Ronald McKinnon),4.520,4.280
1,6:41,3,4,NOR 8,0,0,Artose Pinner left end for 4 yards (tackle by Colby Bockwoldt),4.280,6.280
1,6:00,1,4,NOR 4,0,0,Joey Harrington pass incomplete intended for Roy Williams is intercepted by Fred Thomas,6.280,-0.280
1,5:56,1,10,NOR 20,0,0,Todd Bouman pass complete to Zachary Hilton for 4 yards (tackle by Dre' Bly),0.280,0.270
1,5:19,2,6,NOR 24,0,0,Donte' Stallworth right end for 3 yards (tackle by Wali Rainer),0.270,-0.030
1,4:32,3,3,NOR 27,0,0,"Todd Bouman sacked by James Hall for -7 yards. Todd Bouman fumbles (forced by James Hall), recovered by Montrae Holland at NOR-20",-0.030,-2.030
1,3:56,4,10,NOR 20,0,0,"Mitch Berger punts 40 yards, returned by Eddie Drummond for no gain",-2.030,-1.600
1,3:47,1,10,DET 40,0,0,Artose Pinner left end for -1 yards (tackle by Ronald McKinnon and Colby Bockwoldt),1.600,0.920
1,3:06,2,11,DET 39,0,0,Joey Harrington pass complete to Casey Fitzsimmons for 7 yards (tackle by Terrence Melton),0.920,1.160
1,2:28,3,4,DET 46,0,0,Joey Harrington pass complete to Joey Harrington for -4 yards (tackle by Jason Craft),1.160,-0.590
1,1:51,4,8,DET 42,0,0,"Nick Harris punts 55 yards, returned by Az-Zahir Hakim for 12 yards (tackle by Sean McHugh)",-0.590,0.220
1,1:39,1,10,NOR 15,0,0,Todd Bouman pass complete to Donte' Stallworth for 32 yards (tackle by Andre' Goodman),-0.220,2.060
1,1:08,1,10,NOR 47,0,0,Antowain Smith right tackle for 1 yard (tackle by Bracy Walker),2.060,1.650
1,0:34,2,9,NOR 48,0,0,Antowain Smith up the middle for 2 yards (tackle by James Hall),1.650,1.220
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NOR 50,0,0,Todd Bouman pass incomplete intended for Aaron Stecker,1.220,-0.060
2,14:58,4,7,NOR 50,0,0,"Mitch Berger punts 43 yards, fair catch by Eddie Drummond",-0.060,0.380
2,14:50,1,10,DET 7,0,0,Joey Harrington pass complete to Artose Pinner for 2 yards (tackle by Terrence Melton),-0.380,-0.630
2,14:09,2,8,DET 9,0,0,Artose Pinner up the middle for 5 yards (tackle by Charles Grant),-0.630,-0.600
2,13:23,3,3,DET 14,0,0,"Penalty on Charles Rogers: False Start, 5 yards (no play)",-0.600,-1.190
2,12:57,3,8,DET 9,0,0,Joey Harrington pass incomplete intended for Roy Williams,-1.190,-2.490
2,12:53,4,8,DET 9,0,0,"Nick Harris punts 46 yards, returned by Az-Zahir Hakim for 10 yards (tackle by LeVar Woods). Penalty on Andre' Goodman: Player Out of Bounds on , 5 yards",-2.490,-2.920
2,12:42,1,10,DET 40,0,0,Todd Bouman pass complete to Antowain Smith for 3 yards (tackle by Dre' Bly),2.920,2.780
2,12:06,2,7,DET 37,0,0,Aaron Stecker up the middle for 1 yard (tackle by Shaun Rogers),2.780,2.210
2,11:26,3,6,DET 36,0,0,"Penalty on Jermane Mayberry: False Start, 5 yards (no play)",2.210,1.550
2,11:01,3,11,DET 41,0,0,Todd Bouman pass incomplete intended for Devery Henderson,1.550,0.530
2,10:55,4,11,DET 41,0,0,"Penalty on Mitch Berger: Delay of Game, 5 yards (no play)",0.530,0.200
2,10:55,4,16,DET 46,0,0,"Mitch Berger punts 46 yards, touchback",0.200,-0.280
2,10:46,1,10,DET 20,0,0,Shawn Bryson right end for 4 yards (tackle by Tony Bryant),0.280,0.270
2,10:07,2,6,DET 24,0,0,Shawn Bryson left tackle for 8 yards (tackle by Brian Young),0.270,1.070
2,9:32,1,10,DET 32,0,0,Artose Pinner up the middle for 3 yards (tackle by Josh Bullocks),1.070,0.930
2,8:45,2,7,DET 35,0,0,Artose Pinner left end for 1 yard (tackle by Dwight Smith),0.930,0.370
2,7:59,3,6,DET 36,0,0,Joey Harrington pass incomplete intended for Roy Williams (defended by Fakhir Brown),0.370,-0.980
2,7:56,4,6,DET 36,0,0,Nick Harris punts 48 yards,-0.980,0.140
2,7:45,1,10,NOR 16,0,0,Antowain Smith up the middle for 4 yards (tackle by Jared DeVries),-0.140,0.010
2,7:12,2,6,NOR 20,0,0,Antowain Smith up the middle for 3 yards (tackle by LeVar Woods and Jared DeVries),0.010,-0.450
2,6:35,3,3,NOR 23,0,0,Aaron Stecker up the middle for 3 yards (tackle by Shaun Cody),-0.450,0.670
2,5:57,1,10,NOR 26,6,0,"Aaron Stecker up the middle for -5 yards (tackle by James Hall). Aaron Stecker fumbles (forced by James Hall), recovered by Shaun Rogers at NOR-21 and returned for 21 yards, touchdown",0.670,-7.000
2,,,,NOR 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,0,"Jason Hanson kicks off 71 yards, returned by Fred McAfee for 18 yards (tackle by Casey Fitzsimmons)",0.000,-0.060
2,5:40,1,10,NOR 17,7,0,Todd Bouman pass incomplete intended for Donte' Stallworth,-0.060,-0.580
2,5:33,2,10,NOR 17,7,0,Todd Bouman pass complete to Az-Zahir Hakim for 7 yards (tackle by LeVar Woods),-0.580,-0.370
2,4:52,3,3,NOR 24,7,0,Todd Bouman pass complete to Aaron Stecker for 10 yards (tackle by R.W. McQuarters),-0.370,1.200
2,4:26,,,,7,0,Timeout #1 by New Orleans Saints,0.000,1.200
2,4:26,1,10,NOR 34,7,0,Aaron Stecker right end for -1 yards (tackle by LeVar Woods),1.200,0.520
2,3:45,2,11,NOR 33,7,0,Todd Bouman pass complete to Aaron Stecker for 3 yards (tackle by Shaun Rogers),0.520,0.230
2,3:01,3,8,NOR 36,7,0,"Todd Bouman pass incomplete intended for Az-Zahir Hakim. Penalty on Dre' Bly: Defensive Holding, 5 yards (no play)",0.230,1.660
2,2:56,1,10,NOR 41,7,0,Antowain Smith right end for 3 yards (tackle by LeVar Woods),1.660,1.530
2,2:22,2,7,NOR 44,7,0,Todd Bouman pass complete to Zachary Hilton for 22 yards (tackle by Wali Rainer),1.530,3.310
2,2:00,1,10,DET 34,7,0,Todd Bouman pass complete to Donte' Stallworth for 15 yards,3.310,4.310
2,1:54,1,10,DET 19,7,0,Aaron Stecker left tackle for 3 yards (tackle by Bracy Walker and Kenoy Kennedy),4.310,4.180
2,1:18,2,7,DET 16,7,0,Todd Bouman pass incomplete intended for Donte' Stallworth,4.180,3.410
2,1:12,3,7,DET 16,7,0,Todd Bouman pass incomplete intended for Donte' Stallworth,3.410,2.380
2,1:08,4,7,DET 16,7,3,John Carney 35 yard field goal good,2.380,3.000
2,,,,NOR 30,7,3,"Mitch Berger kicks off 65 yards, returned by Eddie Drummond for 32 yards (tackle by Fred McAfee)",0.000,1.400
2,0:54,1,10,DET 37,7,3,Joey Harrington pass complete to Marcus Pollard for 6 yards (tackle by Fred Thomas),1.400,1.670
2,0:47,,,,7,3,Timeout #1 by Detroit Lions,0.000,1.670
2,0:47,2,4,DET 43,7,3,Joey Harrington pass complete to Marcus Pollard for 8 yards (tackle by Dwight Smith),1.670,2.320
2,0:41,1,10,NOR 49,7,3,Joey Harrington pass incomplete intended for Mike Williams,2.320,1.780
2,0:36,2,10,NOR 49,7,3,Joey Harrington pass incomplete intended for Roy Williams,1.780,1.090
2,0:31,3,10,NOR 49,7,3,Joey Harrington pass incomplete intended for Mike Williams,1.090,0.000
2,0:27,4,10,NOR 49,7,3,Nick Harris punts 44 yards,0.000,0.380
2,0:17,1,10,NOR 5,7,3,Todd Bouman kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,3,"Jason Hanson kicks off 64 yards, muffed catch by Fred McAfee, recovered by Fred McAfee at NO-6, and returned for 6 yards",0.000,-0.350
3,14:51,1,10,NOR 12,7,3,Todd Bouman pass complete to Joe Horn for 12 yards (tackle by R.W. McQuarters),-0.350,0.540
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
3,14:24,1,10,NOR 24,7,3,Todd Bouman pass complete to Zachary Hilton for 12 yards (tackle by Wali Rainer),0.540,1.330
3,13:48,1,10,NOR 36,7,3,Antowain Smith up the middle for no gain (tackle by Shaun Rogers),1.330,0.790
3,13:10,2,10,NOR 36,7,3,Todd Bouman pass complete to Mike Karney for 8 yards (tackle by James Davis),0.790,1.160
3,12:24,3,2,NOR 44,7,3,Todd Bouman pass complete to Joe Horn for 15 yards (tackle by Bracy Walker),1.160,2.850
3,11:44,1,10,DET 41,7,3,Todd Bouman pass complete to Antowain Smith for 2 yards (tackle by Jared DeVries),2.850,2.580
3,11:01,2,8,DET 39,7,3,Antowain Smith right end for 4 yards (tackle by Jared DeVries),2.580,2.410
3,10:16,3,4,DET 35,7,3,Todd Bouman pass complete to Joe Horn for 6 yards (tackle by Andre' Goodman),2.410,3.640
3,9:35,1,10,DET 29,7,3,Todd Bouman pass incomplete intended for Donte' Stallworth,3.640,3.100
3,9:28,2,10,DET 29,7,3,Todd Bouman pass incomplete intended for Devery Henderson,3.100,2.410
3,9:25,3,10,DET 29,7,3,Todd Bouman pass incomplete intended for Donte' Stallworth (defended by Andre' Goodman),2.410,1.500
3,9:20,4,10,DET 29,7,6,John Carney 47 yard field goal good,1.500,3.000
3,,,,NOR 30,7,6,"Mitch Berger kicks off 69 yards, returned by Eddie Drummond for 28 yards (tackle by T.J. Slaughter)",0.000,0.870
3,9:09,1,10,DET 29,7,6,Artose Pinner left end for -5 yards (tackle by Fred Thomas),0.870,-0.350
3,8:29,2,15,DET 24,7,6,Shawn Bryson left tackle for 1 yard (tackle by Brian Young),-0.350,-0.890
3,7:46,3,14,DET 25,7,6,Joey Harrington pass incomplete intended for Marcus Pollard (defended by Terrence Melton),-0.890,-1.700
3,7:41,4,14,DET 25,7,6,"Nick Harris punts 38 yards, returned by Az-Zahir Hakim for 42 yards (tackle by Nick Harris)",-1.700,-4.170
3,7:27,1,10,DET 21,7,6,Todd Bouman pass incomplete intended for Joe Horn,4.170,3.630
3,7:23,2,10,DET 21,7,6,Anthony Thomas left tackle for no gain (tackle by Cory Redding),3.630,2.940
3,6:38,3,10,DET 21,7,6,Todd Bouman left end for 6 yards (tackle by LeVar Woods),2.940,2.520
3,5:53,4,4,DET 15,7,9,John Carney 33 yard field goal good,2.520,3.000
3,,,,NOR 30,7,9,"Mitch Berger kicks off 69 yards, returned by Eddie Drummond for 48 yards (tackle by Fakhir Brown). Penalty on Mel Mitchell: Offside on Free Kick, 5 yards",0.000,2.520
3,5:39,1,10,NOR 46,7,9,"Penalty on Scottie Vines: False Start, 5 yards (no play)",2.520,2.190
3,5:39,1,15,DET 49,7,9,Artose Pinner right end for -1 yards (tackle by Charles Grant),2.190,1.170
3,4:57,2,16,DET 48,7,9,"Penalty on Kelly Butler: False Start, 5 yards (no play)",1.170,0.490
3,4:26,2,21,DET 43,7,9,Joey Harrington pass complete to Marcus Pollard for 2 yards (tackle by Mike McKenzie),0.490,0.100
3,3:43,3,19,DET 45,7,9,Joey Harrington pass complete to Artose Pinner for 3 yards (tackle by Fred Thomas). Penalty on Kelly Butler: Offensive Holding (Declined),0.100,-0.190
3,3:25,4,16,DET 48,7,9,"Nick Harris punts 48 yards, returned by Az-Zahir Hakim for 23 yards (tackle by Bracy Walker). Penalty on Jimmy Verdon: Offensive Holding, 2 yards",-0.190,0.380
3,3:16,1,10,NOR 2,7,9,Antowain Smith up the middle for 1 yard (tackle by James Davis),-0.380,-0.710
3,2:41,2,9,NOR 3,7,9,Antowain Smith up the middle for 7 yards (tackle by Cory Redding),-0.710,-0.480
3,1:58,3,2,NOR 10,7,9,"Todd Bouman pass incomplete intended for Mike Karney. Penalty on Cory Redding: Roughing the Passer, 15 yards (no play)",-0.480,0.610
3,1:55,1,10,NOR 25,7,9,"Aaron Stecker right end for 4 yards (tackle by Wali Rainer). Penalty on James Davis: Face Mask (5 Yards), 5 yards",0.610,1.920
3,1:28,1,1,NOR 34,7,9,Todd Bouman pass complete to Zachary Hilton for 2 yards (tackle by Dre' Bly),1.920,1.330
3,0:50,1,10,NOR 36,7,9,Todd Bouman pass complete to Zachary Hilton for 21 yards (tackle by James Davis),1.330,2.720
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 43,7,9,Todd Bouman pass incomplete intended for Joe Horn,2.720,2.180
4,14:54,2,10,DET 43,7,9,Antowain Smith left tackle for 3 yards (tackle by James Hall),2.180,1.880
4,14:13,3,7,DET 40,7,9,Todd Bouman pass incomplete intended for Az-Zahir Hakim,1.880,0.590
4,14:09,4,7,DET 40,7,9,"Mitch Berger punts 31 yards, fair catch by Eddie Drummond",0.590,0.380
4,14:01,1,10,DET 9,7,9,Artose Pinner right tackle for 8 yards (tackle by Colby Bockwoldt),-0.380,-0.020
4,13:24,2,2,DET 17,7,9,Artose Pinner up the middle for 3 yards (tackle by Colby Bockwoldt),-0.020,0.280
4,12:36,1,10,DET 20,7,9,Artose Pinner right end for 17 yards (tackle by Ronald McKinnon),0.280,1.400
4,11:58,1,10,DET 37,7,9,Joey Harrington pass complete to Roy Williams for 49 yards (tackle by Fred Thomas),1.400,4.650
4,11:17,1,10,NOR 14,7,9,"Penalty on Kyle Kosier: False Start, 5 yards (no play)",4.650,4.260
4,10:55,1,15,NOR 19,7,9,Artose Pinner left end for 5 yards (tackle by Colby Bockwoldt),4.260,4.000
4,10:12,2,10,NOR 14,7,9,Artose Pinner left tackle for 4 yards (tackle by Colby Bockwoldt),4.000,3.820
4,9:30,3,6,NOR 10,7,9,Joey Harrington pass complete to Roy Williams for 7 yards (tackle by Colby Bockwoldt),3.820,6.510
4,8:47,1,3,NOR 3,7,9,Artose Pinner up the middle for 2 yards (tackle by Terrence Melton),6.510,5.910
4,8:05,2,1,NOR 1,7,9,Artose Pinner left end for -1 yards (tackle by Terrence Melton and Ronald McKinnon),5.910,4.950
4,7:22,3,2,NOR 2,7,9,Joey Harrington pass incomplete intended for Marcus Pollard. Penalty on Marcus Pollard: Offensive Pass Interfere (Declined),4.950,3.250
4,7:17,4,2,NOR 2,10,9,Jason Hanson 21 yard field goal good,3.250,3.000
4,,,,DET 30,10,9,"Jason Hanson kicks off 71 yards, returned by Fred McAfee for 29 yards (tackle by Casey Fitzsimmons)",0.000,0.810
4,7:08,1,10,NOR 28,10,9,Todd Bouman pass incomplete intended for Zachary Hilton,0.810,0.260
4,7:04,2,10,NOR 28,10,9,Todd Bouman pass complete to Zachary Hilton for 13 yards (tackle by LeVar Woods and Matt Grootegoed),0.260,1.660
4,6:25,1,10,NOR 41,10,9,Todd Bouman pass incomplete intended for Donte' Stallworth (defended by Andre' Goodman),1.660,1.120
4,6:21,2,10,NOR 41,10,9,Todd Bouman pass complete to Zachary Hilton for 9 yards (tackle by LeVar Woods and Matt Grootegoed),1.120,1.620
4,5:41,3,1,NOR 50,10,9,Todd Bouman up the middle for 1 yard (tackle by Kalimba Edwards),1.620,2.320
4,5:00,1,10,DET 49,10,9,Todd Bouman pass incomplete intended for Devery Henderson,2.320,1.780
4,4:54,2,10,DET 49,10,9,"Todd Bouman pass incomplete intended for Donte' Stallworth. Penalty on R.W. McQuarters: Defensive Holding, 5 yards (no play)",1.780,2.650
4,4:50,1,10,DET 44,10,9,Todd Bouman pass incomplete intended for Joe Horn (defended by Dre' Bly),2.650,2.110
4,4:46,2,10,DET 44,10,9,Todd Bouman pass complete to Joe Horn for 11 yards (tackle by Kenoy Kennedy),2.110,3.380
4,4:08,1,10,DET 33,10,9,Aaron Stecker left tackle for no gain (tackle by James Hall),3.380,2.840
4,3:24,2,10,DET 33,10,9,Todd Bouman pass incomplete intended for Joe Horn,2.840,2.150
4,3:20,3,10,DET 33,10,9,Todd Bouman pass complete to Joe Horn for 18 yards (tackle by Bracy Walker),2.150,4.580
4,2:36,1,10,DET 15,10,9,Antowain Smith left tackle for 3 yards (tackle by James Davis),4.580,4.450
4,2:29,,,,10,9,Timeout #2 by Detroit Lions,0.000,4.450
4,2:29,2,7,DET 12,10,9,Todd Bouman pass complete to Joe Horn for 8 yards,4.450,6.280
4,2:25,1,4,DET 4,10,9,Antowain Smith up the middle for 1 yard (tackle by James Davis),6.280,5.530
4,2:18,,,,10,9,Timeout #3 by Detroit Lions,0.000,5.530
4,2:18,2,3,DET 3,10,9,Antowain Smith left tackle for 1 yard (tackle by James Hall),5.530,4.950
4,2:00,3,2,DET 2,10,9,Todd Bouman pass incomplete intended for Az-Zahir Hakim,4.950,3.250
4,1:55,4,2,DET 2,10,12,John Carney 20 yard field goal good,3.250,3.000
4,,,,NOR 30,10,12,"Mitch Berger kicks off 74 yards, returned by Eddie Drummond for 23 yards (tackle by Steve Gleason)",0.000,0.150
4,1:46,1,10,DET 19,10,12,Joey Harrington pass complete to Marcus Pollard for 12 yards (tackle by Fred Thomas),0.150,1.000
4,1:25,1,10,DET 31,10,12,Joey Harrington sacked by Will Smith for -2 yards,1.000,0.190
4,0:58,2,12,DET 29,10,12,Joey Harrington pass incomplete intended for Mike Williams (defended by Fred Thomas),0.190,-0.490
4,0:55,3,12,DET 29,10,12,"Joey Harrington for no gain. Joey Harrington fumbles, recovered by Joey Harrington at DET-24. Penalty on Kelly Butler: False Start, 5 yards (no play)",-0.490,-1.150
4,0:41,3,17,DET 24,10,12,Joey Harrington pass incomplete intended for Scottie Vines. Penalty on Dominic Raiola: Offensive Holding (Declined),-1.150,-1.770
4,0:37,4,17,DET 24,10,12,Joey Harrington pass complete to Roy Williams for 40 yards (tackle by Mike McKenzie),-1.770,3.180
4,0:30,1,10,NOR 36,10,12,Joey Harrington pass incomplete intended for Scottie Vines,3.180,2.640
4,0:26,2,10,NOR 36,10,12,Joey Harrington pass incomplete intended for Mike Williams (defended by Charles Grant),2.640,1.950
4,0:23,3,10,NOR 36,10,12,Joey Harrington pass complete to Roy Williams for 15 yards (tackle by Mike McKenzie),1.950,4.170
4,0:03,1,10,NOR 21,13,12,Jason Hanson 39 yard field goal good,4.170,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
