Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, returned by Steven Sims for 18 yards (tackle by Duke Riley)",0.000,0.040
1,14:55,1,10,WAS 18,0,0,Dwayne Haskins pass complete short left to Terry McLaurin for 9 yards (tackle by Rodney McLeod),0.040,0.820
1,14:22,2,1,WAS 27,0,0,Adrian Peterson right end for 1 yard (tackle by T.J. Edwards),0.820,0.810
1,13:42,1,10,WAS 28,0,0,Adrian Peterson right tackle for 2 yards (tackle by Brandon Graham),0.810,0.530
1,13:07,2,8,WAS 30,0,0,Dwayne Haskins pass complete short right to Adrian Peterson for 10 yards (tackle by Nathan Gerry),0.530,1.600
1,12:31,1,10,WAS 40,0,0,Josh Ferguson right end for 4 yards (tackle by Nigel Bradham and Malcolm Jenkins),1.600,1.590
1,11:53,2,6,WAS 44,0,0,Dwayne Haskins pass complete short right to Jeremy Sprinkle for 7 yards (tackle by Nigel Bradham and Nathan Gerry),1.590,2.320
1,11:19,1,10,PHI 49,0,0,Adrian Peterson up the middle for -1 yards (tackle by Brandon Graham),2.320,1.650
1,10:40,2,11,WAS 50,0,0,Dwayne Haskins pass complete short right to Kelvin Harmon for 5 yards (tackle by Jalen Mills),1.650,1.620
1,10:00,3,6,PHI 45,0,0,Dwayne Haskins up the middle for 2 yards (tackle by Vinny Curry),1.620,0.400
1,9:11,4,4,PHI 43,0,0,Tress Way punts 38 yards downed by Troy Apke,0.400,0.380
1,9:03,1,10,PHI 5,0,0,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Fabian Moreau),-0.380,0.150
1,8:35,1,10,PHI 19,0,0,Carson Wentz pass complete short left to Miles Sanders for 8 yards (tackle by Cole Holcomb),0.150,0.750
1,8:06,2,2,PHI 27,0,0,Miles Sanders right end for 11 yards (tackle by Montae Nicholson),0.750,1.470
1,7:22,1,10,PHI 38,0,0,Miles Sanders up the middle for 3 yards (tackle by Cole Holcomb and Jonathan Bostic),1.470,1.330
1,6:45,2,7,PHI 41,0,0,"Carson Wentz pass complete short left to Boston Scott for 5 yards (tackle by Montae Nicholson and Ryan Anderson). Boston Scott fumbles (forced by Ryan Anderson), recovered by JJ Arcega-Whiteside at PHI-47 (tackle by Jonathan Allen)",1.330,1.420
1,5:51,3,1,PHI 47,0,0,Miles Sanders left tackle for 3 yards (tackle by Jonathan Allen),1.420,2.260
1,5:12,1,10,PHI 50,0,0,Miles Sanders left end for 3 yards (tackle by Nate Orchard),2.260,2.120
1,4:43,2,7,WAS 47,0,0,Carson Wentz pass incomplete short left intended for Greg Ward,2.120,1.420
1,4:38,3,7,WAS 47,0,0,Carson Wentz pass complete short right to Zach Ertz for 27 yards (tackle by Landon Collins),1.420,4.240
1,3:52,1,10,WAS 20,0,0,Carson Wentz pass incomplete deep middle intended for Zach Ertz,4.240,3.690
1,3:46,2,10,WAS 20,0,0,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Ryan Anderson),3.690,4.100
1,3:06,3,3,WAS 13,0,0,Carson Wentz up the middle for 4 yards (tackle by Jonathan Allen),4.100,5.140
1,2:19,1,9,WAS 9,0,0,"Carson Wentz aborted snap, recovered by Carson Wentz at WAS-14",5.140,4.760
1,1:37,2,7,WAS 7,0,0,Carson Wentz pass incomplete short left,4.760,3.810
1,1:31,3,7,WAS 7,0,0,Carson Wentz pass incomplete short middle intended for JJ Arcega-Whiteside,3.810,2.970
1,1:26,4,7,WAS 7,3,0,Jake Elliott 25 yard field goal good,2.970,3.000
1,1:23,,,PHI 35,3,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,1:23,1,10,WAS 25,3,6,"Dwayne Haskins pass complete short middle to Terry McLaurin for 75 yards, touchdown",0.610,7.000
1,1:11,,,PHI 15,3,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,1:11,,,WAS 35,3,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,1:11,1,10,PHI 25,3,7,Miles Sanders right guard for 2 yards (tackle by Tim Settle and Da'Ron Payne),0.610,0.330
1,0:30,2,8,PHI 27,3,7,"Carson Wentz pass incomplete deep middle intended for Zach Ertz. Penalty on Montae Nicholson: Unnecessary Roughness, 15 yards (no play)",0.330,1.730
1,0:25,1,10,PHI 42,3,7,Carson Wentz pass complete short left to Miles Sanders for 18 yards (tackle by Danny Johnson),1.730,2.920
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 40,3,7,Carson Wentz pass complete short middle to Dallas Goedert for 16 yards (tackle by Jonathan Bostic and Jonathan Allen),2.920,3.970
2,14:16,1,10,WAS 24,3,7,Carson Wentz pass incomplete deep middle intended for JJ Arcega-Whiteside (defended by Jimmy Moreland),3.970,3.430
2,14:10,2,10,WAS 24,3,7,"Carson Wentz pass complete short middle to Boston Scott for 3 yards (tackle by Fabian Moreau and Jonathan Bostic). Penalty on Dallas Goedert: Illegal Block Above the Waist, 10 yards",3.430,2.490
2,13:40,2,17,WAS 31,3,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",2.490,1.810
2,13:16,2,22,WAS 36,3,7,"Carson Wentz pass incomplete deep left intended for JJ Arcega-Whiteside. Penalty on Ryan Anderson: Roughing the Passer, 15 yards (no play)",1.810,4.170
2,13:11,1,10,WAS 21,3,7,"Miles Sanders left end for 11 yards (tackle by Jonathan Bostic). Penalty on JJ Arcega-Whiteside: Offensive Holding, 10 yards (no play)",4.170,3.510
2,12:42,1,20,WAS 31,3,7,Miles Sanders left guard for 8 yards (tackle by Nate Orchard),3.510,3.360
2,11:59,2,12,WAS 23,3,7,Carson Wentz pass complete short middle to Dallas Goedert for 9 yards (tackle by Danny Johnson),3.360,4.020
2,11:15,3,3,WAS 14,3,7,Carson Wentz pass complete short middle to Greg Ward for 6 yards (tackle by Cole Holcomb),4.020,5.370
2,10:32,1,8,WAS 8,3,7,Miles Sanders right end for 7 yards (tackle by Fabian Moreau and Landon Collins),5.370,5.910
2,9:58,2,1,WAS 1,9,7,"Miles Sanders right end for 1 yard, touchdown",5.910,7.000
2,9:53,,,WAS 15,10,7,Jake Elliott kicks extra point good,0.000,0.000
2,9:53,,,PHI 35,10,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,9:53,1,10,WAS 25,10,7,"Dwayne Haskins pass incomplete short right intended for Terry McLaurin (defended by Jalen Mills). Penalty on Jalen Mills: Defensive Pass Interference, 14 yards (no play)",0.610,1.530
2,9:48,1,10,WAS 39,10,7,Adrian Peterson right end for 2 yards (tackle by Timmy Jernigan and Brandon Graham),1.530,1.260
2,9:10,2,8,WAS 41,10,7,Dwayne Haskins pass complete deep left to Steven Sims for 19 yards,1.260,2.920
2,8:40,1,10,PHI 40,10,7,Adrian Peterson up the middle for 13 yards (tackle by Avonte Maddox),2.920,3.780
2,8:21,1,10,PHI 27,10,7,"Dwayne Haskins sacked by Nathan Gerry for no gain. Penalty on Rasul Douglas: Defensive Holding, 5 yards (no play)",3.780,4.110
2,8:02,1,10,PHI 22,10,7,Adrian Peterson right end for 14 yards (tackle by Rodney McLeod). Penalty on Vinny Curry: Defensive Offside (Declined),4.110,5.370
2,7:46,1,8,PHI 8,10,7,Adrian Peterson up the middle for 3 yards (tackle by Brandon Graham),5.370,5.150
2,7:10,2,5,PHI 5,10,7,Dwayne Haskins pass incomplete short middle intended for Kelvin Harmon (defended by Ronald Darby),5.150,4.260
2,7:03,,,,,,Timeout #1 by Washington Redskins,,
2,7:03,3,5,PHI 5,10,13,"Dwayne Haskins pass complete short right to Steven Sims for 5 yards, touchdown",4.260,7.000
2,6:58,,,PHI 15,10,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,6:58,,,WAS 35,10,14,"Dustin Hopkins kicks off 65 yards, returned by Boston Scott for 29 yards (tackle by Chris Odom)",0.000,0.870
2,6:52,1,10,PHI 29,10,14,Carson Wentz pass incomplete short middle intended for Zach Ertz,0.870,0.330
2,6:48,2,10,PHI 29,10,14,Carson Wentz pass incomplete deep right intended for Dallas Goedert (defended by Jonathan Bostic),0.330,-0.360
2,6:42,3,10,PHI 29,10,14,Carson Wentz pass incomplete short right intended for Zach Ertz (defended by Fabian Moreau),-0.360,-1.440
2,6:35,4,10,PHI 29,10,14,"Cameron Johnston punts 47 yards, returned by Steven Sims for 11 yards (tackle by T.J. Edwards and Rick Lovato)",-1.440,-1.270
2,6:24,1,10,WAS 35,10,14,Josh Ferguson left end for -2 yards (tackle by Josh Sweat and Fletcher Cox),1.270,0.450
2,5:46,2,12,WAS 33,10,14,Dwayne Haskins pass complete short left to Adrian Peterson for 8 yards (tackle by Rodney McLeod),0.450,0.830
2,5:16,3,4,WAS 41,10,14,Dwayne Haskins pass incomplete short middle intended for Steven Sims (defended by Avonte Maddox),0.830,-0.650
2,5:11,4,4,WAS 41,10,14,"Tress Way punts 59 yards, touchback.",-0.650,-0.280
2,5:03,1,10,PHI 20,10,14,Carson Wentz pass complete short right to Boston Scott for 12 yards (tackle by Shaun Dion Hamilton),0.280,1.070
2,4:32,1,10,PHI 32,10,14,Miles Sanders left end for 3 yards (tackle by Montez Sweat),1.070,0.930
2,3:53,2,7,PHI 35,10,14,Carson Wentz pass complete short left to Boston Scott for no gain (tackle by Cole Holcomb),0.930,0.230
2,3:08,3,7,PHI 35,10,14,Miles Sanders up the middle for 14 yards (tackle by Montae Nicholson),0.230,2.190
2,2:36,1,10,PHI 49,10,14,Boston Scott right end for 3 yards (tackle by Nate Orchard and Matthew Ioannidis),2.190,2.050
2,2:02,2,7,WAS 48,10,14,Carson Wentz pass incomplete short right,2.050,1.360
2,1:58,3,7,WAS 48,10,14,Carson Wentz pass incomplete short middle intended for Zach Ertz,1.360,0.070
2,1:53,4,7,WAS 48,10,14,"Cameron Johnston punts 39 yards, fair catch by Steven Sims at WAS-9",0.070,0.380
2,1:46,1,10,WAS 9,10,14,Dwayne Haskins pass complete short left to Jeremy Sprinkle for 6 yards (tackle by Nathan Gerry),-0.380,-0.280
2,1:41,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:41,2,4,WAS 15,10,14,Dwayne Haskins pass incomplete short left intended for Chris Thompson. Penalty on Wes Martin: Offensive Holding (Declined),-0.280,-0.720
2,1:37,3,4,WAS 15,10,14,Dwayne Haskins pass complete short left to Chris Thompson for 16 yards (tackle by Marcus Epps),-0.720,1.000
2,1:15,1,10,WAS 31,10,14,"Penalty on WAS: False Start, 5 yards (no play)",1.000,0.670
2,1:15,1,15,WAS 26,10,14,"Penalty on Genard Avery: Neutral Zone Infraction, 5 yards (no play)",0.670,1.000
2,1:15,1,10,WAS 31,10,14,Dwayne Haskins pass complete short left to Terry McLaurin for 13 yards,1.000,1.860
2,1:08,1,10,WAS 44,10,14,Dwayne Haskins pass incomplete deep middle intended for Steven Sims,1.860,1.320
2,1:03,2,10,WAS 44,10,14,Dwayne Haskins pass complete short right to Steven Sims for 5 yards (tackle by Rodney McLeod),1.320,1.290
2,0:54,,,,,,Timeout #2 by Washington Redskins,,
2,0:54,3,5,WAS 49,10,14,Dwayne Haskins pass incomplete deep left intended for Steven Sims,1.290,-0.130
2,0:49,4,5,WAS 49,10,14,Tress Way punts 49 yards downed by Danny Johnson,-0.130,0.380
2,0:40,1,10,PHI 2,10,14,Miles Sanders right end for 5 yards (tackle by Jimmy Moreland),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,10,14,Carson Wentz pass complete short left to Greg Ward for 6 yards (tackle by Fabian Moreau),0.610,0.870
3,14:25,2,4,PHI 31,10,14,Miles Sanders right guard for 1 yard (tackle by Cole Holcomb),0.870,0.300
3,13:44,3,3,PHI 32,10,14,Carson Wentz pass incomplete short right intended for Greg Ward (defended by Danny Johnson),0.300,-1.240
3,13:40,4,3,PHI 32,10,14,"Cameron Johnston punts 54 yards, returned by Steven Sims for -3 yards (tackle by Alex Singleton and T.J. Edwards)",-1.240,0.370
3,13:28,1,10,WAS 11,10,14,Adrian Peterson right end for 4 yards (tackle by Fletcher Cox),-0.370,-0.430
3,12:49,2,6,WAS 15,10,14,Dwayne Haskins pass incomplete short middle intended for Steven Sims,-0.430,-0.950
3,12:45,3,6,WAS 15,10,14,Dwayne Haskins left end for 1 yard (tackle by Rodney McLeod),-0.950,-2.390
3,12:03,4,5,WAS 16,10,14,"Tress Way punts 50 yards, fair catch by Greg Ward at PHI-34",-2.390,-1.200
3,11:55,1,10,PHI 34,10,14,Miles Sanders right tackle for 2 yards (tackle by Jonathan Bostic and Tim Settle),1.200,0.930
3,11:17,2,8,PHI 36,10,14,"Carson Wentz pass incomplete short middle intended for Zach Ertz. Penalty on Da'Ron Payne: Roughing the Passer, 15 yards (no play)",0.930,2.320
3,11:14,1,10,WAS 49,10,14,Carson Wentz pass incomplete short right,2.320,1.780
3,11:10,2,10,WAS 49,10,14,Miles Sanders left end for 1 yard (tackle by Danny Johnson),1.780,1.220
3,10:33,3,9,WAS 48,10,14,Carson Wentz pass complete short left to Zach Ertz for 11 yards,1.220,3.120
3,10:14,1,10,WAS 37,10,14,Boston Scott left tackle for 4 yards (tackle by Danny Johnson and Treyvon Hester),3.120,3.110
3,9:51,2,6,WAS 33,10,14,Carson Wentz pass complete short left to Dallas Goedert for 4 yards (tackle by Danny Johnson),3.110,2.940
3,9:07,3,2,WAS 29,10,14,Boston Scott up the middle for 3 yards (tackle by Nate Orchard),2.940,3.840
3,8:23,1,10,WAS 26,10,14,Carson Wentz pass incomplete deep left intended for Zach Ertz,3.840,3.300
3,8:18,2,10,WAS 26,10,14,Carson Wentz pass complete short middle to Miles Sanders for 5 yards (tackle by Danny Johnson),3.300,3.270
3,7:37,3,5,WAS 21,10,14,Carson Wentz pass complete short left to Boston Scott for 5 yards (tackle by Landon Collins),3.270,4.510
3,7:06,,,,,,Timeout #1 by Philadelphia Eagles,,
3,7:06,1,10,WAS 16,10,14,Carson Wentz pass complete short right to Dallas Goedert for 6 yards (tackle by Jonathan Bostic and Landon Collins),4.510,4.970
3,6:25,2,4,WAS 10,10,14,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",4.970,4.050
3,6:02,2,9,WAS 15,16,14,"Carson Wentz pass complete short right to Miles Sanders for 15 yards, touchdown",4.050,7.000
3,5:53,,,WAS 15,17,14,Jake Elliott kicks extra point good,0.000,0.000
3,5:53,,,PHI 35,17,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,5:53,1,10,WAS 25,17,14,Adrian Peterson right guard for 3 yards (tackle by Malcolm Jenkins and Fletcher Cox),0.610,0.470
3,5:16,2,7,WAS 28,17,14,Josh Ferguson left end for 7 yards (tackle by Nathan Gerry),0.470,1.270
3,4:34,1,10,WAS 35,17,14,Adrian Peterson right end for -2 yards (tackle by Brandon Graham and Jalen Mills),1.270,0.450
3,3:51,2,12,WAS 33,17,14,Dwayne Haskins pass complete short middle to Terry McLaurin for 11 yards (tackle by Ronald Darby),0.450,1.220
3,3:04,3,1,WAS 44,17,14,Adrian Peterson left guard for 10 yards (tackle by Ronald Darby and Rodney McLeod),1.220,2.520
3,2:22,1,10,PHI 46,17,14,Dwayne Haskins pass complete short right to Adrian Peterson for 7 yards (tackle by Nigel Bradham),2.520,2.920
3,1:38,2,3,PHI 39,17,14,Adrian Peterson up the middle for 2 yards (tackle by Josh Sweat),2.920,2.480
3,1:01,3,1,PHI 37,17,14,Dwayne Haskins right end for 23 yards (tackle by T.J. Edwards),2.480,4.650
3,0:10,1,10,PHI 14,17,14,Adrian Peterson right tackle for 4 yards (tackle by Fletcher Cox),4.650,4.710
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,PHI 10,17,20,"Adrian Peterson right end for 10 yards, touchdown",4.710,7.000
4,14:53,,,PHI 15,17,21,Dustin Hopkins kicks extra point good,0.000,0.000
4,14:53,,,WAS 35,17,21,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,14:53,1,10,PHI 25,17,21,"Carson Wentz sacked by Ryan Anderson for -8 yards. Carson Wentz fumbles (forced by Ryan Anderson), recovered by Halapoulivaati Vaitai at PHI-17",0.610,-1.150
4,14:31,2,18,PHI 17,17,21,Carson Wentz pass complete short right to Boston Scott for 8 yards (tackle by Fabian Moreau),-1.150,-0.620
4,13:43,3,10,PHI 25,17,21,Miles Sanders left end for 56 yards (tackle by Montae Nicholson),-0.620,4.310
4,12:51,1,10,WAS 19,17,21,Boston Scott right tackle for 4 yards (tackle by Shaun Dion Hamilton),4.310,4.350
4,12:09,2,6,WAS 15,17,21,Boston Scott left tackle for 6 yards (tackle by Chris Odom),4.350,5.140
4,11:25,1,9,WAS 9,17,21,Miles Sanders up the middle for 4 yards (tackle by Treyvon Hester),5.140,5.150
4,10:42,2,5,WAS 5,17,21,Carson Wentz left end for 3 yards (tackle by Jonathan Allen),5.150,4.950
4,10:02,3,2,WAS 2,23,21,"Carson Wentz pass complete short right to Zach Ertz for 2 yards, touchdown",4.950,7.000
4,9:59,,,WAS 15,24,21,Jake Elliott kicks extra point good,0.000,0.000
4,9:59,,,PHI 35,24,21,"Jake Elliott kicks off 61 yards, returned by Steven Sims for 41 yards (tackle by Rodney McLeod and Jake Elliott)",0.000,1.930
4,9:50,1,10,WAS 45,24,21,Dwayne Haskins pass complete deep middle to Terry McLaurin for 22 yards (tackle by Malcolm Jenkins),1.930,3.380
4,9:14,1,10,PHI 33,24,21,"Adrian Peterson right end for 1 yard (tackle by Malcolm Jenkins). Penalty on Morgan Moses: Offensive Holding, 10 yards",3.380,2.790
4,8:49,1,19,PHI 42,24,21,Dwayne Haskins pass complete short middle to Steven Sims for 7 yards (tackle by Avonte Maddox),2.790,2.570
4,8:13,2,12,PHI 35,24,21,Dwayne Haskins pass incomplete short right,2.570,1.880
4,8:09,3,12,PHI 35,24,21,Dwayne Haskins pass incomplete short middle intended for Steven Sims,1.880,0.970
4,8:06,4,12,PHI 35,24,24,Dustin Hopkins 53 yard field goal good,0.970,3.000
4,8:02,,,WAS 35,24,24,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
