Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Boston Scott,PHI,7,7,39,0,2,-13,-1.9,52,7.4,-1.9,0,,0,0.0,0,89.9
Greg Ward,PHI,9,7,61,1,5,46,6.6,15,2.1,6.9,0,,0,0.0,0,131.9
Miles Sanders,PHI,6,6,50,1,2,-5,-0.8,55,9.2,-0.8,1,6.0,0,0.0,0,141.0
Zach Ertz,PHI,10,5,61,1,4,32,6.4,29,5.8,10.1,1,5.0,1,10.0,0,102.5
Dallas Goedert,PHI,6,5,55,0,2,16,3.2,39,7.8,5.8,1,5.0,0,0.0,0,104.9
JJ Arcega-Whiteside,PHI,2,0,0,0,,0,,0,,15.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,5,5,130,1,3,63,12.6,67,13.4,12.6,1,5.0,0,0.0,0,158.3
Steven Sims,WAS,11,5,45,1,2,29,5.8,16,3.2,9.5,0,,2,18.2,0,87.3
Adrian Peterson,WAS,3,3,25,0,1,-6,-2.0,31,10.3,-2.0,2,1.5,0,0.0,0,101.4
Kelvin Harmon,WAS,3,2,22,0,1,20,10.0,2,1.0,8.3,0,,0,0.0,0,88.2
Jeremy Sprinkle,WAS,2,2,13,0,1,13,6.5,0,0.0,6.5,0,,0,0.0,0,93.7
Chris Thompson,WAS,3,2,26,0,2,-2,-1.0,28,14.0,0.7,1,2.0,0,0.0,0,93.7
