Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Malcolm Jenkins,PHI,0,4,4,100.0%,64,16.0,16.0,0,118.7,8.5,34,30,6,0,0,0.0,0,4,0,0.0%
Avonte Maddox,PHI,0,7,3,42.9%,17,5.7,2.4,1,89.9,9.6,8,9,2,1,0,1.0,2,4,1,20.0%
Jalen Mills,PHI,0,2,2,100.0%,80,40.0,40.0,1,158.3,9.5,19,61,1,0,0,0.0,0,2,0,0.0%
Ronald Darby,PHI,0,3,2,66.7%,20,10.0,6.7,0,85.4,7.0,16,4,0,0,0,0.0,0,2,0,0.0%
Nathan Gerry,PHI,0,3,2,66.7%,14,7.0,4.7,0,77.1,3.0,5,9,0,0,0,0.0,0,4,1,20.0%
Fletcher Cox,PHI,0,1,1,100.0%,10,10.0,10.0,0,108.3,-1.0,-1,11,0,4,0,0.0,4,4,0,0.0%
Rodney McLeod,PHI,0,3,1,33.3%,7,7.0,2.3,0,42.4,4.0,-4,11,1,1,0,0.0,1,7,1,12.5%
Nigel Bradham,PHI,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,1,0,0,0.0,0,3,0,0.0%
Marcus Epps,PHI,0,1,1,100.0%,13,13.0,13.0,0,118.7,13.0,13,0,1,0,0,0.0,0,1,0,0.0%
Sidney Jones,PHI,0,1,1,100.0%,10,10.0,10.0,0,108.3,4.0,4,6,0,0,0,0.0,0,1,0,0.0%
Josh Sweat,PHI,0,0,0,,,,,,,,,,0,3,0,0.0,3,2,0,0.0%
Vinny Curry,PHI,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,2,0,0.0,2,5,2,28.6%
Timmy Jernigan,PHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ryan Anderson,WAS,0,5,5,100.0%,35,7.0,7.0,2,135.4,4.2,21,14,3,3,0,2.0,5,5,0,0.0%
Danny Johnson,WAS,0,6,4,66.7%,59,14.8,9.8,0,98.6,8.0,32,27,0,0,0,0.0,0,10,1,9.1%
Jonathan Bostic,WAS,0,6,4,66.7%,40,10.0,6.7,0,85.4,6.0,10,30,4,0,0,0.0,0,5,0,0.0%
Jimmy Moreland,WAS,0,4,3,75.0%,42,14.0,10.5,0,108.3,3.8,-9,51,3,1,1,0.0,2,1,2,66.7%
Cole Holcomb,WAS,0,4,3,75.0%,3,1.0,0.8,0,77.1,4.0,-4,7,3,0,0,0.0,0,6,2,25.0%
Fabian Moreau,WAS,0,4,3,75.0%,28,9.3,7.0,0,93.7,4.3,8,20,0,0,0,0.0,0,5,2,28.6%
Landon Collins,WAS,0,4,2,50.0%,16,8.0,4.0,0,60.4,10.0,11,5,2,0,1,0.0,1,5,2,28.6%
Montez Sweat,WAS,0,1,1,100.0%,7,7.0,7.0,0,95.8,0.0,0,7,0,3,0,0.0,3,3,1,25.0%
Chris Odom,WAS,0,1,1,100.0%,4,4.0,4.0,0,83.3,1.0,1,3,0,0,0,0.0,0,2,0,0.0%
Shaun Dion Hamilton,WAS,0,2,1,50.0%,12,12.0,6.0,0,68.7,5.5,0,12,2,0,0,0.0,0,2,0,0.0%
Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,6,1,0.0,7,1,0,0.0%
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,3,0,0.0,3,9,0,0.0%
Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
