Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,7:31,2,3,TAM 40,3,0,Michael Pittman right tackle for -1 yards (tackle by Charlie Clemons),1.540,0.700
1,6:51,3,4,TAM 39,3,0,Brad Johnson right end for 4 yards (tackle by Michael Hawthorne and Darrin Smith),0.700,1.800
1,5:55,1,10,TAM 43,3,0,Brad Johnson sacked by Sammy Knight for -7 yards,1.800,0.310
1,5:27,2,17,TAM 36,3,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,0.310,-0.360
1,5:21,3,17,TAM 36,3,0,Brad Johnson pass incomplete intended for Michael Pittman,-0.360,-0.980
1,5:13,4,17,TAM 36,3,0,Tom Tupa punts 37 yards,-0.980,-0.740
1,5:04,1,10,NOR 27,3,0,Aaron Brooks pass complete to Terrelle Smith for 1 yard (tackle by Brian Kelly),0.740,0.330
1,4:26,2,9,NOR 28,3,0,Deuce McAllister middle for -2 yards (tackle by Ronde Barber),0.330,-0.620
1,3:45,3,11,NOR 26,3,0,Aaron Brooks pass complete to Jake Reed for 12 yards (tackle by Shelton Quarles),-0.620,1.470
1,3:06,1,10,NOR 38,3,0,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Ronde Barber),1.470,0.920
1,2:58,2,10,NOR 38,3,0,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by Derrick Brooks and Brian Kelly),0.920,2.190
1,2:19,1,10,NOR 49,3,0,Aaron Brooks pass incomplete intended for Jake Reed,2.190,1.650
1,2:14,1,10,NOR 49,,,Timeout #1 by New Orleans Saints,2.190,1.650
1,2:14,2,10,NOR 49,3,0,Aaron Brooks pass complete to Joe Horn for 21 yards (tackle by Dwight Smith),1.650,3.580
1,1:44,1,10,TAM 30,3,0,Aaron Brooks pass complete to Donte' Stallworth for 5 yards (tackle by Dwight Smith),3.580,3.710
1,1:03,2,5,TAM 25,3,0,Deuce McAllister right end for 2 yards (tackle by Brian Kelly),3.710,3.270
1,0:31,3,3,TAM 23,3,0,Aaron Brooks pass incomplete intended for Donte' Stallworth,3.270,2.030
1,0:24,4,3,TAM 23,6,0,John Carney 41 yard field goal good,2.030,3.000
1,0:24,,,NOR 30,6,0,"John Carney kicks off 68 yards, returned by Aaron Stecker for 25 yards (tackle by Mel Mitchell)",0.000,0.740
1,0:12,1,10,TAM 27,6,0,Michael Pittman right end for 21 yards (tackle by Jay Bellamy),0.740,2.130
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 48,6,0,Brad Johnson pass complete to Keyshawn Johnson for 14 yards (tackle by Charlie Clemons and Michael Hawthorne),2.130,3.050
2,14:19,1,10,NOR 38,6,0,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Darrin Smith),3.050,2.510
2,14:12,2,10,NOR 38,6,0,Michael Pittman right end for 4 yards (tackle by Darren Howard and Jay Bellamy),2.510,2.340
2,13:31,3,6,NOR 34,6,0,Brad Johnson pass incomplete intended for Joe Jurevicius,2.340,1.070
2,13:24,4,6,NOR 34,6,3,Martin Gramatica 52 yard field goal good,1.070,3.000
2,13:24,,,TAM 30,6,3,"Martin Gramatica kicks off 74 yards, touchback",0.000,0.280
2,13:20,1,10,NOR 20,6,3,Deuce McAllister middle for 4 yards (tackle by Derrick Brooks and Dexter Jackson),0.280,0.270
2,12:36,2,6,NOR 24,6,3,Deuce McAllister left end for 8 yards (tackle by Ronde Barber and Derrick Brooks),0.270,1.070
2,11:47,1,10,NOR 32,6,3,Deuce McAllister right end for 4 yards (tackle by Ronde Barber),1.070,1.070
2,11:01,2,6,NOR 36,6,3,Aaron Brooks pass complete to Joe Horn for 2 yards (tackle by Brian Kelly),1.070,0.630
2,10:18,3,4,NOR 38,6,3,Aaron Brooks pass incomplete intended for Jake Reed,0.630,-0.850
2,10:13,4,4,NOR 38,6,3,"Dirk Johnson punts 55 yards, returned by Karl Williams for 17 yards (tackle by Kevin Houser)",-0.850,-0.540
2,9:59,1,10,TAM 24,6,3,Brad Johnson pass complete to Travis Stephens for 6 yards (tackle by Michael Hawthorne),0.540,0.810
2,9:22,2,4,TAM 30,6,3,Michael Pittman middle for 2 yards (tackle by Grady Jackson and Darren Howard),0.810,0.370
2,8:44,3,2,TAM 32,6,3,Brad Johnson pass incomplete intended for Ken Dilger,0.370,-1.240
2,8:39,4,2,TAM 32,6,3,"Tom Tupa punts 50 yards, returned by Michael Lewis for 18 yards (tackle by Alshermond Singleton)",-1.240,-1.330
2,8:24,1,10,NOR 36,6,3,Aaron Brooks pass complete to Joe Horn for 16 yards (tackle by Brian Kelly and John Lynch),1.330,2.390
2,7:44,1,10,TAM 48,6,3,Deuce McAllister middle for 2 yards (tackle by Shelton Quarles),2.390,2.120
2,7:06,2,8,TAM 46,6,3,Aaron Brooks pass complete to Deuce McAllister for 7 yards (tackle by Brian Kelly),2.120,2.340
2,6:30,3,1,TAM 39,6,3,Aaron Brooks middle for 2 yards (tackle by Chartric Darby),2.340,3.120
2,5:44,1,10,TAM 37,6,3,Deuce McAllister middle for 5 yards (tackle by John Lynch),3.120,3.250
2,5:00,2,5,TAM 32,6,3,Deuce McAllister middle for no gain (tackle by John Lynch and Shelton Quarles),3.250,2.540
2,4:17,3,5,TAM 32,12,3,"Aaron Brooks pass complete to Boo Williams for 32 yards, touchdown",2.540,7.000
2,4:17,,,TAM 32,13,3,John Carney kicks extra point good,0.000,0.000
2,4:17,,,NOR 30,13,3,"John Carney kicks off 57 yards, returned by Dwight Smith for 25 yards (tackle by Ken Irvin)",0.000,1.470
2,3:55,1,10,TAM 38,13,3,Brad Johnson pass complete to Michael Pittman for 5 yards,1.470,1.600
2,3:38,2,5,TAM 43,13,3,"Brad Johnson pass complete to Ken Dilger for 10 yards (tackle by Michael Hawthorne and Darren Howard). Penalty on Todd Washington: Personal Foul, 15 yards (no play)",1.600,-0.430
2,3:16,2,20,TAM 28,13,3,Brad Johnson pass incomplete intended for Keenan McCardell,-0.430,-1.090
2,3:09,3,20,TAM 28,13,3,Brad Johnson pass incomplete intended for Keyshawn Johnson,-1.090,-1.500
2,3:03,4,20,TAM 28,13,3,"Tom Tupa punts 47 yards, returned by Michael Lewis for 12 yards (tackle by Corey Ivy). Penalty on Steve Gleason: Offensive Holding, 10 yards",-1.500,-0.740
2,2:50,1,10,NOR 27,13,3,Deuce McAllister right tackle for 14 yards (tackle by Derrick Brooks and Brian Kelly),0.740,1.660
2,2:06,1,10,NOR 41,13,3,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.660,1.120
2,2:00,2,10,NOR 41,13,3,Deuce McAllister right guard for 4 yards (tackle by Greg Spires and Anthony McFarland),1.120,0.960
2,1:50,2,10,NOR 41,,,Timeout #2 by New Orleans Saints,1.120,0.960
2,1:50,3,6,NOR 45,13,3,Aaron Brooks pass incomplete intended for Joe Horn (defended by Simeon Rice),0.960,-0.390
2,1:45,4,6,NOR 45,13,3,"Dirk Johnson punts 10 yards, out of bounds",-0.390,-1.930
2,1:35,1,10,TAM 45,13,3,Brad Johnson pass complete to Michael Pittman for 6 yards (tackle by Michael Hawthorne),1.930,2.190
2,1:29,2,4,NOR 49,13,3,Brad Johnson pass incomplete,2.190,1.490
2,1:08,3,4,NOR 49,13,3,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Ken Irvin),1.490,0.000
2,1:04,4,4,NOR 49,13,3,Tom Tupa punts 47 yards,0.000,0.380
2,0:54,1,10,NOR 2,13,3,Deuce McAllister middle for 3 yards (tackle by John Howell and Shelton Quarles),-0.380,-0.560
2,0:49,1,10,NOR 2,,,Timeout #1 by Tampa Bay Buccaneers,-0.380,-0.560
2,0:49,2,7,NOR 5,13,3,Deuce McAllister middle for 2 yards (tackle by Shelton Quarles),-0.560,-0.840
2,0:43,2,7,NOR 5,,,Timeout #2 by Tampa Bay Buccaneers,-0.560,-0.840
2,0:43,3,5,NOR 7,13,3,Deuce McAllister middle for -2 yards (tackle by Ellis Wyms and Anthony McFarland),-0.840,-2.490
2,0:38,3,5,NOR 7,,,Timeout #3 by Tampa Bay Buccaneers,-0.840,-2.490
2,0:38,4,7,NOR 5,13,3,Dirk Johnson punts 34 yards,-2.490,-2.980
2,0:25,1,10,NOR 39,13,3,"Brad Johnson pass incomplete. Penalty on Michael Hawthorne: Defensive Holding, 5 yards (no play)",2.980,3.310
2,0:19,1,10,NOR 34,13,3,Brad Johnson pass incomplete intended for Michael Pittman,3.310,2.770
2,0:13,2,10,NOR 34,13,3,"Brad Johnson pass incomplete. Penalty on Jeff Christy: Offensive Holding, 10 yards (no play)",2.770,1.420
2,0:09,2,20,NOR 44,13,3,Brad Johnson pass complete to Keenan McCardell for 16 yards,1.420,2.870
2,0:02,3,4,NOR 28,13,3,"Martin Gramatica 47 yard field goal no good, blocked by Darren Howard, recovered by Tom Tupa",2.870,1.270
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,13,3,"John Carney kicks off 61 yards, returned by Aaron Stecker for 37 yards (tackle by John Carney)",0.000,1.990
3,14:52,1,10,TAM 46,13,3,Mike Alstott middle for 4 yards (tackle by Charlie Clemons and Fred Thomas),1.990,1.990
3,14:13,2,6,,13,3,Brad Johnson pass complete to Todd Yoder for 10 yards (tackle by Sedrick Hodge),1.990,2.920
3,13:31,1,10,NOR 40,13,3,Michael Pittman for -3 yards (tackle by Grady Jackson and Sedrick Hodge),2.920,1.970
3,12:53,2,13,NOR 43,13,3,Brad Johnson pass complete to Keyshawn Johnson for 38 yards (tackle by Jay Bellamy),1.970,6.060
3,12:14,2,13,NOR 43,,,Timeout #1 by Tampa Bay Buccaneers,1.970,6.060
3,12:14,1,5,NOR 5,13,3,Mike Alstott middle for 1 yard (tackle by Sammy Knight and Charlie Clemons),6.060,5.340
3,11:39,2,4,NOR 4,13,9,"Brad Johnson pass complete to Keenan McCardell for 4 yards, touchdown",5.340,7.000
3,11:39,,,NOR 4,13,10,Martin Gramatica kicks extra point good,0.000,0.000
3,11:39,,,TAM 30,13,10,"Martin Gramatica kicks off 66 yards, returned by Michael Lewis for 14 yards (tackle by Dwight Smith)",0.000,0.040
3,11:28,1,10,NOR 18,13,10,Aaron Brooks pass complete to Terrelle Smith for 3 yards (tackle by Shelton Quarles and Greg Spires),0.040,0.010
3,10:47,2,7,NOR 21,13,10,Deuce McAllister left end for -1 yards (tackle by Shelton Quarles and Simeon Rice),0.010,-0.910
3,10:01,3,8,NOR 20,13,10,Aaron Brooks pass complete to Donte' Stallworth for 13 yards (tackle by Dexter Jackson and Derrick Brooks),-0.910,1.140
3,9:25,1,10,NOR 33,13,10,Aaron Brooks pass complete to Joe Horn for 26 yards (tackle by John Lynch),1.140,2.850
3,8:52,1,10,TAM 41,13,10,Aaron Brooks pass incomplete intended for Michael Lewis,2.850,2.310
3,8:46,2,10,TAM 41,19,10,"Aaron Brooks pass complete to Donte' Stallworth for 41 yards, touchdown",2.310,7.000
3,8:46,,,TAM 41,20,10,John Carney kicks extra point good,0.000,0.000
3,8:46,,,NOR 30,20,10,"John Carney kicks off 69 yards, out of bounds",0.000,1.600
3,8:36,1,10,TAM 40,20,10,Michael Pittman middle for 3 yards (tackle by Charlie Clemons and Jay Bellamy),1.600,1.460
3,7:59,2,7,TAM 43,20,10,Brad Johnson pass complete to Mike Alstott for 9 yards (tackle by Sammy Knight),1.460,2.390
3,7:27,1,10,NOR 48,20,10,Michael Pittman left end for 4 yards (tackle by Fred Thomas),2.390,2.390
3,7:06,2,6,NOR 44,20,10,Brad Johnson pass incomplete intended for Todd Yoder,2.390,1.690
3,6:59,3,6,NOR 44,20,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,1.690,0.330
3,6:52,4,6,NOR 44,20,10,"Tom Tupa punts 37 yards, returned by Michael Lewis for 18 yards (tackle by Alshermond Singleton)",0.330,-0.610
3,6:40,1,10,NOR 25,20,10,Aaron Brooks pass complete to Terrelle Smith for 2 yards (tackle by Dexter Jackson),0.610,0.330
3,6:00,2,8,NOR 27,20,10,Aaron Brooks pass complete to Deuce McAllister for 4 yards (tackle by Ellis Wyms),0.330,0.170
3,5:20,3,4,NOR 31,20,10,Aaron Brooks middle for 6 yards (tackle by Derrick Brooks),0.170,1.400
3,4:40,1,10,NOR 37,20,10,Aaron Brooks pass incomplete intended for Jerome Pathon,1.400,0.860
3,4:34,2,10,NOR 37,20,10,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Ellis Wyms),0.860,2.390
3,3:48,1,10,TAM 48,20,10,Deuce McAllister right tackle for 4 yards (tackle by Anthony McFarland),2.390,2.390
3,3:02,1,10,TAM 48,,,Timeout #1 by New Orleans Saints,2.390,2.390
3,3:02,2,6,TAM 44,20,10,Deuce McAllister middle for 4 yards (tackle by Anthony McFarland),2.390,2.210
3,2:20,3,2,TAM 40,20,10,Deuce McAllister middle for 8 yards (tackle by Dexter Jackson),2.210,3.450
3,1:37,1,10,TAM 32,20,10,Aaron Brooks pass incomplete intended for Terrelle Smith,3.450,2.900
3,1:31,2,10,TAM 32,20,10,Aaron Brooks pass incomplete is intercepted by Derrick Brooks at TAM-23 and returned for 23 yards,2.900,-1.990
3,1:20,1,10,TAM 46,20,10,Brad Johnson pass complete to Mike Alstott for 15 yards (tackle by Jay Bellamy),1.990,2.980
3,0:40,1,10,NOR 39,20,10,Mike Alstott middle for -1 yards (tackle by Charlie Clemons and Sedrick Hodge),2.980,2.300
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,NOR 40,20,10,Brad Johnson pass complete to Keyshawn Johnson for 5 yards (tackle by Jay Bellamy),2.300,2.280
4,14:24,3,6,NOR 35,20,10,Brad Johnson pass incomplete intended for Keyshawn Johnson. Penalty on Keenan McCardell: Offensive Pass Interference (Declined),2.280,0.970
4,14:17,4,6,NOR 35,20,10,Martin Gramatica 53 yard field goal no good,0.970,-1.800
4,14:13,1,10,NOR 43,20,10,Aaron Brooks pass complete to Deuce McAllister for -2 yards (tackle by Chartric Darby),1.800,0.980
4,13:30,2,12,NOR 41,20,10,"Deuce McAllister middle for 7 yards (tackle by Nate Webster and Alshermond Singleton). Penalty on Jerry Fontenot: Offensive Holding, 10 yards (no play)",0.980,-0.370
4,13:07,2,22,NOR 31,20,10,Aaron Brooks sacked by Chartric Darby and Greg Spires for -4 yards,-0.370,-1.550
4,12:32,3,26,NOR 27,20,10,Deuce McAllister middle for 2 yards (tackle by Greg Spires and Derrick Brooks),-1.550,-1.440
4,11:47,4,24,NOR 29,20,10,"Dirk Johnson punts 39 yards, returned by Karl Williams for 8 yards (tackle by Fred McAfee)",-1.440,-1.600
4,11:34,1,10,TAM 40,20,10,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Fred Thomas),1.600,2.460
4,10:56,1,10,NOR 47,20,10,"Brad Johnson pass complete to Ken Dilger for 5 yards (tackle by Martin Chase). Penalty on Todd Washington: Unnecessary Roughness, 15 yards",2.460,0.560
4,10:32,2,20,TAM 43,20,10,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Charlie Clemons),0.560,-0.100
4,10:27,3,20,TAM 43,20,10,Brad Johnson pass complete to Michael Pittman for 13 yards (tackle by Michael Hawthorne),-0.100,0.330
4,9:50,4,7,NOR 44,20,10,Tom Tupa punts 42 yards,0.330,0.380
4,9:40,1,10,NOR 2,20,10,Deuce McAllister middle for 3 yards (tackle by Derrick Brooks),-0.380,-0.560
4,9:05,2,7,NOR 5,20,10,Deuce McAllister middle for 2 yards (tackle by John Lynch),-0.560,-0.840
4,8:20,3,5,NOR 7,20,10,"Aaron Brooks pass incomplete intended for Donte' Stallworth. Penalty on Shelton Quarles: Defensive Holding, 5 yards (no play)",-0.840,-0.350
4,8:14,1,10,NOR 12,20,10,Deuce McAllister right end for 14 yards (tackle by Warren Sapp),-0.350,0.670
4,7:24,1,10,NOR 12,,,Timeout #2 by New Orleans Saints,-0.350,0.670
4,7:24,1,10,NOR 26,20,10,Deuce McAllister middle for 3 yards (tackle by Greg Spires),0.670,0.540
4,6:38,2,7,NOR 29,20,10,Deuce McAllister middle for -1 yards (tackle by Dexter Jackson and Greg Spires),0.540,-0.300
4,5:53,3,8,NOR 28,20,10,Aaron Brooks sacked by Warren Sapp for -6 yards,-0.300,-1.900
4,5:25,4,14,NOR 22,20,10,"Dirk Johnson punts 41 yards. Penalty on Ryan Nece: Offensive Holding, 10 yards",-1.900,-0.740
4,5:10,1,10,TAM 27,20,10,Brad Johnson pass complete to Michael Pittman for 8 yards (tackle by Darrin Smith and Ken Irvin),0.740,1.280
4,4:46,2,2,TAM 35,20,10,Brad Johnson pass incomplete intended for Ken Dilger,1.280,0.560
4,4:41,3,2,TAM 35,20,10,Brad Johnson pass complete to Mike Alstott for 14 yards (tackle by Sammy Knight and Michael Hawthorne),0.560,2.190
4,4:34,1,10,TAM 49,20,10,Brad Johnson pass complete to Keenan McCardell for 8 yards (tackle by Ken Irvin),2.190,2.730
4,4:10,2,2,NOR 43,20,10,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Sammy Knight),2.730,2.010
4,4:04,3,2,NOR 43,20,10,Brad Johnson pass complete to Keyshawn Johnson for 10 yards (tackle by Ken Irvin),2.010,3.380
4,3:50,1,10,NOR 33,20,10,Brad Johnson pass complete to Keyshawn Johnson for 9 yards (tackle by Ken Irvin),3.380,4.050
4,3:34,2,1,NOR 24,20,10,Brad Johnson pass incomplete intended for Todd Yoder,4.050,3.340
4,3:30,3,1,NOR 24,20,10,Brad Johnson middle for 5 yards (tackle by Fred Thomas and Martin Chase),3.340,4.310
4,3:04,1,10,NOR 19,20,10,Brad Johnson pass complete to Joe Jurevicius for 8 yards (tackle by Fred Thomas),4.310,5.140
4,2:49,2,2,NOR 11,20,10,Brad Johnson pass incomplete,5.140,4.430
4,2:47,3,2,NOR 11,20,16,"Brad Johnson pass complete to Joe Jurevicius for 11 yards, touchdown",4.430,7.000
4,2:47,,,NOR 11,20,17,Martin Gramatica kicks extra point good,0.000,0.000
4,2:41,3,2,NOR 11,,,Timeout #3 by New Orleans Saints,4.430,0.000
4,2:41,,,TAM 30,20,17,"Martin Gramatica kicks off 78 yards, touchback. Penalty on Corey Ivy: Offensive Offside, 5 yards (no play)",0.000,0.000
4,2:41,,,TAM 25,20,17,"Martin Gramatica kicks off 70 yards, returned by Michael Lewis for 24 yards (tackle by Corey Ivy)",0.000,0.870
4,2:34,1,10,NOR 29,20,17,Deuce McAllister middle for 8 yards (tackle by Dexter Jackson),0.870,1.410
4,2:26,1,10,NOR 29,,,Timeout #2 by Tampa Bay Buccaneers,0.870,1.410
4,2:26,2,2,NOR 37,20,17,Deuce McAllister middle for no gain (tackle by Alshermond Singleton and Greg Spires),1.410,0.700
4,2:15,2,2,NOR 37,,,Timeout #3 by Tampa Bay Buccaneers,1.410,0.700
4,2:15,3,2,NOR 37,20,17,Aaron Brooks pass incomplete intended for Joe Horn,0.700,-0.910
4,2:10,4,2,NOR 37,20,17,"Dirk Johnson punts 41 yards, returned by Karl Williams for 4 yards (tackle by James Allen)",-0.910,-0.670
4,2:01,1,10,TAM 26,20,17,"Brad Johnson pass complete to Michael Pittman for -1 yards (tackle by Charlie Clemons and Sammy Knight). Penalty on Willie Whitehead: Roughing the Passer, 15 yards",0.670,1.600
4,1:51,1,10,TAM 40,20,17,Brad Johnson pass complete to Joe Jurevicius for 5 yards (tackle by Ken Irvin),1.600,1.730
4,1:46,2,5,TAM 45,20,17,Brad Johnson pass complete to Keenan McCardell for 11 yards (tackle by Charlie Clemons),1.730,2.650
4,1:21,1,10,NOR 44,20,17,Brad Johnson pass incomplete,2.650,2.110
4,1:14,2,10,NOR 44,20,17,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Ken Irvin),2.110,1.420
4,1:08,3,10,NOR 44,20,17,Brad Johnson pass complete to Joe Jurevicius for 13 yards (tackle by Keyuo Craver and Michael Hawthorne),1.420,3.510
4,0:51,1,10,NOR 31,20,17,Brad Johnson pass incomplete,3.510,2.970
4,0:50,2,10,NOR 31,20,17,Brad Johnson sacked by Charles Grant for -3 yards,2.970,1.880
4,0:23,3,13,NOR 34,20,17,Brad Johnson pass complete to Keenan McCardell for 11 yards (tackle by Charlie Clemons),1.880,2.050
4,0:04,4,2,NOR 23,20,20,Martin Gramatica 40 yard field goal good,2.050,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the overtime kickoff.",,
OT,15:00,,,NOR 30,20,20,"John Carney kicks off 59 yards, returned by Aaron Stecker for 31 yards (tackle by Ken Irvin)",0.000,1.730
OT,14:51,1,10,TAM 42,20,20,"Brad Johnson pass complete to Travis Stephens for 9 yards (tackle by Sedrick Hodge and Ken Irvin). Penalty on NOR: Defensive 12 On-field, 5 yards (no play)",1.730,2.460
OT,14:35,1,5,TAM 47,20,20,Mike Alstott middle for 2 yards (tackle by Sedrick Hodge and Darrin Smith),2.460,2.130
OT,14:02,2,3,TAM 49,20,20,Michael Pittman right tackle for 5 yards (tackle by Sammy Knight and Charlie Clemons),2.130,2.520
OT,13:25,1,10,NOR 46,20,20,Mike Alstott for -3 yards (tackle by Sammy Knight and Darrin Smith),2.520,1.570
OT,12:43,2,13,NOR 49,20,20,Brad Johnson pass complete to Mike Alstott for 10 yards (tackle by Charlie Clemons and Sammy Knight),1.570,2.210
OT,11:55,3,3,NOR 39,20,20,Brad Johnson pass incomplete intended for Ken Dilger,2.210,0.660
OT,11:46,4,3,NOR 39,20,20,"Tom Tupa punts 39 yards, touchback",0.660,-0.280
OT,11:39,1,10,NOR 20,20,20,Aaron Brooks pass incomplete intended for Boo Williams,0.280,-0.270
OT,11:34,2,10,NOR 20,20,20,Aaron Brooks pass incomplete intended for Deuce McAllister,-0.270,-0.960
OT,11:29,3,10,NOR 20,20,20,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Ronde Barber),-0.960,-2.030
OT,11:16,4,10,NOR 20,20,20,"Dirk Johnson punts 38 yards, returned by Karl Williams for 4 yards (tackle by James Allen). Penalty on John Howell: Illegal Block Above the Waist, 10 yards",-2.030,-1.330
OT,11:08,1,10,TAM 36,20,20,Michael Pittman for 7 yards (tackle by Ken Irvin),1.330,1.740
OT,10:33,2,3,TAM 43,20,20,Brad Johnson middle for 2 yards (tackle by Sedrick Hodge),1.740,1.290
OT,9:52,3,1,TAM 45,20,20,Mike Alstott right tackle for 8 yards (tackle by Jay Bellamy and Sedrick Hodge),1.290,2.460
OT,9:05,1,10,NOR 47,20,20,Michael Pittman left tackle for 2 yards (tackle by Sammy Knight),2.460,2.180
OT,8:20,2,8,NOR 45,20,20,"Brad Johnson sacked by Willie Whitehead for -7 yards. Brad Johnson fumbles (forced by Willie Whitehead), recovered by Jeff Christy at TAM-48",2.180,0.560
OT,7:33,3,15,TAM 48,20,20,Brad Johnson pass incomplete intended for Mike Alstott,0.560,-0.190
OT,7:27,4,15,TAM 48,20,20,"Tom Tupa punts 52 yards, touchback",-0.190,-0.280
OT,7:18,1,10,NOR 20,20,20,Deuce McAllister middle for 7 yards (tackle by Alshermond Singleton and Dexter Jackson),0.280,0.680
OT,6:41,2,3,NOR 27,20,20,Deuce McAllister right end for -1 yards (tackle by Alshermond Singleton),0.680,-0.160
OT,5:54,3,4,NOR 26,20,20,Aaron Brooks pass complete to Jerome Pathon for 13 yards (tackle by Brian Kelly),-0.160,1.530
OT,5:20,1,10,NOR 39,20,20,Aaron Brooks pass complete to Jerome Pathon for 2 yards (tackle by Ronde Barber),1.530,1.260
OT,4:40,2,8,NOR 41,20,20,Aaron Brooks pass incomplete intended for Terrelle Smith (defended by Simeon Rice),1.260,0.560
OT,4:34,3,8,NOR 41,20,20,Aaron Brooks pass incomplete,0.560,-0.650
OT,4:27,4,8,NOR 41,20,20,"Dirk Johnson punts 49 yards, returned by Karl Williams for -4 yards (tackle by Mel Mitchell)",-0.650,0.380
OT,4:14,1,10,TAM 6,20,20,Michael Pittman middle for -1 yards (tackle by Grady Jackson),-0.380,-0.850
OT,3:38,2,11,TAM 5,20,20,Brad Johnson pass incomplete intended for Keyshawn Johnson,-0.850,-1.540
OT,3:32,3,11,TAM 5,20,20,Brad Johnson pass complete to Ken Dilger for 2 yards (tackle by Michael Hawthorne and Sammy Knight),-1.540,-2.490
OT,2:59,4,9,TAM 7,26,20,"Tom Tupa pass incomplete intended for John Howell is intercepted by James Allen at TAM-0, touchdown",-2.490,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
