Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
1,8:56,2,8,NOR 19,0,7,Ben Roethlisberger pass complete short left to Cedrick Wilson for 9 yards (tackle by Scott Shanle),3.900,4.910
1,8:14,1,10,NOR 10,0,7,Willie Parker left end for 8 yards (tackle by Mark Simoneau),4.910,5.720
1,7:35,2,2,NOR 2,0,7,Willie Parker right tackle for no gain (tackle by Danny Clark and Josh Bullocks),5.720,4.950
1,6:53,3,2,NOR 2,0,13,"Ben Roethlisberger pass complete short right to Heath Miller for 2 yards, touchdown",4.950,7.000
1,,,,NOR 2,0,14,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,0,14,"Jeff Reed kicks off 65 yards, returned by Michael Lewis for 43 yards (tackle by Jeff Reed)",0.000,2.130
1,6:42,1,10,NOR 48,0,14,Drew Brees pass complete to Marques Colston for 8 yards (tackle by Clark Haggans and James Farrior),2.130,2.660
1,6:42,2,2,PIT 44,0,14,Mike Karney middle for 1 yard (tackle by Joey Porter and Casey Hampton),2.660,2.080
1,5:40,3,1,PIT 43,0,14,Deuce McAllister right guard for 1 yard (tackle by James Farrior),2.080,2.790
1,4:58,1,10,PIT 42,0,14,Deuce McAllister middle for 4 yards (tackle by Larry Foote and Brett Keisel),2.790,2.780
1,4:25,2,6,PIT 38,0,14,Drew Brees pass incomplete intended for Terrance Copper (defended by Larry Foote),2.780,2.080
1,4:21,3,6,PIT 38,0,14,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",2.080,1.420
1,4:21,3,11,PIT 43,0,14,Drew Brees pass complete deep middle to Terrance Copper for 22 yards (tackle by Bryant McFadden),1.420,4.170
1,3:45,1,10,PIT 21,0,14,Reggie Bush middle for 5 yards (tackle by Troy Polamalu),4.170,4.370
1,3:10,2,5,PIT 16,0,14,Reggie Bush right guard for 1 yard (tackle by Joey Porter and Larry Foote),4.370,3.810
1,2:30,3,4,PIT 15,0,14,Drew Brees pass complete to Aaron Stecker for 8 yards (tackle by Ike Taylor),3.810,5.600
1,1:48,1,7,PIT 7,0,14,Reggie Bush middle for 4 yards (tackle by Chris Hoke),5.600,5.530
1,1:14,2,3,PIT 3,0,14,Reggie Bush left tackle for no gain (tackle by Ryan Clark and Joey Porter),5.530,4.720
1,1:14,3,3,PIT 3,6,14,"Drew Brees pass complete short right to Terrance Copper for 3 yards, touchdown",4.720,7.000
1,,,,PIT 2,7,14,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 30,7,14,"John Carney kicks off 47 yards, returned by Najeh Davenport for 9 yards (tackle by Jay Bellamy)",0.000,1.070
1,0:41,1,10,PIT 32,7,14,Ben Roethlisberger pass complete short right to Santonio Holmes for 11 yards (tackle by Mike McKenzie),1.070,1.800
Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 43,7,14,Willie Parker middle for 3 yards (tackle by Brian Young and Omar Stoutmire),1.800,1.660
2,14:26,2,7,PIT 46,7,14,Willie Parker left end for 1 yard (tackle by Jason Craft and Rodney Leisle),1.660,1.090
2,13:40,3,6,PIT 47,7,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,1.090,-0.260
2,13:35,4,6,PIT 47,7,14,Chris Gardocki punts 33 yards,-0.260,-0.280
2,13:26,1,10,NOR 20,7,14,Deuce McAllister left guard for 4 yards (tackle by James Farrior),0.280,0.270
2,12:54,2,6,NOR 24,7,14,Drew Brees pass incomplete short right intended for Reggie Bush,0.270,-0.430
2,12:50,3,6,NOR 24,7,14,Drew Brees pass complete short middle to Marques Colston for 27 yards (tackle by Ryan Clark),-0.430,2.320
2,12:07,1,10,PIT 49,7,14,"Drew Brees pass complete short right to Mark Campbell for 8 yards (tackle by Larry Foote and Clark Haggans). Penalty on Deshea Townsend: Illegal Contact, 5 yards (no play)",2.320,2.650
2,11:46,1,10,PIT 44,7,14,Drew Brees pass incomplete short right intended for Reggie Bush,2.650,2.110
2,11:39,2,10,PIT 44,7,14,Deuce McAllister middle for 4 yards (tackle by Larry Foote and Brett Keisel),2.110,1.950
2,10:59,3,6,PIT 40,7,14,Drew Brees pass complete short middle to Terrance Copper for 4 yards (tackle by Larry Foote),1.950,0.890
2,10:17,4,2,PIT 36,7,14,"Drew Brees pass complete short middle to Marques Colston for 10 yards (tackle by Anthony Smith and Ryan Clark). Penalty on Anthony Smith: Face Mask (5 Yards), 5 yards",0.890,4.170
2,10:17,1,10,PIT 21,7,14,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Ike Taylor),4.170,5.830
2,10:17,1,6,PIT 6,7,14,Drew Brees pass incomplete short right intended for Terrance Copper,5.830,4.950
2,9:29,2,6,PIT 6,7,14,Drew Brees pass complete short right to Reggie Bush for 2 yards (tackle by Larry Foote),4.950,4.490
2,9:07,3,4,PIT 4,7,14,Drew Brees pass complete short left to Deuce McAllister for 2 yards (tackle by Joey Porter and Bryant McFadden),4.490,3.250
2,8:23,4,2,PIT 2,10,14,John Carney 20 yard field goal good,3.250,3.000
2,,,,NOR 30,10,14,"John Carney kicks off 61 yards, returned by Najeh Davenport for 31 yards (tackle by Michael Lewis)",0.000,1.600
2,8:16,1,10,PIT 40,10,14,Willie Parker right tackle for no gain (tackle by Hollis Thomas and Scott Fujita),1.600,1.050
2,7:36,2,10,PIT 40,10,14,Ben Roethlisberger sacked by Scott Shanle for -6 yards,1.050,-0.430
2,7:36,3,16,PIT 34,10,14,Ben Roethlisberger pass complete short left to Heath Miller for 6 yards (tackle by Scott Shanle),-0.430,-0.720
2,6:20,4,10,PIT 40,10,14,"Chris Gardocki punts 38 yards, returned by Reggie Bush for 7 yards (tackle by Sean Morey)",-0.720,-0.870
2,6:09,1,10,NOR 29,10,14,Deuce McAllister right guard for 7 yards (tackle by Brett Keisel and Aaron Smith),0.870,1.270
2,5:32,2,3,NOR 36,10,14,Deuce McAllister middle for 4 yards (tackle by Brett Keisel),1.270,1.600
2,4:53,1,10,NOR 40,10,14,Drew Brees sacked by Brett Keisel for -5 yards,1.600,0.380
2,4:17,2,15,NOR 35,10,14,Deuce McAllister middle for 5 yards (tackle by Casey Hampton and Aaron Smith),0.380,0.370
2,3:39,3,10,NOR 40,10,14,Drew Brees pass complete deep middle to Marques Colston for 28 yards (tackle by Tyrone Carter),0.370,3.450
2,2:55,1,10,PIT 32,10,14,Drew Brees pass incomplete short middle intended for Billy Miller,3.450,2.900
2,2:54,2,10,PIT 32,10,14,"Drew Brees pass complete short middle to Reggie Bush for 2 yards (tackle by Deshea Townsend). Penalty on Aaron Smith: Roughing the Passer, 15 yards",2.900,4.580
2,2:34,1,10,PIT 15,16,14,"Reggie Bush left end for 15 yards, touchdown",4.580,7.000
2,,,,PIT 2,17,14,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,17,14,"John Carney kicks off 52 yards, returned by Najeh Davenport for 17 yards (tackle by Aaron Stecker)",0.000,1.270
2,2:18,1,10,PIT 35,17,14,Ben Roethlisberger pass complete short right to Nate Washington for 6 yards (tackle by Mike McKenzie),1.270,1.530
2,2:00,2,4,PIT 41,17,14,Ben Roethlisberger pass incomplete short left intended for Cedrick Wilson (defended by Hollis Thomas),1.530,0.830
2,1:57,3,4,PIT 41,17,14,Ben Roethlisberger pass complete short left to Santonio Holmes for 46 yards (tackle by Josh Bullocks),0.830,4.710
2,1:57,1,10,NOR 13,17,14,Ben Roethlisberger pass incomplete short middle intended for Nate Washington,4.710,4.050
2,1:43,2,10,NOR 13,17,14,Ben Roethlisberger pass complete short middle to Hines Ward for -1 yards (tackle by Charles Grant),4.050,3.080
2,1:27,,,,17,14,Timeout #1 by New Orleans Saints,0.000,3.080
2,1:27,3,11,NOR 14,17,14,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,3.080,2.510
2,1:23,4,11,NOR 14,17,17,Jeff Reed 32 yard field goal good,2.510,3.000
2,,,,PIT 30,17,17,"Jeff Reed kicks off 69 yards, returned by Michael Lewis for 27 yards (tackle by Anthony Madison)",0.000,0.810
2,1:14,1,10,NOR 28,17,17,Drew Brees pass complete to Aaron Stecker for 22 yards (tackle by Ike Taylor),0.810,2.260
2,0:50,1,10,NOR 50,17,17,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Bryant McFadden and Larry Foote),2.260,2.980
2,0:30,1,10,PIT 39,17,17,Drew Brees pass complete short left to Reggie Bush for 6 yards (tackle by Ryan Clark),2.980,3.250
2,0:29,2,4,PIT 33,17,17,Drew Brees pass complete deep left to Marques Colston for 29 yards,3.250,6.280
2,0:23,,,,17,17,Timeout #1 by Pittsburgh Steelers,0.000,6.280
2,0:23,1,4,PIT 4,23,17,"Deuce McAllister left guard for 4 yards, touchdown",6.280,7.000
2,,,,PIT 2,24,17,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,24,17,"John Carney kicks off 66 yards, returned by Sean Morey for 23 yards (tackle by Bryan Scott). Sean Morey fumbles (forced by Bryan Scott), recovered by Tyrone Carter at PIT-30",0.000,0.940
2,0:11,1,10,PIT 30,24,17,Ben Roethlisberger pass complete deep right to Hines Ward for 25 yards (tackle by Josh Bullocks and Omar Stoutmire),0.940,2.590
2,0:02,,,,24,17,Timeout #2 by Pittsburgh Steelers,0.000,2.590
2,0:01,1,10,NOR 45,24,17,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,2.590,2.040
Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,24,17,"Jeff Reed kicks off 60 yards, returned by Michael Lewis for 24 yards (tackle by Ryan Clark)",0.000,1.200
3,14:52,1,10,NOR 34,24,17,Drew Brees pass incomplete short right intended for Terrance Copper (defended by Casey Hampton),1.200,0.660
3,14:48,2,10,NOR 34,24,17,Drew Brees pass complete short left to Reggie Bush for 6 yards (tackle by Ryan Clark),0.660,0.760
3,14:11,3,4,NOR 40,24,17,Reggie Bush left tackle for 11 yards (tackle by Tyrone Carter),0.760,2.320
3,13:38,1,10,PIT 49,24,17,Drew Brees pass complete short right to Terrance Copper for 11 yards (tackle by Ike Taylor),2.320,3.050
3,13:04,1,10,PIT 38,24,17,Drew Brees pass incomplete short left intended for Reggie Bush,3.050,2.510
3,13:00,2,10,PIT 38,24,17,"Drew Brees pass complete short middle to Reggie Bush for 4 yards (tackle by James Farrior). Penalty on Jahri Evans: Unnecessary Roughness, 15 yards",2.510,0.370
3,13:00,3,21,PIT 49,24,17,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Joey Porter),0.370,0.000
3,12:36,4,21,PIT 49,24,17,"Steve Weatherford punts 40 yards, fair catch by Santonio Holmes",0.000,0.380
3,12:32,1,10,PIT 9,24,17,Willie Parker right guard for no gain (tackle by Hollis Thomas and Scott Fujita),-0.380,-0.780
3,11:54,2,10,PIT 9,24,17,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington (defended by Josh Bullocks),-0.780,-1.420
3,11:48,3,10,PIT 9,24,17,Ben Roethlisberger pass complete deep middle to Nate Washington for 22 yards (tackle by Josh Bullocks),-1.420,1.000
3,11:11,1,10,PIT 31,24,17,Willie Parker middle for 13 yards (tackle by Scott Shanle and Jason Craft),1.000,1.860
3,10:31,1,10,PIT 44,24,17,Ben Roethlisberger pass complete short right to Heath Miller for 22 yards (tackle by Josh Bullocks),1.860,3.310
3,9:52,1,10,NOR 34,24,17,Willie Parker right tackle for 4 yards (tackle by Omar Stoutmire and Rodney Leisle),3.310,3.310
3,9:11,2,6,NOR 30,24,17,Ben Roethlisberger pass complete short right to Willie Parker for 13 yards (tackle by Scott Shanle),3.310,4.440
3,8:26,1,10,NOR 17,24,17,Ben Roethlisberger pass complete short left to Willie Parker for -1 yards (tackle by Scott Shanle and Mark Simoneau),4.440,3.720
3,7:55,2,11,NOR 18,24,17,Ben Roethlisberger pass incomplete deep left intended for Heath Miller,3.720,3.000
3,7:49,3,11,NOR 18,24,17,Ben Roethlisberger pass incomplete short right intended for Nate Washington,3.000,2.250
3,7:46,4,11,NOR 18,24,17,Jeff Reed 35 yard field goal no good,2.250,-0.610
3,7:42,1,10,NOR 25,24,17,Drew Brees pass incomplete deep left intended for Terrance Copper,0.610,0.060
3,7:36,2,10,NOR 25,24,17,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Bryant McFadden),0.060,1.400
3,7:12,1,10,NOR 37,24,17,"Reggie Bush right end for 6 yards (tackle by Larry Foote). Reggie Bush fumbles (forced by Larry Foote), recovered by Ryan Clark at NOR-43 and returned for 5 yards (tackle by Marques Colston)",1.400,-3.050
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
3,7:03,1,10,NOR 38,24,23,"Ben Roethlisberger pass complete deep left to Cedrick Wilson for 38 yards, touchdown",3.050,7.000
3,,,,NOR 2,24,24,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,24,24,"Jeff Reed kicks off 56 yards, returned by Jamal Jones for 17 yards (tackle by Mike Logan)",0.000,1.000
3,6:50,1,10,NOR 31,24,24,Deuce McAllister middle for 3 yards (tackle by Aaron Smith and Ryan Clark),1.000,0.870
3,6:18,2,7,NOR 34,24,24,Drew Brees pass complete short middle to Reggie Bush for 13 yards (tackle by James Farrior),0.870,2.060
3,5:39,1,10,NOR 47,24,24,Drew Brees pass complete short left to Terrance Copper for 32 yards (tackle by Tyrone Carter),2.060,4.170
3,5:05,1,10,PIT 21,24,24,Reggie Bush left guard for 2 yards (tackle by James Farrior and Casey Hampton),4.170,3.900
3,4:38,2,8,PIT 19,24,24,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Brett Keisel),3.900,3.180
3,4:34,3,8,PIT 19,24,24,"Drew Brees middle for 5 yards (tackle by Clark Haggans). Drew Brees fumbles (forced by Clark Haggans), recovered by Jahri Evans at PIT-14",3.180,2.610
3,3:34,4,3,PIT 14,24,24,John Carney 32 yard field goal no good,2.610,-0.410
3,3:29,1,10,PIT 22,24,24,Ben Roethlisberger sacked by Antwan Lake for -8 yards,0.410,-1.330
3,2:57,2,18,PIT 14,24,24,Willie Parker left guard for 72 yards (tackle by Mike McKenzie),-1.330,4.650
3,2:04,1,10,NOR 14,24,24,Najeh Davenport left tackle for 1 yard (tackle by Scott Shanle and Mark Simoneau),4.650,4.160
3,1:22,2,9,NOR 13,24,24,Willie Parker left end for 9 yards (tackle by Scott Fujita),4.160,6.280
3,0:36,1,4,NOR 4,24,24,Willie Parker right guard for 1 yard (tackle by Brian Young),6.280,5.530
Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NOR 3,24,30,"Willie Parker right end for 3 yards, touchdown",5.530,7.000
4,,,,NOR 2,24,31,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,24,31,"Jeff Reed kicks off 61 yards, returned by Jamal Jones for 19 yards (tackle by Anthony Smith)",0.000,0.810
4,14:49,1,10,NOR 28,24,31,Drew Brees pass complete short left to Mike Karney for 4 yards (tackle by Larry Foote and Bryant McFadden),0.810,0.800
4,14:08,2,6,NOR 32,24,31,Drew Brees pass complete short right to Reggie Bush for 7 yards,0.800,1.530
4,13:47,1,10,NOR 39,24,31,Reggie Bush middle for no gain (tackle by Aaron Smith and Casey Hampton),1.530,0.990
4,13:10,2,10,NOR 39,24,31,Deuce McAllister right guard for 2 yards (tackle by Clark Haggans and Casey Hampton),0.990,0.560
4,12:32,3,8,NOR 41,24,31,Drew Brees pass complete short middle to Marques Colston for 16 yards (tackle by Anthony Madison),0.560,2.720
4,11:51,1,10,PIT 43,24,31,Drew Brees pass complete short left to Mike Karney for 4 yards (tackle by Larry Foote and James Farrior),2.720,2.720
4,11:10,2,6,PIT 39,24,31,Drew Brees pass incomplete short right intended for Terrance Copper (defended by Clark Haggans),2.720,2.010
4,11:04,3,6,PIT 39,24,31,Drew Brees pass incomplete short right intended for Marques Colston,2.010,0.660
4,11:00,4,6,PIT 39,24,31,"Steve Weatherford punts 39 yards, touchback",0.660,-0.280
4,10:50,1,10,PIT 20,24,31,Ben Roethlisberger pass incomplete short right intended for Cedrick Wilson,0.280,-0.270
4,10:47,2,10,PIT 20,24,31,Willie Parker right end for 76 yards (tackle by Jason Craft),-0.270,6.280
4,10:00,,,,24,31,Timeout #1 by Pittsburgh Steelers,0.000,6.280
4,10:00,1,4,NOR 4,24,37,"Willie Parker left end for 4 yards, touchdown",6.280,7.000
4,,,,NOR 2,24,38,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,24,38,"Jeff Reed kicks off 44 yards, returned by Mike Karney for 10 yards (tackle by James Farrior)",0.000,1.330
4,9:51,1,10,NOR 36,24,38,"Penalty on Terrance Copper: False Start, 5 yards (no play)",1.330,1.000
4,9:51,1,15,NOR 31,24,38,Drew Brees pass complete deep right to Aaron Stecker for 48 yards (tackle by Ike Taylor),1.000,4.170
4,9:15,1,10,PIT 21,24,38,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Larry Foote and James Farrior),4.170,5.370
4,8:37,1,8,PIT 8,24,38,"Penalty on Casey Hampton: Defensive Offside, 4 yards (no play)",5.370,6.280
4,8:14,1,4,PIT 4,24,38,Drew Brees pass incomplete short left intended for Mark Campbell,6.280,5.340
4,8:09,2,4,PIT 4,30,38,"Drew Brees for no gain. Drew Brees fumbles, recovered by Deuce McAllister at PIT-4 and returned for 4 yards, touchdown",5.340,7.000
4,,,,PIT 2,31,38,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,31,38,"John Carney kicks off 58 yards, returned by Sean Morey for 15 yards (tackle by DeJuan Groce)",0.000,0.740
4,8:01,1,10,PIT 27,31,38,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.740,0.200
4,7:54,2,10,PIT 27,31,38,Willie Parker right tackle for 2 yards (tackle by Mike McKenzie and Josh Bullocks),0.200,-0.230
4,7:12,3,8,PIT 29,31,38,Ben Roethlisberger pass complete short left to Hines Ward for 17 yards (tackle by DeJuan Groce),-0.230,1.990
4,6:38,1,10,PIT 46,31,38,Willie Parker right guard for 1 yard (tackle by Antwan Lake and Charles Grant),1.990,1.590
4,5:56,2,9,PIT 47,31,38,Willie Parker right guard for 2 yards (tackle by Omar Stoutmire),1.590,1.160
4,5:21,,,,31,38,Timeout #2 by New Orleans Saints,0.000,1.160
4,5:21,3,7,PIT 49,31,38,Ben Roethlisberger pass complete short left to Najeh Davenport for 4 yards (tackle by Charles Grant),1.160,0.130
4,4:40,4,3,NOR 47,31,38,Chris Gardocki punts 28 yards,0.130,-0.150
4,4:31,1,10,NOR 19,31,38,Deuce McAllister middle for 7 yards (tackle by Brett Keisel and Clark Haggans),0.150,0.610
4,4:06,2,3,NOR 26,31,38,Deuce McAllister right guard for 4 yards (tackle by Aaron Smith),0.610,0.940
4,3:35,1,10,NOR 30,31,38,Drew Brees right guard for 3 yards (tackle by Brett Keisel),0.940,0.800
4,2:53,2,7,NOR 33,31,38,"Drew Brees pass complete short middle to Marques Colston for 4 yards (tackle by Larry Foote). Penalty on Clark Haggans: Defensive Offside, 5 yards (no play)",0.800,1.470
4,2:48,2,2,NOR 38,31,38,Deuce McAllister right guard for 1 yard (tackle by Clark Haggans and Tyrone Carter),1.470,0.890
4,2:08,3,1,NOR 39,31,38,Drew Brees pass complete short right to Mark Campbell for 5 yards (tackle by James Farrior and Casey Hampton),0.890,1.860
4,2:00,1,10,NOR 44,31,38,Reggie Bush middle for 5 yards (tackle by Brett Keisel and Clark Haggans),1.860,1.990
4,1:29,2,5,NOR 49,31,38,Drew Brees pass incomplete deep left intended for Terrance Copper (defended by Bryant McFadden),1.990,1.290
4,1:29,3,5,NOR 49,31,38,Drew Brees left end for 6 yards (tackle by Ike Taylor),1.290,2.590
4,1:29,1,10,PIT 45,31,38,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Anthony Smith),2.590,2.040
4,0:52,2,10,PIT 45,31,38,Drew Brees pass incomplete short left intended for Reggie Bush,2.040,1.360
4,0:49,3,10,PIT 45,31,38,"Drew Brees pass complete deep middle to Terrance Copper for 20 yards (tackle by Tyrone Carter). Terrance Copper fumbles (forced by Tyrone Carter), recovered by Ryan Clark at PIT-25 (tackle by Omar Stoutmire)",1.360,-0.610
4,0:39,1,10,PIT 25,31,38,Ben Roethlisberger kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
