Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Quan Cosby,CIN,0,0,,0,0,4,6,1.5,0,5
Andre Caldwell,CIN,0,0,,0,0,1,0,0.0,0,0
Bernard Scott,CIN,5,97,19.4,0,33,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Kyle Wilson,NYJ,1,7,7.0,0,7,2,1,0.5,0,1
Jim Leonhard,NYJ,0,0,,0,0,2,9,4.5,0,5
Brad Smith,NYJ,3,122,40.7,1,89,0,0,,0,0
