Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Nick Folk kicks off 62 yards, returned by Bernard Scott for 11 yards (tackle by Josh Mauga)",0.000,0.150
1,14:55,1,10,CIN 19,0,0,Cedric Benson right guard for no gain (tackle by Calvin Pace),0.150,-0.390
1,14:16,2,10,CIN 19,0,0,Carson Palmer pass complete short right to Jermaine Gresham for 11 yards (tackle by Eric Smith and Bart Scott),-0.390,0.940
1,13:36,1,10,CIN 30,0,0,Cedric Benson left tackle for no gain (tackle by Bryan Thomas and Shaun Ellis),0.940,0.390
1,12:51,2,10,CIN 30,0,0,Cedric Benson right tackle for no gain (tackle by Bart Scott),0.390,-0.300
1,12:04,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,-0.300
1,12:04,3,10,CIN 30,0,0,Carson Palmer pass complete short right to Chad Johnson for 10 yards (tackle by Antonio Cromartie),-0.300,1.600
1,11:20,1,10,CIN 40,0,0,Carson Palmer pass incomplete deep right intended for Jermaine Gresham,1.600,1.050
1,11:15,2,10,CIN 40,0,0,Cedric Benson left tackle for no gain (tackle by Eric Smith),1.050,0.370
1,10:32,3,10,CIN 40,0,0,Carson Palmer pass incomplete short left intended for Jordan Shipley,0.370,-0.720
1,10:27,4,10,CIN 40,0,0,"Kevin Huber punts 39 yards, returned by Kyle Wilson for no gain. Penalty on Antonio Cromartie: Illegal Block Above the , 9 yards",-0.720,0.380
1,10:18,1,10,NYJ 9,0,0,Mark Sanchez pass incomplete short right intended for Braylon Edwards (defended by Domata Peko),-0.380,-0.780
1,10:14,2,10,NYJ 9,0,0,LaDainian Tomlinson left tackle for 2 yards (tackle by Pat Sims and Keith Rivers),-0.780,-1.190
1,9:27,3,8,NYJ 11,0,0,Mark Sanchez pass complete short right to Dustin Keller for 18 yards (tackle by Leon Hall),-1.190,0.870
1,8:47,1,10,NYJ 29,0,0,LaDainian Tomlinson left end for 5 yards (tackle by Rey Maualuga and Keith Rivers),0.870,1.000
1,8:06,2,5,NYJ 34,0,0,Mark Sanchez pass complete short right to Braylon Edwards for 15 yards (tackle by Jonathan Wade),1.000,2.190
1,7:23,1,10,NYJ 49,0,0,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,2.190,1.650
1,7:23,2,10,NYJ 49,0,0,Brad Smith left tackle for 1 yard (tackle by Domata Peko and Keith Rivers),1.650,1.090
1,6:35,3,9,,0,0,Mark Sanchez pass complete short right to Santonio Holmes for -1 yards (tackle by Jonathan Wade),1.090,-0.130
1,6:01,4,10,NYJ 49,0,0,"Steve Weatherford punts 44 yards, returned by Quan Cosby for 1 yard (tackle by Drew Coleman)",-0.130,0.380
1,5:53,1,10,CIN 8,0,0,Carson Palmer pass incomplete short right intended for Reggie Kelly,-0.380,-0.780
1,5:49,2,10,CIN 8,0,0,Cedric Benson left end for 7 yards (tackle by Bart Scott),-0.780,-0.600
1,5:08,3,3,CIN 15,0,0,Carson Palmer pass incomplete deep left intended for Chad Johnson,-0.600,-2.440
1,5:02,4,3,CIN 15,0,0,"Kevin Huber punts 40 yards, returned by Jim Leonhard for 5 yards (tackle by Cary Harris). Penalty on Matthew Mulligan: Offensive Holding, 10 yards",-2.440,-1.530
1,4:52,1,10,NYJ 39,0,0,Shonn Greene middle for 7 yards (tackle by Dhani Jones),1.530,1.930
1,4:14,2,3,NYJ 46,0,0,Shonn Greene left tackle for 4 yards (tackle by Rey Maualuga),1.930,2.260
1,3:36,1,10,,0,0,Mark Sanchez pass complete short middle to Shonn Greene for 11 yards (tackle by Rey Maualuga),2.260,2.980
1,2:53,1,10,CIN 39,0,0,"LaDainian Tomlinson left end for 3 yards (tackle by Keith Rivers). Penalty on Braylon Edwards: Illegal Block Above the , 10 yards",2.980,2.520
1,2:26,1,17,CIN 46,0,0,Mark Sanchez sacked by Carlos Dunlap for -6 yards,2.520,0.690
1,1:46,2,23,NYJ 48,0,0,Brad Smith right end for 1 yard (tackle by Domata Peko),0.690,0.170
1,1:01,3,22,NYJ 49,0,0,Mark Sanchez pass complete short right to Dustin Keller for 7 yards (tackle by Dhani Jones),0.170,0.330
1,0:33,4,15,CIN 44,0,0,"Steve Weatherford punts 34 yards, returned by Quan Cosby for no gain",0.330,0.380
1,0:23,1,10,CIN 10,0,0,Carson Palmer pass complete short left to Chad Johnson for 12 yards (tackle by Antonio Cromartie),-0.380,0.410
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 22,0,0,Cedric Benson left guard for 8 yards (tackle by Eric Smith),0.410,0.950
2,14:33,2,2,CIN 30,0,0,Carson Palmer pass complete short left to Terrell Owens for 4 yards (tackle by Eric Smith),0.950,1.200
2,13:55,1,10,CIN 34,0,0,Carson Palmer pass incomplete short right intended for Jermaine Gresham,1.200,0.660
2,13:50,2,10,CIN 34,0,0,Cedric Benson right end for 1 yard (tackle by Calvin Pace),0.660,0.100
2,13:12,3,9,CIN 35,0,0,Carson Palmer pass incomplete deep left intended for Terrell Owens is intercepted by Jim Leonhard at NYJ-21 and returned for 2 yards,0.100,-0.480
2,13:06,1,10,NYJ 23,0,0,LaDainian Tomlinson left guard for 7 yards (tackle by Nedu Ndukwe),0.480,0.880
2,12:33,2,3,NYJ 30,0,0,LaDainian Tomlinson left tackle for 4 yards (tackle by Carlos Dunlap and Dhani Jones),0.880,1.200
2,11:55,1,10,NYJ 34,0,0,"Mark Sanchez pass complete deep right to Dustin Keller for 21 yards (tackle by Reggie Nelson). Penalty on Jonathan Wade: Face Mask (15 Yards), 15 yards",1.200,3.580
2,11:34,1,10,CIN 30,0,0,LaDainian Tomlinson right tackle for 9 yards (tackle by Reggie Nelson and Tom Nelson),3.580,4.250
2,11:05,2,1,CIN 21,0,0,LaDainian Tomlinson right tackle for 6 yards (tackle by Reggie Nelson),4.250,4.580
2,10:28,1,10,CIN 15,0,0,LaDainian Tomlinson left guard for 2 yards (tackle by Domata Peko),4.580,4.280
2,9:51,2,8,CIN 13,0,0,Mark Sanchez pass incomplete short right intended for Braylon Edwards,4.280,3.400
2,9:46,3,8,CIN 13,0,0,Mark Sanchez pass complete short left to Braylon Edwards for 5 yards (tackle by Brandon Johnson),3.400,2.980
2,9:04,4,3,CIN 8,0,3,Nick Folk 27 yard field goal good,2.980,3.000
2,,,,NYJ 30,0,3,"Nick Folk kicks off 56 yards, returned by Bernard Scott for 33 yards (tackle by Jim Leonhard)",0.000,2.060
