Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2,8:54,1,10,CIN 47,0,3,Carson Palmer pass complete short left to Terrell Owens for 5 yards (tackle by Eric Smith),2.060,2.190
2,8:11,2,5,NYJ 48,0,3,Cedric Benson right tackle for 3 yards (tackle by Sione Pouha),2.190,1.880
2,7:34,3,2,NYJ 45,0,3,Carson Palmer pass complete short right to Brian Leonard for 3 yards (tackle by Drew Coleman),1.880,2.790
2,6:55,1,10,NYJ 42,0,3,Cedric Benson right tackle for 14 yards (tackle by Eric Smith),2.790,3.710
2,6:14,1,10,NYJ 28,0,3,Cedric Benson right guard for no gain (tackle by David Harris and Calvin Pace),3.710,3.170
2,5:31,2,10,NYJ 28,0,3,"Carson Palmer pass incomplete deep middle intended for Terrell Owens is intercepted by Antonio Cromartie at NYJ-6 and returned for 9 yards. Penalty on David Harris: Illegal Block Above the , 3 yards",3.170,0.380
2,5:18,1,10,NYJ 3,0,3,Shonn Greene left guard for 6 yards (tackle by Dhani Jones and Rey Maualuga),-0.380,-0.340
2,4:35,2,4,NYJ 9,0,3,Shonn Greene right end for 7 yards (tackle by Rey Maualuga and Clinton McDonald),-0.340,-0.140
2,3:57,1,10,NYJ 16,0,3,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Leon Hall),-0.140,-0.660
2,3:54,2,10,NYJ 16,0,3,LaDainian Tomlinson left tackle for 1 yard (tackle by Rey Maualuga),-0.660,-1.200
2,3:12,3,9,NYJ 17,0,3,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,-1.200,-2.320
2,3:05,4,9,NYJ 17,0,3,"Steve Weatherford punts 46 yards, returned by Quan Cosby for no gain",-2.320,-1.400
2,2:54,1,10,CIN 37,0,3,Carson Palmer pass complete short left to Jermaine Gresham for 25 yards (tackle by Eric Smith),1.400,3.050
2,2:08,1,10,NYJ 38,0,3,Cedric Benson right end for -2 yards (tackle by Bart Scott),3.050,2.240
2,2:00,2,12,NYJ 40,0,3,Carson Palmer pass complete short right to Chad Johnson for 8 yards (tackle by Antonio Cromartie),2.240,2.610
2,1:55,3,4,NYJ 32,0,3,Carson Palmer pass complete short right to Chad Johnson for 11 yards (tackle by Antonio Cromartie),2.610,4.170
2,1:29,1,10,NYJ 21,0,3,Carson Palmer pass incomplete deep left intended for Jordan Shipley,4.170,3.630
2,1:29,2,10,NYJ 21,0,3,"Penalty on Trevor Pryce: Encroachment, 5 yards (no play)",3.630,4.370
2,1:25,2,5,NYJ 16,0,3,Carson Palmer pass complete short left to Jordan Shipley for 5 yards (tackle by Drew Coleman),4.370,4.840
2,1:21,,,,0,3,Timeout #2 by Cincinnati Bengals,0.000,4.840
2,1:21,1,10,NYJ 11,0,3,Carson Palmer pass incomplete short left intended for Brian Leonard,4.840,4.140
2,1:17,2,10,NYJ 11,0,3,"Carson Palmer pass incomplete short right intended for Terrell Owens (defended by Eric Smith). Penalty on Drew Coleman: Unnecessary Roughness, 6 yards (no play)",4.140,6.060
2,1:09,1,5,NYJ 5,0,3,Carson Palmer pass complete short middle to Brian Leonard for no gain,6.060,5.150
2,0:54,2,5,NYJ 5,0,3,Carson Palmer pass incomplete short left intended for Chad Johnson,5.150,4.260
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:54,3,5,NYJ 5,6,3,"Carson Palmer pass complete short right to Jordan Shipley for 5 yards, touchdown",4.260,7.000
2,,,,NYJ 2,7,3,Aaron Pettrey kicks extra point good,0.000,0.000
2,,,,CIN 30,7,3,"Aaron Pettrey kicks off 54 yards, returned by Brad Smith for 15 yards (tackle by Leon Hall)",0.000,1.000
2,0:32,1,10,NYJ 31,7,3,Mark Sanchez pass complete short right to LaDainian Tomlinson for 5 yards (tackle by Dhani Jones),1.000,1.140
2,0:25,2,5,NYJ 36,7,3,Mark Sanchez pass complete short left to Santonio Holmes for 11 yards,1.140,2.060
2,0:20,1,10,NYJ 47,7,3,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,2.060,1.520
2,0:16,2,10,NYJ 47,7,3,Mark Sanchez pass complete deep right to Brad Smith for 23 yards (tackle by Jonathan Wade),1.520,3.580
2,0:09,,,,7,3,Timeout #1 by New York Jets,0.000,3.580
2,0:09,1,10,CIN 30,7,3,LaDainian Tomlinson middle for 4 yards (tackle by Dhani Jones),3.580,3.570
2,0:06,,,,7,3,Timeout #3 by Cincinnati Bengals,0.000,3.570
2,0:06,2,6,CIN 26,7,3,Nick Folk 44 yard field goal no good,3.570,-1.200
2,0:01,1,10,CIN 34,7,3,Carson Palmer kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,7,3,"Aaron Pettrey kicks off 57 yards, returned by Brad Smith for 18 yards (tackle by Jeromy Miles)",0.000,1.000
3,14:55,1,10,NYJ 31,7,3,Mark Sanchez pass complete deep right to Santonio Holmes for 16 yards (tackle by Dhani Jones),1.000,2.060
3,14:24,1,10,NYJ 47,7,9,"Brad Smith left end for 53 yards, touchdown",2.060,7.000
3,,,,CIN 2,7,10,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,7,10,"Nick Folk kicks off 56 yards, returned by Bernard Scott for 16 yards (tackle by Eric Smith)",0.000,0.940
3,14:08,1,10,CIN 30,7,10,Cedric Benson right tackle for 3 yards (tackle by Eric Smith),0.940,0.800
3,13:27,2,7,CIN 33,7,10,Carson Palmer pass incomplete short right intended for Jermaine Gresham (defended by Antonio Cromartie),0.800,0.100
3,13:22,3,7,CIN 33,7,10,Carson Palmer pass incomplete short left intended for Jordan Shipley (defended by Jason Taylor),0.100,-1.180
3,13:18,4,7,CIN 33,7,10,"Kevin Huber punts 57 yards, returned by Kyle Wilson for 1 yard (tackle by Jeromy Miles)",-1.180,0.370
3,13:07,1,10,NYJ 11,7,10,Mark Sanchez pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Nedu Ndukwe),-0.370,0.360
3,12:29,2,1,NYJ 20,7,10,Shonn Greene right guard for 2 yards (tackle by Dhani Jones),0.360,0.410
3,11:51,1,10,NYJ 22,7,10,Shonn Greene right end for 6 yards (tackle by Reggie Nelson),0.410,0.680
3,11:23,2,4,NYJ 28,7,10,Mark Sanchez pass incomplete short left intended for Braylon Edwards (defended by Michael Johnson),0.680,-0.030
3,11:20,3,4,NYJ 28,7,10,Mark Sanchez pass complete short middle to Santonio Holmes for 5 yards (tackle by Dhani Jones),-0.030,1.140
3,10:42,1,10,NYJ 33,7,10,Shonn Greene right end for 3 yards (tackle by Keith Rivers),1.140,1.000
3,10:05,2,7,NYJ 36,7,10,Mark Sanchez pass incomplete short right intended for Shonn Greene is intercepted by Rey Maualuga at NYJ-48 and returned for 11 yards,1.000,-3.120
3,9:52,1,10,NYJ 37,7,10,Chad Johnson pass incomplete deep right intended for Terrell Owens,3.120,2.570
3,9:42,2,10,NYJ 37,7,10,Cedric Benson right guard for 1 yard (tackle by David Harris),2.570,2.010
3,9:01,3,9,NYJ 36,7,10,Carson Palmer right end for 6 yards (tackle by Calvin Pace),2.010,1.480
3,8:11,,,,7,10,Timeout #1 by Cincinnati Bengals,0.000,1.480
3,8:11,4,3,NYJ 30,7,10,"Carson Palmer pass incomplete short right intended for Jordan Shipley. Penalty on James Ihedigbo: Roughing the Passer, 15 yards (no play)",1.480,4.580
3,8:06,1,10,NYJ 15,7,10,Cedric Benson right tackle for 2 yards (tackle by Mike DeVito and Sione Pouha),4.580,4.280
3,7:29,2,8,NYJ 13,7,10,Carson Palmer pass incomplete short left intended for Chad Johnson,4.280,3.400
3,7:21,3,8,NYJ 13,7,10,Carson Palmer pass complete short middle to Jordan Shipley for 4 yards (tackle by David Harris),3.400,2.900
3,6:37,4,4,NYJ 9,7,10,Aaron Pettrey 27 yard field goal no good,2.900,-0.280
3,6:32,1,10,NYJ 20,7,10,Mark Sanchez pass complete short right to Dustin Keller for 3 yards (tackle by Michael Johnson and Keith Rivers),0.280,0.140
3,5:51,2,7,NYJ 23,7,10,LaDainian Tomlinson right guard for 2 yards (tackle by Pat Sims and Domata Peko),0.140,-0.300
3,5:14,3,5,NYJ 25,7,10,Mark Sanchez pass incomplete short right intended for Braylon Edwards (defended by Jonathan Wade),-0.300,-1.700
3,5:09,4,5,NYJ 25,7,10,"Steve Weatherford punts 39 yards, muffed catch by Andre Caldwell, recovered by James Ihedigbo and returned for no gain",-1.700,4.650
3,4:57,1,10,CIN 14,7,10,Shonn Greene right guard for 1 yard (tackle by Pat Sims and Robert Geathers),4.650,4.160
3,4:14,2,9,CIN 13,7,16,"Mark Sanchez pass complete short right to Santonio Holmes for 13 yards, touchdown",4.160,7.000
3,,,,CIN 2,7,17,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,7,17,"Nick Folk kicks off 56 yards, returned by Bernard Scott for 18 yards (tackle by Jim Leonhard)",0.000,1.070
3,4:03,1,10,CIN 32,7,17,Carson Palmer pass complete short right to Terrell Owens for 8 yards (tackle by Darrelle Revis),1.070,1.610
3,3:22,2,2,CIN 40,7,17,Cedric Benson left tackle for no gain (tackle by Bart Scott),1.610,0.890
3,2:38,3,2,CIN 40,7,17,Cedric Benson right guard for 1 yard (tackle by Shaun Ellis),0.890,-0.650
3,1:49,4,1,CIN 41,7,17,"Kevin Huber punts 51 yards, returned by Jim Leonhard for 5 yards. Penalty on Antonio Cromartie: Illegal Block Above the , 6 yards",-0.650,0.380
3,1:36,1,10,NYJ 7,7,17,Shonn Greene left tackle for no gain (tackle by Pat Sims),-0.380,-0.780
3,0:59,2,10,NYJ 7,7,17,Mark Sanchez pass complete short right to Patrick Turner for 5 yards (tackle by Brandon Johnson),-0.780,-0.840
3,0:16,3,5,NYJ 12,7,17,Mark Sanchez sacked by Carlos Dunlap for -11 yards,-0.840,-2.490
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,NYJ 1,7,17,Steve Weatherford punts 23 yards,-2.490,-3.970
4,14:50,1,10,NYJ 24,7,17,Carson Palmer pass incomplete short left intended for Cedric Benson (defended by Jason Taylor),3.970,3.430
4,14:46,2,10,NYJ 24,7,17,Carson Palmer pass complete short right to Jordan Shipley for 12 yards (tackle by Jim Leonhard),3.430,4.780
4,14:07,1,10,NYJ 12,7,17,Cedric Benson left guard for no gain (tackle by Calvin Pace),4.780,4.100
4,13:25,2,10,NYJ 12,7,17,Cedric Benson left tackle for 3 yards (tackle by Trevor Pryce and David Harris),4.100,3.700
4,12:43,3,7,NYJ 9,7,17,Carson Palmer pass incomplete short middle intended for Terrell Owens (defended by Brodney Pool),3.700,2.830
4,12:37,4,7,NYJ 9,10,17,Aaron Pettrey 28 yard field goal good,2.830,3.000
4,,,,CIN 30,10,23,"Aaron Pettrey kicks off 59 yards, returned by Brad Smith for 89 yards, touchdown",0.000,7.000
4,,,,CIN 2,10,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,10,24,"Nick Folk kicks off 64 yards, returned by Bernard Scott for 19 yards (tackle by Josh Mauga)",0.000,0.610
4,12:13,1,10,CIN 25,10,24,Carson Palmer pass incomplete short left intended for Cedric Benson (defended by Jason Taylor),0.610,0.060
4,12:08,2,10,CIN 25,10,24,Carson Palmer sacked by Calvin Pace for -4 yards,0.060,-1.150
4,11:27,3,14,CIN 21,10,24,Carson Palmer pass incomplete short left intended for Jermaine Gresham,-1.150,-1.960
4,11:22,4,14,CIN 21,10,24,"Kevin Huber punts 37 yards, fair catch by Jim Leonhard",-1.960,-1.730
4,11:14,1,10,NYJ 42,10,24,LaDainian Tomlinson right tackle for 3 yards (tackle by Keith Rivers),1.730,1.590
4,10:41,2,7,NYJ 45,10,24,LaDainian Tomlinson middle for 1 yard (tackle by Domata Peko and Rey Maualuga),1.590,1.030
4,9:58,3,6,NYJ 46,10,24,Mark Sanchez pass incomplete short right intended for Santonio Holmes,1.030,-0.320
4,9:53,4,6,NYJ 46,10,24,"Steve Weatherford punts 54 yards, touchback",-0.320,-0.280
4,9:44,1,10,CIN 20,10,24,"Carson Palmer pass incomplete short right intended for Chad Johnson. Penalty on Bobbie Williams: Face Mask (15 Yards), 10 yards (no play)",0.280,-0.760
4,9:39,1,20,CIN 10,10,24,Carson Palmer pass complete short right to Cedric Benson for no gain,-0.760,-1.510
4,9:07,2,20,CIN 10,10,24,Carson Palmer sacked by David Harris for -8 yards,-1.510,-3.530
4,8:30,3,28,CIN 2,10,24,Carson Palmer pass complete short left to Jordan Shipley for 12 yards (tackle by Jim Leonhard),-3.530,-2.470
4,8:12,4,16,CIN 14,10,24,"Kevin Huber punts 39 yards, fair catch by Kyle Wilson",-2.470,-2.060
4,8:04,1,10,NYJ 47,10,24,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,2.060,1.520
4,7:56,2,10,NYJ 47,10,24,Shonn Greene left guard for 2 yards (tackle by Nedu Ndukwe and Keith Rivers),1.520,1.090
4,7:15,3,8,NYJ 49,10,24,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson (defended by Michael Johnson),1.090,-0.130
4,7:09,4,8,NYJ 49,10,24,"Steve Weatherford punts 45 yards, fair catch by Quan Cosby",-0.130,0.380
4,7:02,1,10,CIN 6,10,24,Carson Palmer pass incomplete deep middle intended for Terrell Owens,-0.380,-0.780
4,6:57,2,10,CIN 6,10,26,"Carson Palmer sacked by Trevor Pryce for -6 yards, safety",-0.780,-2.000
4,,,,CIN 20,10,26,"Kevin Huber kicks off 62 yards, returned by Kyle Wilson for 7 yards (tackle by Tom Nelson)",0.000,0.610
4,6:46,1,10,NYJ 25,10,26,Shonn Greene right tackle for 9 yards (tackle by Dhani Jones and Nedu Ndukwe),0.610,1.280
4,6:00,2,1,NYJ 34,10,26,Shonn Greene left guard for 2 yards (tackle by Domata Peko),1.280,1.330
4,5:16,1,10,NYJ 36,10,26,Shonn Greene right guard for 4 yards (tackle by Domata Peko),1.330,1.330
4,5:08,,,,10,26,Timeout #2 by Cincinnati Bengals,0.000,1.330
4,5:08,2,6,NYJ 40,10,26,Shonn Greene right guard for -4 yards (tackle by Rey Maualuga and Leon Hall),1.330,0.100
4,5:03,,,,10,26,Timeout #3 by Cincinnati Bengals,0.000,0.100
4,5:03,3,10,NYJ 36,10,26,Shonn Greene left end for 7 yards (tackle by Michael Johnson),0.100,-0.520
4,4:19,4,3,NYJ 43,10,26,"Steve Weatherford punts 47 yards, returned by Quan Cosby for 5 yards (tackle by John Conner)",-0.520,0.220
4,4:07,1,10,CIN 15,10,26,Carson Palmer pass incomplete short right intended for Jermaine Gresham,-0.220,-0.710
4,4:01,2,10,CIN 15,10,26,Carson Palmer pass incomplete short left intended for Chad Johnson,-0.710,-1.370
4,3:57,3,10,CIN 15,10,26,Carson Palmer pass incomplete deep left intended for Chad Johnson,-1.370,-2.440
4,3:50,4,10,CIN 15,10,26,Kevin Huber punts 27 yards,-2.440,-2.790
4,3:41,1,10,CIN 42,10,26,Shonn Greene right tackle for 4 yards (tackle by Dhani Jones and Michael Johnson),2.790,2.780
4,3:00,2,6,CIN 38,10,26,Shonn Greene right guard for 1 yard (tackle by Michael Johnson),2.780,2.210
4,2:16,3,5,CIN 37,10,26,Shonn Greene right tackle for 9 yards (tackle by Keith Rivers and Michael Johnson),2.210,3.710
4,2:00,1,10,CIN 28,10,26,Mark Sanchez kneels for -1 yards,3.710,3.030
4,1:19,2,11,CIN 29,10,26,Mark Sanchez kneels for -2 yards,3.030,2.080
4,0:37,3,13,CIN 31,10,26,Mark Sanchez kneels for -1 yards,2.080,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
