Quarter,Time,Tm,Detail,NYJ,DEN
1.0,4:05,Broncos,Javonte Williams 1 yard rush (Brandon McManus kick),0,7
2.0,14:50,Broncos,Brandon McManus 45 yard field goal,0,10
,0:56,Broncos,Melvin Gordon 1 yard rush (Brandon McManus kick),0,17
3.0,9:23,Broncos,Brandon McManus 47 yard field goal,0,20
4.0,6:41,Broncos,Brandon McManus 21 yard field goal,0,23
,1:00,Broncos,Brandon McManus 36 yard field goal,0,26
