Quarter,Time,Tm,Detail,SEA,STL
1.0,9:01,Seahawks,Stephen Hauschka 24 yard field goal,3,0
,5:19,Rams,Tre Mason 6 yard rush (Greg Zuerlein kick),3,7
2.0,13:12,Rams,Benny Cunningham 5 yard pass from Austin Davis (Greg Zuerlein kick),3,14
,7:05,Rams,Stedman Bailey 90 yard punt return (Greg Zuerlein kick),3,21
,0:07,Seahawks,Stephen Hauschka 35 yard field goal,6,21
3.0,4:22,Seahawks,Russell Wilson 19 yard rush (Stephen Hauschka kick),13,21
4.0,9:44,Seahawks,Cooper Helfet 19 yard pass from Russell Wilson (pass failed),19,21
,5:36,Rams,Lance Kendricks 4 yard pass from Austin Davis (Greg Zuerlein kick),19,28
,3:18,Seahawks,Doug Baldwin 9 yard pass from Russell Wilson (Stephen Hauschka kick),26,28
