Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,5:49,3,15,SEA 15,3,21,Russell Wilson pass complete short right to Paul Richardson for 5 yards (tackle by Lamarcus Joyner),-1.860,-2.030
2,5:22,4,10,SEA 20,3,21,"Jon Ryan punts 33 yards, fair catch by Tavon Austin",-2.030,-2.060
2,5:11,1,10,STL 47,3,21,Tre Mason up the middle for 5 yards (tackle by Malcolm Smith),2.060,2.190
2,4:39,2,5,SEA 48,3,21,Tre Mason left tackle for 7 yards (tackle by K.J. Wright and Earl Thomas),2.190,2.850
2,3:57,1,10,SEA 41,3,21,Tavon Austin up the middle for 3 yards (tackle by Kam Chancellor),2.850,2.710
2,3:12,2,7,SEA 38,3,21,Austin Davis pass complete short middle to Benny Cunningham for 6 yards (tackle by Malcolm Smith),2.710,2.810
2,2:30,3,1,SEA 32,3,21,Tre Mason up the middle for -2 yards (tackle by Michael Bennett),2.810,1.090
2,2:00,4,3,SEA 34,3,21,Greg Zuerlein 52 yard field goal no good,1.090,-1.730
2,1:55,1,10,SEA 42,3,21,Russell Wilson pass complete short left to Cooper Helfet for 22 yards (tackle by James Laurinaitis and Janoris Jenkins),1.730,3.180
2,1:40,1,10,STL 36,3,21,"Penalty on Justin Britt: False Start, 5 yards (no play)",3.180,2.850
2,1:40,1,15,STL 41,3,21,Russell Wilson pass incomplete short left intended for Robert Turbin,2.850,1.960
2,1:36,2,15,STL 41,3,21,Russell Wilson pass complete deep middle to Cooper Helfet for 20 yards (tackle by Lamarcus Joyner),1.960,4.170
2,1:10,1,10,STL 21,3,21,Russell Wilson pass complete short right to Robert Turbin for 9 yards (tackle by Lamarcus Joyner and Alec Ogletree),4.170,4.170
2,1:04,1,10,STL 21,3,21,Timeout #1 by Seattle Seahawks,4.170,5.160
2,1:04,2,1,STL 12,3,21,Russell Wilson for 5 yards (tackle by E.J. Gaines),5.160,5.600
2,0:58,1,7,STL 7,3,21,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",5.600,4.640
2,0:58,1,12,STL 12,3,21,Russell Wilson pass incomplete short right intended for Paul Richardson,4.640,3.860
2,0:52,2,12,STL 12,3,21,Marshawn Lynch left tackle for -5 yards (tackle by Aaron Donald),3.860,3.860
2,0:17,2,12,STL 12,3,21,Timeout #2 by Seattle Seahawks,3.860,2.740
2,0:17,3,17,STL 17,3,21,Russell Wilson pass incomplete deep left intended for Cooper Helfet,2.740,2.310
2,0:10,4,17,STL 17,6,21,Steven Hauschka 35 yard field goal good,2.310,3.000
2,0:10,,,SEA 35,6,21,Steven Hauschka kicks off 43 yards,0.000,-0.410
2,0:07,1,10,STL 22,6,21,Austin Davis kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,6,21,"Greg Zuerlein kicks off 71 yards, returned by Bryan Walters for 16 yards (tackle by Rodney McLeod)",0.000,0.380
3,14:57,1,10,SEA 10,6,21,Marshawn Lynch left tackle for -1 yards (tackle by Aaron Donald),-0.380,-0.850
3,14:21,2,11,SEA 9,6,21,Russell Wilson pass complete short right to Marshawn Lynch for 6 yards (tackle by Jo-Lonn Dunbar),-0.850,-0.840
3,13:43,3,5,SEA 15,6,21,Russell Wilson pass complete short right to Paul Richardson for 11 yards (tackle by E.J. Gaines),-0.840,0.670
3,13:06,1,10,SEA 26,6,21,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,0.670,0.130
3,12:57,2,10,SEA 26,6,21,Russell Wilson pass complete short left to Kevin Norwood for 4 yards (tackle by Marcus Roberson and Robert Quinn),0.130,-0.030
3,12:17,3,6,SEA 30,6,21,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Michael Brockers),-0.030,-1.370
3,12:11,4,6,SEA 30,6,21,"Jon Ryan punts 49 yards, fair catch by Tavon Austin",-1.370,-0.340
3,12:03,1,10,STL 21,6,21,Tre Mason right tackle for 2 yards (tackle by Richard Sherman),0.340,0.070
3,11:25,2,8,STL 23,6,21,Tre Mason up the middle for 3 yards (tackle by Malcolm Smith and Brandon Mebane),0.070,-0.230
3,10:46,3,5,STL 26,6,21,Austin Davis pass incomplete short left intended for Kenny Britt (defended by DeShawn Shead),-0.230,-1.630
3,10:41,4,5,STL 26,6,21,"Johnny Hekker punts 56 yards, returned by Bryan Walters for 11 yards (tackle by Jake McQuaide). Penalty on Robert Turbin: Illegal Block Above the Waist, 10 yards",-1.630,-0.040
3,10:28,1,10,SEA 18,6,21,Russell Wilson pass complete short left to Doug Baldwin for 5 yards (tackle by T.J. McDonald),0.040,0.280
3,10:03,2,5,SEA 23,6,21,Marshawn Lynch right end for 7 yards (tackle by E.J. Gaines),0.280,0.940
3,9:36,1,10,SEA 30,6,21,Russell Wilson right end for 12 yards (tackle by Rodney McLeod),0.940,1.730
3,8:57,1,10,SEA 42,6,21,Russell Wilson pass complete short left to Doug Baldwin for 10 yards (tackle by Kendall Langford),1.730,2.390
3,8:13,1,10,STL 48,6,21,Marshawn Lynch up the middle for 3 yards (tackle by Jo-Lonn Dunbar),2.390,2.250
3,7:33,2,7,STL 45,6,21,"Marshawn Lynch for 18 yards (tackle by E.J. Gaines). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",2.250,0.900
3,7:02,2,17,SEA 45,6,21,Russell Wilson pass incomplete deep right intended for Doug Baldwin,0.900,0.230
3,6:53,3,17,SEA 45,6,21,Russell Wilson pass complete short right to Doug Baldwin for 19 yards (tackle by E.J. Gaines),0.230,3.180
3,6:16,1,10,STL 36,6,21,Russell Wilson pass incomplete short right intended for Cooper Helfet,3.180,2.640
3,6:11,2,10,STL 36,6,21,Marshawn Lynch right tackle for 10 yards (tackle by Lamarcus Joyner),2.640,3.840
3,5:37,1,10,STL 26,6,21,Christine Michael right tackle for 3 yards (tackle by Eugene Sims and Alec Ogletree),3.840,3.700
3,4:58,2,7,STL 23,6,21,Russell Wilson pass complete short right to Jermaine Kearse for 4 yards (tackle by E.J. Gaines),3.700,3.570
3,4:29,3,3,STL 19,12,21,"Russell Wilson right end for 19 yards, touchdown",3.570,7.000
3,4:29,,,STL 2,13,21,Steven Hauschka kicks extra point good,0.000,0.000
3,4:29,,,SEA 35,13,21,"Steven Hauschka kicks off 73 yards, returned by Benny Cunningham for 29 yards (tackle by O'Brien Schofield)",0.000,-0.340
3,4:14,1,10,STL 21,13,21,Austin Davis pass complete short middle to Jared Cook for 6 yards (tackle by Kam Chancellor),0.340,0.610
3,3:38,2,4,STL 27,13,21,Austin Davis pass complete short right to Cory Harkey for 9 yards (tackle by K.J. Wright and Earl Thomas),0.610,1.330
3,2:56,1,10,STL 36,13,21,Austin Davis pass complete short middle to Jared Cook for 10 yards (tackle by Kam Chancellor and K.J. Wright),1.330,1.990
3,2:21,1,10,STL 46,13,21,Tavon Austin right end for no gain (tackle by Richard Sherman),1.990,1.450
3,1:39,2,10,STL 46,13,21,Tre Mason right guard for -2 yards (tackle by Jeron Johnson),1.450,0.500
3,1:00,3,12,STL 44,13,21,Austin Davis pass complete short left to Benny Cunningham for 11 yards (tackle by Earl Thomas),0.500,0.270
3,0:13,4,1,SEA 45,13,21,"Penalty on Austin Davis: Delay of Game, 5 yards (no play)",0.270,-0.060
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,,13,21,"Johnny Hekker punts 41 yards, fair catch by Bryan Walters",-0.060,0.380
4,14:54,1,10,SEA 9,13,21,Robert Turbin left tackle for 6 yards (tackle by James Laurinaitis),-0.380,-0.280
4,14:24,2,4,SEA 15,13,21,Russell Wilson right end for 7 yards (tackle by Robert Quinn),-0.280,0.410
4,13:38,1,10,SEA 22,13,21,Marshawn Lynch left tackle for 1 yard (tackle by T.J. McDonald and Michael Brockers),0.410,0.000
4,13:01,2,9,SEA 23,13,21,Marshawn Lynch left tackle for no gain (tackle by T.J. McDonald and William Hayes),0.000,-0.690
4,12:15,3,9,SEA 23,13,21,Russell Wilson left end for 52 yards (tackle by Janoris Jenkins),-0.690,-0.690
4,11:18,3,9,SEA 23,13,21,Timeout #1 by Seattle Seahawks,-0.690,3.910
4,11:18,1,10,STL 25,13,21,Marshawn Lynch up the middle for 4 yards (tackle by Robert Quinn),3.910,3.900
4,10:45,2,6,STL 21,13,21,Russell Wilson pass complete short right to Robert Turbin for 6 yards (tackle by Alec Ogletree),3.900,4.580
4,9:57,1,10,STL 15,13,21,"Marshawn Lynch left end for 6 yards. Penalty on Alvin Bailey: Offensive Holding, 10 yards",4.580,4.270
4,9:51,1,14,STL 19,19,21,"Russell Wilson pass complete deep left to Cooper Helfet for 19 yards, touchdown",4.270,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,9:51,,,,19,21,"Two Point Attempt: Russell Wilson pass incomplete intended for Jermaine Kearse, conversion fails",0.000,-1.000
4,9:51,,,SEA 35,19,21,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,9:44,1,10,STL 20,19,21,Austin Davis pass complete deep middle to Brian Quick for 19 yards (tackle by Malcolm Smith and Marcus Burley),0.280,1.530
4,8:59,1,10,STL 39,19,21,Austin Davis pass complete short middle to Lance Kendricks for 13 yards (tackle by Malcolm Smith),1.530,2.390
4,8:18,1,10,SEA 48,19,21,Tavon Austin up the middle for 4 yards (tackle by Malcolm Smith),2.390,2.390
4,7:35,2,6,SEA 44,19,21,Austin Davis pass incomplete short right intended for Lance Kendricks,2.390,1.690
4,7:24,3,6,SEA 44,19,21,Austin Davis pass complete deep left to Chris Givens for 30 yards (tackle by Marcus Burley),1.690,4.650
4,6:54,1,10,SEA 14,19,21,Tre Mason left end for 10 yards (tackle by K.J. Wright),4.650,4.650
4,6:23,1,10,SEA 14,19,21,Timeout #1 by St. Louis Rams,4.650,6.280
4,6:23,1,4,SEA 4,19,21,Tre Mason right tackle for no gain (tackle by Michael Bennett),6.280,5.340
4,5:44,2,4,SEA 4,19,27,"Austin Davis pass complete short right to Lance Kendricks for 4 yards, touchdown",5.340,7.000
4,5:44,,,SEA 2,19,28,Greg Zuerlein kicks extra point good,0.000,0.000
4,5:44,,,STL 35,19,28,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,5:36,1,10,SEA 20,19,28,Russell Wilson pass complete short left to Marshawn Lynch for 12 yards (tackle by Janoris Jenkins),0.280,1.070
4,5:18,1,10,SEA 32,19,28,Russell Wilson pass complete deep middle to Doug Baldwin for 22 yards (tackle by Janoris Jenkins),1.070,2.520
4,4:51,1,10,STL 46,19,28,Russell Wilson up the middle for 7 yards (tackle by Rodney McLeod),2.520,2.920
4,4:16,2,3,STL 39,19,28,Russell Wilson pass complete short left to Paul Richardson for 7 yards (tackle by Janoris Jenkins),2.920,3.450
4,4:16,1,10,STL 32,19,28,"Marshawn Lynch up the middle for 5 yards (tackle by Robert Quinn). Penalty on James Carpenter: Offensive Holding, 10 yards (no play)",3.450,2.790
4,4:11,1,20,STL 42,19,28,Russell Wilson left end for 4 yards (tackle by Lamarcus Joyner),2.790,2.090
4,4:02,2,16,STL 38,19,28,Russell Wilson pass complete short middle to Jermaine Kearse for 29 yards (tackle by Alec Ogletree),2.090,5.140
4,3:30,1,9,STL 9,19,28,Russell Wilson pass incomplete short left intended for Jermaine Kearse,5.140,4.380
4,3:22,2,9,STL 9,25,28,"Russell Wilson pass complete short right to Doug Baldwin for 9 yards, touchdown",4.380,7.000
4,3:22,,,STL 2,26,28,Steven Hauschka kicks extra point good,0.000,0.000
4,3:22,,,SEA 35,26,28,"Steven Hauschka kicks off 62 yards, returned by Tavon Austin for 8 yards (tackle by Kevin Norwood)",0.000,0.370
4,3:14,1,10,STL 11,26,28,Benny Cunningham left tackle for -2 yards (tackle by Michael Bennett),-0.370,-0.370
4,3:09,1,10,STL 11,26,28,Timeout #2 by Seattle Seahawks,-0.370,-0.930
4,3:09,2,12,STL 9,26,28,Austin Davis pass complete short right to Jared Cook for 9 yards (tackle by Richard Sherman),-0.930,-0.930
4,2:59,2,12,STL 9,26,28,Timeout #3 by Seattle Seahawks,-0.930,-0.600
4,2:59,3,3,STL 18,26,28,Austin Davis pass incomplete short left intended for Tavon Austin (defended by Richard Sherman),-0.600,-2.240
4,2:55,4,3,STL 18,26,28,Johnny Hekker pass complete short left to Benny Cunningham for 18 yards (tackle by DeShawn Shead),-2.240,1.330
4,2:10,1,10,STL 36,26,28,Tre Mason up the middle for 1 yard (tackle by Brandon Mebane),1.330,0.930
4,2:00,2,9,STL 37,26,28,Tre Mason left tackle for 8 yards (tackle by Kam Chancellor),0.930,0.930
4,1:14,2,9,STL 37,26,28,Timeout #2 by St. Louis Rams,0.930,1.290
4,1:14,3,1,STL 45,26,28,"Tre Mason left tackle for 9 yards (tackle by Malcolm Smith). Tre Mason fumbles (forced by Malcolm Smith), recovered by Cory Harkey at SEA-32",1.290,2.850
4,1:14,1,10,SEA 41,26,28,Austin Davis kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
