Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
2,13:40,2,4,CHI 30,3,0,Donovan McNabb pass complete to Terrell Owens for 12 yards (tackle by R.W. McQuarters),3.450,4.370
2,12:59,1,10,CHI 18,3,0,Donovan McNabb pass complete to Brian Westbrook for 3 yards (tackle by R.W. McQuarters),4.370,4.250
2,12:21,2,7,CHI 15,3,0,Brian Westbrook right tackle for 1 yard (tackle by Michael Haynes),4.250,3.630
2,11:39,3,6,CHI 14,3,0,"Donovan McNabb pass complete to Freddie Mitchell for 7 yards (tackle by Todd Johnson). Penalty on Chad Lewis: Offensive Pass Interference, 10 yards (no play)",3.630,2.340
2,11:08,3,16,CHI 24,3,0,Donovan McNabb pass incomplete intended for Todd Pinkston,2.340,1.870
2,11:04,4,16,CHI 24,6,0,David Akers 42 yard field goal good,1.870,3.000
2,,,,PHI 30,6,0,"David Akers kicks off 74 yards, returned by Bernard Berrian for 24 yards (tackle by J.R. Reed). Penalty on Jason Short: Unnecessary Roughness, 15 yards",0.000,1.270
2,10:51,1,10,CHI 35,6,0,Jonathan Quinn pass complete to Desmond Clark for 5 yards (tackle by Mark Simoneau),1.270,1.400
2,10:25,2,5,CHI 40,6,0,Thomas Jones left end for -3 yards (tackle by Hugh Douglas),1.400,0.300
2,9:45,3,8,CHI 37,6,0,Jonathan Quinn pass incomplete intended for Bobby Wade (defended by Ike Reese),0.300,-0.910
2,9:41,4,8,CHI 37,6,0,"Brad Maynard punts 46 yards. Penalty on J.R. Reed: Offensive Holding, 8 yards",-0.910,0.380
2,9:33,1,10,PHI 9,6,0,Brian Westbrook left end for no gain (tackle by R.W. McQuarters),-0.380,-0.780
2,8:59,2,10,PHI 9,6,0,Donovan McNabb pass complete to Chad Lewis for 9 yards (tackle by Hunter Hillenmeyer),-0.780,-0.370
2,8:15,3,1,PHI 18,6,0,Donovan McNabb pass incomplete intended for Brian Westbrook,-0.370,-2.240
2,8:08,4,1,PHI 18,6,0,"Dirk Johnson punts 36 yards, muffed catch by R.W. McQuarters, recovered by Dhani Jones and returned for no gain",-2.240,2.460
2,7:59,1,10,CHI 47,6,0,Greg Lewis left end for 11 yards (tackle by Hunter Hillenmeyer),2.460,3.180
2,7:18,1,10,CHI 36,6,0,Brian Westbrook right end for 8 yards (tackle by Michael Green),3.180,3.720
2,6:36,2,2,CHI 28,6,0,"Donovan McNabb pass complete to Brian Westbrook for 6 yards (tackle by Tommie Harris). Penalty on Adewale Ogunleye: Roughing the Passer, 11 yards",3.720,4.840
2,6:08,1,10,CHI 11,12,0,"Donovan McNabb pass complete to Terrell Owens for 11 yards, touchdown",4.840,7.000
2,,,,CHI 2,13,0,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,13,0,"David Akers kicks off 69 yards, returned by Bernard Berrian for 28 yards (tackle by Ike Reese)",0.000,0.870
2,5:55,1,10,CHI 29,13,0,Jonathan Quinn pass incomplete intended for Dustin Lyman,0.870,0.330
2,5:51,2,10,CHI 29,13,0,Thomas Jones left tackle for 1 yard (tackle by Corey Simon),0.330,-0.230
2,5:14,3,9,CHI 30,13,0,Jonathan Quinn pass incomplete intended for Bobby Wade (defended by Darwin Walker),-0.230,-1.370
2,5:10,4,9,CHI 30,13,0,"Brad Maynard punts 49 yards, returned by Reno Mahe for 10 yards (tackle by Patrick Mannelly). Penalty on L.J. Smith: Defensive Holding, 10 yards",-1.370,0.350
2,5:00,1,10,PHI 12,13,0,Donovan McNabb pass complete to Terrell Owens for 44 yards (tackle by R.W. McQuarters),-0.350,2.650
2,4:33,1,10,CHI 44,13,0,Donovan McNabb pass complete to Freddie Mitchell for 13 yards (tackle by Michael Green),2.650,3.510
2,3:57,1,10,CHI 31,13,0,Donovan McNabb pass complete to Brian Westbrook for 3 yards (tackle by Hunter Hillenmeyer),3.510,3.370
2,3:19,2,7,CHI 28,13,0,Brian Westbrook left end for 4 yards (tackle by Hunter Hillenmeyer),3.370,3.200
2,2:40,3,3,CHI 24,13,0,Dorsey Levens right tackle for no gain (tackle by Lance Briggs),3.200,1.970
2,2:01,4,3,CHI 24,16,0,David Akers 42 yard field goal good,1.970,3.000
2,,,,PHI 30,16,0,"David Akers kicks off 70 yards, returned by Bernard Berrian for 33 yards (tackle by Quintin Mikell)",0.000,1.140
2,1:49,1,10,CHI 33,16,0,Jonathan Quinn pass complete to David Terrell for 12 yards (tackle by Brian Dawkins),1.140,1.930
2,1:30,1,10,CHI 45,16,0,Jonathan Quinn pass complete to David Terrell for 6 yards (tackle by Brian Dawkins),1.930,2.190
2,1:27,2,4,PHI 49,16,0,"Jonathan Quinn pass incomplete intended for Justin Gage (defended by Michael Lewis). Penalty on Lito Sheppard: Defensive Holding, 5 yards (no play)",2.190,2.650
2,1:22,1,10,PHI 44,16,0,Thomas Jones right guard for 11 yards (tackle by Michael Lewis),2.650,3.380
2,1:02,1,10,PHI 33,16,0,Jonathan Quinn pass complete to Thomas Jones for 8 yards (tackle by Ike Reese),3.380,3.920
2,0:54,,,,16,0,Timeout #1 by Chicago Bears,0.000,3.920
2,0:54,2,2,PHI 25,16,0,Jonathan Quinn pass complete to David Terrell for 2 yards (tackle by Dhani Jones),3.920,4.040
2,0:37,1,10,PHI 23,16,0,Jonathan Quinn pass complete to Bobby Wade for 3 yards (tackle by Brian Dawkins),4.040,3.900
2,0:33,2,7,PHI 20,16,0,Jonathan Quinn pass incomplete intended for Bernard Berrian,3.900,3.200
2,0:29,3,7,PHI 20,16,0,Jonathan Quinn pass complete to Bobby Wade for 13 yards (tackle by Dhani Jones),3.200,5.600
2,0:29,,,,16,0,Timeout #2 by Chicago Bears,0.000,5.600
2,0:22,1,7,PHI 7,16,0,Jonathan Quinn pass incomplete intended for Desmond Clark (defended by Ike Reese),5.600,4.760
2,0:18,2,7,PHI 7,16,0,Jonathan Quinn pass incomplete intended for Bernard Berrian (defended by Lito Sheppard),4.760,3.810
2,0:14,,,,16,0,Timeout #2 by Philadelphia Eagles,0.000,3.810
2,0:14,3,7,PHI 7,16,0,Jonathan Quinn pass incomplete intended for Thomas Jones,3.810,2.970
2,0:09,4,7,PHI 7,16,3,Paul Edinger 25 yard field goal good,2.970,3.000
2,,,,CHI 30,16,3,"Paul Edinger kicks off 61 yards, returned by J.R. Reed for 18 yards (tackle by Alfonso Marshall)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,16,3,"David Akers kicks off 64 yards, returned by Bernard Berrian for 22 yards (tackle by Quintin Mikell)",0.000,0.810
3,14:55,1,10,CHI 28,16,3,Jonathan Quinn pass complete to Thomas Jones for 3 yards (tackle by Lito Sheppard),0.810,0.670
3,14:19,2,7,CHI 31,16,3,Jonathan Quinn pass incomplete intended for David Terrell,0.670,-0.030
3,14:15,3,7,CHI 31,16,3,Jonathan Quinn pass incomplete intended for David Terrell,-0.030,-1.310
3,14:11,4,7,CHI 31,16,3,Brad Maynard punts 37 yards,-1.310,-1.140
3,13:58,1,10,PHI 33,16,3,Donovan McNabb pass complete to Terrell Owens for 7 yards (tackle by Michael Green),1.140,1.540
3,13:25,2,3,PHI 40,16,3,Brian Westbrook left end for 7 yards (tackle by Bobby Gray),1.540,2.060
3,12:49,1,10,PHI 47,16,3,Donovan McNabb pass incomplete intended for Todd Pinkston. Penalty on Terrell Owens: Illegal Formation (Declined),2.060,1.520
3,12:42,2,10,PHI 47,16,3,"Penalty on Artis Hicks: False Start, 5 yards (no play)",1.520,0.840
3,12:42,2,15,PHI 42,16,3,Brian Westbrook left tackle for 8 yards (tackle by Hunter Hillenmeyer),0.840,1.220
3,11:58,3,7,CHI 50,16,3,Donovan McNabb pass incomplete intended for Freddie Mitchell is intercepted by Nathan Vasher at CHI-31 and returned for -3 yards (tackle by Freddie Mitchell),1.220,-0.810
3,11:49,1,10,CHI 28,16,3,Jonathan Quinn pass complete to Bryan Johnson for 5 yards (tackle by Lito Sheppard),0.810,0.940
3,11:25,2,5,CHI 33,16,3,Thomas Jones left guard for 6 yards (tackle by Brian Dawkins),0.940,1.530
3,10:46,1,10,CHI 39,16,3,Thomas Jones right end for 1 yard (tackle by Mark Simoneau and Michael Lewis),1.530,1.120
3,10:04,2,9,CHI 40,16,3,"Jonathan Quinn pass complete to Bryan Johnson for 6 yards (tackle by Nate Wayne). Penalty on Hollis Thomas: Defensive Holding, 5 yards (no play)",1.120,1.930
3,9:52,1,10,CHI 45,16,3,Thomas Jones right end for 2 yards (tackle by Mark Simoneau),1.930,1.650
3,9:07,2,8,CHI 47,16,3,Jonathan Quinn sacked by Hugh Douglas for -6 yards,1.650,0.170
3,8:34,3,14,CHI 41,16,3,Jonathan Quinn sacked by Lito Sheppard for -8 yards,0.170,-1.180
3,8:30,4,22,CHI 33,16,3,"Brad Maynard punts 39 yards, returned by Reno Mahe for no gain",-1.180,-0.810
3,8:21,1,10,PHI 28,16,3,Donovan McNabb pass complete to Brian Westbrook for 9 yards (tackle by Bobby Gray),0.810,1.480
3,7:54,2,1,PHI 37,16,3,Brian Westbrook left tackle for 6 yards (tackle by Lance Briggs and Todd McMillon),1.480,1.800
3,7:13,1,10,PHI 43,16,3,Dorsey Levens right end for 9 yards (tackle by Nathan Vasher),1.800,2.470
3,6:30,2,1,CHI 48,16,3,Dorsey Levens left tackle for 2 yards (tackle by Ian Scott and Hunter Hillenmeyer),2.470,2.520
3,5:50,1,10,CHI 46,16,3,Donovan McNabb pass incomplete intended for Chad Lewis,2.520,1.980
3,5:43,2,10,CHI 46,16,3,"Penalty on Donovan McNabb: Delay of Game, 5 yards (no play)",1.980,1.300
3,5:43,2,15,PHI 49,16,3,Brian Westbrook left end for 29 yards (tackle by Todd Johnson),1.300,4.110
3,4:58,,,,16,3,Timeout #1 by Chicago Bears,0.000,4.110
3,4:58,1,10,CHI 22,16,3,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Hunter Hillenmeyer),4.110,3.560
3,4:55,2,10,CHI 22,16,3,Donovan McNabb pass incomplete intended for Brian Westbrook,3.560,2.870
3,4:51,3,10,CHI 22,16,3,Donovan McNabb pass incomplete intended for Freddie Mitchell,2.870,1.990
3,4:46,4,10,CHI 22,19,3,David Akers 40 yard field goal good,1.990,3.000
3,,,,PHI 30,19,3,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,4:41,1,10,CHI 20,19,3,Thomas Jones left end for 5 yards (tackle by Michael Lewis),0.280,0.410
3,4:01,2,5,CHI 25,19,3,Jonathan Quinn pass complete to Bryan Johnson for 4 yards (tackle by Brian Dawkins),0.410,0.230
3,3:15,3,1,CHI 29,19,3,Jonathan Quinn pass incomplete intended for Bryan Johnson,0.230,-1.440
3,3:12,4,1,CHI 29,19,3,"Brad Maynard punts 48 yards, returned by Reno Mahe for 9 yards (tackle by John Gilmore)",-1.440,-1.070
3,3:01,1,10,PHI 32,19,3,Brian Westbrook right tackle for no gain (tackle by Adewale Ogunleye),1.070,0.530
3,2:26,2,10,PHI 32,19,3,Brian Westbrook left end for 9 yards (tackle by Michael Green and Michael Haynes),0.530,1.030
3,1:43,3,1,PHI 41,19,3,Brian Westbrook right end for -1 yards (tackle by Hunter Hillenmeyer),1.030,-0.720
3,1:05,4,2,PHI 40,19,3,Dirk Johnson punts 31 yards,-0.720,-0.870
3,0:56,1,10,CHI 29,19,3,Thomas Jones right guard for -4 yards (tackle by Hollis Thomas),0.870,-0.210
3,0:19,2,14,CHI 25,19,3,Jonathan Quinn pass complete to Dustin Lyman for 1 yard (tackle by Dhani Jones),-0.210,-0.760
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,CHI 26,19,3,Jonathan Quinn pass complete to Thomas Jones for 7 yards (tackle by Sheldon Brown),-0.760,-1.180
4,14:42,4,6,CHI 33,19,3,Brad Maynard punts 34 yards,-1.180,-1.200
4,14:35,1,10,PHI 34,19,3,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Lance Briggs),1.200,0.660
4,14:30,2,10,PHI 34,19,3,Donovan McNabb pass complete to Terrell Owens for 13 yards (tackle by Lance Briggs),0.660,2.060
4,13:55,1,10,PHI 47,19,3,Donovan McNabb pass incomplete intended for Terrell Owens,2.060,1.520
4,13:47,2,10,PHI 47,19,3,Brian Westbrook left tackle for 9 yards (tackle by Todd Johnson),1.520,2.020
4,13:19,3,1,CHI 44,19,3,Donovan McNabb right end for 2 yards (tackle by Lance Briggs),2.020,2.790
4,12:34,1,10,CHI 42,19,3,Brian Westbrook left end for 11 yards (tackle by R.W. McQuarters),2.790,3.510
4,12:00,1,10,CHI 31,19,3,Brian Westbrook sacked by Michael Green for -4 yards,3.510,2.430
4,11:33,2,14,CHI 35,19,3,Brian Westbrook right guard for -3 yards (tackle by Adewale Ogunleye),2.430,1.360
4,10:51,3,17,CHI 38,19,3,Donovan McNabb pass complete to Brian Westbrook for 20 yards (tackle by Todd Johnson),1.360,4.370
4,10:19,1,10,CHI 18,19,3,Dorsey Levens right end for 2 yards (tackle by Israel Idonije),4.370,4.090
4,9:41,2,8,CHI 16,19,3,Donovan McNabb pass incomplete intended for L.J. Smith,4.090,3.300
4,9:35,3,8,CHI 16,19,3,Donovan McNabb pass complete to Brian Westbrook for -5 yards (tackle by Ian Scott),3.300,2.060
4,8:52,4,13,CHI 21,19,3,David Akers 39 yard field goal no good,2.060,-0.940
4,8:48,1,10,CHI 30,19,3,Jonathan Quinn pass complete to Bryan Johnson for no gain,0.940,0.390
4,8:10,2,10,CHI 30,19,3,Jonathan Quinn pass complete to Thomas Jones for 6 yards (tackle by Derrick Burgess),0.390,0.500
4,7:28,3,4,CHI 36,19,3,Jonathan Quinn pass complete to David Terrell for 7 yards (tackle by Sheldon Brown),0.500,1.800
4,6:55,1,10,CHI 43,19,3,Jonathan Quinn pass complete to Thomas Jones for 4 yards (tackle by Nate Wayne),1.800,1.790
4,6:28,2,6,CHI 47,19,3,Jonathan Quinn pass complete to David Terrell for 32 yards (tackle by Michael Lewis),1.790,4.170
4,6:12,1,10,PHI 21,19,3,Jonathan Quinn pass incomplete intended for Bernard Berrian,4.170,3.630
4,6:09,2,10,PHI 21,19,3,Jonathan Quinn pass incomplete intended for Bobby Wade,3.630,2.940
4,6:05,3,10,PHI 21,19,3,Jonathan Quinn pass complete to David Terrell for 9 yards (tackle by Roderick Hood),2.940,2.780
4,5:23,4,1,PHI 12,19,3,Thomas Jones right end for 4 yards (tackle by Mark Simoneau),2.780,5.370
4,4:44,1,8,PHI 8,19,3,Jonathan Quinn pass complete to Desmond Clark for 6 yards (tackle by Mark Simoneau),5.370,5.720
4,4:05,2,2,PHI 2,19,9,"Jonathan Quinn pass complete to Bryan Johnson for 2 yards, touchdown",5.720,7.000
4,,,,,19,9,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,CHI 30,19,9,"Paul Edinger kicks onside 12 yards, recovered by Ike Reese",0.000,2.790
4,3:56,1,10,CHI 42,19,9,Brian Westbrook left tackle for 4 yards (tackle by Ian Scott),2.790,2.780
4,3:20,2,6,CHI 38,19,9,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Michael Green),2.780,2.080
4,3:14,3,6,CHI 38,19,9,Donovan McNabb pass complete to Freddie Mitchell for 8 yards (tackle by Michael Green),2.080,3.580
4,2:34,1,10,CHI 30,19,9,Dorsey Levens right end for 3 yards (tackle by Tommie Harris and Ian Scott),3.580,3.440
4,2:29,,,,19,9,Timeout #2 by Chicago Bears,0.000,3.440
4,2:29,2,7,CHI 27,19,9,Brian Westbrook left guard for 2 yards (tackle by Ian Scott),3.440,3.010
4,2:24,,,,19,9,Timeout #3 by Chicago Bears,0.000,3.010
4,2:24,3,5,CHI 25,19,9,Brian Westbrook left end for -2 yards (tackle by Ian Scott),3.010,1.670
4,2:00,4,7,CHI 27,19,9,David Akers 45 yard field goal no good,1.670,-1.330
4,1:55,1,10,CHI 36,19,9,Jonathan Quinn pass incomplete intended for Bobby Wade,1.330,0.790
4,1:50,2,10,CHI 36,19,9,Jonathan Quinn pass complete to Bobby Wade for 7 yards (tackle by Derrick Burgess),0.790,1.030
4,1:33,3,3,CHI 43,19,9,Jonathan Quinn pass complete to David Terrell for 27 yards (tackle by Brian Dawkins). Penalty on Roderick Hood: Illegal Contact (Declined),1.030,3.580
4,1:27,1,10,PHI 30,19,9,Jonathan Quinn sacked by Derrick Burgess for -8 yards,3.580,1.950
4,1:05,2,18,PHI 38,19,9,Jonathan Quinn pass complete to Thomas Jones for 12 yards (tackle by Keith Adams),1.950,2.870
4,0:51,3,6,PHI 26,19,9,Jonathan Quinn pass complete to David Terrell for 7 yards (tackle by Roderick Hood). Penalty on Derrick Burgess: Defensive Offside (Declined),2.870,4.310
4,0:46,1,10,PHI 19,19,9,Jonathan Quinn pass incomplete intended for Bobby Wade,4.310,3.750
4,0:43,2,10,PHI 19,19,9,Jonathan Quinn sacked by Sam Rayburn for -1 yards,3.750,2.940
4,0:25,3,11,PHI 20,19,9,"Jonathan Quinn sacked by Hugh Douglas for -6 yards. Penalty on Bernard Berrian: False Start, 5 yards (no play)",2.940,2.280
4,0:14,3,16,PHI 25,19,9,Jonathan Quinn pass complete to Bobby Wade for 13 yards (tackle by Brian Dawkins),2.280,2.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
