Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
1,1:13,2,8,CIN 32,7,7,Brett Favre pass complete short left to Jerricho Cotchery for no gain,3.040,2.350
1,0:26,3,8,CIN 32,7,7,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",2.350,1.690
1,0:04,3,13,CIN 37,7,7,Brett Favre pass incomplete short middle intended for Chansi Stuckey (defended by Johnathan Joseph),1.690,0.790
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,CIN 37,7,7,"Reggie Hodges punts 33 yards, fair catch by Antonio Chatman",0.790,0.380
2,14:51,1,10,CIN 4,7,7,Chris Perry left end for -1 yards (tackle by Calvin Pace),-0.380,-0.850
2,14:15,2,11,CIN 3,7,7,Chris Perry right guard for 4 yards (tackle by Kris Jenkins and Mike DeVito),-0.850,-1.070
2,13:38,3,7,CIN 7,7,7,Ryan Fitzpatrick pass incomplete short left intended for Chris Perry,-1.070,-2.490
2,13:34,4,7,CIN 7,7,7,"Penalty on Daniel Coats: False Start, 3 yards (no play)",-2.490,-2.490
2,13:34,4,10,CIN 4,7,7,"Kyle Larson punts 44 yards, returned by Leon Washington for 14 yards",-2.490,-3.310
2,13:23,1,10,CIN 34,7,7,Brett Favre pass complete short middle to Leon Washington for 12 yards (tackle by Dhani Jones),3.310,4.110
2,12:39,1,10,CIN 22,7,7,Brett Favre pass complete short left to Laveranues Coles for 2 yards (tackle by Keith Rivers),4.110,3.830
2,11:53,2,8,CIN 20,7,7,Leon Washington right guard for no gain (tackle by Domata Peko and Nedu Ndukwe),3.830,3.140
2,11:07,3,8,CIN 20,7,7,Brett Favre pass incomplete deep right intended for Laveranues Coles (defended by David Jones),3.140,2.120
2,11:01,4,8,CIN 20,7,10,Jay Feely 38 yard field goal good,2.120,3.000
2,,,,NYJ 30,7,10,"Jay Feely kicks off 58 yards, returned by Glenn Holt for 12 yards (tackle by Wallace Wright)",0.000,0.540
2,10:51,1,10,CIN 24,7,10,Cedric Benson left tackle for 2 yards (tackle by Kenyon Coleman),0.540,0.270
2,10:15,2,8,CIN 26,7,10,Ryan Fitzpatrick pass complete short middle to T.J. Houshmandzadeh for 4 yards (tackle by Kerry Rhodes),0.270,0.100
2,9:29,3,4,CIN 30,7,10,"Ryan Fitzpatrick sacked by Hank Poteat for -5 yards. Ryan Fitzpatrick fumbles (forced by Hank Poteat), recovered by Calvin Pace at CIN-24 (tackle by Bobbie Williams)",0.100,-3.970
2,9:18,1,10,CIN 24,7,10,Thomas Jones left guard for 6 yards (tackle by Marvin White and Brandon Johnson),3.970,4.290
2,8:42,2,4,CIN 18,7,10,Brad Smith left end for 11 yards (tackle by Marvin White),4.290,5.600
2,8:03,1,7,CIN 7,7,16,"Thomas Jones left guard for 7 yards, touchdown",5.600,7.000
2,,,,CIN 2,7,17,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,17,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,7:57,1,10,CIN 20,7,17,"Penalty on Eric Ghiaciuc: False Start, 5 yards (no play)",0.280,-0.310
2,7:57,1,15,CIN 15,7,17,Ryan Fitzpatrick pass incomplete short left intended for Cedric Benson,-0.310,-1.070
2,7:52,2,15,CIN 15,7,17,Cedric Benson right end for -1 yards (tackle by David Harris),-1.070,-2.030
2,7:12,3,16,CIN 14,7,17,Ryan Fitzpatrick up the middle for 10 yards (tackle by Shaun Ellis),-2.030,-1.770
2,6:32,4,6,CIN 24,7,17,"Kyle Larson punts 52 yards, returned by Leon Washington for 10 yards (tackle by Dhani Jones)",-1.770,-1.200
2,6:18,1,10,NYJ 34,7,17,Brett Favre pass complete short left to Leon Washington for -4 yards (tackle by Domata Peko),1.200,0.120
2,5:34,2,14,NYJ 30,7,17,Thomas Jones left guard for 2 yards (tackle by Antwan Odom),0.120,-0.300
2,4:57,3,12,NYJ 32,7,17,Brett Favre pass complete short right to Laveranues Coles for 3 yards (tackle by Dhani Jones),-0.300,-1.040
2,4:25,4,9,NYJ 35,7,17,"Reggie Hodges punts 41 yards, returned by Antonio Chatman for 10 yards (tackle by Jesse Chatman)",-1.040,-1.200
2,4:13,1,10,CIN 34,7,17,Ryan Fitzpatrick pass complete deep right to Chad Ochocinco for 16 yards (tackle by Darrelle Revis),1.200,2.260
2,3:35,1,10,,7,17,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 3 yards (tackle by Kerry Rhodes),2.260,2.120
2,3:03,2,7,NYJ 47,7,17,Ryan Fitzpatrick pass complete short right to Chad Ochocinco for 6 yards,2.120,2.210
2,2:40,3,1,NYJ 41,7,17,Chris Perry up the middle for -1 yards (tackle by Abram Elam),2.210,0.460
2,2:04,4,2,NYJ 42,7,17,Ryan Fitzpatrick pass complete short right to T.J. Houshmandzadeh for 6 yards (tackle by Drew Coleman),0.460,3.180
2,1:57,1,10,NYJ 36,7,17,Ryan Fitzpatrick pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Drew Coleman),3.180,2.640
2,1:51,2,10,NYJ 36,7,17,Ryan Fitzpatrick pass complete short left to Chad Ochocinco for 9 yards (tackle by Dwight Lowery),2.640,3.140
2,1:30,3,1,NYJ 27,7,17,Ryan Fitzpatrick right guard for 2 yards (tackle by Kris Jenkins),3.140,3.910
2,1:28,,,,7,17,Timeout #1 by Cincinnati Bengals,0.000,3.910
2,1:28,1,10,NYJ 25,7,17,Ryan Fitzpatrick pass complete short right to T.J. Houshmandzadeh for 13 yards (tackle by Darrelle Revis),3.910,4.780
2,1:00,1,10,NYJ 12,7,17,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 7 yards (tackle by Dwight Lowery),4.780,5.410
2,0:48,,,,7,17,Timeout #2 by Cincinnati Bengals,0.000,5.410
2,0:48,2,3,NYJ 5,7,17,Ryan Fitzpatrick pass incomplete short right intended for Chris Henry,5.410,4.610
2,0:43,3,3,NYJ 5,7,17,Ryan Fitzpatrick pass complete short right to Ben Utecht for 4 yards (tackle by Hank Poteat),4.610,6.970
2,0:26,,,,7,17,Timeout #1 by New York Jets,0.000,6.970
2,0:26,1,1,NYJ 1,7,17,Chris Perry left guard for no gain (tackle by Kris Jenkins),6.970,5.910
2,0:08,2,1,NYJ 1,13,17,"Ryan Fitzpatrick right guard for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,NYJ 2,14,17,Dave Rayner kicks extra point good,0.000,0.000
2,,,,CIN 30,14,17,"Dave Rayner kicks off 70 yards, touchback",0.000,0.280
2,0:08,1,10,NYJ 20,14,17,Brett Favre kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,14,17,"Jay Feely kicks off 73 yards, returned by Glenn Holt for 41 yards (tackle by Hank Poteat)",0.000,1.470
3,14:52,1,10,CIN 38,14,17,Ryan Fitzpatrick pass incomplete short right intended for Chris Perry,1.470,0.920
3,14:47,2,10,CIN 38,14,17,Chris Perry left guard for no gain (tackle by Shaun Ellis and Kerry Rhodes),0.920,0.230
3,14:47,3,10,CIN 38,14,17,Ryan Fitzpatrick pass complete short left to Chad Ochocinco for 13 yards (tackle by Drew Coleman),0.230,2.320
3,13:28,1,10,NYJ 49,14,17,Chris Perry left guard for no gain (tackle by Kenyon Coleman),2.320,1.780
3,12:56,2,10,NYJ 49,14,17,Ryan Fitzpatrick pass incomplete short right intended for Ben Utecht (defended by Dwight Lowery),1.780,1.090
3,12:56,3,10,NYJ 49,14,17,"Ryan Fitzpatrick sacked by Calvin Pace for -8 yards. Ryan Fitzpatrick fumbles (forced by Calvin Pace), recovered by Ryan Fitzpatrick at CIN-45",1.090,-0.390
3,12:07,4,16,CIN 45,14,17,"Kyle Larson punts 46 yards, returned by Leon Washington for 14 yards (tackle by Glenn Holt)",-0.390,-0.480
3,11:51,1,10,NYJ 23,14,17,Thomas Jones right guard for 6 yards (tackle by Rashad Jeanty and Domata Peko),0.480,0.740
3,11:07,2,4,NYJ 29,14,17,Brett Favre pass complete deep left to Laveranues Coles for 29 yards (tackle by Leon Hall),0.740,2.790
3,10:29,1,10,CIN 42,14,17,Brett Favre pass complete deep right to Jerricho Cotchery for 18 yards (tackle by Johnathan Joseph),2.790,3.970
3,9:42,1,10,CIN 24,14,17,Thomas Jones left guard for 1 yard (tackle by Marvin White and Pat Sims),3.970,3.570
3,9:03,2,9,CIN 23,14,17,Brett Favre pass incomplete deep left intended for Bubba Franks is intercepted by Marvin White at CIN-3. Penalty on Chris Baker: Offensive Holding (Declined),3.570,0.380
3,8:54,1,10,CIN 3,14,17,Cedric Benson right tackle for 3 yards (tackle by Sione Pouha and Mike DeVito),-0.380,-0.560
3,8:15,2,7,CIN 6,14,17,Cedric Benson right guard for 2 yards (tackle by Kenyon Coleman and Sione Pouha),-0.560,-0.840
3,8:15,3,5,CIN 8,14,17,Ryan Fitzpatrick pass incomplete deep right intended for Chad Ochocinco,-0.840,-2.490
3,7:24,4,5,CIN 8,14,17,"Kyle Larson punts 39 yards, returned by Leon Washington for 22 yards (tackle by Rashad Jeanty)",-2.490,-3.910
3,7:12,1,10,CIN 25,14,17,Thomas Jones right tackle for 6 yards (tackle by Robert Geathers),3.910,4.200
3,6:39,2,4,CIN 19,14,17,Thomas Jones right guard for 1 yard (tackle by Pat Sims and Rashad Jeanty),4.200,3.660
3,6:39,3,3,CIN 18,14,17,Brett Favre sacked by Frostee Rucker for -7 yards,3.660,1.800
3,5:42,4,10,CIN 25,14,20,Jay Feely 43 yard field goal good,1.800,3.000
3,,,,NYJ 30,14,20,"Jay Feely kicks off 71 yards, returned by Glenn Holt for 19 yards (tackle by Ahmad Carroll)",0.000,0.040
3,5:30,1,10,CIN 18,14,20,Ryan Fitzpatrick pass complete short right to Chris Perry for no gain,0.040,-0.490
3,4:48,2,10,CIN 18,14,20,Ryan Fitzpatrick pass complete short right to Chad Ochocinco for 13 yards (tackle by Darrelle Revis),-0.490,1.000
3,4:10,1,10,CIN 31,14,20,Chris Perry right tackle for 2 yards (tackle by Eric Barton),1.000,0.730
3,3:33,2,8,CIN 33,14,20,Chris Perry right end for 3 yards (tackle by Abram Elam),0.730,0.430
3,3:33,3,5,CIN 36,14,20,Ryan Fitzpatrick pass incomplete short left intended for Chris Perry,0.430,-0.980
3,2:53,4,5,CIN 36,14,20,"Kyle Larson punts 35 yards, fair catch by Leon Washington",-0.980,-0.870
3,2:44,1,10,NYJ 29,14,20,Brett Favre pass complete short middle to Thomas Jones for 6 yards (tackle by Rashad Jeanty),0.870,1.140
3,2:04,2,4,NYJ 35,14,20,Brett Favre pass incomplete short right intended for Laveranues Coles (defended by Johnathan Joseph),1.140,0.430
3,2:04,3,4,NYJ 35,14,20,Brett Favre pass complete short left to Leon Washington for 6 yards (tackle by Dhani Jones),0.430,1.660
3,2:04,1,10,NYJ 41,14,20,Brett Favre pass incomplete short middle intended for Chris Baker (defended by Dhani Jones),1.660,1.120
3,1:09,2,10,NYJ 41,14,20,Thomas Jones right tackle for 4 yards (tackle by Keith Rivers),1.120,0.960
3,1:09,3,6,NYJ 45,14,20,Brett Favre pass complete short right to Jerricho Cotchery for 13 yards (tackle by Dhani Jones),0.960,2.790
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 42,14,20,Jesse Chatman right tackle for no gain (tackle by Domata Peko and Keith Rivers),2.790,2.240
4,14:16,2,10,CIN 42,14,20,Brett Favre pass complete short right to Jesse Chatman for 2 yards (tackle by Domata Peko),2.240,1.820
4,14:16,3,8,CIN 40,14,20,Brett Favre pass complete short right to Jerricho Cotchery for 11 yards (tackle by Johnathan Joseph),1.820,3.640
4,12:46,1,10,CIN 29,14,20,Leon Washington left guard for 3 yards (tackle by Pat Sims and Orien Harris),3.640,3.510
4,12:04,2,7,CIN 26,14,20,Brett Favre pass incomplete short right intended for Leon Washington,3.510,2.810
4,11:59,3,7,CIN 26,14,20,"Penalty on Leon Washington: False Start, 5 yards (no play)",2.810,2.150
4,11:59,3,12,CIN 31,14,20,Brett Favre pass incomplete deep right intended for Jerricho Cotchery is intercepted by Corey Lynch at CIN-2 and returned for 6 yards,2.150,0.380
4,11:48,1,10,CIN 8,14,20,Chris Perry right tackle for 2 yards (tackle by Bryan Thomas and David Harris),-0.380,-0.630
4,11:15,2,8,CIN 10,14,20,Ryan Fitzpatrick pass incomplete short left intended for Chris Perry,-0.630,-1.190
4,11:15,3,8,CIN 10,14,20,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 10 yards (tackle by Abram Elam),-1.190,0.280
4,10:30,1,10,CIN 20,14,20,Chris Perry right guard for 3 yards (tackle by Mike DeVito and David Harris),0.280,0.140
4,10:30,2,7,CIN 23,14,20,Ryan Fitzpatrick sacked by David Harris and Bryan Thomas for -8 yards,0.140,-1.860
4,10:30,3,15,CIN 15,14,20,Ryan Fitzpatrick left end for 2 yards (tackle by Calvin Pace),-1.860,-2.320
4,8:51,4,13,CIN 17,14,20,"Kyle Larson punts 41 yards, returned by Leon Washington for 17 yards",-2.320,-2.850
4,8:40,1,10,CIN 41,14,20,Thomas Jones left tackle for 1 yard (tackle by Pat Sims),2.850,2.440
4,7:57,2,9,CIN 40,14,20,Brett Favre pass complete short right to Laveranues Coles for 5 yards (tackle by Dhani Jones),2.440,2.410
4,7:09,,,,14,20,Timeout #1 by New York Jets,0.000,2.410
4,7:09,3,4,CIN 35,14,20,Brett Favre pass complete short left to Jerricho Cotchery for 10 yards (tackle by Nedu Ndukwe),2.410,3.910
4,6:27,1,10,CIN 25,14,20,Brett Favre pass complete short left to Laveranues Coles for 3 yards (tackle by Leon Hall),3.910,3.770
4,6:04,2,7,CIN 22,14,20,Thomas Jones left guard for 5 yards (tackle by Domata Peko),3.770,3.850
4,5:24,3,2,CIN 17,14,20,Thomas Jones right tackle for 4 yards (tackle by Domata Peko),3.850,4.710
4,4:41,1,10,CIN 13,14,20,Thomas Jones left guard for 1 yard (tackle by Dhani Jones),4.710,4.220
4,3:57,2,9,CIN 12,14,20,Brett Favre pass complete short right to Thomas Jones for 5 yards (tackle by Nedu Ndukwe),4.220,4.330
4,3:12,3,4,CIN 7,14,20,Brett Favre pass complete short left to Chris Baker for 6 yards (tackle by Leon Hall),4.330,6.970
4,2:27,1,1,CIN 1,14,26,"Thomas Jones left guard for 1 yard, touchdown",6.970,7.000
4,,,,,14,26,"Two Point Attempt: Brett Favre pass incomplete intended for Jerricho Cotchery, conversion fails",1.000,-1.000
4,,,,NYJ 30,14,26,"Jay Feely kicks off 67 yards, returned by Glenn Holt for 27 yards (tackle by Abram Elam)",0.000,0.940
4,2:22,1,10,CIN 30,14,26,Ryan Fitzpatrick pass incomplete short right intended for Chris Perry (defended by David Bowens),0.940,0.390
4,2:12,2,10,CIN 30,14,26,Ryan Fitzpatrick right end for 7 yards (tackle by Abram Elam),0.390,0.630
4,1:38,3,3,CIN 37,14,26,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Drew Coleman),0.630,1.800
4,1:36,1,10,CIN 43,14,26,Ryan Fitzpatrick pass incomplete deep left intended for Ben Utecht,1.800,1.250
4,1:24,2,10,CIN 43,14,26,Ryan Fitzpatrick pass complete short right to Chris Henry for 13 yards (tackle by Darrelle Revis),1.250,2.650
4,1:15,1,10,NYJ 44,14,26,Ryan Fitzpatrick pass complete short right to Chris Perry for 2 yards (tackle by David Barrett),2.650,2.380
4,1:09,2,8,NYJ 42,14,26,Ryan Fitzpatrick pass complete short left to Ryan Fitzpatrick for -3 yards (tackle by C.J. Mosley),2.380,1.290
4,1:02,,,,14,26,Timeout #1 by Cincinnati Bengals,0.000,1.290
4,1:02,3,11,NYJ 45,14,26,Ryan Fitzpatrick pass complete short right to Ben Utecht for 10 yards (tackle by David Harris),1.290,1.000
4,0:54,4,1,NYJ 35,14,26,Ryan Fitzpatrick up the middle for 1 yard (tackle by David Bowens),1.000,3.310
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:34,1,10,NYJ 34,14,26,Ryan Fitzpatrick pass incomplete deep left intended for Chris Henry (defended by Dwight Lowery),3.310,2.770
4,0:20,2,10,NYJ 34,14,26,Ryan Fitzpatrick pass complete short left to Ben Utecht for 12 yards (tackle by Hank Poteat),2.770,4.110
4,0:11,1,10,NYJ 22,14,26,Ryan Fitzpatrick sacked by Shaun Ellis for -4 yards,4.110,3.020
4,0:06,,,,14,26,Timeout #2 by Cincinnati Bengals,0.000,0.000
4,0:06,,,,14,26,Timeout #2 by New York Jets,0.000,3.020
4,0:06,2,14,NYJ 26,14,26,Ryan Fitzpatrick pass incomplete deep left intended for Chris Henry,3.020,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
