#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYJ 27,3,0:58,-1,Punt
2,1,8:59,NYJ 49,6,3:51,51,Touchdown
3,1,4:10,JAX 32,7,3:27,32,Touchdown
4,2,11:42,NYJ 10,9,5:36,36,Punt
5,2,4:33,JAX 37,3,0:57,-7,Punt
6,2,1:30,NYJ 15,3,1:04,4,Punt
7,2,0:14,NYJ 18,1,0:14,0,End of Half
8,3,8:56,NYJ 13,5,2:41,-2,Punt
9,3,4:32,NYJ 27,8,2:30,73,Touchdown
10,3,0:26,NYJ 33,3,2:13,9,Punt
11,4,10:18,NYJ 20,5,2:33,35,Punt
12,4,5:16,NYJ 34,3,1:39,6,Punt
13,4,3:37,JAX 25,3,0:56,25,Touchdown
14,4,2:16,,3,1:22,-1,Punt
15,4,0:43,JAX 21,2,0:43,-1,End of Game
