Quarter,Time,Down,ToGo,Location,MIA,NOR,Detail,EPB,EPA
1,8:13,3,1,NOR 9,0,7,Daniel Thomas left end for -2 yards (tackle by John Jenkins),4.740,2.800
1,8:13,4,3,NOR 11,0,7,"Penalty on Brandon Fields: False Start, 5 yards (no play)",2.800,2.380
1,7:19,4,8,NOR 16,3,7,Caleb Sturgis 34 yard field goal good,2.380,3.000
1,7:19,,,MIA 35,3,7,"Caleb Sturgis kicks off 73 yards, touchback",0.000,-0.280
1,7:16,1,10,NOR 20,3,7,Drew Brees pass incomplete (defended by Paul Soliai),0.280,-0.270
1,7:12,2,10,NOR 20,3,7,Pierre Thomas right guard for -2 yards (tackle by Jared Odrick),-0.270,-1.330
1,6:33,3,12,NOR 18,3,7,Drew Brees pass incomplete short right intended for Kenny Stills,-1.330,-2.240
1,6:28,4,12,NOR 18,3,7,"Thomas Morstead punts 47 yards, out of bounds",-2.240,-1.270
1,6:21,1,10,MIA 35,3,7,Lamar Miller right end for 3 yards (tackle by Rafael Bush),1.270,1.130
1,5:44,2,7,MIA 38,3,7,Ryan Tannehill pass incomplete short left intended for Marcus Thigpen,1.130,0.430
1,5:39,3,7,MIA 38,3,7,Ryan Tannehill pass complete short left to Lamar Miller for 6 yards (tackle by Curtis Lofton),0.430,-0.460
,,,,,,,"NOR challenged the first down ruling, and the original play was overturned.",,
1,4:53,4,1,MIA 44,3,7,"Brandon Fields punts 56 yards, touchback",-0.460,-0.280
1,4:44,1,10,NOR 20,3,7,Khiry Robinson right guard for -3 yards (tackle by Paul Soliai),0.280,-0.790
1,4:00,2,13,NOR 17,3,7,Drew Brees pass complete short right to Pierre Thomas for 1 yard (tackle by Dannell Ellerbe),-0.790,-1.330
1,3:15,3,12,NOR 18,3,7,Drew Brees pass complete deep left to Nick Toon for 18 yards (tackle by Nolan Carroll),-1.330,1.330
1,2:28,1,10,NOR 36,3,7,Drew Brees pass complete short left to Darren Sproles for 7 yards (tackle by Reshad Jones),1.330,1.740
1,1:53,2,3,NOR 43,3,7,Drew Brees pass complete short left to Kenny Stills for 3 yards (tackle by Jimmy Wilson),1.740,1.990
1,1:11,1,10,NOR 46,3,7,Drew Brees pass complete short right to Darren Sproles for 9 yards (tackle by Dannell Ellerbe),1.990,2.670
1,0:41,2,1,MIA 45,3,7,Pierre Thomas left tackle for -3 yards (tackle by Jared Odrick),2.670,1.550
Quarter,Time,Down,ToGo,Location,MIA,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,MIA 48,3,7,Drew Brees sacked by Jared Odrick for -10 yards,1.550,-0.590
2,14:26,4,14,NOR 42,3,7,"Thomas Morstead punts 49 yards, out of bounds",-0.590,0.380
2,14:18,1,10,MIA 9,3,7,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,-0.380,-0.780
2,14:11,2,10,MIA 9,3,7,Daniel Thomas left guard for 4 yards (tackle by Junior Galette),-0.780,-0.950
2,13:33,3,6,MIA 13,3,7,Ryan Tannehill pass complete short middle to Brandon Gibson for 28 yards (tackle by Kenny Vaccaro),-0.950,1.660
2,12:51,1,10,MIA 41,3,7,Ryan Tannehill pass complete short left to Brian Hartline for 11 yards (tackle by Jabari Greer),1.660,2.390
2,12:16,1,10,NOR 48,3,7,"Ryan Tannehill up the middle for 3 yards (tackle by John Jenkins). Penalty on Mike Wallace: Illegal Formation, 5 yards (no play)",2.390,2.060
2,12:00,1,15,MIA 47,3,7,"Ryan Tannehill up the middle for 8 yards (tackle by Curtis Lofton). Ryan Tannehill fumbles (forced by Curtis Lofton), recovered by Rafael Bush at NOR-38 (tackle by Charles Clay)",2.060,-1.470
2,11:48,1,10,NOR 38,3,7,Drew Brees pass complete short left to Pierre Thomas for 12 yards (tackle by Olivier Vernon),1.470,2.260
2,11:04,1,10,,3,7,Drew Brees pass incomplete short left intended for Ben Watson,2.260,1.710
2,11:02,2,10,,3,7,"Drew Brees pass complete short left to Ben Watson for 12 yards (tackle by Philip Wheeler). Penalty on Ben Grubbs: Offensive Holding, 10 yards (no play)",1.710,0.360
2,10:34,2,20,NOR 40,3,7,Drew Brees pass incomplete deep left intended for Marques Colston,0.360,-0.300
2,10:27,3,20,NOR 40,3,7,Drew Brees pass complete short left to Darren Sproles for 21 yards (tackle by Chris Clemons),-0.300,2.980
2,9:49,1,10,MIA 39,3,7,"Penalty on Bryce Harris: False Start, 5 yards (no play)",2.980,2.650
2,9:29,1,15,MIA 44,3,7,Drew Brees up the middle for 5 yards (tackle by Dannell Ellerbe),2.650,2.440
2,8:41,2,10,MIA 39,3,7,Drew Brees pass complete short left to Darren Sproles for 12 yards (tackle by Reshad Jones),2.440,3.780
2,8:10,1,10,MIA 27,3,13,"Drew Brees pass complete deep left to Jimmy Graham for 27 yards, touchdown",3.780,7.000
2,8:10,,,MIA 2,3,14,Garrett Hartley kicks extra point good,0.000,0.000
2,8:10,,,NOR 35,3,14,"Thomas Morstead kicks off 70 yards, returned by Marcus Thigpen for 24 yards (tackle by Chris Carr)",0.000,-0.150
2,7:55,1,10,MIA 19,3,14,Lamar Miller left end for 10 yards (tackle by Kenny Vaccaro and Malcolm Jenkins),0.150,0.870
2,7:14,1,10,MIA 29,3,14,Lamar Miller left tackle for 3 yards (tackle by David Hawthorne),0.870,0.730
2,6:34,2,7,MIA 32,3,14,Ryan Tannehill pass complete short left to Brian Hartline for 10 yards (tackle by Curtis Lofton),0.730,1.730
2,5:55,1,10,MIA 42,3,14,Lamar Miller right tackle for 1 yard (tackle by David Hawthorne and Curtis Lofton),1.730,1.320
2,5:14,2,9,MIA 43,3,14,Ryan Tannehill pass incomplete short middle intended for Brandon Gibson (defended by Curtis Lofton),1.320,0.630
2,5:06,3,9,MIA 43,3,14,Ryan Tannehill pass complete short right to Marcus Thigpen for 50 yards (tackle by Rafael Bush),0.630,5.600
2,4:17,1,7,NOR 7,3,14,Ryan Tannehill pass complete short right to Brandon Gibson for 2 yards (tackle by Keenan Lewis),5.600,5.150
2,3:40,2,5,NOR 5,9,14,"Lamar Miller left tackle for 5 yards, touchdown",5.150,7.000
2,3:40,,,NOR 2,10,14,Caleb Sturgis kicks extra point good,0.000,0.000
2,3:40,,,MIA 35,10,14,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,3:35,1,10,NOR 20,10,14,Khiry Robinson left end for 1 yard (tackle by Jason Trusnik and Olivier Vernon),0.280,-0.130
2,3:00,2,9,NOR 21,10,14,Drew Brees pass complete short right to Kenny Stills for 6 yards (tackle by Brent Grimes),-0.130,-0.030
2,2:28,3,3,NOR 27,10,14,Drew Brees pass incomplete short left intended for Kenny Stills (defended by Nolan Carroll),-0.030,-1.570
2,2:24,4,3,NOR 27,10,14,"Thomas Morstead punts 46 yards, returned by Marcus Thigpen for 5 yards (tackle by Malcolm Jenkins)",-1.570,-1.070
2,2:13,1,10,MIA 32,10,14,Daniel Thomas left guard for 4 yards (tackle by Tyrunn Walker and Curtis Lofton),1.070,1.070
2,2:00,2,6,MIA 36,10,14,Ryan Tannehill pass complete short left to Brandon Gibson for 6 yards (tackle by Malcolm Jenkins),1.070,1.730
2,1:33,1,10,MIA 42,10,14,Ryan Tannehill pass incomplete short left intended for Brian Hartline is intercepted by Jabari Greer at MIA-45 and returned for 22 yards (tackle by Ryan Tannehill),1.730,-4.040
2,1:23,1,10,MIA 23,10,14,Drew Brees pass complete short left to Kenny Stills for 11 yards (tackle by Jimmy Wilson),4.040,4.040
2,1:13,1,10,MIA 23,10,14,Timeout #1 by New Orleans Saints,4.040,4.780
2,1:13,1,10,MIA 12,10,14,"Penalty on Olivier Vernon: Neutral Zone Infraction, 5 yards (no play)",4.780,5.930
2,1:13,1,5,MIA 7,10,14,Drew Brees sacked by Olivier Vernon for -6 yards,5.930,5.930
2,1:06,1,5,MIA 7,10,14,Timeout #2 by New Orleans Saints,5.930,3.940
2,1:06,2,11,MIA 13,10,14,Drew Brees pass incomplete short left intended for Nick Toon (defended by Nolan Carroll),3.940,3.940
2,1:00,2,11,MIA 13,10,14,Timeout #2 by Miami Dolphins,3.940,3.100
2,1:00,3,11,MIA 13,10,20,"Drew Brees pass complete short left to Darren Sproles for 13 yards, touchdown",3.100,7.000
2,1:00,,,MIA 2,10,21,Garrett Hartley kicks extra point good,0.000,0.000
2,1:00,,,NOR 35,10,21,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,0:55,1,10,MIA 20,10,21,Lamar Miller left guard for 2 yards (tackle by Tyrunn Walker and Glenn Foster),0.280,0.000
2,0:19,2,8,MIA 22,10,21,Ryan Tannehill kneels for -1 yards,0.000,-0.820
Quarter,Time,Down,ToGo,Location,MIA,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,21,"Thomas Morstead kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,MIA 20,10,21,Lamar Miller left end for 5 yards (tackle by John Jenkins),0.280,0.410
3,14:27,2,5,MIA 25,10,21,Ryan Tannehill pass incomplete short right intended for Mike Wallace,0.410,-0.300
3,14:23,3,5,MIA 25,10,21,Ryan Tannehill pass incomplete short left intended for Brandon Gibson,-0.300,-1.700
3,14:18,4,5,MIA 25,10,21,"Brandon Fields punts 57 yards, returned by Darren Sproles for 18 yards (tackle by Don Jones). Penalty on MIA: Player Out of Bounds on Punt, 5 yards",-1.700,-1.660
3,14:07,1,10,NOR 41,10,21,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Chris Clemons),1.660,2.340
3,13:43,2,1,,10,21,Darren Sproles left guard for 2 yards (tackle by Dannell Ellerbe),2.340,2.390
3,13:05,1,10,MIA 48,10,21,Pierre Thomas right guard for 3 yards (tackle by Olivier Vernon and Dannell Ellerbe),2.390,2.250
3,12:27,2,7,MIA 45,10,21,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Brent Grimes),2.250,3.450
3,11:45,1,10,MIA 32,10,21,Drew Brees pass complete short left to Pierre Thomas for 4 yards (tackle by Philip Wheeler),3.450,3.440
3,11:07,2,6,MIA 28,10,21,Drew Brees pass complete short middle to Marques Colston for 21 yards (tackle by Reshad Jones),3.440,5.600
3,10:28,1,7,MIA 7,10,21,Darren Sproles right guard for 3 yards (tackle by Chris Clemons and Jelani Jenkins),5.600,5.340
3,9:51,2,4,MIA 4,10,27,"Drew Brees pass complete short right to Ben Watson for 4 yards, touchdown",5.340,7.000
3,9:51,,,MIA 2,10,28,Garrett Hartley kicks extra point good,0.000,0.000
3,9:51,,,NOR 35,10,28,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,9:44,1,10,MIA 20,10,28,Ryan Tannehill pass complete short left to Daniel Thomas for 1 yard (tackle by David Hawthorne and Curtis Lofton),0.280,-0.130
3,9:11,2,9,MIA 21,10,28,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Corey White),-0.130,-0.820
3,9:05,3,9,MIA 21,10,28,Ryan Tannehill sacked by Junior Galette for -12 yards,-0.820,-2.490
3,8:30,4,21,MIA 9,10,28,"Brandon Fields punts 43 yards, returned by Darren Sproles for 9 yards (tackle by John Denney)",-2.490,-2.720
3,8:20,1,10,MIA 43,10,34,"Drew Brees pass complete deep right to Jimmy Graham for 43 yards, touchdown",2.720,7.000
3,8:20,,,MIA 2,10,35,Garrett Hartley kicks extra point good,0.000,0.000
3,8:20,,,NOR 35,10,35,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,8:12,1,10,MIA 20,10,35,Ryan Tannehill sacked by Martez Wilson for -8 yards,0.280,-1.360
3,7:37,2,18,MIA 12,10,35,"Ryan Tannehill pass incomplete short left intended for Brian Hartline. Penalty on Kenny Vaccaro: Illegal Use of Hands, 5 yards (no play)",-1.360,-0.060
3,7:33,1,10,MIA 17,10,35,Ryan Tannehill pass complete short right to Charles Clay for 8 yards (tackle by David Hawthorne),-0.060,0.620
3,6:59,2,2,MIA 25,10,35,Ryan Tannehill pass complete short right to Mike Wallace for 7 yards (tackle by Corey White),0.620,1.070
3,6:38,1,10,MIA 32,10,35,Ryan Tannehill sacked by Cameron Jordan for -9 yards,1.070,-0.690
3,6:06,2,19,MIA 23,10,35,Ryan Tannehill pass incomplete short left intended for Lamar Miller,-0.690,-0.690
3,6:02,2,19,MIA 23,10,35,Timeout #1 by New Orleans Saints,-0.690,-1.350
3,6:02,3,19,MIA 23,10,35,Ryan Tannehill pass incomplete short left intended for Lamar Miller,-1.350,-1.830
3,5:55,4,19,MIA 23,10,35,"Brandon Fields punts 52 yards, returned by Darren Sproles for 17 yards (tackle by Jason Trusnik)",-1.830,-1.730
3,5:43,1,10,NOR 42,10,35,Khiry Robinson left guard for 6 yards (tackle by Olivier Vernon),1.730,2.000
3,5:01,2,4,NOR 48,10,35,Drew Brees pass incomplete short right intended for Robert Meachem,2.000,1.290
3,4:54,3,4,NOR 48,10,35,Drew Brees pass complete short middle to Marques Colston for 19 yards (tackle by Chris Clemons),1.290,3.380
3,4:24,1,10,MIA 33,10,35,Khiry Robinson right guard for -1 yards (tackle by Derrick Shelby and Koa Misi),3.380,2.700
3,3:44,2,11,MIA 34,10,35,Drew Brees pass incomplete short left intended for Pierre Thomas,2.700,2.010
3,3:42,3,11,MIA 34,10,35,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",2.010,1.350
3,3:42,3,16,MIA 39,10,35,Drew Brees pass complete short right to Marques Colston for 14 yards (tackle by Jamar Taylor),1.350,1.930
3,2:59,4,2,MIA 25,10,35,Garrett Hartley 43 yard field goal no good,1.930,-1.140
3,2:53,1,10,MIA 33,10,35,Ryan Tannehill pass complete short left to Brian Hartline for 13 yards (tackle by Kenny Vaccaro),1.140,1.990
3,2:10,1,10,MIA 46,10,35,Ryan Tannehill pass complete short right to Mike Wallace for 7 yards (tackle by Keenan Lewis),1.990,2.400
3,1:34,2,3,NOR 47,10,35,Ryan Tannehill pass complete short right to Charles Clay for 7 yards,2.400,2.920
3,1:03,1,10,NOR 40,10,35,Ryan Tannehill pass incomplete,2.920,2.370
3,0:59,2,10,NOR 40,10,35,Ryan Tannehill right end for 15 yards (tackle by Isa Abdul-Quddus),2.370,3.910
3,0:17,1,10,NOR 25,10,35,Ryan Tannehill pass complete short right to Brandon Gibson for 18 yards (tackle by Kenny Vaccaro),3.910,5.600
Quarter,Time,Down,ToGo,Location,MIA,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,NOR 7,10,35,Ryan Tannehill pass complete short right to Charles Clay for 5 yards (tackle by Chris Carr),5.600,5.720
4,14:38,2,2,NOR 2,10,35,Daniel Thomas right guard for -1 yards (tackle by Malcolm Jenkins),5.720,4.720
4,13:54,3,3,NOR 3,16,35,"Ryan Tannehill pass complete short left to Charles Clay for 3 yards, touchdown",4.720,7.000
4,13:54,,,NOR 2,17,35,Caleb Sturgis kicks extra point good,0.000,0.000
4,13:54,,,MIA 35,17,35,"Caleb Sturgis kicks off 57 yards, returned by Darren Sproles for 12 yards (tackle by Jelani Jenkins)",0.000,-0.280
4,13:45,1,10,NOR 20,17,35,Drew Brees pass incomplete short right intended for Darren Sproles,0.280,-0.270
4,13:42,2,10,NOR 20,17,35,Drew Brees pass complete short middle to Jimmy Graham for 19 yards (tackle by Reshad Jones and Dannell Ellerbe),-0.270,1.530
4,12:59,1,10,NOR 39,17,35,Khiry Robinson right tackle for 11 yards (tackle by Reshad Jones),1.530,2.260
4,12:13,1,10,,17,35,Khiry Robinson left end for 10 yards (tackle by Koa Misi),2.260,2.920
4,11:25,1,10,MIA 40,17,35,Khiry Robinson right guard for 6 yards (tackle by Philip Wheeler and Dannell Ellerbe),2.920,3.180
4,10:37,2,4,MIA 34,17,35,"Penalty on Jared Odrick: Encroachment, 5 yards (no play)",3.180,3.640
4,10:26,1,10,MIA 29,17,35,Drew Brees pass complete short right to Jimmy Graham for 11 yards (tackle by Brent Grimes),3.640,4.370
4,9:39,1,10,MIA 18,17,35,Khiry Robinson right tackle for 2 yards (tackle by Jared Odrick and Derrick Shelby),4.370,4.090
4,8:54,2,8,MIA 16,17,35,Drew Brees pass complete short right to Jed Collins for 6 yards (tackle by Reshad Jones),4.090,4.090
4,8:04,2,8,MIA 16,17,35,Timeout #2 by New Orleans Saints,4.090,4.510
4,8:04,3,2,MIA 10,17,35,Drew Brees pass complete short right to Pierre Thomas for -1 yards (tackle by Jared Odrick),4.510,2.800
4,7:20,4,3,MIA 11,17,38,Garrett Hartley 29 yard field goal good,2.800,3.000
4,7:20,,,NOR 35,17,38,"Thomas Morstead kicks off 73 yards, returned by Marcus Thigpen for 28 yards (tackle by Ramon Humber)",0.000,-0.280
4,7:10,1,10,MIA 20,17,38,Ryan Tannehill pass complete short middle to Brandon Gibson for 8 yards (tackle by Malcolm Jenkins and Chris Carr),0.280,0.810
4,6:32,2,2,MIA 28,17,38,Ryan Tannehill pass incomplete short middle intended for Mike Wallace is intercepted by Chris Carr at MIA-43,0.810,-2.720
4,6:23,1,10,MIA 43,17,38,Khiry Robinson left end for 1 yard (tackle by Chris Clemons),2.720,2.310
4,5:37,2,9,MIA 42,17,38,Khiry Robinson right guard for -5 yards (tackle by Marvin Austin),2.310,2.310
4,5:32,2,9,MIA 42,17,38,Timeout #1 by Miami Dolphins,2.310,0.960
4,5:32,3,14,MIA 47,17,38,"Drew Brees pass complete short right to Pierre Thomas for 21 yards (tackle by Dion Jordan). Penalty on Jimmy Graham: Offensive Holding, 10 yards",0.960,2.410
4,5:04,3,3,MIA 36,17,38,Drew Brees pass complete short left to Marques Colston for 11 yards (tackle by Chris Clemons),2.410,3.910
4,4:22,1,10,MIA 25,17,38,"Drew Brees pass incomplete deep middle intended for Marques Colston. Penalty on Charles Brown: Offensive Holding, 10 yards (no play)",3.910,3.250
4,4:17,1,20,MIA 35,17,38,Drew Brees pass complete short middle to Marques Colston for 9 yards (tackle by Jimmy Wilson),3.250,3.250
4,3:33,1,20,MIA 35,17,38,Timeout #3 by New Orleans Saints,3.250,3.230
4,3:33,2,11,MIA 26,17,38,Khiry Robinson right tackle for 5 yards (tackle by Derrick Shelby),3.230,3.230
4,3:27,2,11,MIA 26,17,38,Timeout #2 by Miami Dolphins,3.230,3.200
4,3:27,3,6,MIA 21,17,38,"Darren Sproles left guard for 18 yards (tackle by Jimmy Wilson). Darren Sproles fumbles (forced by Jimmy Wilson), recovered by Dannell Ellerbe at MIA-3 (tackle by Ben Grubbs)",3.200,0.380
4,3:17,1,10,MIA 3,17,38,Ryan Tannehill pass complete short middle to Brandon Gibson for 9 yards (tackle by Chris Carr and Ramon Humber),-0.380,-0.120
4,2:42,2,1,MIA 12,17,38,Ryan Tannehill pass complete short right to Charles Clay for 14 yards (tackle by Ramon Humber),-0.120,0.670
4,2:34,1,10,MIA 26,17,38,Ryan Tannehill pass complete short right to Rishard Matthews for 21 yards (tackle by Isa Abdul-Quddus),0.670,2.060
4,2:04,1,10,MIA 47,17,38,Ryan Tannehill pass incomplete short middle intended for Dion Sims,2.060,1.520
4,2:00,2,10,MIA 47,17,38,Ryan Tannehill sacked by Tyrunn Walker for -4 yards,1.520,1.520
4,1:53,2,10,MIA 47,17,38,Timeout #3 by Miami Dolphins,1.520,0.300
4,1:53,3,14,MIA 43,17,38,Ryan Tannehill pass incomplete deep right intended for Rishard Matthews is intercepted by Will Herring at NOR-41 and returned for 6 yards (tackle by Lamar Miller),0.300,-2.060
4,1:43,1,10,NOR 47,17,38,Drew Brees kneels for -1 yards,2.060,1.380
4,1:04,2,11,NOR 46,17,38,Drew Brees kneels for -1 yards,1.380,0.560
4,0:34,3,12,NOR 45,17,38,Drew Brees kneels for -1 yards,0.560,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
