Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
1,5:24,1,10,CAR 34,0,14,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,1.200,0.660
1,5:19,2,10,CAR 34,0,14,Jonathan Stewart left end for 26 yards (tackle by Robert Blanton),0.660,2.920
1,5:01,1,10,MIN 40,0,14,Cam Newton pass complete short right to Philly Brown for 2 yards (tackle by Robert Blanton),2.920,2.640
1,4:27,2,8,MIN 38,0,14,Cam Newton pass complete short right to Greg Olsen for 8 yards,2.640,3.580
1,4:01,1,10,MIN 30,0,14,DeAngelo Williams right guard for 9 yards (tackle by Chad Greenway),3.580,4.250
1,3:27,2,1,MIN 21,0,14,DeAngelo Williams right tackle for no gain (tackle by Tom Johnson),4.250,3.530
1,2:48,3,1,MIN 21,0,14,Cam Newton up the middle for 2 yards (tackle by Linval Joseph),3.530,4.310
1,2:16,1,10,MIN 19,0,14,Jonathan Stewart left tackle for 4 yards (tackle by Jasper Brinkley),4.310,4.350
1,1:46,2,6,MIN 15,0,14,"Penalty on Everson Griffen: Neutral Zone Infraction, 5 yards (no play)",4.350,5.360
1,1:27,2,1,MIN 10,0,14,Jonathan Stewart up the middle for -2 yards (tackle by Brian Robison),5.360,4.190
1,0:45,3,3,MIN 12,0,14,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Linval Joseph),4.190,2.730
1,0:41,4,3,MIN 12,3,14,Graham Gano 30 yard field goal good,2.730,3.000
1,0:41,,,CAR 35,3,14,"Graham Gano kicks off 68 yards, returned by Cordarrelle Patterson for 28 yards (tackle by Ben Jacobs)",0.000,-0.610
1,0:32,1,10,MIN 25,3,14,Joe Banyard left tackle for 5 yards (tackle by Roman Harper),0.610,0.740
1,0:11,2,5,MIN 30,3,14,Teddy Bridgewater pass complete short right to Jarius Wright for 5 yards (tackle by Thomas Davis),0.740,1.270
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 35,3,14,Joe Banyard right guard for 3 yards (tackle by Thomas Davis),1.270,1.130
2,14:35,2,7,MIN 38,3,14,"Teddy Bridgewater pass complete short right to Kyle Rudolph for 3 yards (tackle by Thomas Davis). Kyle Rudolph fumbles (forced by Thomas Davis), ball out of bounds at MIN-41",1.130,0.830
2,13:51,3,4,MIN 41,3,14,Teddy Bridgewater pass incomplete short left intended for Kyle Rudolph,0.830,-0.650
2,13:47,4,4,MIN 41,3,14,"Jeff Locke punts 39 yards, fair catch by Brenton Bersin",-0.650,-0.280
2,13:39,1,10,CAR 20,3,14,Cam Newton pass complete short left to Jonathan Stewart for 7 yards (tackle by Jasper Brinkley),0.280,0.680
2,13:17,2,3,CAR 27,3,14,Jonathan Stewart up the middle for 2 yards (tackle by Shamar Stephen and Chad Greenway),0.680,0.230
2,12:39,3,1,CAR 29,3,14,Cam Newton up the middle for 2 yards (tackle by Linval Joseph and Corey Wootton),0.230,1.000
2,12:03,1,10,CAR 31,3,14,De'Andre Presley right end for -2 yards (tackle by Linval Joseph),1.000,0.190
2,11:15,2,12,CAR 29,3,14,Cam Newton pass complete short middle to Kelvin Benjamin for 16 yards (tackle by Captain Munnerlyn),0.190,1.930
2,10:44,1,10,CAR 45,3,14,"Penalty on Byron Bell: False Start, 5 yards (no play)",1.930,1.600
2,10:21,1,15,CAR 40,3,14,Cam Newton right end for 10 yards (tackle by Captain Munnerlyn),1.600,2.060
2,9:57,2,5,,3,14,Cam Newton pass incomplete short right intended for Philly Brown (defended by Robert Blanton),2.060,1.360
2,9:51,3,5,,3,14,Cam Newton pass incomplete deep left intended for Philly Brown,1.360,-0.060
2,9:45,4,5,,3,20,"Brad Nortman punts, blocked by Jasper Brinkley, recovered by Everson Griffen and returned 43 yards, touchdown",-0.060,-7.000
2,9:35,,,CAR 2,3,21,Blair Walsh kicks extra point good,0.000,0.000
2,9:35,,,MIN 35,3,21,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,9:35,1,10,CAR 20,3,21,DeAngelo Williams right end for 2 yards (tackle by Harrison Smith),0.280,0.000
2,9:02,2,8,CAR 22,3,21,Cam Newton sacked by Harrison Smith for -1 yards,0.000,-0.820
2,8:18,3,9,CAR 21,3,21,Cam Newton pass complete deep middle to Kelvin Benjamin for 30 yards (tackle by Josh Robinson),-0.820,2.320
2,7:35,1,10,MIN 49,3,21,"Cam Newton pass complete short left to Jonathan Stewart for 7 yards (tackle by Jasper Brinkley). Penalty on Robert Blanton: Illegal Contact, 5 yards (no play)",2.320,2.650
2,7:04,1,10,MIN 44,3,21,Jonathan Stewart left guard for 6 yards (tackle by Shamar Stephen and Chad Greenway),2.650,2.920
2,6:30,2,4,MIN 38,3,21,Jonathan Stewart up the middle for 7 yards (tackle by Jasper Brinkley),2.920,3.510
2,5:53,1,10,MIN 31,3,21,Cam Newton up the middle for 5 yards (tackle by Shamar Stephen),3.510,3.640
2,5:11,2,5,MIN 26,3,21,Cam Newton pass incomplete short middle intended for Kelvin Benjamin,3.640,2.940
2,5:07,3,5,MIN 26,3,21,Cam Newton right tackle for 6 yards (tackle by Chad Greenway and Everson Griffen),2.940,4.240
2,4:22,1,10,MIN 20,3,21,DeAngelo Williams left guard for 3 yards (tackle by Jasper Brinkley),4.240,4.120
2,3:44,2,7,MIN 17,3,21,Cam Newton pass incomplete short right intended for Greg Olsen,4.120,3.360
2,3:38,3,7,MIN 17,3,21,Cam Newton pass incomplete short left intended for Kelvin Benjamin,3.360,2.310
2,3:33,4,7,MIN 17,6,21,Graham Gano 35 yard field goal good,2.310,3.000
2,3:33,,,CAR 35,6,21,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,3:28,1,10,MIN 20,6,21,Matt Asiata up the middle for 6 yards (tackle by Charles Johnson),0.280,0.540
2,2:56,2,4,MIN 26,6,21,"Teddy Bridgewater pass incomplete short middle intended for Charles Johnson (defended by Josh Norman). Penalty on Josh Norman: Taunting, 15 yards",0.540,1.660
2,2:51,1,10,MIN 41,6,21,Jarius Wright for 5 yards,1.660,1.800
2,2:23,2,5,MIN 46,6,21,Matt Asiata right tackle for 8 yards (tackle by Josh Norman and Bene Benwikere),1.800,2.520
2,2:00,1,10,CAR 46,6,21,Matt Asiata up the middle for 5 yards (tackle by Josh Norman),2.520,2.650
2,1:19,2,5,CAR 41,6,21,"Teddy Bridgewater sacked by Charles Johnson for -8 yards. Teddy Bridgewater fumbles (forced by Charles Johnson), recovered by Teddy Bridgewater at CAR-49",2.650,2.650
2,0:56,2,5,CAR 41,6,21,Timeout #2 by Carolina Panthers,2.650,0.890
2,0:56,3,13,CAR 49,6,21,Teddy Bridgewater pass complete deep left to Charles Johnson for 17 yards (tackle by Roman Harper),0.890,0.890
2,0:49,3,13,CAR 49,6,21,Timeout #1 by Minnesota Vikings,0.890,3.450
2,0:49,1,10,CAR 32,6,21,Teddy Bridgewater pass complete short left to Matt Asiata for 4 yards (tackle by Luke Kuechly),3.450,3.450
2,0:41,1,10,CAR 32,6,21,Timeout #2 by Minnesota Vikings,3.450,3.440
2,0:41,2,6,CAR 28,6,21,Teddy Bridgewater pass complete short middle to Greg Jennings for 11 yards (tackle by Tre Boston),3.440,4.440
2,0:23,1,10,CAR 17,6,21,Teddy Bridgewater spiked the ball,4.440,3.850
2,0:23,2,10,CAR 17,6,27,"Teddy Bridgewater pass complete short left to Greg Jennings for 17 yards, touchdown",3.850,7.000
2,0:23,,,CAR 2,6,28,Blair Walsh kicks extra point good,0.000,0.000
2,0:23,,,MIN 35,6,28,"Blair Walsh kicks off 44 yards, returned by Brandon Williams for 9 yards (tackle by Adam Thielen)",0.000,-0.940
2,0:07,1,10,CAR 30,6,28,Cam Newton kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,6,28,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,MIN 20,6,28,Matt Asiata right tackle for 1 yard (tackle by Roman Harper),0.280,-0.130
3,14:21,2,9,MIN 21,6,28,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,-0.130,-0.820
3,14:17,3,9,MIN 21,6,28,Teddy Bridgewater pass complete short right to Matt Asiata for 3 yards (tackle by Roman Harper),-0.820,-1.770
3,13:38,4,6,MIN 24,6,28,Jeff Locke punts 56 yards,-1.770,-0.280
3,13:28,1,10,CAR 20,6,28,Jonathan Stewart up the middle for 11 yards (tackle by Harrison Smith),0.280,1.000
3,12:50,1,10,CAR 31,6,28,Cam Newton pass complete short left to Greg Olsen for 19 yards (tackle by Harrison Smith),1.000,2.260
3,12:13,1,10,,6,28,Cam Newton left end for 9 yards (tackle by Jasper Brinkley),2.260,2.930
3,11:36,2,1,MIN 41,6,28,Mike Tolbert left guard for 3 yards (tackle by Anthony Barr),2.930,3.050
3,10:53,1,10,MIN 38,6,28,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Robert Blanton),3.050,3.720
3,10:12,2,1,MIN 29,6,28,Jonathan Stewart left end for -3 yards (tackle by Harrison Smith and Anthony Barr),3.720,2.610
3,9:26,3,4,MIN 32,6,28,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Xavier Rhodes),2.610,1.270
3,9:21,4,4,MIN 32,12,28,"Cam Newton pass complete deep middle to Philly Brown for 32 yards, touchdown",1.270,7.000
3,9:21,,,MIN 2,13,28,Graham Gano kicks extra point good,0.000,0.000
3,9:21,,,CAR 35,13,28,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,9:15,1,10,MIN 20,13,28,"Penalty on Kyle Rudolph: False Start, 5 yards (no play)",0.280,-0.310
3,9:15,1,15,MIN 15,13,28,Ben Tate up the middle for 1 yard (tackle by Wes Horton),-0.310,-0.940
3,8:38,2,14,MIN 16,13,28,Teddy Bridgewater pass incomplete short middle intended for Greg Jennings,-0.940,-1.690
3,8:29,3,14,MIN 16,13,28,Teddy Bridgewater pass complete short left to Matt Asiata for -5 yards (tackle by Thomas Davis),-1.690,-2.490
3,7:53,4,19,MIN 11,13,28,Jeff Locke punts 40 yards,-2.490,-2.190
3,7:42,1,10,CAR 49,13,28,Jonathan Stewart left end for 14 yards (tackle by Anthony Barr),2.190,3.120
3,7:19,1,10,MIN 37,13,28,Jonathan Stewart right end for -5 yards (tackle by Harrison Smith),3.120,1.900
3,6:41,2,15,MIN 42,13,28,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Xavier Rhodes),1.900,1.220
3,6:35,3,15,MIN 42,13,28,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Chad Greenway),1.220,0.460
3,6:27,4,15,MIN 42,13,28,Brad Nortman punts 35 yards,0.460,0.380
3,6:19,1,10,MIN 7,13,28,Matt Asiata right guard for 3 yards (tackle by Josh Norman),-0.380,-0.560
3,5:43,2,7,MIN 10,13,28,Teddy Bridgewater pass incomplete deep right intended for Charles Johnson,-0.560,-1.070
3,5:36,3,7,MIN 10,13,28,Teddy Bridgewater right end for 8 yards (tackle by Charles Johnson),-1.070,0.040
,,,,,,,"MIN challenged the first down ruling, and the original play was overturned.",,
3,5:12,1,10,MIN 18,13,28,Teddy Bridgewater pass complete short middle to Matt Asiata for 3 yards (tackle by Luke Kuechly),0.040,0.010
3,4:38,2,7,MIN 21,13,28,Matt Asiata up the middle for 4 yards (tackle by Charles Johnson),0.010,-0.270
3,3:56,3,3,MIN 25,13,28,Teddy Bridgewater pass complete deep left to Jarius Wright for 35 yards (tackle by Tre Boston),-0.270,2.920
3,3:26,1,10,CAR 40,13,28,Matt Asiata right guard for 5 yards (tackle by Luke Kuechly),2.920,3.050
3,3:00,2,5,CAR 35,13,28,Teddy Bridgewater pass complete short left to Greg Jennings for 2 yards (tackle by Thomas DeCoud),3.050,2.610
3,2:18,3,3,CAR 33,13,28,Teddy Bridgewater sacked by Luke Kuechly for -7 yards,2.610,0.590
3,1:33,4,10,CAR 40,13,28,Jeff Locke punts 32 yards,0.590,0.380
3,1:20,1,10,CAR 8,13,28,Jonathan Stewart right end for 7 yards (tackle by Chad Greenway and Robert Blanton),-0.380,-0.210
3,0:39,2,3,CAR 15,13,28,Cam Newton pass incomplete short right intended for Kelvin Benjamin (defended by Gerald Hodges),-0.210,-0.600
3,0:35,3,3,CAR 15,13,28,Cam Newton up the middle for 6 yards (tackle by Linval Joseph),-0.600,0.340
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 21,13,28,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,0.340,-0.200
4,14:55,2,10,CAR 21,13,28,Jonathan Stewart left tackle for 18 yards (tackle by Robert Blanton),-0.200,1.530
4,14:16,1,10,CAR 39,13,28,Cam Newton pass incomplete short right intended for Jerricho Cotchery,1.530,0.990
4,14:10,2,10,CAR 39,13,28,Mike Tolbert left guard for 2 yards (tackle by Shamar Stephen),0.990,0.560
4,13:24,3,8,CAR 41,13,28,"Penalty on Mike Remmers: False Start, 5 yards (no play)",0.560,-0.100
4,13:13,3,13,CAR 36,13,28,Cam Newton sacked by Everson Griffen for -10 yards,-0.100,-1.630
4,12:33,4,23,CAR 26,13,28,"Brad Nortman punts 40 yards, returned by Marcus Sherels for 26 yards (tackle by Mario Addison)",-1.630,-2.920
4,12:20,1,10,CAR 40,13,28,"Teddy Bridgewater pass complete short left to Greg Jennings for 8 yards (tackle by Bene Benwikere). Greg Jennings fumbles (forced by Bene Benwikere), ball out of bounds at CAR-32",2.920,3.450
4,11:52,2,2,CAR 32,13,28,Ben Tate up the middle for 9 yards (tackle by Thomas DeCoud),3.450,4.040
4,11:13,1,10,CAR 23,13,28,Ben Tate right end for no gain (tackle by Luke Kuechly),4.040,3.500
4,10:27,2,10,CAR 23,13,28,Teddy Bridgewater sacked by Luke Kuechly for -5 yards,3.500,2.150
4,9:40,3,15,CAR 28,13,28,Matt Asiata left guard for 7 yards (tackle by Dwan Edwards),2.150,2.060
4,9:00,4,8,CAR 21,13,31,Blair Walsh 39 yard field goal good,2.060,3.000
4,9:00,,,MIN 35,13,31,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,8:55,1,10,CAR 20,13,31,Cam Newton pass complete short right to Greg Olsen for 12 yards (tackle by Harrison Smith),0.280,1.070
4,8:29,1,10,CAR 32,13,31,Cam Newton pass complete short middle to Kelvin Benjamin for 2 yards (tackle by Gerald Hodges),1.070,0.800
4,7:59,2,8,CAR 34,13,31,Cam Newton sacked by Everson Griffen for -8 yards,0.800,-0.960
4,7:16,3,16,CAR 26,13,31,Cam Newton pass complete short right to Mike Tolbert for -3 yards (tackle by Chad Greenway). Penalty on De'Andre Presley: Illegal Shift (Declined),-0.960,-1.830
4,7:03,4,19,CAR 23,13,31,"Brad Nortman punts 43 yards, returned by Marcus Sherels for 19 yards (tackle by Brandon Williams)",-1.830,-2.460
4,6:51,1,10,CAR 47,13,31,Matt Asiata right guard for 4 yards (tackle by Josh Norman),2.460,2.450
4,6:08,2,6,CAR 43,13,31,Matt Asiata right end for 3 yards (tackle by Thomas Davis and Luke Kuechly),2.450,2.150
4,5:23,3,3,CAR 40,13,31,Matt Asiata up the middle for no gain (tackle by Dwan Edwards),2.150,0.590
4,4:32,4,3,CAR 40,13,31,"Penalty on Teddy Bridgewater: Delay of Game, 5 yards (no play)",0.590,0.270
4,4:32,4,8,CAR 45,13,31,"Jeff Locke punts 45 yards, touchback",0.270,-0.280
4,4:24,1,10,CAR 20,13,31,Cam Newton pass complete short right to Greg Olsen for 11 yards (tackle by Captain Munnerlyn),0.280,1.000
4,3:56,1,10,CAR 31,13,31,Cam Newton pass complete short left to Jerricho Cotchery for 14 yards (tackle by Captain Munnerlyn),1.000,1.930
4,3:32,1,10,CAR 45,13,31,"Cam Newton pass complete short middle to Jonathan Stewart for 17 yards (tackle by Chad Greenway). Penalty on Byron Bell: Illegal Use of Hands, 10 yards (no play)",1.930,1.270
4,3:25,1,20,CAR 35,13,31,Cam Newton pass complete short right to Kelvin Benjamin for 3 yards (tackle by Chad Greenway),1.270,0.440
4,2:57,2,17,CAR 38,13,31,Cam Newton pass complete short left to Jonathan Stewart for 18 yards (tackle by Gerald Hodges),0.440,2.650
4,2:29,1,10,MIN 44,13,31,Cam Newton pass incomplete deep right intended for De'Andre Presley is intercepted by Josh Robinson at MIN-20 and returned for 23 yards,2.650,-1.800
4,2:18,1,10,MIN 43,13,31,Matt Asiata left tackle for no gain (tackle by Luke Kuechly),1.800,1.250
4,2:00,2,10,MIN 43,13,31,Ben Tate left tackle for 2 yards (tackle by Bene Benwikere and A.J. Klein),1.250,0.830
4,1:15,3,8,MIN 45,13,31,Ben Tate up the middle for 3 yards (tackle by Bene Benwikere),0.830,-0.190
4,0:27,4,5,MIN 48,13,31,"Penalty on Jeff Locke: Delay of Game, 5 yards (no play)",-0.190,-0.520
4,0:27,4,10,MIN 43,13,31,"Jeff Locke punts 39 yards, fair catch by Brenton Bersin",-0.520,-0.040
4,0:19,1,10,CAR 18,13,31,Fozzy Whittaker right tackle for 16 yards (tackle by Chad Greenway),0.040,1.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
