Quarter,Time,Tm,Detail,GNB,CHI
1.0,4:26,Packers,Greg Jennings 7 yard pass from Aaron Rodgers (Mason Crosby kick),7,0
2.0,4:41,Packers,Mason Crosby 38 yard field goal,10,0
,0:26,Bears,Greg Olsen 9 yard pass from Jay Cutler (Robbie Gould kick),10,7
4.0,14:39,Bears,Devin Hester 62 yard punt return (Robbie Gould kick),10,14
,6:52,Packers,Aaron Rodgers 3 yard rush (Mason Crosby kick),17,14
,3:59,Bears,Robbie Gould 25 yard field goal,17,17
,0:04,Bears,Robbie Gould 19 yard field goal,17,20
