Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Lawrence Tynes kicks off 60 yards, returned by Miles Austin for 25 yards (tackle by Ahmad Bradshaw)",0.000,1.270
1,14:54,1,10,DAL 35,0,0,Julius Jones right tackle for 20 yards (tackle by Aaron Ross),1.270,2.590
1,14:07,1,10,NYG 45,0,0,Tony Romo pass incomplete short right intended for Terrell Owens (defended by Sam Madison),2.590,2.040
1,14:01,2,10,NYG 45,0,0,Tony Romo pass complete short right to Sam Hurd for 12 yards (tackle by Kevin Dockery),2.040,3.380
1,13:26,1,10,NYG 33,0,0,Julius Jones left tackle for 8 yards (tackle by Gibril Wilson and Osi Umenyiora),3.380,3.920
1,12:48,2,2,NYG 25,0,0,Tony Romo pass complete short right to Terrell Owens for 10 yards (tackle by Sam Madison),3.920,4.580
1,12:06,1,10,NYG 15,0,0,Julius Jones up the middle for no gain (tackle by Barry Cofield and Mathias Kiwanuka),4.580,3.950
1,11:24,2,10,NYG 15,6,0,"Tony Romo pass complete short left to Tony Curtis for 15 yards, touchdown",3.950,7.000
1,,,,NYG 2,7,0,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,7,0,"Nick Folk kicks off 51 yards, returned by Reuben Droughns for 14 yards (tackle by Keith Davis)",0.000,1.140
1,11:06,1,10,NYG 33,7,0,Brandon Jacobs right end for 8 yards (tackle by Roy Williams),1.140,1.670
1,10:33,2,2,NYG 41,7,0,Eli Manning pass complete short left to Plaxico Burress for 11 yards (tackle by Terence Newman),1.670,2.390
1,9:39,1,10,DAL 48,7,0,Eli Manning pass complete short right to Jeremy Shockey for 4 yards (tackle by Roy Williams),2.390,2.390
1,9:04,2,6,DAL 44,7,0,Brandon Jacobs left tackle for no gain (tackle by Greg Ellis and Chris L. Canty),2.390,1.690
1,8:12,,,,7,0,Timeout #1 by New York Giants,0.000,1.690
1,8:12,3,6,DAL 44,7,0,"Penalty on Anthony Spencer: Neutral Zone Infraction, 5 yards (no play)",1.690,2.340
1,8:12,3,1,DAL 39,7,0,"Penalty on Jay Ratliff: Encroachment, 5 yards (no play)",2.340,3.310
1,8:12,1,10,DAL 34,7,0,"Eli Manning pass complete short right to Plaxico Burress for 6 yards (tackle by Terence Newman). Penalty on Bradie James: Unnecessary Roughness, 14 yards",3.310,4.650
1,7:44,1,10,DAL 14,7,0,Brandon Jacobs left guard for 5 yards (tackle by Ken Hamlin and Bradie James),4.650,4.900
1,7:05,2,5,DAL 9,7,0,Brandon Jacobs right end for 1 yard (tackle by DeMarcus Ware),4.900,4.280
1,6:21,3,4,DAL 8,7,6,"Eli Manning pass complete short right to Jeremy Shockey for 8 yards, touchdown",4.280,7.000
1,,,,DAL 2,7,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,NYG 30,7,7,"Lawrence Tynes kicks off 64 yards, returned by Nate Jones for 27 yards (tackle by Kevin Dockery)",0.000,1.140
1,6:07,1,10,DAL 33,7,7,Tony Romo pass incomplete short middle intended for Jason Witten,1.140,0.590
1,6:02,2,10,DAL 33,7,7,Marion Barber left guard for 3 yards (tackle by Barry Cofield and Kawika Mitchell),0.590,0.300
1,5:18,3,7,DAL 36,7,7,Tony Romo pass incomplete short middle intended for Terrell Owens (defended by Aaron Ross),0.300,-0.980
1,5:13,4,7,DAL 36,7,7,Mat McBriar punts 38 yards,-0.980,-0.670
1,5:05,1,10,NYG 26,7,7,Eli Manning pass complete deep left to Jeremy Shockey for 22 yards (tackle by Terence Newman),0.670,2.130
1,4:38,1,10,NYG 48,7,7,Brandon Jacobs right tackle for 2 yards (tackle by Roy Williams and DeMarcus Ware),2.130,1.850
1,3:53,2,8,,7,7,Brandon Jacobs right tackle for no gain (tackle by Tank Johnson),1.850,1.160
1,3:06,3,8,,7,7,Eli Manning pass incomplete short middle intended for Amani Toomer is intercepted by Ken Hamlin at DAL-35 and returned for 26 yards (tackle by Shaun O'Hara),1.160,-2.980
1,2:52,1,10,NYG 39,7,7,Marion Barber right guard for 2 yards (tackle by Mathias Kiwanuka and Fred Robbins),2.980,2.710
1,2:15,2,8,NYG 37,7,7,"Tony Romo pass complete short left to Marion Barber for 5 yards (tackle by Sam Madison). Penalty on Michael Johnson: Unnecessary Roughness, 15 yards",2.710,4.440
1,1:54,1,10,NYG 17,7,7,Marion Barber up the middle for 3 yards (tackle by Mathias Kiwanuka),4.440,4.320
1,1:10,2,7,NYG 14,7,7,Tony Romo pass complete short left to Marion Barber for -8 yards (tackle by Gibril Wilson),4.320,2.540
1,0:24,3,15,NYG 22,7,7,"Tony Romo sacked by Michael Strahan for -4 yards. Tony Romo fumbles (forced by Michael Strahan), recovered by Kyle Kosier at NYG-26",2.540,1.740
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,19,NYG 26,10,7,Nick Folk 44 yard field goal good,1.740,3.000
2,,,,DAL 30,10,7,"Nick Folk kicks off 59 yards, returned by Reuben Droughns for 16 yards (tackle by Kevin Burnett)",0.000,0.740
2,14:51,1,10,NYG 27,10,7,Eli Manning pass complete short left to Jeremy Shockey for 4 yards,0.740,0.740
2,14:21,2,6,NYG 31,10,7,Eli Manning pass complete short right to Jeremy Shockey for 7 yards (tackle by Roy Williams),0.740,1.470
2,13:41,1,10,NYG 38,10,7,Brandon Jacobs right end for no gain (tackle by Bradie James and DeMarcus Ware),1.470,0.920
2,12:57,2,10,NYG 38,10,7,Eli Manning pass incomplete deep middle intended for Plaxico Burress,0.920,0.230
2,12:45,3,10,NYG 38,10,7,Eli Manning sacked by DeMarcus Ware for -14 yards,0.230,-1.770
2,12:15,4,24,NYG 24,10,7,"Jeff Feagles punts 41 yards, fair catch by Patrick Crayton",-1.770,-1.270
2,12:05,1,10,DAL 35,10,7,"Penalty on Marc Colombo: False Start, 5 yards (no play)",1.270,0.940
2,12:05,1,15,DAL 30,10,7,Tony Romo pass incomplete deep left intended for Terrell Owens is intercepted by Gibril Wilson at NYG-40,0.940,-1.600
2,11:55,1,10,NYG 40,10,7,Eli Manning pass complete short right to Plaxico Burress for 3 yards (tackle by Jacques Reeves),1.600,1.460
2,11:24,2,7,NYG 43,10,7,Brandon Jacobs left tackle for 9 yards (tackle by Jason Hatcher and Jacques Reeves),1.460,2.390
2,10:46,1,10,DAL 48,10,7,Eli Manning pass complete short left to Plaxico Burress for 4 yards (tackle by Terence Newman),2.390,2.390
2,10:03,2,6,DAL 44,10,7,"Brandon Jacobs left end for -1 yards (tackle by Bradie James and DeMarcus Ware). Penalty on Tank Johnson: Illegal Use of Hands, 5 yards (no play)",2.390,2.980
2,9:33,1,10,DAL 39,10,7,Eli Manning pass complete short right to Jeremy Shockey for 6 yards (tackle by Bradie James),2.980,3.250
