Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2,12:06,1,10,SEA 44,17,7,Thomas Rawls left tackle for 1 yard (tackle by Chandler Jones and Harlan Miller),1.860,1.450
2,11:32,2,9,SEA 45,17,7,"Russell Wilson right end for 8 yards (tackle by Deone Bucannon). Penalty on Luke Willson: Offensive Holding, 10 yards (no play)",1.450,0.100
2,11:04,2,19,SEA 35,17,7,Russell Wilson pass complete short right to Tyler Lockett for 5 yards (tackle by Patrick Peterson),0.100,0.100
2,10:36,3,14,SEA 40,17,7,Russell Wilson pass incomplete short right intended for Thomas Rawls,0.100,-0.720
2,10:31,4,14,SEA 40,17,7,"Jon Ryan punts 60 yards, touchback",-0.720,-0.280
2,10:22,1,10,ARI 20,17,7,Kerwynn Williams left tackle for no gain (tackle by Branden Jackson and K.J. Wright),0.280,-0.270
2,9:40,2,10,ARI 20,17,7,Kerwynn Williams left guard for -4 yards (tackle by Garrison Smith),-0.270,-1.690
2,8:59,3,14,ARI 16,17,7,Drew Stanton pass complete deep right to JJ Nelson for 18 yards (tackle by Bobby Wagner),-1.690,1.200
2,8:17,1,10,ARI 34,17,7,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald,1.200,0.660
2,8:13,2,10,ARI 34,17,7,Kerwynn Williams middle for 6 yards (tackle by Earl Thomas),0.660,0.760
2,7:33,3,4,ARI 40,17,7,Drew Stanton pass incomplete short right intended for Ricky Seals-Jones (defended by Byron Maxwell),0.760,-0.720
2,7:28,4,4,ARI 40,17,7,"Andy Lee punts 60 yards, touchback",-0.720,-0.280
2,7:19,1,10,SEA 20,17,7,Thomas Rawls left tackle for 5 yards (tackle by Josh Mauro),0.280,0.410
2,6:47,2,5,SEA 25,17,7,J.D. McKissic right end for 1 yard (tackle by Chandler Jones),0.410,-0.160
2,6:07,3,4,SEA 26,17,7,Russell Wilson pass incomplete short middle intended for Doug Baldwin,-0.160,-1.630
2,6:04,4,4,SEA 26,17,7,"Jon Ryan punts 53 yards, returned by Patrick Peterson for 9 yards (tackle by DeShawn Shead). Penalty on Justin Bethel: Illegal Block Above the Waist, 10 yards",-1.630,-0.280
2,5:54,1,10,ARI 20,17,7,Kerwynn Williams left guard for 5 yards (tackle by Shaquill Griffin),0.280,0.410
2,5:14,2,5,ARI 25,17,7,Kerwynn Williams right guard for 1 yard (tackle by Dion Jordan and Byron Maxwell),0.410,-0.160
2,4:30,3,4,ARI 26,17,7,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald (defended by Frank Clark),-0.160,-1.630
2,4:26,4,4,ARI 26,17,7,"Andy Lee punts 52 yards, returned by Tyler Lockett for 16 yards (tackle by Haason Reddick). Penalty on Delano Hill: Offensive Holding, 8 yards, Penalty on Justin Coleman: Illegal Block Above the Waist (Declined)",-1.630,0.280
2,4:13,1,10,SEA 14,17,7,Russell Wilson middle for 5 yards (tackle by Deone Bucannon),-0.280,-0.040
2,3:51,2,5,SEA 19,17,7,Russell Wilson left end for 3 yards (tackle by Karlos Dansby),-0.040,-0.440
2,3:23,3,2,SEA 22,17,7,Russell Wilson left guard for 1 yard (tackle by Olsen Pierre),-0.440,-1.830
2,2:33,4,1,SEA 23,17,7,"Jon Ryan punts 58 yards, returned by Patrick Peterson for 7 yards (tackle by Neiko Thorpe)",-1.830,-0.670
2,2:23,1,10,ARI 26,17,7,Kerwynn Williams right tackle for 1 yard (tackle by Dion Jordan),0.670,0.270
2,2:00,2,9,ARI 27,17,7,Drew Stanton pass incomplete deep left intended for Jaron Brown,0.270,-0.430
2,1:55,3,9,ARI 27,17,7,Drew Stanton pass complete short left to Larry Fitzgerald for 12 yards (tackle by Shaquill Griffin),-0.430,0.000
2,1:47,,,,,,Timeout #1 by Arizona Cardinals,0.000,-1.530
2,1:47,1,10,ARI 39,17,7,Drew Stanton pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Jarran Reed),1.530,1.930
2,1:27,2,3,ARI 46,17,7,"Drew Stanton pass incomplete deep left intended for Larry Fitzgerald. Penalty on Justin Coleman: Defensive Pass Interference, 22 yards (no play)",1.930,3.450
2,1:22,1,10,SEA 32,17,7,Drew Stanton pass incomplete deep right intended for John Brown,3.450,2.900
2,1:16,2,10,SEA 32,17,7,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald,2.900,0.000
2,1:11,,,,,,Timeout #2 by Arizona Cardinals,0.000,-2.210
2,1:11,3,10,SEA 32,17,7,Drew Stanton pass complete short left to Jermaine Gresham for 4 yards (tackle by Earl Thomas),2.210,0.000
2,1:02,,,,,,Timeout #1 by Seattle Seahawks,0.000,-1.610
2,1:02,4,6,SEA 28,20,7,Phil Dawson 46 yard field goal good,1.610,3.000
2,0:58,,,ARI 35,20,7,"Phil Dawson kicks off 42 yards, returned by Luke Willson for 17 yards (tackle by Justin Bethel)",0.000,-1.600
2,0:54,1,10,SEA 40,20,7,"Russell Wilson sacked by Chandler Jones for -13 yards. Russell Wilson fumbles (forced by Chandler Jones), recovered by Karlos Dansby at SEA-27. Penalty on Justin Britt: Offensive Holding (Offsetting), Penalty on Chandler Jones: Face Mask (15 Yards) (Offsetting) (no play)",1.600,1.600
2,0:48,1,10,SEA 40,20,7,Russell Wilson pass incomplete short left intended for Paul Richardson (defended by Tramon Williams),1.600,1.050
2,0:43,2,10,SEA 40,20,7,"Russell Wilson sacked by Olsen Pierre for -15 yards. Russell Wilson fumbles (forced by Olsen Pierre), recovered by Justin Britt at SEA-23",1.050,-1.620
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,20,7,"Phil Dawson kicks off 65 yards, returned by Tyler Lockett for 20 yards (tackle by Tyrann Mathieu)",0.000,-0.280
3,14:54,1,10,SEA 20,20,7,"Russell Wilson pass incomplete short left intended for Mike Davis. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",0.280,0.610
3,14:47,1,10,SEA 25,20,7,Mike Davis left end for 9 yards (tackle by Tyrann Mathieu),0.610,1.280
3,14:26,2,1,SEA 34,20,7,Mike Davis middle for 13 yards (tackle by Harlan Miller),1.280,2.060
3,13:55,1,10,SEA 47,20,7,"Russell Wilson for -4 yards (tackle by Robert Nkemdiche). Russell Wilson fumbles (forced by Robert Nkemdiche), recovered by Mike Davis at SEA-43",2.060,0.980
3,13:14,2,14,SEA 43,20,7,Russell Wilson pass complete short middle to Tyler Lockett for 18 yards (tackle by Harlan Miller),0.980,2.980
3,12:35,1,10,ARI 39,20,7,Russell Wilson pass complete short right to Jimmy Graham for 4 yards (tackle by Rodney Gunter),2.980,2.980
3,12:03,2,6,ARI 35,20,7,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",2.980,2.300
3,11:43,2,11,ARI 40,20,7,Russell Wilson pass complete short middle to Thomas Rawls for 8 yards (tackle by Karlos Dansby and Tyrann Mathieu),2.300,2.680
3,11:07,3,3,ARI 32,20,7,Russell Wilson sacked by Chandler Jones for -3 yards,2.680,0.000
3,10:23,,,,,,Timeout #1 by Seattle Seahawks,0.000,-0.970
3,10:23,4,6,ARI 35,20,7,Russell Wilson pass complete short middle to Jimmy Graham for 20 yards (tackle by Justin Bethel and Budda Baker),0.970,4.580
3,9:44,1,10,ARI 15,20,7,Mike Davis right end for -3 yards (tackle by Haason Reddick),4.580,3.560
3,9:05,2,13,ARI 18,20,13,"Russell Wilson pass complete deep left to Doug Baldwin for 18 yards, touchdown",3.560,7.000
3,8:59,,,ARI 15,20,14,Blair Walsh kicks extra point good,0.000,0.000
3,8:59,,,SEA 35,20,14,"Blair Walsh kicks off 62 yards, returned by D.J. Foster for 22 yards (tackle by DeShawn Shead)",0.000,-0.610
3,8:54,1,10,ARI 25,20,14,"Penalty on A.Q. Shipley: False Start, 5 yards (no play)",0.610,0.280
3,8:54,1,15,ARI 20,20,14,Drew Stanton pass incomplete deep middle intended for Jaron Brown is intercepted by Shaquill Griffin at SEA-29,0.280,-0.870
3,8:45,1,10,SEA 29,20,14,Russell Wilson pass incomplete short right intended for Mike Davis,0.870,0.330
3,8:39,2,10,SEA 29,20,14,"Russell Wilson right end for 6 yards (tackle by Haason Reddick). Penalty on Amara Darboh: Illegal Block Above the Waist, 10 yards (no play)",0.330,-1.080
3,8:18,2,20,SEA 19,20,14,Russell Wilson pass complete short middle to Mike Davis for 7 yards (tackle by Harlan Miller),-1.080,-0.760
3,7:33,3,13,SEA 26,20,14,Russell Wilson pass incomplete,-0.760,-1.630
3,7:24,4,13,SEA 26,20,14,"Jon Ryan punts 28 yards, out of bounds",-1.630,-1.990
3,7:16,1,10,ARI 46,20,14,Kerwynn Williams left tackle for 1 yard (tackle by Frank Clark),1.990,0.000
3,6:28,,,,,,Timeout #1 by Arizona Cardinals,0.000,-1.590
3,6:28,2,9,ARI 47,20,14,"Penalty on Troy Niklas: False Start, 5 yards (no play)",1.590,0.910
3,6:28,2,14,ARI 42,20,14,Drew Stanton pass complete short middle to Jermaine Gresham for 15 yards (tackle by Shaquill Griffin),0.910,2.720
3,5:49,1,10,SEA 43,20,14,Kerwynn Williams right tackle for 4 yards (tackle by Byron Maxwell),2.720,2.720
3,5:12,2,6,SEA 39,20,14,Kerwynn Williams left guard for 4 yards (tackle by Bobby Wagner),2.720,2.540
3,4:29,3,2,SEA 35,20,14,Drew Stanton pass incomplete short right intended for D.J. Foster,2.540,0.990
3,4:26,4,2,SEA 35,23,14,Phil Dawson 53 yard field goal good,0.990,3.000
3,4:22,,,ARI 35,23,14,"Phil Dawson kicks off 66 yards, returned by Tyler Lockett for 29 yards (tackle by Bronson Hill)",0.000,-0.810
3,4:15,1,10,SEA 28,23,14,Mike Davis for 33 yards (tackle by Patrick Peterson),0.810,2.980
3,3:37,1,10,ARI 39,23,14,Thomas Rawls right tackle for 2 yards (tackle by Karlos Dansby),2.980,2.710
3,3:05,2,8,ARI 37,23,14,"Russell Wilson pass complete short left to Thomas Rawls for 12 yards (tackle by Deone Bucannon). Penalty on Thomas Rawls: Unsportsmanlike Conduct, 15 yards",2.710,2.920
3,2:47,1,10,ARI 40,23,14,Russell Wilson pass incomplete short right intended for Jimmy Graham,2.920,2.370
3,2:42,2,10,ARI 40,23,14,J.D. McKissic left end for -1 yards (tackle by Frostee Rucker),2.370,1.550
3,1:58,3,11,ARI 41,23,14,Russell Wilson pass incomplete short right intended for Tyler Lockett,1.550,0.530
3,1:54,4,11,ARI 41,23,14,"Jon Ryan punts 30 yards, fair catch by Patrick Peterson",0.530,0.370
3,1:47,1,10,ARI 11,23,14,Kerwynn Williams right guard for 4 yards (tackle by Michael Wilhoite and Justin Coleman),-0.370,-0.430
3,1:06,2,6,ARI 15,23,14,Drew Stanton pass incomplete short middle intended for Elijhaa Penny,-0.430,-0.950
3,0:59,3,6,ARI 15,23,14,Drew Stanton pass incomplete short right intended for John Brown,-0.950,-2.440
3,0:56,4,6,ARI 15,23,14,"Andy Lee punts 55 yards, returned by Tyler Lockett for 10 yards (tackle by Haason Reddick)",-2.440,-1.600
3,0:45,1,10,SEA 40,23,14,Russell Wilson pass complete short left to J.D. McKissic for -3 yards (tackle by Karlos Dansby),1.600,0.650
3,0:05,2,13,SEA 37,23,14,Russell Wilson pass complete short middle to Mike Davis for 9 yards (tackle by Deone Bucannon and Karlos Dansby),0.650,1.160
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,SEA 46,23,14,Russell Wilson pass complete short middle to J.D. McKissic for 14 yards (tackle by Tyrann Mathieu),1.160,2.920
4,14:25,1,10,ARI 40,23,14,J.D. McKissic middle for 7 yards (tackle by Deone Bucannon and Harlan Miller),2.920,3.320
4,13:53,2,3,ARI 33,23,14,J.D. McKissic left tackle for 2 yards (tackle by Robert Nkemdiche and Deone Bucannon),3.320,2.870
4,13:15,3,1,ARI 31,23,14,Russell Wilson pass incomplete deep left intended for Luke Willson,2.870,1.410
4,13:08,4,1,ARI 31,23,17,Blair Walsh 49 yard field goal good,1.410,3.000
4,13:04,,,SEA 35,23,17,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,13:04,1,10,ARI 25,23,17,Kerwynn Williams right tackle for -3 yards (tackle by Bobby Wagner),0.610,-0.340
4,12:19,2,13,ARI 22,23,17,"Drew Stanton pass incomplete deep right intended for Larry Fitzgerald. Penalty on Frank Clark: Roughing the Passer, 15 yards (no play)",-0.340,1.400
4,12:14,1,10,ARI 37,23,17,Elijhaa Penny middle for 2 yards (tackle by Frank Clark),1.400,1.130
4,11:36,2,8,ARI 39,23,17,Drew Stanton pass incomplete deep left intended for Jaron Brown (defended by Justin Coleman),1.130,0.430
4,11:30,3,8,ARI 39,23,17,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald (defended by Shaquill Griffin),0.430,-0.780
4,11:26,4,8,ARI 39,23,17,"Andy Lee punts 48 yards, returned by Tyler Lockett for 27 yards (tackle by Haason Reddick)",-0.780,-1.600
4,11:11,1,10,SEA 40,23,17,Russell Wilson right end for 31 yards (tackle by Harlan Miller),1.600,3.640
4,10:31,1,10,ARI 29,23,23,"Russell Wilson pass complete deep right to Doug Baldwin for 29 yards, touchdown",3.640,7.000
4,10:24,,,ARI 15,23,24,Blair Walsh kicks extra point good,0.000,0.000
4,10:24,,,SEA 35,23,24,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,10:24,1,10,ARI 25,23,24,Kerwynn Williams right tackle for 1 yard (tackle by K.J. Wright and Michael Bennett),0.610,0.200
4,9:43,2,9,ARI 26,23,24,Drew Stanton pass incomplete short right intended for John Brown,0.200,-0.490
4,9:38,3,9,ARI 26,23,24,Drew Stanton pass incomplete short right intended for D.J. Foster,-0.490,-1.630
4,9:34,4,9,ARI 26,23,24,"Andy Lee punts 41 yards, returned by Tyler Lockett for 2 yards (tackle by Justin Bethel)",-1.630,-1.270
4,9:23,1,10,SEA 35,23,24,Mike Davis right end for 2 yards (tackle by Karlos Dansby and Deone Bucannon),1.270,0.990
4,8:44,2,8,SEA 37,23,24,Mike Davis right guard for -2 yards (tackle by Frostee Rucker),0.990,0.040
4,7:59,3,10,SEA 35,23,24,Russell Wilson pass complete short left to Amara Darboh for 5 yards (tackle by Patrick Peterson),0.040,-0.720
4,7:20,4,5,SEA 40,23,24,Jon Ryan punts 46 yards,-0.720,0.280
4,7:11,1,10,ARI 14,23,24,"Drew Stanton sacked by Dion Jordan for -7 yards. Drew Stanton fumbles (forced by Dion Jordan), recovered by Earl Watford at ARI-17",-0.280,-0.370
4,6:24,2,7,ARI 17,23,24,Drew Stanton pass incomplete short middle intended for Troy Niklas (defended by Earl Thomas),-0.370,-1.040
4,6:20,3,7,ARI 17,23,24,"Drew Stanton pass incomplete short right intended for JJ Nelson (defended by Bradley McDougald). Penalty on Bobby Wagner: Roughing the Passer, 15 yards (no play)",-1.040,1.070
4,6:15,1,10,ARI 32,23,24,Elijhaa Penny right tackle for 11 yards (tackle by Byron Maxwell and Earl Thomas),1.070,1.800
4,5:43,1,10,ARI 43,23,24,Elijhaa Penny middle for 4 yards (tackle by Justin Coleman),1.800,1.790
4,5:07,2,6,ARI 47,23,24,Elijhaa Penny left end for 4 yards (tackle by Shaquill Griffin),1.790,0.000
4,4:22,,,,,,Timeout #2 by Arizona Cardinals,0.000,-1.620
4,4:22,3,2,SEA 49,23,24,Drew Stanton pass complete short left to D.J. Foster for 17 yards (tackle by Earl Thomas),1.620,3.450
4,4:16,1,10,SEA 32,23,24,Elijhaa Penny middle for 3 yards (tackle by Garrison Smith),3.450,3.310
4,3:52,2,7,SEA 29,23,24,Elijhaa Penny right tackle for 2 yards (tackle by Byron Maxwell),3.310,0.000
4,3:07,,,,,,Timeout #3 by Arizona Cardinals,0.000,-2.870
4,3:07,3,5,SEA 27,23,24,D.J. Foster right tackle for 3 yards (tackle by K.J. Wright),2.870,1.990
4,2:25,4,2,SEA 24,26,24,Phil Dawson 42 yard field goal good,1.990,3.000
4,2:21,,,ARI 35,26,24,"Phil Dawson kicks off 48 yards, returned by Tyler Lockett for 8 yards (tackle by Gabe Martin)",0.000,-0.610
4,2:18,1,10,SEA 25,26,24,Russell Wilson pass complete deep left to Doug Baldwin for 23 yards (tackle by Budda Baker),0.610,2.130
4,2:12,1,10,SEA 48,26,24,Russell Wilson pass incomplete short middle intended for Paul Richardson,2.130,1.580
4,2:08,2,10,SEA 48,26,24,Russell Wilson pass complete short middle to Jimmy Graham for 21 yards (tackle by Tramon Williams),1.580,3.510
4,2:00,1,10,ARI 31,26,24,Mike Davis middle for 1 yard (tackle by Chandler Jones),3.510,3.100
4,1:23,2,9,ARI 30,26,24,Russell Wilson pass incomplete short right intended for Jimmy Graham,3.100,0.000
4,1:17,,,,,,Timeout #2 by Seattle Seahawks,0.000,-2.410
4,1:17,3,9,ARI 30,26,24,Mike Davis left tackle for no gain (tackle by Frostee Rucker),2.410,1.410
4,0:37,4,9,ARI 30,26,24,Blair Walsh 48 yard field goal no good,1.410,-1.470
4,0:32,1,10,ARI 38,26,24,Drew Stanton kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
