Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kenneth Murray,LAC,0,7,6,85.7%,47,7.8,6.7,0,94.6,7.1,24,23,1,0,0,0.0,0,4,0,0.0%
Rayshawn Jenkins,LAC,1,6,5,83.3%,20,4.0,3.3,0,41.0,3.3,-1,21,1,0,0,0.0,0,7,1,12.5%
Tevaughn Campbell,LAC,0,5,5,100.0%,66,13.2,13.2,1,158.3,6.6,33,33,1,0,0,0.0,0,3,1,25.0%
Brandon Facyson,LAC,0,3,3,100.0%,7,2.3,2.3,0,79.2,8.0,6,1,0,0,0,0.0,0,3,0,0.0%
Michael Davis,LAC,0,5,3,60.0%,28,9.3,5.6,0,75.4,13.0,22,6,0,0,0,0.0,0,3,1,25.0%
Casey Hayward,LAC,0,5,2,40.0%,58,29.0,11.6,1,123.3,15.6,31,27,0,0,0,0.0,0,0,1,100.0%
Nasir Adderley,LAC,0,1,1,100.0%,7,7.0,7.0,0,95.8,4.0,4,3,0,0,0,0.0,0,7,1,12.5%
Kyzir White,LAC,0,2,1,50.0%,9,9.0,4.5,1,102.1,14.5,9,0,1,0,0,0.0,0,5,1,16.7%
Jahleel Addae,LAC,0,2,1,50.0%,6,6.0,3.0,0,56.2,3.5,5,1,0,0,0,0.0,0,3,0,0.0%
Jerry Tillery,LAC,0,0,0,,,,,,,,,,0,1,1,1.0,3,2,0,0.0%
Joey Bosa,LAC,0,0,0,,,,,,,,,,0,1,2,0.0,3,2,0,0.0%
Melvin Ingram,LAC,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%
Isaac Rochell,LAC,0,0,0,,,,,,,,,,0,1,0,1.0,2,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
A.J. Bouye,DEN,0,11,8,72.7%,89,11.1,8.1,1,126.7,11.6,72,17,0,0,0,0.0,0,6,0,0.0%
Alexander Johnson,DEN,0,9,6,66.7%,34,5.7,3.8,0,73.4,1.0,1,33,9,0,0,0.0,0,10,0,0.0%
Josey Jewell,DEN,0,6,5,83.3%,22,4.4,3.7,0,81.9,-2.0,-5,27,2,0,0,0.0,0,10,0,0.0%
Michael Ojemudia,DEN,0,3,3,100.0%,63,21.0,21.0,0,118.7,17.0,51,12,1,0,0,0.0,0,4,3,42.9%
Bryce Callahan,DEN,1,5,2,40.0%,7,3.5,1.4,0,8.3,9.2,-3,10,3,1,1,0.0,2,3,0,0.0%
Justin Simmons,DEN,1,3,2,66.7%,11,5.5,3.7,2,72.9,15.0,11,0,2,1,0,0.0,1,5,2,28.6%
Malik Reed,DEN,0,1,1,100.0%,5,5.0,5.0,0,87.5,-1.0,-1,6,1,3,0,1.0,4,3,0,0.0%
Anthony Chickillo,DEN,0,2,1,50.0%,34,34.0,17.0,0,95.8,0.0,5,29,0,0,0,0.0,0,2,1,33.3%
Essang Bassey,DEN,0,2,1,50.0%,13,13.0,6.5,0,70.8,18.0,7,6,0,0,0,0.0,0,2,1,33.3%
Bradley Chubb,DEN,0,0,0,,,,,,,,,,0,6,1,1.0,8,4,1,20.0%
Shelby Harris,DEN,0,0,0,,,,,,,,,,0,2,0,0.0,2,6,0,0.0%
DeShawn Williams,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%
Kareem Jackson,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,12,0,0.0%
Duke Dawson,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
