Quarter,Time,Down,ToGo,Location,NOR,KAN,Detail,EPB,EPA
1,10:31,1,10,NOR 37,0,0,Drew Brees pass incomplete short right intended for Devery Henderson is intercepted by Jarrad Page at NOR-49 and returned for 2 yards (tackle by Devery Henderson),1.400,-2.460
1,10:23,1,10,NOR 47,0,0,Tyler Thigpen pass complete short left to Dwayne Bowe for 14 yards (tackle by Kevin Kaesviharn),2.460,3.380
1,9:44,1,10,NOR 33,0,0,Larry Johnson right tackle for 8 yards (tackle by Roman Harper),3.380,3.920
1,8:58,2,2,NOR 25,0,0,Tyler Thigpen pass incomplete short left intended for Tony Gonzalez,3.920,3.200
1,8:55,3,2,NOR 25,0,0,Larry Johnson up the middle for 1 yard (tackle by Antwan Lake),3.200,2.020
1,8:08,4,1,NOR 24,0,0,Larry Johnson up the middle for 4 yards (tackle by Kevin Kaesviharn),2.020,4.240
1,7:29,1,10,NOR 20,0,0,"Larry Johnson up the middle for 4 yards (tackle by Scott Fujita). Larry Johnson fumbles (forced by Scott Fujita), recovered by Tony Gonzalez at NOR-16",4.240,4.280
1,6:49,2,6,NOR 16,0,0,Tyler Thigpen pass complete short right to Mark Bradley for 12 yards (tackle by Jason David),4.280,6.280
1,6:17,1,4,NOR 4,0,0,Larry Johnson up the middle for -2 yards (tackle by Roman Harper and Will Smith),6.280,4.950
1,5:36,2,6,NOR 6,0,6,"Tyler Thigpen pass complete short left to Dwayne Bowe for 6 yards, touchdown",4.950,7.000
1,,,,NOR 2,0,7,Connor Barth kicks extra point good,0.000,0.000
1,,,,KAN 30,,,"Connor Barth kicks off 68 yards, returned by Courtney Roby for 54 yards (tackle by Connor Barth)",,
1,5:21,1,10,KAN 44,0,7,Pierre Thomas left tackle for 9 yards (tackle by Rocky Boiman and Ricardo Colclough),2.650,3.330
1,4:46,2,1,KAN 35,0,7,Drew Brees pass complete short left to Jeremy Shockey for 1 yard (tackle by Bernard Pollard),3.330,3.310
1,4:16,1,10,KAN 34,0,7,Drew Brees pass incomplete short middle intended for Mark Campbell (defended by Rocky Boiman),3.310,2.770
1,4:10,2,10,KAN 34,0,7,"Pierre Thomas left tackle for no gain (tackle by Maurice Leggett and Turk McBride). Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",2.770,3.450
1,3:45,2,5,KAN 29,0,7,Pierre Thomas left end for 4 yards (tackle by Bernard Pollard),3.450,3.270
1,3:15,3,1,KAN 25,0,7,Pierre Thomas up the middle for 7 yards (tackle by Jarrad Page and Turk McBride),3.270,4.370
1,2:33,1,10,KAN 18,0,7,"Deuce McAllister for no gain. Deuce McAllister fumbles, recovered by Deuce McAllister at NOR-KC",4.370,2.340
1,1:56,2,21,KAN 29,0,7,Drew Brees pass complete short right to Lance Moore for 10 yards (tackle by Jon McGraw),2.340,2.970
1,1:16,3,11,KAN 19,0,7,Drew Brees pass complete short right to Jeremy Shockey for 7 yards (tackle by Donnie Edwards),2.970,2.710
1,0:31,4,4,KAN 12,3,7,Garrett Hartley 30 yard field goal good,2.710,3.000
1,,,,NOR 30,3,7,"Garrett Hartley kicks off 64 yards, returned by Dantrell Savage for 5 yards (tackle by Marvin Mitchell)",0.000,-0.370
1,0:22,1,10,KAN 11,3,7,Tyler Thigpen pass incomplete deep right intended for Mark Bradley,-0.370,-0.780
1,0:15,2,10,KAN 11,3,7,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe,-0.780,-1.420
1,0:10,3,10,KAN 11,3,7,Tyler Thigpen sacked by Will Smith for -6 yards,-1.420,-2.490
Quarter,Time,Down,ToGo,Location,NOR,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,16,KAN 5,3,7,"Dustin Colquitt punts 38 yards, fair catch by Lance Moore",-2.490,-2.720
2,14:52,1,10,KAN 43,3,7,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Maurice Leggett),2.720,2.180
2,14:46,2,10,KAN 43,3,7,Deuce McAllister left end for 5 yards (tackle by Bernard Pollard and Rocky Boiman),2.180,2.150
2,14:01,3,5,KAN 38,3,7,Drew Brees pass complete short right to Pierre Thomas for 24 yards (tackle by Jarrad Page),2.150,4.650
2,13:31,1,10,KAN 14,3,7,Deuce McAllister right end for 5 yards (tackle by Jason Babin and Turk McBride),4.650,4.900
2,12:50,2,5,KAN 9,3,7,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Jon McGraw),4.900,4.960
2,12:04,,,,3,7,Timeout #2 by New Orleans Saints,0.000,4.960
2,12:04,3,1,KAN 5,3,7,Pierre Thomas up the middle for 4 yards (tackle by Maurice Leggett),4.960,6.970
2,11:27,1,1,KAN 1,9,7,"Deuce McAllister up the middle for 1 yard, touchdown",6.970,7.000
2,,,,KAN 2,10,7,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,10,7,"Garrett Hartley kicks off 70 yards, touchback",0.000,0.280
2,11:23,1,10,KAN 20,10,7,Tyler Thigpen pass complete short right to Tony Gonzalez for 5 yards (tackle by Jason David),0.280,0.410
2,10:45,2,5,KAN 25,10,7,Tyler Thigpen pass complete short left to Tony Gonzalez for 11 yards (tackle by Roman Harper),0.410,1.330
2,10:05,1,10,KAN 36,10,7,Larry Johnson right tackle for 9 yards (tackle by Scott Fujita and Josh Bullocks),1.330,2.010
2,9:25,2,1,KAN 45,10,7,Larry Johnson up the middle for 4 yards (tackle by Scott Fujita),2.010,2.190
2,8:45,1,10,KAN 49,10,7,Tyler Thigpen sacked by Jeff Charleston for -9 yards,2.190,0.430
2,8:08,2,19,KAN 40,10,7,Tyler Thigpen pass complete short left to Tony Gonzalez for 5 yards (tackle by Scott Shanle),0.430,0.430
2,7:32,3,14,KAN 45,10,7,Tyler Thigpen pass complete deep middle to Will Franklin for 42 yards (tackle by Roman Harper),0.430,4.710
2,6:58,1,10,NOR 13,10,7,Larry Johnson up the middle for 3 yards (tackle by Will Smith and Scott Shanle),4.710,4.580
2,6:16,2,7,NOR 10,10,7,Larry Johnson up the middle for 2 yards (tackle by Will Smith),4.580,4.100
2,5:33,3,5,NOR 8,10,7,Tyler Thigpen pass complete short left to Tony Gonzalez for 7 yards (tackle by Randall Gay),4.100,6.970
2,4:50,1,1,NOR 1,10,7,Larry Johnson up the middle for no gain (tackle by Jonathan Vilma and Marvin Mitchell),6.970,5.910
,,,,,,,"KAN challenged the runner broke the plane ruling, and the play was upheld.",,
2,4:22,2,1,NOR 1,10,7,Larry Johnson up the middle for -1 yards (tackle by Scott Fujita and Jonathan Vilma),5.910,4.950
2,3:39,3,2,NOR 2,10,7,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe (defended by Randall Gay),4.950,3.250
2,3:39,4,2,NOR 2,10,10,Connor Barth 20 yard field goal good,3.250,3.000
2,,,,KAN 30,10,10,"Connor Barth kicks off 60 yards, returned by Courtney Roby for 23 yards (tackle by Devard Darling)",0.000,1.140
2,3:22,1,10,NOR 33,10,10,Pierre Thomas right tackle for 3 yards (tackle by Jason Babin and Rocky Boiman),1.140,1.000
2,2:49,2,7,NOR 36,10,10,Drew Brees pass complete short middle to Lance Moore for 8 yards (tackle by Maurice Leggett),1.000,1.860
2,2:17,1,10,NOR 44,10,10,Drew Brees pass complete short left to Marques Colston for 15 yards,1.860,2.850
2,2:00,1,10,KAN 41,10,10,Pierre Thomas left end for 2 yards (tackle by Ricardo Colclough),2.850,2.580
2,1:55,2,8,KAN 39,10,10,Drew Brees pass incomplete deep right intended for Lance Moore (defended by Brandon Carr),2.580,1.880
2,1:50,,,,10,10,Timeout #2 by Kansas City Chiefs,0.000,1.880
2,1:50,3,8,KAN 39,10,10,Drew Brees pass complete short left to Lance Moore for 17 yards (tackle by Donnie Edwards),1.880,4.110
2,1:26,1,10,KAN 22,10,10,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Maurice Leggett),4.110,4.290
2,1:21,2,5,KAN 17,10,10,Drew Brees pass complete short middle to Pierre Thomas for 6 yards (tackle by Donnie Edwards),4.290,4.840
2,0:51,1,10,KAN 11,10,10,Drew Brees pass incomplete short left intended for Pierre Thomas,4.840,4.140
2,0:50,2,10,KAN 11,10,10,Drew Brees pass incomplete short middle intended for Marques Colston,4.140,3.130
2,0:45,,,,10,10,Timeout #3 by Kansas City Chiefs,0.000,3.130
2,0:45,3,10,KAN 11,10,10,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by Brandon Carr),3.130,3.010
2,0:02,,,,10,10,Timeout #3 by New Orleans Saints,0.000,3.010
2,0:02,4,4,KAN 5,13,10,Garrett Hartley 23 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,NOR,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,13,10,"Garrett Hartley kicks off 62 yards, returned by Dantrell Savage for 20 yards (tackle by Buck Ortega). Penalty on Erik Walden: Offensive Holding, 10 yards",0.000,0.040
3,14:54,1,10,KAN 18,13,10,Larry Johnson up the middle for 2 yards (tackle by Kendrick Clancy and Will Smith),0.040,-0.130
3,14:23,2,8,KAN 20,13,10,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez,-0.130,-0.910
3,14:19,3,8,KAN 20,13,10,Tyler Thigpen pass incomplete short left intended for Mark Bradley (defended by Jason David),-0.910,-2.030
3,14:15,4,8,KAN 20,13,10,Dustin Colquitt punts 32 yards,-2.030,-2.130
3,14:05,1,10,NOR 48,13,10,Drew Brees pass incomplete short left intended for Marques Colston,2.130,1.580
3,14:05,2,10,NOR 48,13,10,"Penalty on Turk McBride: Neutral Zone Infraction, 5 yards (no play)",1.580,2.260
3,14:01,2,5,KAN 47,19,10,"Drew Brees pass complete deep right to Lance Moore for 47 yards, touchdown",2.260,7.000
3,,,,KAN 2,20,10,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,20,10,"Garrett Hartley kicks off 60 yards, returned by Dantrell Savage for 15 yards (tackle by Josh Bullocks)",0.000,0.610
3,13:47,1,10,KAN 25,20,10,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe,0.610,0.060
3,13:44,2,10,KAN 25,20,10,Tyler Thigpen pass complete short right to Mark Bradley for 11 yards (tackle by Roman Harper),0.060,1.330
3,13:19,1,10,KAN 36,20,10,Tyler Thigpen pass complete short left to Dwayne Bowe for 9 yards (tackle by Randall Gay),1.330,2.010
3,12:39,2,1,KAN 45,20,10,"Larry Johnson for no gain. Larry Johnson fumbles, recovered by Larry Johnson at KAN-45",2.010,1.290
3,11:55,3,1,KAN 45,20,10,Tyler Thigpen pass complete deep right to Mark Bradley for 31 yards (tackle by Jason David),1.290,3.970
3,11:55,1,10,NOR 24,20,10,Larry Johnson up the middle for 9 yards (tackle by Roman Harper and Scott Fujita),3.970,4.850
3,10:40,2,1,NOR 15,20,10,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe (defended by Randall Gay),4.850,4.170
3,10:35,3,1,NOR 15,20,10,Tyler Thigpen pass complete short left to Dwayne Bowe for 7 yards (tackle by Randall Gay),4.170,5.370
3,10:01,1,8,NOR 8,20,10,"Larry Johnson left end for 7 yards (tackle by Kevin Kaesviharn). Penalty on Mike Cox: Offensive Holding, 10 yards (no play)",5.370,4.240
3,9:27,1,18,NOR 18,20,10,"Tyler Thigpen pass incomplete deep middle intended for Tony Gonzalez. Penalty on Scott Shanle: Illegal Contact, 5 yards (no play)",4.240,4.710
3,9:27,1,10,NOR 13,20,10,Larry Johnson right tackle for 10 yards (tackle by Roman Harper),4.710,6.510
3,9:27,1,3,NOR 3,20,10,Larry Johnson right tackle for no gain (tackle by Roman Harper),6.510,5.530
3,7:52,2,3,NOR 3,20,10,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe,5.530,4.720
3,7:49,3,3,NOR 3,20,10,Tyler Thigpen pass incomplete short right intended for Dwayne Bowe,4.720,3.040
3,7:44,4,3,NOR 3,20,13,Connor Barth 21 yard field goal good,3.040,3.000
3,,,,KAN 30,20,13,"Connor Barth kicks off 61 yards, returned by Courtney Roby for 15 yards (tackle by Weston Dacus)",0.000,0.540
3,7:35,1,10,NOR 24,20,13,Deuce McAllister up the middle for 3 yards (tackle by Maurice Leggett),0.540,0.400
3,7:02,2,7,NOR 27,20,13,Drew Brees pass complete short right to Devery Henderson for 13 yards (tackle by Brandon Carr),0.400,1.600
3,6:22,1,10,NOR 40,20,13,Drew Brees pass incomplete short left intended for Devery Henderson,1.600,1.050
3,6:18,2,10,NOR 40,20,13,Pierre Thomas right tackle for 5 yards (tackle by Glenn Dorsey and Turk McBride),1.050,1.030
3,5:35,3,5,NOR 45,20,13,Drew Brees pass complete short middle to Jeremy Shockey for 8 yards (tackle by Rocky Boiman),1.030,2.460
3,4:55,1,10,KAN 47,20,13,Drew Brees pass complete short left to Devery Henderson for 9 yards (tackle by Bernard Pollard),2.460,3.130
3,4:21,2,1,KAN 38,20,13,Pierre Thomas left guard for 16 yards (tackle by Jarrad Page),3.130,4.110
3,3:42,1,10,KAN 22,20,13,Drew Brees pass incomplete deep middle intended for Jeremy Shockey,4.110,3.560
3,3:36,2,10,KAN 22,20,13,Drew Brees pass complete short left to Pierre Thomas for 21 yards (tackle by Brandon Carr),3.560,6.970
3,3:21,1,1,KAN 1,26,13,"Pierre Thomas left guard for 1 yard, touchdown",6.970,7.000
3,,,,KAN 2,27,13,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,27,13,"Garrett Hartley kicks off 66 yards, returned by Dantrell Savage for 26 yards (tackle by Marvin Mitchell)",0.000,0.940
3,3:08,1,10,KAN 30,27,13,Tyler Thigpen for 6 yards (tackle by Usama Young),0.940,1.200
3,2:40,2,4,KAN 36,27,13,Tyler Thigpen pass complete short middle to Devard Darling for 8 yards (tackle by Scott Fujita),1.200,1.860
3,2:00,1,10,KAN 44,27,13,Tyler Thigpen pass complete short right to Tony Gonzalez for 11 yards (tackle by Roman Harper),1.860,2.590
3,1:13,1,10,NOR 45,27,13,Jamaal Charles right tackle for no gain (tackle by Scott Fujita),2.590,2.040
3,0:38,2,10,NOR 45,27,13,Tyler Thigpen pass complete short left to Dwayne Bowe for 7 yards (tackle by Randall Gay),2.040,2.280
3,0:03,3,3,NOR 38,27,13,Tyler Thigpen pass incomplete short right intended for Mark Bradley,2.280,0.720
Quarter,Time,Down,ToGo,Location,NOR,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,NOR 38,27,13,"Tyler Thigpen left end for 32 yards (tackle by Usama Young). Penalty on Usama Young: Unnecessary Roughness, 3 yards",0.720,6.510
4,14:39,1,3,NOR 3,27,13,Larry Johnson left tackle for -2 yards (tackle by Scott Fujita),6.510,5.150
4,13:59,2,5,NOR 5,27,19,"Tyler Thigpen pass complete short left to Dwayne Bowe for 5 yards, touchdown",5.150,7.000
4,,,,NOR 2,27,20,Connor Barth kicks extra point good,0.000,0.000
4,,,,KAN 30,27,20,"Connor Barth kicks off 41 yards, returned by Buck Ortega for 8 yards (tackle by Oliver Celestin)",0.000,1.400
4,13:50,1,10,NOR 37,27,20,Drew Brees pass incomplete short right intended for Marques Colston,1.400,0.860
4,13:45,2,10,NOR 37,27,20,Deuce McAllister right tackle for -1 yards (tackle by Glenn Dorsey),0.860,0.040
4,13:05,3,11,NOR 36,27,20,Drew Brees pass incomplete deep right intended for Jeremy Shockey,0.040,-0.980
4,12:55,4,11,NOR 36,27,20,"Glenn Pakulak punts 49 yards, returned by Kevin Robinson for 12 yards (tackle by Usama Young)",-0.980,-0.740
4,12:45,1,10,KAN 27,27,20,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe (defended by Randall Gay),0.740,0.200
4,12:39,2,10,KAN 27,27,20,Tyler Thigpen pass incomplete short right intended for Tony Gonzalez (defended by Scott Fujita),0.200,-0.490
4,12:34,,,,27,20,Timeout #1 by New Orleans Saints,0.000,-0.490
4,12:34,3,10,KAN 27,27,20,Jamaal Charles left end for 12 yards (tackle by Usama Young),-0.490,1.530
4,12:07,1,10,KAN 39,27,20,Tyler Thigpen sacked by Jeff Charleston for -7 yards,1.530,0.040
4,11:31,2,17,KAN 32,27,20,Tyler Thigpen pass complete short right to Larry Johnson for 20 yards (tackle by Jason David),0.040,2.390
4,10:49,1,10,NOR 48,27,20,Larry Johnson left tackle for 8 yards (tackle by Scott Fujita and Jonathan Vilma),2.390,2.930
4,10:11,2,2,NOR 40,27,20,Tyler Thigpen pass incomplete deep right intended for Dwayne Bowe,2.930,2.210
4,10:06,3,2,NOR 40,27,20,Tyler Thigpen pass incomplete short left intended for Mark Bradley,2.210,0.590
4,10:06,4,2,NOR 40,27,20,"Dustin Colquitt punts 28 yards, fair catch by Lance Moore",0.590,0.350
4,9:55,1,10,NOR 12,27,20,Pierre Thomas right tackle for 3 yards (tackle by DaJuan Morgan),-0.350,-0.500
4,9:18,2,7,NOR 15,27,20,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by DaJuan Morgan),-0.500,0.670
4,8:38,1,10,NOR 26,27,20,Pierre Thomas right tackle for 15 yards (tackle by Maurice Leggett),0.670,1.660
4,8:02,1,10,NOR 41,27,20,Pierre Thomas right end for 9 yards (tackle by Jason Babin),1.660,2.340
4,7:16,2,1,,27,20,Deuce McAllister right guard for 1 yard (tackle by Glenn Dorsey and Demorrio Williams),2.340,2.320
4,6:33,1,10,KAN 49,27,20,"Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Brandon Carr). Penalty on Ron Edwards: Defensive Offside, 5 yards (no play)",2.320,3.050
4,6:27,1,5,KAN 44,27,20,Pierre Thomas left guard for 2 yards (tackle by Demorrio Williams),3.050,2.730
4,5:51,2,3,KAN 42,27,20,Drew Brees pass complete short left to Mark Campbell for 5 yards (tackle by Brandon Carr),2.730,3.120
4,5:14,1,10,KAN 37,27,20,Drew Brees pass complete short left to Jeremy Shockey for 11 yards (tackle by Jon McGraw),3.120,3.840
4,4:30,1,10,KAN 26,27,20,Pierre Thomas right tackle for 3 yards (tackle by Jason Babin),3.840,3.700
4,3:49,2,7,KAN 23,27,20,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by Demorrio Williams),3.700,3.950
4,3:41,,,,27,20,Timeout #1 by Kansas City Chiefs,0.000,3.950
4,3:39,3,1,KAN 17,27,20,Drew Brees pass complete short left to Lance Moore for no gain,3.950,2.460
4,3:32,,,,27,20,Timeout #2 by Kansas City Chiefs,0.000,2.460
4,3:32,4,1,KAN 17,30,20,Garrett Hartley 35 yard field goal good,2.460,3.000
4,,,,NOR 30,30,20,"Garrett Hartley kicks off 74 yards, returned by Dantrell Savage for 37 yards (tackle by Kevin Kaesviharn)",0.000,1.140
4,3:19,1,10,KAN 33,30,20,Tyler Thigpen sacked by Bobby McCray for -7 yards,1.140,-0.350
4,2:58,2,17,KAN 26,30,20,Tyler Thigpen pass incomplete short left intended for Mark Bradley,-0.350,-1.020
4,2:53,3,17,KAN 26,30,20,Tyler Thigpen right tackle for 7 yards (tackle by Sedrick Ellis),-1.020,-1.180
4,2:18,4,10,KAN 33,30,20,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe is intercepted by Usama Young at NOR-42 and returned for 3 yards (tackle by Dwayne Bowe),-1.180,-1.930
4,2:08,1,10,NOR 45,30,20,Pierre Thomas up the middle for 3 yards (tackle by Turk McBride),1.930,1.790
4,2:00,2,7,NOR 48,30,20,Pierre Thomas right tackle for 2 yards (tackle by Rocky Boiman),1.790,1.360
4,1:55,,,,30,20,Timeout #3 by Kansas City Chiefs,0.000,1.360
4,1:55,3,5,,30,20,Drew Brees pass complete short right to Lance Moore for 6 yards,1.360,2.650
4,1:50,1,10,KAN 44,30,20,Drew Brees kneels for -1 yards,2.650,1.980
4,1:10,2,11,KAN 45,30,20,Drew Brees kneels for no gain,1.980,1.290
4,0:37,3,11,KAN 45,30,20,Drew Brees kneels for -1 yards,1.290,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
