Quarter,Time,Tm,Detail,NOR,CAR
1.0,6:34,Panthers,John Kasay 49 yard field goal,0,3
2.0,13:33,Saints,John Carney 38 yard field goal,3,3
,13:20,Panthers,Rod Smart 100 yard kickoff return (John Kasay kick),3,10
3.0,10:47,Panthers,Stephen Davis 1 yard rush (pass failed),3,16
,5:52,Saints,Joe Horn 21 yard pass from Aaron Brooks (John Carney kick),10,16
4.0,12:42,Panthers,John Kasay 23 yard field goal,10,19
,1:43,Saints,John Carney 26 yard field goal,13,19
