#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BAL 24,3,0:58,7,Punt
2,1,10:48,BAL 32,7,2:27,45,Field Goal
3,1,5:06,,0,0:06,0,Fumble
4,1,2:01,BAL 20,6,2:20,32,Punt
5,2,9:46,BAL 20,4,1:31,80,Touchdown
6,2,4:56,BAL 20,11,4:08,50,Field Goal
7,2,0:48,BUF 27,4,0:25,27,Touchdown
8,3,14:51,BUF 34,1,0:07,34,Touchdown
9,3,7:24,BAL 35,12,6:25,65,Touchdown
10,4,15:00,BUF 9,1,0:04,-5,Fumble
11,4,9:53,BAL 7,3,1:25,4,Punt
12,4,5:46,BAL 20,5,2:20,40,Punt
13,4,0:04,BAL 20,1,0:04,-1,End of Half
14,5,15:00,BAL 27,3,1:12,2,Punt
15,5,12:52,BUF 29,4,1:58,9,Field Goal
