Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
1,,,,BUF 30,7,3,"Rian Lindell kicks off 71 yards, returned by Josh Wilson for 17 yards (tackle by Akin Ayodele). Josh Wilson fumbles (forced by Akin Ayodele), recovered by George Wilson at BAL-15 (tackle by Josh Wilson). Penalty on Prescott Burgess: Offensive Holding (Declined)",0.000,-4.580
,,,,,,,"BAL challenged the fumble ruling, and the play was upheld.",,
1,5:00,1,10,BAL 15,7,3,Ryan Fitzpatrick pass complete short right to Corey McIntyre for 9 yards (tackle by Lardarius Webb),4.580,5.600
1,4:15,2,1,BAL 6,7,3,Fred Jackson left guard for no gain (tackle by Kelly Gregg and Haloti Ngata),5.600,4.900
1,3:33,3,1,BAL 6,7,3,Ryan Fitzpatrick middle for 2 yards (tackle by Brandon McKinney and Kelly Gregg),4.900,6.280
1,2:49,1,4,BAL 4,7,3,Ryan Fitzpatrick pass incomplete short right intended for Shawn Nelson,6.280,5.340
1,2:44,2,4,BAL 4,7,3,Fred Jackson right tackle for 1 yard (tackle by Terrell Suggs and Kelly Gregg),5.340,4.720
1,2:08,3,3,BAL 3,7,3,Ryan Fitzpatrick pass incomplete short middle intended for Roscoe Parrish (defended by Josh Wilson),4.720,3.040
1,2:03,4,3,BAL 3,10,3,Rian Lindell 21 yard field goal good,3.040,3.000
1,,,,BUF 30,10,3,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
1,2:01,1,10,BAL 20,10,3,"Willis McGahee for 13 yards (tackle by Torell Troup). Penalty on Derrick Mason: Illegal Formation, 5 yards (no play)",0.280,-0.310
1,1:36,1,15,BAL 15,10,3,Willis McGahee right end for 25 yards (tackle by Donte Whitner),-0.310,1.600
1,1:14,1,10,BAL 40,10,3,Joe Flacco pass complete short left to Ed Dickson for 5 yards (tackle by Reggie Torbor and Andra Davis),1.600,1.730
1,0:40,2,5,BAL 45,10,3,Ray Rice right tackle for 6 yards (tackle by Spencer Johnson and Akin Ayodele),1.730,2.320
1,0:10,1,10,BUF 49,10,3,Ray Rice right guard for 1 yard (tackle by Donte Whitner and Dwan Edwards),2.320,1.920
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BUF 48,10,3,Joe Flacco pass incomplete short right intended for Willis McGahee,1.920,1.220
2,14:52,3,9,BUF 48,10,3,Joe Flacco pass incomplete deep middle intended for T.J. Houshmandzadeh (defended by Paul Posluszny),1.220,0.070
2,14:46,4,9,BUF 48,10,3,"Sam Koch punts 39 yards, fair catch by Roscoe Parrish",0.070,0.380
2,14:41,1,10,BUF 9,10,3,C.J. Spiller right guard for 13 yards (tackle by Fabian Washington),-0.380,0.410
2,13:58,1,10,BUF 22,10,3,C.J. Spiller left end for 8 yards (tackle by Dawan Landry),0.410,0.950
2,13:20,2,2,BUF 30,10,3,Fred Jackson left guard for 7 yards (tackle by Ray Lewis and Kelly Gregg),0.950,1.400
2,12:43,1,10,BUF 37,10,3,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson (defended by Chris Carr),1.400,0.860
2,12:37,2,10,BUF 37,10,3,C.J. Spiller left end for -1 yards (tackle by Terrell Suggs),0.860,0.040
2,11:54,3,11,BUF 36,10,3,Ryan Fitzpatrick pass complete short right to Roscoe Parrish for 14 yards (tackle by Chris Carr),0.040,2.260
2,11:39,,,,10,3,Timeout #1 by Buffalo Bills,0.000,2.260
2,11:39,1,10,BUF 50,10,3,C.J. Spiller left end for 2 yards (tackle by Dawan Landry),2.260,1.980
2,11:09,2,8,BAL 48,10,3,Ryan Fitzpatrick pass complete short left to Shawn Nelson for 12 yards (tackle by Dannell Ellerbe),1.980,3.180
2,10:39,1,10,BAL 36,10,3,Ryan Fitzpatrick pass incomplete short left intended for Lee Evans (defended by Cory Redding),3.180,2.640
2,10:35,2,10,BAL 36,10,3,C.J. Spiller left guard for 3 yards (tackle by Kelly Gregg and Terrence Cody),2.640,2.350
2,9:52,3,7,BAL 33,16,3,"Ryan Fitzpatrick pass complete deep right to Steve Johnson for 33 yards, touchdown",2.350,7.000
2,,,,BAL 2,17,3,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,17,3,"Rian Lindell kicks off 71 yards, muffed catch by Jalen Parmele, recovered by Jalen Parmele in BLT end zone, and returned for 21 yards",0.000,0.280
2,9:46,1,10,BAL 20,17,3,Ray Rice right guard for 13 yards (tackle by Donte Whitner),0.280,1.140
2,9:42,1,10,BAL 33,17,3,Joe Flacco pass incomplete short right intended for Ray Rice,1.140,0.590
2,9:03,2,10,BAL 33,17,3,"Joe Flacco pass incomplete deep left intended for T.J. Houshmandzadeh. Penalty on Drayton Florence: Defensive Pass Interfere, 40 yards (no play)",0.590,3.780
2,8:55,1,10,BUF 27,17,3,Ray Rice left end for 1 yard (tackle by Paul Posluszny),3.780,3.370
2,8:22,2,9,BUF 26,17,9,"Joe Flacco pass complete deep left to Todd Heap for 26 yards, touchdown",3.370,7.000
2,,,,BUF 2,17,10,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,17,10,"Billy Cundiff kicks off 70 yards, returned by C.J. Spiller for 18 yards",0.000,0.040
2,8:15,1,10,BUF 18,17,10,Fred Jackson left guard for 5 yards (tackle by Kelly Gregg and Jarret Johnson),0.040,0.280
2,7:28,2,5,BUF 23,17,10,Fred Jackson left guard for 4 yards (tackle by Ray Lewis and Terrell Suggs),0.280,-0.020
2,6:48,3,1,BUF 27,17,10,Ryan Fitzpatrick pass complete short left to Roscoe Parrish for 9 yards (tackle by Ed Reed),-0.020,1.330
2,6:04,1,10,BUF 36,17,10,Fred Jackson left end for 1 yard (tackle by Fabian Washington),1.330,0.930
2,5:32,2,9,BUF 37,17,10,Ryan Fitzpatrick pass complete short left to Steve Johnson for 43 yards (tackle by Dannell Ellerbe),0.930,4.240
2,5:01,1,10,BAL 20,23,10,"Ryan Fitzpatrick pass complete deep left to Lee Evans for 20 yards, touchdown",4.240,7.000
2,,,,BAL 2,24,10,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,24,10,"Rian Lindell kicks off 71 yards, returned by Josh Wilson for 21 yards (tackle by Donald Jones)",0.000,0.280
2,4:51,1,10,BAL 20,24,10,Joe Flacco pass complete short right to Anquan Boldin for 11 yards (tackle by Chris Kelsay),0.280,1.000
2,4:16,1,10,BAL 31,24,10,Joe Flacco pass complete short left to Anquan Boldin for 13 yards (tackle by Drayton Florence),1.000,1.860
2,3:59,1,10,BAL 44,24,10,Joe Flacco pass incomplete deep right intended for Anquan Boldin (defended by Donte Whitner),1.860,1.320
2,3:51,2,10,BAL 44,24,10,Willis McGahee right guard for 13 yards (tackle by Donte Whitner and Paul Posluszny),1.320,2.720
2,3:13,1,10,BUF 43,24,10,Joe Flacco pass complete short right to Todd Heap for 19 yards (tackle by Leodis McKelvin),2.720,3.970
2,2:50,1,10,BUF 24,24,10,Joe Flacco pass incomplete deep middle intended for Anquan Boldin,3.970,3.430
2,2:45,2,10,BUF 24,24,10,Joe Flacco pass complete short middle to Willis McGahee for 10 yards (tackle by Paul Posluszny),3.430,4.650
2,2:21,1,10,BUF 14,24,10,Willis McGahee left tackle for 6 yards (tackle by Paul Posluszny),4.650,5.090
2,2:00,2,4,BUF 8,24,10,Willis McGahee left guard for 1 yard (tackle by Marcus Stroud and Dwan Edwards),5.090,4.500
2,2:00,3,3,BUF 7,24,10,"Penalty on Todd Heap: False Start, 5 yards (no play)",4.500,3.430
2,1:24,3,8,BUF 12,24,10,Joe Flacco sacked by Dwan Edwards for -18 yards,3.430,1.410
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,1:02,4,26,BUF 30,24,13,Billy Cundiff 48 yard field goal good,1.410,3.000
2,,,,BAL 30,24,13,"Billy Cundiff kicks off 72 yards, returned by C.J. Spiller for 29 yards (tackle by Jalen Parmele). C.J. Spiller fumbles (forced by Jalen Parmele), recovered by Josh Wilson at BUF-27 (tackle by Corey McIntyre)",0.000,-3.780
2,0:48,1,10,BUF 27,24,13,Ray Rice right guard for 1 yard (tackle by Kyle Williams),3.780,3.370
2,0:41,,,,24,13,Timeout #2 by Baltimore Ravens,0.000,3.370
2,0:41,2,9,BUF 26,24,13,Joe Flacco pass incomplete deep right intended for Anquan Boldin (defended by Reggie Corner),3.370,2.680
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:34,3,9,BUF 26,24,13,Joe Flacco pass complete short right to Derrick Mason for 12 yards,2.680,4.650
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:34,1,10,BUF 14,24,19,"Joe Flacco pass complete short middle to Todd Heap for 14 yards, touchdown",4.650,7.000
2,,,,BUF 2,24,20,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,24,20,"Billy Cundiff kicks off 77 yards, touchback",0.000,0.280
2,0:23,1,10,BUF 20,24,20,Ryan Fitzpatrick kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,24,20,"Billy Cundiff kicks off 79 yards, touchback",0.000,0.280
3,15:00,1,10,BUF 20,24,20,Ryan Fitzpatrick pass incomplete deep middle intended for Roscoe Parrish is intercepted by Ed Reed at BUF-40 and returned for 6 yards,0.280,-3.310
3,14:51,1,10,BUF 34,24,26,"Joe Flacco pass complete deep middle to Anquan Boldin for 34 yards, touchdown",3.310,7.000
3,,,,BUF 2,24,27,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,24,27,"Billy Cundiff kicks off 76 yards, touchback",0.000,0.280
3,14:11,1,10,BUF 20,24,27,Fred Jackson left tackle for 3 yards (tackle by Ray Lewis),0.280,0.140
3,13:50,2,7,BUF 23,24,27,Ryan Fitzpatrick pass complete short left to Jonathan Stupar for 8 yards (tackle by Jameel McClain),0.140,1.000
3,13:25,1,10,BUF 31,24,27,Fred Jackson right guard for 5 yards (tackle by Jarret Johnson and Cory Redding),1.000,1.140
3,12:49,2,5,BUF 36,24,27,Fred Jackson left guard for 1 yard (tackle by Ray Lewis and Kelly Gregg),1.140,0.560
3,12:08,3,4,BUF 37,24,27,Ryan Fitzpatrick pass complete short left to Lee Evans for 4 yards (tackle by Fabian Washington),0.560,1.660
3,11:13,1,10,BUF 41,24,27,Fred Jackson right guard for 3 yards (tackle by Ray Lewis and Dawan Landry),1.660,1.530
3,10:33,2,7,BUF 44,24,27,C.J. Spiller left end for 5 yards (tackle by Dawan Landry),1.530,1.490
3,9:51,,,,24,27,Timeout #1 by Baltimore Ravens,0.000,1.490
3,9:51,3,2,BUF 49,24,27,Ryan Fitzpatrick middle for 8 yards (tackle by Dawan Landry and Jarret Johnson),1.490,2.720
3,9:08,1,10,BAL 43,24,27,Fred Jackson middle for -2 yards (tackle by Terrell Suggs),2.720,1.910
3,8:26,2,12,BAL 45,24,27,Ryan Fitzpatrick pass incomplete short right intended for Lee Evans (defended by Paul Kruger),1.910,1.220
3,8:23,3,12,BAL 45,24,27,Ryan Fitzpatrick middle for 11 yards (tackle by Ray Lewis),1.220,1.100
3,7:35,,,,24,27,Timeout #1 by Buffalo Bills,0.000,1.100
3,7:35,4,1,BAL 34,24,27,Ryan Fitzpatrick sacked by Ray Lewis for 0 yards,1.100,-1.270
3,7:24,1,10,BAL 35,24,27,Ray Rice left end for 8 yards (tackle by Jairus Byrd),1.270,1.800
3,7:05,2,2,BAL 43,24,27,Ray Rice left tackle for 4 yards (tackle by Dwan Edwards and Andra Davis),1.800,2.060
3,6:33,1,10,BAL 47,24,27,Joe Flacco pass incomplete short right intended for Anquan Boldin,2.060,1.520
3,6:28,2,10,BAL 47,24,27,Joe Flacco pass complete short middle to Anquan Boldin for 13 yards (tackle by Reggie Corner),1.520,2.920
3,5:55,1,10,BUF 40,24,27,Ray Rice left tackle for 3 yards (tackle by Spencer Johnson),2.920,2.780
3,5:16,2,7,BUF 37,24,27,Ray Rice right tackle for 5 yards (tackle by Spencer Johnson),2.780,2.740
3,4:36,3,2,BUF 32,24,27,Willis McGahee left tackle for 1 yard (tackle by Andra Davis),2.740,1.410
3,3:54,4,1,BUF 31,24,27,Joe Flacco pass complete short right to Le'Ron McClain for 16 yards (tackle by Donte Whitner),1.410,4.580
3,3:11,,,,24,27,Timeout #2 by Buffalo Bills,0.000,4.580
3,3:11,1,10,BUF 15,24,27,Willis McGahee left end for 5 yards (tackle by Spencer Johnson),4.580,4.840
3,2:41,2,5,BUF 10,24,27,Willis McGahee left tackle for 4 yards (tackle by Dwan Edwards and Torell Troup),4.840,4.900
3,2:12,3,1,BUF 6,24,27,Willis McGahee left tackle for 1 yard (tackle by Paul Posluszny),4.900,6.060
3,1:32,1,5,BUF 5,24,27,"Ray Rice left tackle for no gain (tackle by Dwan Edwards). Penalty on Andra Davis: Defensive 12 On-field, 3 yards (no play)",6.060,6.740
3,1:04,1,2,BUF 2,24,33,"Willis McGahee right end for 2 yards, touchdown",6.740,7.000
3,,,,BUF 2,24,34,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,24,34,"Billy Cundiff kicks off 79 yards, touchback",0.000,0.280
3,0:59,1,10,BUF 20,24,34,Ryan Fitzpatrick pass complete short left to Roscoe Parrish for 6 yards (tackle by Chris Carr),0.280,0.540
3,0:18,2,4,BUF 26,24,34,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,0.540,-0.160
3,0:13,3,4,BUF 26,24,34,Ryan Fitzpatrick pass incomplete deep right intended for David Nelson is intercepted by Ed Reed at BUF-49 and returned for 40 yards,-0.160,-5.140
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,BUF 9,24,34,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Kyle Williams at BUF-14",5.140,0.280
4,14:56,1,10,BUF 14,24,34,Fred Jackson middle for 4 yards (tackle by Ray Lewis and Terrell Suggs),-0.280,-0.210
4,14:21,2,6,BUF 18,24,34,Ryan Fitzpatrick pass incomplete short right intended for Roscoe Parrish,-0.210,-0.920
4,14:13,3,6,BUF 18,24,34,Ryan Fitzpatrick pass complete short right to Roscoe Parrish for 22 yards (tackle by Chris Carr),-0.920,1.600
4,13:31,1,10,BUF 40,24,34,Fred Jackson left guard for 5 yards (tackle by Ray Lewis and Jarret Johnson),1.600,1.730
4,12:53,2,5,BUF 45,24,34,Fred Jackson right end for -2 yards (tackle by Jarret Johnson),1.730,0.760
4,12:05,3,7,BUF 43,24,34,Ryan Fitzpatrick pass complete short right to Steve Johnson for 7 yards (tackle by Lardarius Webb),0.760,2.260
4,11:25,1,10,BUF 50,24,34,Fred Jackson right guard for 3 yards (tackle by Ray Lewis and Jarret Johnson),2.260,2.120
4,10:40,2,7,BAL 47,24,34,C.J. Spiller right guard for 3 yards (tackle by Haloti Ngata and Dannell Ellerbe),2.120,1.820
4,10:02,3,4,BAL 44,24,34,Ryan Fitzpatrick pass incomplete short left intended for David Nelson,1.820,0.330
4,9:59,4,4,BAL 44,24,34,"Brian Moorman punts 37 yards, fair catch by Ed Reed",0.330,0.380
4,9:53,1,10,BAL 7,24,34,"Penalty on T.J. Houshmandzadeh: False Start, 3 yards (no play)",-0.380,-0.490
4,9:53,1,13,BAL 4,24,34,Joe Flacco pass incomplete deep left intended for Anquan Boldin,-0.490,-1.000
4,9:47,2,13,BAL 4,24,34,Willis McGahee left tackle for 6 yards (tackle by Drayton Florence and Andra Davis),-1.000,-1.070
4,9:09,3,7,BAL 10,24,34,Joe Flacco pass complete short right to Ray Rice for 1 yard (tackle by Antonio Coleman),-1.070,-2.490
4,8:36,4,6,BAL 11,24,34,"Sam Koch punts 52 yards, fair catch by Roscoe Parrish",-2.490,-1.400
4,8:28,1,10,BUF 37,24,34,Ryan Fitzpatrick pass complete short right to Roscoe Parrish for 12 yards,1.400,2.190
4,8:08,1,10,BUF 49,24,34,"Ryan Fitzpatrick pass complete short middle to Fred Jackson for 21 yards (tackle by Ed Reed). Penalty on BUF: Illegal Formation, 5 yards (no play)",2.190,1.860
4,7:36,1,15,BUF 44,24,34,Ryan Fitzpatrick pass complete short left to Steve Johnson for 34 yards (tackle by Dawan Landry),1.860,4.110
4,7:12,1,10,BAL 22,24,34,Fred Jackson left guard for 4 yards (tackle by Dannell Ellerbe and Haloti Ngata),4.110,4.130
4,6:33,2,6,BAL 18,24,34,Fred Jackson left guard for 1 yard (tackle by Dawan Landry and Jarret Johnson),4.130,3.560
4,5:51,3,5,BAL 17,30,34,"Ryan Fitzpatrick pass complete short left to Lee Evans for 17 yards, touchdown",3.560,7.000
4,,,,BAL 2,31,34,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,31,34,"Rian Lindell kicks off 73 yards, returned by Jalen Parmele for 23 yards (tackle by George Wilson)",0.000,0.280
4,5:40,1,10,BAL 20,31,34,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Chris Kelsay),0.280,-0.270
4,5:36,2,10,BAL 20,31,34,Joe Flacco pass complete deep right to Derrick Mason for 36 yards (tackle by Leodis McKelvin),-0.270,2.650
4,4:54,1,10,BUF 44,31,34,Ray Rice right guard for 1 yard (tackle by Marcus Stroud and Chris Kelsay),2.650,2.250
4,4:15,2,9,BUF 43,31,34,Ray Rice left guard for 3 yards (tackle by Kyle Williams and Donte Whitner),2.250,1.950
4,3:37,3,6,BUF 40,31,34,Joe Flacco pass incomplete short left intended for Anquan Boldin,1.950,0.590
4,3:33,4,6,BUF 40,31,34,"Sam Koch punts 31 yards, fair catch by Roscoe Parrish",0.590,0.380
4,3:26,1,10,BUF 9,31,34,Fred Jackson left guard for -1 yards (tackle by Cory Redding),-0.380,-0.850
4,2:44,2,11,BUF 8,31,34,Ryan Fitzpatrick pass complete short right to Roscoe Parrish for 4 yards (tackle by Ray Lewis),-0.850,-1.070
4,2:03,3,7,BUF 12,31,34,Ryan Fitzpatrick pass incomplete short right intended for Fred Jackson,-1.070,-2.490
4,1:57,4,7,BUF 12,31,34,Ryan Fitzpatrick pass complete short right to David Nelson for 16 yards (tackle by Ed Reed),-2.490,0.810
4,1:33,1,10,BUF 28,31,34,Ryan Fitzpatrick pass complete short left to Steve Johnson for 3 yards (tackle by Ray Lewis),0.810,0.670
4,1:33,2,7,BUF 31,31,34,Ryan Fitzpatrick pass complete short left to Fred Jackson for 4 yards (tackle by Haruki Nakamura),0.670,0.500
4,1:07,3,3,BUF 35,31,34,Ryan Fitzpatrick pass complete short right to David Nelson for 9 yards (tackle by Lardarius Webb),0.500,1.860
4,0:57,1,10,BUF 44,31,34,Ryan Fitzpatrick pass complete short left to Lee Evans for 12 yards (tackle by Josh Wilson),1.860,2.650
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:37,,,,31,34,Timeout #3 by Buffalo Bills,0.000,2.650
4,0:37,1,10,BAL 44,31,34,Ryan Fitzpatrick pass incomplete short left intended for Lee Evans (defended by Josh Wilson),2.650,2.110
4,0:31,2,10,BAL 44,31,34,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson,2.110,1.420
4,0:23,3,10,BAL 44,31,34,Ryan Fitzpatrick pass complete short right to Steve Johnson for 12 yards (tackle by Ray Lewis),1.420,3.450
4,0:08,,,,31,34,Timeout #2 by Baltimore Ravens,0.000,3.450
4,0:08,1,10,BAL 32,34,34,Rian Lindell 50 yard field goal good,3.450,3.000
4,,,,BUF 30,34,34,"Rian Lindell kicks off 73 yards, touchback",0.000,0.280
4,0:04,1,10,BAL 20,34,34,Joe Flacco kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,,,,BUF 30,34,34,"Rian Lindell kicks off 75 yards, returned by Jalen Parmele for 32 yards (tackle by Donald Jones)",0.000,0.740
OT,14:56,1,10,BAL 27,34,34,Ray Rice right guard for 5 yards (tackle by Dwan Edwards),0.740,0.870
OT,14:24,2,5,BAL 32,34,34,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Dwan Edwards),0.870,0.170
OT,14:20,3,5,BAL 32,34,34,Joe Flacco sacked by Chris Kelsay and Arthur Moats for -3 yards,0.170,-1.440
OT,13:53,4,8,BAL 29,34,34,"Sam Koch punts 49 yards, fair catch by Roscoe Parrish",-1.440,-0.410
OT,13:48,1,10,BUF 22,34,34,Ryan Fitzpatrick pass complete deep middle to Lee Evans for 19 yards (tackle by Josh Wilson and Ray Lewis),0.410,1.660
OT,13:07,1,10,BUF 41,34,34,Ryan Fitzpatrick pass incomplete deep middle intended for Roscoe Parrish,1.660,1.120
OT,13:02,2,10,BUF 41,34,34,"Ryan Fitzpatrick pass complete deep middle to Shawn Nelson for 4 yards (tackle by Ray Lewis). Shawn Nelson fumbles (forced by Ray Lewis), recovered by Ray Lewis at BUF-45 and returned for 1 yards (tackle by Lee Evans). Penalty on Geoff Hangartner: Unsportsmanlike Conduct, 15 yards",1.120,-3.640
OT,12:52,1,10,BUF 29,34,34,Ray Rice right tackle for 3 yards (tackle by Kyle Williams and Andra Davis),3.640,3.510
OT,12:13,2,7,BUF 26,34,34,Ray Rice right guard for 1 yard (tackle by Dwan Edwards),3.510,2.940
OT,11:38,3,6,BUF 25,34,34,"Penalty on Kyle Williams: Neutral Zone Infraction, 5 yards (no play)",2.940,3.600
OT,11:38,3,1,BUF 20,34,34,Willis McGahee left guard for no gain (tackle by Donte Whitner and Andra Davis),3.600,2.270
OT,11:01,,,,34,34,Timeout #1 by Baltimore Ravens,0.000,2.270
OT,11:01,4,1,BUF 20,34,37,Billy Cundiff 38 yard field goal good,2.270,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
