Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
D.J. Reed,NYJ,0,11,7,63.6%,56,8.0,5.1,0,76.3,10.0,43,13,1,0,0,0.0,0,8,0,0.0%
Sauce Gardner,NYJ,0,11,5,45.5%,25,5.0,2.3,0,52.5,14.3,12,13,1,0,0,0.0,0,10,1,9.1%
Brandin Echols,NYJ,0,3,2,66.7%,23,11.5,7.7,0,89.6,13.0,20,3,0,0,0,0.0,0,2,0,0.0%
C.J. Mosley,NYJ,0,3,2,66.7%,15,7.5,5.0,0,78.5,6.0,7,8,1,0,0,0.0,0,7,0,0.0%
Lamarcus Joyner,NYJ,1,3,2,66.7%,62,31.0,20.7,0,70.1,19.3,36,26,1,0,0,0.0,0,2,0,0.0%
Kwon Alexander,NYJ,0,5,2,40.0%,10,5.0,2.0,0,47.9,0.0,1,9,0,0,0,0.0,0,3,0,0.0%
Jordan Whitehead,NYJ,0,5,2,40.0%,20,10.0,4.0,0,52.1,15.4,8,12,0,0,0,0.0,0,4,0,0.0%
Quincy Williams,NYJ,0,1,1,100.0%,13,13.0,13.0,0,118.7,3.0,3,10,0,0,0,0.0,0,5,0,0.0%
Michael Carter,NYJ,0,2,1,50.0%,3,3.0,1.5,0,56.2,6.5,3,0,2,0,0,0.0,0,1,0,0.0%
John Franklin-Myers,NYJ,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-3.0,-3,1,0,0,0,0.0,0,1,0,0.0%
Quinnen Williams,NYJ,0,0,0,,,,,,,,,,0,0,2,0.0,2,4,0,0.0%
Bryce Huff,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Nathan Shepherd,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Sheldon Rankins,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Carl Lawson,NYJ,0,0,0,,,,,,,,,,1,0,0,0.5,1,2,0,0.0%
Marcell Harris,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Vinny Curry,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Alex Singleton,DEN,0,6,4,66.7%,20,5.0,3.3,0,71.5,3.5,6,14,4,0,0,0.0,0,11,2,15.4%
Jonas Griffith,DEN,0,3,3,100.0%,55,18.3,18.3,0,118.7,1.3,4,51,1,1,1,0.0,2,6,0,0.0%
Damarri Mathis,DEN,0,5,3,60.0%,16,5.3,3.2,0,65.4,2.4,0,16,1,0,0,0.0,0,4,0,0.0%
K'Waun Williams,DEN,0,3,2,66.7%,10,5.0,3.3,0,71.5,3.7,5,5,1,1,0,0.0,1,2,0,0.0%
Jonathon Cooper,DEN,0,2,2,100.0%,5,2.5,2.5,0,79.2,0.0,0,5,2,0,0,0.0,0,2,0,0.0%
Kareem Jackson,DEN,0,5,1,20.0%,8,8.0,1.6,0,39.6,11.6,7,1,0,0,0,0.0,0,2,0,0.0%
Patrick Surtain II,DEN,0,1,1,100.0%,7,7.0,7.0,0,95.8,0.0,0,7,0,0,0,0.0,0,3,0,0.0%
Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,1,0,2.0,3,4,0,0.0%
Mike Purcell,DEN,0,0,0,,,,,,,,,,0,0,0,0.5,1,5,0,0.0%
D.J. Jones,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Bradley Chubb,DEN,0,0,0,,,,,,,,,,3,1,0,0.0,1,4,0,0.0%
Nik Bonitto,DEN,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Justin Simmons,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Mike Boone,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
