Player,Pos
Brett Rypien,QB
Melvin Gordon,RB
Andrew Beck,FB
Jerry Jeudy,WR
Courtland Sutton,WR
Eric Tomlinson,TE
Billy Turner,OL
Quinn Meinerz,OL
Cameron Fleming,T
Dalton Risner,G
Lloyd Cushenberry III,C
Dre'Mont Jones,DE
DeShawn Williams,DT
D.J. Jones,DT
Bradley Chubb,OLB
Baron Browning,LB
Alex Singleton,LB
Jonas Griffith,LB
Patrick Surtain II,CB
Damarri Mathis,CB
Justin Simmons,S
Kareem Jackson,S
