Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,6,5,75,2,5,53,10.6,22,4.4,10.5,0,,0,0.0,0,158.3
Rashee Rice,KAN,4,4,47,0,3,6,1.5,41,10.3,1.5,0,,0,0.0,0,115.6
Noah Gray,KAN,3,3,16,0,1,11,3.7,5,1.7,3.7,0,,0,0.0,0,88.9
Marquez Valdes-Scantling,KAN,4,2,62,0,2,53,26.5,9,4.5,17.0,0,,0,0.0,0,95.8
Clyde Edwards-Helaire,KAN,1,1,-1,0,0,-5,-5.0,4,4.0,-5.0,0,,0,0.0,0,79.2
Mecole Hardman,KAN,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0,79.2
Isiah Pacheco,KAN,1,1,14,0,1,1,1.0,13,13.0,1.0,0,,0,0.0,0,118.7
Justin Watson,KAN,1,0,0,0,,0,,0,,20.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Khalil Shakir,BUF,9,7,44,1,4,10,1.4,34,4.9,4.7,0,,0,0.0,0,124.1
Dalton Kincaid,BUF,5,5,45,0,2,13,2.6,32,6.4,2.6,1,5.0,0,0.0,0,104.2
James Cook,BUF,5,4,21,0,1,-6,-1.5,27,6.8,-0.8,0,,1,20.0,0,84.2
Latavius Murray,BUF,4,3,27,0,1,5,1.7,22,7.3,1.0,0,,0,0.0,0,92.7
Stefon Diggs,BUF,8,3,21,0,1,-4,-1.3,25,8.3,10.0,0,,2,25.0,0,45.8
Dawson Knox,BUF,1,1,4,0,1,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Ty Johnson,BUF,1,1,14,0,1,3,3.0,11,11.0,3.0,0,,0,0.0,0,118.7
Trent Sherfield,BUF,3,1,7,0,1,3,3.0,4,4.0,27.0,0,,1,33.3,0,42.4
Deonte Harty,BUF,1,1,3,0,,-4,-4.0,7,7.0,-4.0,0,,0,0.0,0,79.2
