Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 70 yards, returned by Darren Sproles for 25 yards (tackle by Kyle Arrington). Penalty on Kyle Arrington: Offside on Free Kick, 5 yards",0.000,0.940
1,14:55,1,10,SDG 30,0,0,Philip Rivers pass complete short left to Craig Davis for 11 yards (tackle by Brandon Spikes),0.940,1.660
1,14:14,1,10,SDG 41,0,0,Philip Rivers pass incomplete short right intended for Craig Davis,1.660,1.120
1,14:07,2,10,SDG 41,0,0,Ryan Mathews left end for 2 yards (tackle by Brandon Deaderick and Rob Ninkovich),1.120,0.700
1,13:29,3,8,SDG 43,0,0,Philip Rivers pass incomplete,0.700,-0.520
1,13:18,4,8,SDG 43,0,0,"Mike Scifres punts 47 yards, returned by Julian Edelman for 3 yards (tackle by Brandon Siler)",-0.520,0.320
1,12:50,1,10,NWE 13,0,0,Tom Brady pass complete short left to Aaron Hernandez for 6 yards (tackle by Paul Oliver),-0.320,0.030
1,12:34,2,4,NWE 19,0,0,"BenJarvus Green-Ellis middle for 3 yards (tackle by Stephen Cooper). Penalty on Jacques Cesaire: Defensive Offside, 5 yards (no play)",0.030,0.540
1,12:04,1,10,NWE 24,0,0,Tom Brady pass incomplete deep middle intended for Deion Branch (defended by Quentin Jammer),0.540,0.000
1,11:56,2,10,NWE 24,0,0,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Stephen Cooper and Antonio Garay),0.000,-0.030
1,11:11,3,5,NWE 29,0,0,Tom Brady pass incomplete short left intended for Deion Branch,-0.030,-1.440
1,11:11,4,5,NWE 29,0,0,"Penalty on Dane Fletcher: False Start, 5 yards (no play)",-1.440,-1.770
1,11:11,4,10,NWE 24,0,0,"Zoltan Mesko punts 36 yards, fair catch by Darren Sproles. Penalty on Jake Ingram: Offensive Holding, 10 yards",-1.770,-2.260
1,11:00,1,10,SDG 50,0,0,Ryan Mathews right end for no gain (tackle by Devin McCourty),2.260,1.710
1,10:21,2,10,SDG 50,0,0,Philip Rivers pass complete short left to Ryan Mathews for 3 yards (tackle by Jerod Mayo),1.710,1.420
1,9:48,3,7,NWE 47,0,0,Philip Rivers pass complete short middle to Craig Davis for 8 yards (tackle by Jerod Mayo),1.420,2.980
1,9:05,1,10,NWE 39,0,0,Philip Rivers for 2 yards (tackle by Jermaine Cunningham),2.980,2.710
1,8:29,2,8,NWE 37,0,0,Philip Rivers pass complete short right to Patrick Crayton for 11 yards (tackle by Brandon Meriweather),2.710,3.840
1,7:44,1,10,NWE 26,0,0,Philip Rivers pass complete short right to Darren Sproles for 9 yards (tackle by Jerod Mayo),3.840,4.640
1,6:59,2,1,NWE 17,0,0,Jacob Hester middle for 2 yards (tackle by Vince Wilfork and Gerard Warren),4.640,4.580
1,6:20,1,10,NWE 15,0,0,Philip Rivers pass incomplete short right intended for Patrick Crayton,4.580,3.950
1,6:15,2,10,NWE 15,0,0,Ryan Mathews right end for 1 yard (tackle by Jerod Mayo),3.950,3.240
1,5:32,3,9,NWE 14,0,0,Philip Rivers pass incomplete short right intended for Craig Davis,3.240,2.510
1,5:32,4,9,NWE 14,0,3,Kris Brown 32 yard field goal good,2.510,3.000
1,,,,SDG 30,0,3,Kris Brown kicks onside 27 yards,0.000,1.800
1,5:21,1,10,NWE 43,0,3,BenJarvus Green-Ellis middle for 9 yards (tackle by Stephen Cooper),1.800,2.470
1,4:48,2,1,SDG 48,0,3,Tom Brady pass incomplete short right intended for Sammy Morris,2.470,1.750
1,4:42,3,1,SDG 48,0,3,Tom Brady pass incomplete short left intended for Brandon Tate,1.750,0.070
1,4:38,4,1,SDG 48,0,3,"Zoltan Mesko punts 30 yards, fair catch by Darren Sproles",0.070,-0.040
1,4:29,1,10,SDG 18,0,3,Philip Rivers pass incomplete short right intended for Craig Davis,0.040,-0.490
1,4:19,2,10,SDG 18,0,3,Ryan Mathews right end for -5 yards (tackle by Patrick Chung),-0.490,-1.970
1,3:35,3,15,SDG 13,0,3,"Philip Rivers pass complete short left to Kion Wilson for 9 yards (tackle by Dane Fletcher). Kion Wilson fumbles (forced by Dane Fletcher), recovered by Jerod Mayo at SDG-22",-1.970,-4.110
1,3:24,1,10,SDG 22,0,3,BenJarvus Green-Ellis left end for 1 yard (tackle by Antwan Applewhite),4.110,3.700
1,2:31,2,9,SDG 21,0,3,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Stephen Cooper and Paul Oliver),3.700,4.780
1,2:07,1,10,SDG 12,0,3,"BenJarvus Green-Ellis middle for 2 yards (tackle by Ogemdi Nwagbuo). Penalty on Antwan Applewhite: Illegal Use of Hands, 5 yards",4.780,6.060
1,1:40,1,5,SDG 5,0,3,Tom Brady pass complete short right to Danny Woodhead for 4 yards (tackle by Paul Oliver),6.060,5.910
1,1:10,2,1,SDG 1,6,3,"Tom Brady pass complete short right to Rob Gronkowski for 1 yard, touchdown",5.910,7.000
1,,,,SDG 2,7,3,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,3,"Stephen Gostkowski kicks off 79 yards, touchback",0.000,0.280
1,1:00,1,10,SDG 20,7,3,Ryan Mathews middle for 5 yards (tackle by Rob Ninkovich),0.280,0.410
1,0:23,2,5,SDG 25,7,3,Ryan Mathews middle for 3 yards (tackle by Jermaine Cunningham),0.410,0.100
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,SDG 28,7,3,Philip Rivers pass complete short right to Patrick Crayton for 6 yards (tackle by Devin McCourty),0.100,1.200
2,14:16,1,10,SDG 34,7,3,"Philip Rivers pass complete deep middle to Richard Goodman for 25 yards. Richard Goodman fumbles, recovered by James Sanders at NWE-41 (tackle by Richard Goodman)",1.200,-1.660
2,14:02,1,10,NWE 41,7,3,BenJarvus Green-Ellis middle for 3 yards (tackle by Antwan Applewhite),1.660,1.530
2,13:28,2,7,NWE 44,7,3,Tom Brady pass incomplete short middle intended for Wes Welker,1.530,0.830
2,13:22,3,7,NWE 44,7,3,Tom Brady pass incomplete,0.830,-0.460
2,13:15,4,7,NWE 44,7,3,"Penalty on Zoltan Mesko: Delay of Game, 5 yards (no play)",-0.460,-0.780
2,13:15,4,12,NWE 39,7,3,Zoltan Mesko punts 42 yards,-0.780,-0.150
2,13:03,1,10,SDG 19,7,3,Ryan Mathews middle for 5 yards (tackle by Gary Guyton),0.150,0.340
2,12:27,2,5,SDG 24,7,3,Mike Tolbert middle for 4 yards (tackle by Myron Pryor),0.340,0.100
2,11:53,3,1,SDG 28,7,3,"Mike Tolbert left end for no gain (tackle by Tully Banta-Cain and Jerod Mayo). Penalty on Devin McCourty: Illegal Substitution, 5 yards (no play)",0.100,1.140
2,11:22,1,10,SDG 33,7,3,Philip Rivers pass complete short right to Darren Sproles for 6 yards (tackle by Sergio Brown),1.140,1.400
2,11:01,2,4,SDG 39,7,3,Darren Sproles middle for 1 yard (tackle by Jermaine Cunningham),1.400,0.830
2,10:15,3,3,SDG 40,7,3,Philip Rivers pass complete short right to Patrick Crayton for 13 yards (tackle by Gary Guyton and Devin McCourty),0.830,2.460
2,9:30,1,10,NWE 47,7,3,Philip Rivers pass incomplete short right intended for Mike Tolbert,2.460,1.910
2,9:27,2,10,NWE 47,7,3,Philip Rivers pass complete short left to Craig Davis for 15 yards (tackle by Kyle Arrington),1.910,3.450
2,8:58,1,10,NWE 32,7,3,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Rob Ninkovich at NWE-29 and returned for 63 yards (tackle by Philip Rivers)",3.450,-5.370
,,,,,,,"SDG challenged the fumble ruling, and the play was upheld.",,
2,8:45,1,8,SDG 8,7,3,Danny Woodhead left tackle for 2 yards (tackle by Antonio Garay),5.370,4.950
2,8:06,2,6,SDG 6,7,3,Tom Brady sacked by Shaun Phillips for -5 yards,4.950,3.120
2,7:28,3,11,SDG 11,7,3,Tom Brady sacked by Antwan Barnes for -11 yards,3.120,1.990
2,6:55,4,22,SDG 22,10,3,Stephen Gostkowski 40 yard field goal good,1.990,3.000
