Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
2,,,,NWE 30,10,3,"Stephen Gostkowski kicks off 74 yards, returned by Darren Sproles for 33 yards (tackle by Kyle Arrington)",0.000,0.870
2,6:44,1,10,SDG 29,10,3,"Ryan Mathews left end for 4 yards (tackle by Brandon Meriweather). Penalty on Mike Tolbert: Offensive Holding, 10 yards (no play)",0.870,0.110
2,6:17,1,20,SDG 19,10,3,Philip Rivers pass complete short right to Darren Sproles for 2 yards (tackle by Dane Fletcher),0.110,-0.750
2,5:53,2,18,SDG 21,10,3,Philip Rivers pass complete short left to Craig Davis for 1 yard (tackle by Sergio Brown),-0.750,-1.290
2,5:11,3,17,SDG 22,10,3,Philip Rivers pass incomplete deep right intended for Patrick Crayton is intercepted by Devin McCourty at NWE-42,-1.290,-1.730
2,5:03,1,10,NWE 42,10,3,Danny Woodhead right end for 3 yards (tackle by Shaun Phillips),1.730,1.590
2,4:43,2,7,NWE 45,10,3,Tom Brady pass complete short left to Wes Welker for 3 yards (tackle by Kevin Burnett),1.590,1.290
2,4:19,3,4,NWE 48,10,3,"Tom Brady pass complete short middle to Aaron Hernandez for 8 yards (tackle by Antwan Applewhite). Penalty on Aaron Hernandez: Offensive Pass Interfere, 10 yards (no play)",1.290,-0.030
2,3:56,3,14,NWE 38,10,3,Tom Brady pass incomplete short left intended for Deion Branch (defended by Antoine Cason),-0.030,-0.850
2,3:51,4,14,NWE 38,10,3,"Zoltan Mesko punts 45 yards, returned by Darren Sproles for 12 yards (tackle by Gary Guyton)",-0.850,-0.870
2,3:37,1,10,SDG 29,10,3,Ryan Mathews middle for 4 yards (tackle by Jerod Mayo),0.870,0.870
2,3:00,2,6,SDG 33,10,3,Philip Rivers pass complete short middle to Ryan Mathews for 4 yards (tackle by Gary Guyton),0.870,0.700
2,2:18,3,2,SDG 37,10,3,Philip Rivers pass incomplete short middle intended for Ryan Mathews,0.700,-0.910
2,2:13,4,2,SDG 37,10,3,"Mike Scifres punts 49 yards, returned by Julian Edelman for 34 yards (tackle by Mike Tolbert)",-0.910,-2.130
2,1:59,1,10,NWE 48,10,3,Danny Woodhead left end for 2 yards (tackle by Shaun Phillips),2.130,1.850
2,1:32,2,8,,10,3,Tom Brady pass incomplete short middle intended for Aaron Hernandez,1.850,1.160
2,1:32,3,8,,10,3,"Tom Brady pass incomplete deep left intended for Deion Branch. Penalty on Antoine Cason: Defensive Pass Interfere, 29 yards (no play)",1.160,4.170
2,1:25,1,10,SDG 21,10,3,BenJarvus Green-Ellis right end for no gain (tackle by Kevin Burnett),4.170,3.630
2,0:53,,,,10,3,Timeout #2 by San Diego Chargers,0.000,3.630
2,0:53,2,10,SDG 21,10,3,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Stephen Cooper and Eric Weddle),3.630,5.140
2,0:43,,,,10,3,Timeout #1 by New England Patriots,0.000,5.140
2,0:43,1,9,SDG 9,10,3,Tom Brady pass incomplete short left intended for Wes Welker,5.140,4.380
2,0:40,2,9,SDG 9,10,3,Tom Brady pass incomplete short left intended for Brandon Tate,4.380,3.360
2,0:35,3,9,SDG 9,10,3,Tom Brady sacked by Antwan Barnes for -8 yards. Penalty on Matt Light: Illegal Use of Hands (Declined),3.360,2.310
2,0:26,4,17,SDG 17,13,3,Stephen Gostkowski 35 yard field goal good,2.310,3.000
2,,,,NWE 30,13,3,"Stephen Gostkowski kicks off 66 yards, returned by Darren Sproles for 14 yards (tackle by Danny Woodhead)",0.000,0.040
2,0:17,1,10,SDG 18,13,3,Philip Rivers kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,13,3,"Kris Brown kicks off 74 yards, returned by Brandon Tate for 25 yards (tackle by Antwan Barnes)",0.000,0.340
3,14:55,1,10,NWE 21,13,3,Tom Brady pass complete short right to Aaron Hernandez for 1 yard (tackle by Kevin Burnett),0.340,-0.070
3,14:33,2,9,NWE 22,13,3,"Danny Woodhead left tackle for 2 yards (tackle by Stephen Cooper). Penalty on Antonio Garay: Unnecessary Roughness, 15 yards",-0.070,1.530
3,14:12,1,10,NWE 39,13,3,Sammy Morris left end for 2 yards (tackle by Antonio Garay and Kevin Burnett),1.530,1.260
3,13:47,2,8,NWE 41,13,3,Tom Brady pass incomplete short middle intended for Deion Branch,1.260,0.560
3,13:45,3,8,NWE 41,13,3,Tom Brady pass complete short middle to Aaron Hernandez for 18 yards (tackle by Paul Oliver and Kevin Burnett),0.560,2.850
3,13:10,1,10,SDG 41,13,3,Danny Woodhead left end for 7 yards (tackle by Travis Johnson),2.850,3.250
3,12:32,2,3,SDG 34,13,3,"Danny Woodhead right tackle for no gain (tackle by Stephen Cooper). Penalty on Sebastian Vollmer: Offensive Holding, 11 yards (no play)",3.250,1.770
3,12:04,2,14,SDG 45,13,3,Danny Woodhead middle for 5 yards (tackle by Eric Weddle and Travis Johnson),1.770,1.750
3,11:25,3,9,SDG 40,13,3,Tom Brady pass complete short middle to Danny Woodhead for 8 yards (tackle by Stephen Cooper),1.750,1.310
3,10:48,4,1,SDG 32,13,3,BenJarvus Green-Ellis left end for 1 yard (tackle by Stephen Cooper),1.310,3.510
3,10:04,1,10,SDG 31,13,3,Tom Brady pass complete short right to Deion Branch for 6 yards (tackle by Quentin Jammer),3.510,3.780
3,9:28,2,4,SDG 25,13,3,Tom Brady pass complete short left to Deion Branch for 10 yards (tackle by Stephen Cooper),3.780,4.580
3,9:04,1,10,SDG 15,13,3,Tom Brady sacked by Antonio Garay for -7 yards,4.580,3.080
3,8:36,2,17,SDG 22,13,3,Tom Brady pass complete short left to Danny Woodhead for 16 yards (tackle by Stephen Cooper and Eric Weddle),3.080,4.900
3,8:05,3,1,SDG 6,13,3,Tom Brady middle for 2 yards (tackle by Ogemdi Nwagbuo),4.900,6.280
3,7:37,1,4,SDG 4,13,3,BenJarvus Green-Ellis middle for 3 yards (tackle by Eric Weddle),6.280,5.910
3,7:05,2,1,SDG 1,13,3,BenJarvus Green-Ellis middle for no gain (tackle by Antwan Applewhite),5.910,5.170
3,6:28,3,1,SDG 1,19,3,"BenJarvus Green-Ellis left tackle for 1 yard, touchdown",5.170,7.000
3,,,,SDG 2,20,3,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,20,3,"Stephen Gostkowski kicks off 69 yards, returned by Darren Sproles for 25 yards (tackle by Dane Fletcher)",0.000,0.670
3,6:19,1,10,SDG 26,20,3,Philip Rivers pass complete short middle to Mike Tolbert for 13 yards (tackle by James Sanders),0.670,1.530
3,5:44,1,10,SDG 39,20,3,Philip Rivers pass complete short right to Darren Sproles for 10 yards (tackle by Gary Guyton),1.530,2.190
3,5:04,1,10,SDG 49,20,3,Philip Rivers pass complete short middle to Patrick Crayton for 9 yards (tackle by Jerod Mayo),2.190,2.860
3,4:36,2,1,NWE 42,20,3,Darren Sproles middle for 6 yards (tackle by Myron Pryor and Dane Fletcher),2.860,3.180
3,3:57,1,10,NWE 36,20,3,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at NWE-42",3.180,1.830
3,3:19,2,16,NWE 42,20,3,Philip Rivers pass complete short right to Craig Davis for 12 yards (tackle by Jerod Mayo and Sergio Brown),1.830,2.740
3,2:47,3,4,NWE 30,20,3,Philip Rivers pass complete short middle to Patrick Crayton for 5 yards (tackle by Brandon Meriweather),2.740,3.910
3,2:18,1,10,NWE 25,20,3,Philip Rivers pass complete short right to Darren Sproles for 12 yards (tackle by Gary Guyton),3.910,4.710
3,1:37,1,10,NWE 13,20,3,Philip Rivers pass complete short left to Darren Sproles for 3 yards (tackle by Jerod Mayo),4.710,4.580
3,0:53,2,7,NWE 10,20,3,Philip Rivers sacked by Brandon Deaderick for -6 yards,4.580,2.970
3,0:19,3,13,NWE 16,20,3,Philip Rivers pass complete short left to Craig Davis for 6 yards (tackle by Kyle Arrington),2.970,2.760
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,NWE 10,20,6,Kris Brown 28 yard field goal good,2.760,3.000
4,,,,SDG 30,20,6,"Kris Brown kicks off 65 yards, returned by Brandon Tate for 20 yards (tackle by Richard Goodman)",0.000,0.610
4,14:51,1,10,NWE 25,20,6,Tom Brady pass complete short right to Deion Branch for 17 yards (tackle by Quentin Jammer),0.610,1.730
4,14:20,1,10,NWE 42,20,6,Tom Brady pass complete short left to Aaron Hernandez for 5 yards (tackle by Shaun Phillips),1.730,1.860
4,13:54,2,5,NWE 47,20,6,Tom Brady pass complete short left to Deion Branch for 6 yards (tackle by Antoine Cason),1.860,2.460
4,13:24,1,10,SDG 47,20,6,Tom Brady pass complete short left to Brandon Tate for 3 yards (tackle by Antoine Cason),2.460,2.320
4,12:53,2,7,SDG 44,20,6,Tom Brady pass complete deep middle to Aaron Hernandez for 24 yards (tackle by Eric Weddle),2.320,4.240
4,12:22,1,10,SDG 20,20,6,Danny Woodhead middle for 4 yards (tackle by Shaun Phillips and Jacques Cesaire),4.240,4.280
4,11:39,2,6,SDG 16,20,6,Tom Brady pass incomplete short left intended for Aaron Hernandez,4.280,3.520
4,11:35,3,6,SDG 16,20,6,Tom Brady pass incomplete short middle intended for Aaron Hernandez (defended by Paul Oliver),3.520,2.400
4,11:31,4,6,SDG 16,23,6,Stephen Gostkowski 35 yard field goal good,2.400,3.000
4,,,,NWE 30,23,6,"Stephen Gostkowski kicks off 76 yards, returned by Darren Sproles for 39 yards (tackle by Kyle Arrington)",0.000,1.140
4,11:21,1,10,SDG 33,23,6,Philip Rivers sacked by Mike Wright for -5 yards,1.140,-0.080
4,11:01,2,15,SDG 28,23,6,Philip Rivers pass incomplete,-0.080,-0.760
4,10:55,3,15,SDG 28,23,6,Philip Rivers pass complete deep right to Patrick Crayton for 21 yards (tackle by James Sanders and Jerod Mayo),-0.760,2.190
4,10:24,1,10,SDG 49,23,6,Philip Rivers pass complete short right to Darren Sproles for 14 yards (tackle by Jerod Mayo),2.190,3.120
4,9:52,1,10,NWE 37,23,6,Philip Rivers pass incomplete short left intended for Craig Davis,3.120,2.570
4,9:48,2,10,NWE 37,23,6,Philip Rivers pass complete short left to Darren Sproles for 5 yards (tackle by Kyle Arrington),2.570,2.540
4,9:15,3,5,NWE 32,23,6,Philip Rivers pass incomplete short middle intended for Patrick Crayton,2.540,1.260
4,9:10,,,,23,6,Timeout #1 by New England Patriots,0.000,1.260
4,9:10,4,5,NWE 32,23,6,Philip Rivers pass complete deep middle to Patrick Crayton for 17 yards (tackle by Brandon Meriweather),1.260,4.580
4,8:41,1,10,NWE 15,23,6,Philip Rivers middle for 5 yards (tackle by Jonathan Wilhite),4.580,4.840
4,7:59,2,5,NWE 10,23,6,Philip Rivers pass complete short middle to Seyi Ajirotutu for 6 yards (tackle by Darius Butler),4.840,6.280
4,7:25,1,4,NWE 4,23,12,"Philip Rivers pass complete short left to Antonio Gates for 4 yards, touchdown",6.280,7.000
4,,,,NWE 2,23,13,Kris Brown kicks extra point good,0.000,0.000
4,,,,SDG 30,23,13,Kris Brown kicks onside 10 yards (onside kick successful),0.000,1.600
,,,,,,,"NWE challenged the kick touched ruling, and the play was upheld.",,
4,7:21,1,10,SDG 40,23,13,Philip Rivers pass complete short left to Randy McMichael for 1 yard (tackle by Sergio Brown),1.600,1.190
4,6:52,2,9,SDG 41,23,13,Philip Rivers pass incomplete short left intended for Randy McMichael,1.190,0.500
4,6:47,3,9,SDG 41,23,13,Philip Rivers pass complete deep right to Seyi Ajirotutu for 20 yards (tackle by Brandon Meriweather),0.500,2.980
4,6:15,1,10,NWE 39,23,13,Philip Rivers pass complete deep middle to Antonio Gates for 26 yards (tackle by Brandon Meriweather),2.980,4.710
4,5:29,1,10,NWE 13,23,13,Philip Rivers pass complete short right to Darren Sproles for 9 yards (tackle by Jerod Mayo),4.710,5.730
4,4:54,2,1,NWE 4,23,13,Philip Rivers middle for 3 yards (tackle by Myron Pryor and Mike Wright),5.730,6.970
4,4:14,1,1,NWE 1,23,13,Philip Rivers pass incomplete short right intended for Patrick Crayton,6.970,5.910
4,4:09,2,1,NWE 1,23,13,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by James Sanders),5.910,5.170
4,4:04,3,1,NWE 1,23,19,"Mike Tolbert middle for 1 yard, touchdown",5.170,7.000
4,,,,NWE 2,23,20,Kris Brown kicks extra point good,0.000,0.000
4,,,,SDG 30,23,20,Kris Brown kicks off 45 yards,0.000,1.600
4,4:01,1,10,NWE 40,23,20,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Antwan Applewhite),1.600,2.130
4,3:18,2,2,NWE 48,23,20,Danny Woodhead middle for -1 yards (tackle by Kevin Burnett),2.130,1.290
4,2:39,3,3,NWE 47,23,20,Tom Brady pass complete short left to Wes Welker for 2 yards (tackle by Quentin Jammer),1.290,-0.130
,,,,,,,"NWE challenged the first down ruling, and the play was upheld.",,
4,2:00,4,1,NWE 49,23,20,BenJarvus Green-Ellis left end for -1 yards (tackle by Antwan Applewhite),-0.130,-2.460
4,1:55,1,10,NWE 47,23,20,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Jonathan Wilhite),2.460,3.250
4,1:23,1,10,NWE 35,23,20,Philip Rivers pass incomplete short middle intended for Patrick Crayton (defended by Kyle Arrington),3.250,2.700
4,1:19,2,10,NWE 35,23,20,Philip Rivers pass incomplete deep left intended for Patrick Crayton,2.700,2.010
4,1:14,3,10,NWE 35,23,20,Philip Rivers pass complete short right to Antonio Gates for 8 yards (tackle by Sergio Brown),2.010,1.800
4,0:28,,,,23,20,Timeout #1 by San Diego Chargers,0.000,1.800
4,0:28,4,2,NWE 27,23,20,"Penalty on Louis Vasquez: False Start, 5 yards (no play)",1.800,1.240
4,0:27,4,7,NWE 32,23,20,Kris Brown 50 yard field goal no good,1.240,-1.600
4,0:22,1,10,NWE 40,23,20,Tom Brady kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
