Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Tristan Wirfs,T,75,100%,0,0%,4,17%
Ali Marpet,G,75,100%,0,0%,4,17%
Donovan Smith,T,75,100%,0,0%,4,17%
Alex Cappa,G,75,100%,0,0%,4,17%
Ryan Jensen,C,75,100%,0,0%,0,0%
Tom Brady,QB,75,100%,0,0%,0,0%
Mike Evans,WR,70,93%,0,0%,0,0%
Chris Godwin,WR,68,91%,0,0%,0,0%
O.J. Howard,TE,49,65%,0,0%,0,0%
Leonard Fournette,RB,47,63%,0,0%,0,0%
Cameron Brate,TE,44,59%,0,0%,0,0%
Antonio Brown,WR,37,49%,0,0%,0,0%
Josh Wells,T,16,21%,0,0%,4,17%
Ronald Jones II,RB,14,19%,0,0%,0,0%
Tyler Johnson,WR,12,16%,0,0%,9,38%
Giovani Bernard,RB,12,16%,0,0%,4,17%
Jaydon Mickens,WR,3,4%,0,0%,14,58%
Deon Yelder,TE,3,4%,0,0%,0,0%
Mike Edwards,FS,0,0%,52,100%,5,21%
Devin White,LB,0,0%,52,100%,3,13%
Jamel Dean,CB,0,0%,52,100%,2,8%
Jordan Whitehead,SS,0,0%,52,100%,0,0%
Ross Cockrell,CB,0,0%,51,98%,6,25%
Dee Delaney,CB,0,0%,46,88%,12,50%
Kevin Minter,LB,0,0%,46,88%,3,13%
Jason Pierre-Paul,DE,0,0%,41,79%,0,0%
Shaquil Barrett,LB,0,0%,37,71%,0,0%
Ndamukong Suh,DE,0,0%,34,65%,0,0%
Vita Vea,NT,0,0%,27,52%,7,29%
Joe Tryon-Shoyinka,LB,0,0%,19,37%,3,13%
William Gholston,DE,0,0%,17,33%,3,13%
Anthony Nelson,LB,0,0%,12,23%,15,63%
Rakeem Nunez-Roches,DT,0,0%,12,23%,7,29%
Steve McLendon,NT,0,0%,10,19%,0,0%
Pierre Desir,CB,0,0%,6,12%,20,83%
Richard Sherman,CB,0,0%,6,12%,0,0%
Pat O'Connor,DE,0,0%,0,0%,24,100%
Andrew Adams,SS,0,0%,0,0%,20,83%
Grant Stuard,LB,0,0%,0,0%,17,71%
K.J. Britt,LB,0,0%,0,0%,17,71%
Ke'Shawn Vaughn,RB,0,0%,0,0%,16,67%
Cam Gill,LB,0,0%,0,0%,14,58%
Bradley Pinion,P,0,0%,0,0%,12,50%
Carson Tinker,LS,0,0%,0,0%,7,29%
Ryan Succop,K,0,0%,0,0%,4,17%
