Quarter,Time,Down,ToGo,Location,GNB,BAL,Detail,EPB,EPA
1,8:28,1,10,BAL 42,0,7,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Paris Lenon),1.730,2.270
1,8:06,2,2,BAL 50,0,7,"Kyle Boller pass complete to Derrick Mason for 22 yards (tackle by Al Harris). Penalty on Al Harris: Face Mask (15 Yards), 14 yards",2.270,4.650
1,7:36,1,10,GNB 14,0,7,Jamal Lewis left tackle for 3 yards (tackle by Nick Barnett and Corey Williams),4.650,4.520
1,6:57,2,7,GNB 11,0,13,"Mark Clayton right end for 11 yards, touchdown",4.520,7.000
1,,,,GNB 2,0,14,"Matt Stover kicks extra point good. Penalty on Todd Heap: False Start, 5 yards (no play)",0.000,0.000
1,,,,GNB 2,0,14,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,0,14,"Matt Stover kicks off 57 yards, returned by Ahmad Carroll for 57 yards (tackle by B.J. Ward). Penalty on Matt Stover: Low Block, 15 yards",0.000,4.580
1,6:43,1,10,BAL 15,0,14,Samkon Gado right guard for 1 yard (tackle by Ma'ake Kemoeatu),4.580,4.110
1,6:04,2,9,BAL 14,0,14,Samkon Gado left tackle for 5 yards (tackle by Bart Scott),4.110,4.220
1,5:30,3,4,BAL 9,0,14,Brett Favre pass incomplete intended for David Martin (defended by Ed Reed),4.220,2.900
1,5:26,4,4,BAL 9,3,14,Ryan Longwell 27 yard field goal good,2.900,3.000
1,,,,GNB 30,3,14,"Ryan Longwell kicks off 58 yards, returned by Chester Taylor for 21 yards (tackle by Andrae Thurman)",0.000,1.140
1,5:17,1,10,BAL 33,3,14,Mark Clayton right end for -1 yards (tackle by Paris Lenon),1.140,0.460
1,4:39,2,11,BAL 32,3,14,Kyle Boller pass complete to Derrick Mason for 9 yards (tackle by Nick Collins),0.460,0.960
1,3:55,3,2,BAL 41,3,14,"Kyle Boller pass complete to Jamal Lewis for 1 yard (tackle by Mike Montgomery and Nick Collins). Kyle Boller fumbles, recovered by Kyle Boller at BAL-38",0.960,-0.590
1,3:27,4,1,BAL 42,3,14,"Dave Zastudil punts 47 yards, fair catch by Antonio Chatman",-0.590,0.370
1,3:17,1,10,GNB 11,3,14,"Penalty on Kevin Barry: False Start, 5 yards (no play)",-0.370,-0.570
1,3:00,1,15,GNB 6,3,14,Brett Favre pass complete to Donald Lee for 6 yards (tackle by Tommy Polley),-0.570,-0.710
1,2:33,2,9,GNB 12,3,14,Samkon Gado up the middle for 9 yards (tackle by Terrell Suggs),-0.710,0.340
1,1:48,1,10,GNB 21,3,14,Samkon Gado left guard for 2 yards (tackle by Aubrayo Franklin and Kelly Gregg),0.340,0.070
1,1:10,2,8,GNB 23,3,14,Brett Favre pass complete to Tony Fisher for 5 yards (tackle by Tommy Polley),0.070,0.040
1,0:31,3,3,GNB 28,3,14,Brett Favre pass complete to Antonio Chatman for 7 yards (tackle by Ed Reed and Dale Carter),0.040,1.270
Quarter,Time,Down,ToGo,Location,GNB,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 35,3,14,Tony Fisher right tackle for 3 yards (tackle by Ma'ake Kemoeatu),1.270,1.130
2,14:22,2,7,GNB 38,3,14,Brett Favre pass complete to William Henderson for 19 yards (tackle by Bart Scott),1.130,2.720
2,13:36,1,10,BAL 43,3,14,"Tony Fisher right tackle for no gain (tackle by Ma'ake Kemoeatu). Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",2.720,2.060
2,13:12,1,20,GNB 47,3,14,Brett Favre pass complete to Tony Fisher for 6 yards (tackle by Adalius Thomas),2.060,1.640
2,12:50,2,14,BAL 47,3,14,Brett Favre pass incomplete intended for Donald Driver (defended by Samari Rolle),1.640,0.960
2,12:45,3,14,BAL 47,3,14,Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Samari Rolle at BAL-4,0.960,0.380
2,12:35,1,10,BAL 4,3,14,Jamal Lewis left end for 3 yards (tackle by Aaron Kampman),-0.380,-0.560
2,11:56,2,7,BAL 7,3,14,Jamal Lewis left guard for 1 yard (tackle by Grady Jackson and Colin Cole),-0.560,-0.950
2,11:13,3,6,BAL 8,3,14,"Kyle Boller pass incomplete intended for Todd Heap. Penalty on Mark Roman: Defensive Holding, 5 yards (no play)",-0.950,-0.320
2,11:08,1,10,BAL 13,3,14,Jamal Lewis left guard for 2 yards (tackle by Kabeer Gbaja-Biamila and Roy Manning),-0.320,-0.570
2,10:31,2,8,BAL 15,3,14,Kyle Boller pass incomplete intended for Mark Clayton (defended by Roy Manning),-0.570,-1.180
2,10:25,3,8,BAL 15,3,14,Kyle Boller pass complete to Todd Heap for 11 yards (tackle by Al Harris),-1.180,0.670
2,10:00,1,10,BAL 26,3,14,Jamal Lewis right guard for 3 yards (tackle by Grady Jackson),0.670,0.540
2,9:25,2,7,BAL 29,3,14,Kyle Boller pass complete to Todd Heap for 6 yards (tackle by Nick Barnett and Mark Roman),0.540,0.630
2,8:38,3,1,BAL 35,3,14,Chester Taylor left end for 4 yards (tackle by Nick Collins),0.630,1.530
2,8:03,1,10,BAL 39,3,14,Jamal Lewis left tackle for 5 yards (tackle by Nick Collins and Paris Lenon),1.530,1.660
2,7:22,2,5,BAL 44,3,14,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Mark Roman),1.660,2.390
2,6:44,1,10,GNB 48,3,14,Jamal Lewis left guard for 2 yards (tackle by Colin Cole and Roy Manning),2.390,2.120
2,5:58,2,8,GNB 46,3,14,Kyle Boller pass incomplete intended for Todd Heap (defended by Nick Collins),2.120,1.420
2,5:52,3,8,GNB 46,3,14,Kyle Boller pass complete to Derrick Mason for 27 yards (tackle by Nick Collins),1.420,4.310
2,5:24,1,10,GNB 19,3,14,Jamal Lewis left tackle for 7 yards (tackle by Nick Collins),4.310,4.920
2,4:54,2,3,GNB 12,3,14,Jamal Lewis up the middle for -1 yards (tackle by Na'il Diggs),4.920,3.960
2,4:15,3,4,GNB 13,3,20,"Kyle Boller pass complete to Randy Hymes for 13 yards, touchdown",3.960,7.000
2,,,,GNB 2,3,21,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,3,21,"Matt Stover kicks off 59 yards, returned by Vonta Leach for 7 yards (tackle by Zac Woodfin)",0.000,0.040
2,4:04,1,10,GNB 18,3,21,Brett Favre pass complete to Donald Driver for 20 yards (tackle by Ed Reed),0.040,1.470
2,3:28,1,10,GNB 38,3,21,Brett Favre pass incomplete intended for Robert Ferguson (defended by Ed Reed),1.470,0.920
2,3:22,2,10,GNB 38,3,21,Noah Herron left end for 6 yards (tackle by Bart Scott),0.920,1.020
2,2:41,3,4,GNB 44,3,21,Brett Favre pass complete to Antonio Chatman for 5 yards (tackle by Bart Scott),1.020,2.190
2,2:05,1,10,GNB 49,3,21,Brett Favre pass incomplete intended for Donald Driver is intercepted by Deion Sanders at BAL-8 and returned for 24 yards,2.190,-1.070
2,1:51,1,10,BAL 32,3,21,Chester Taylor right guard for 4 yards (tackle by Cullen Jenkins),1.070,1.070
2,1:29,2,6,BAL 36,3,21,Kyle Boller pass complete to Mark Clayton for 14 yards (tackle by Al Harris),1.070,2.260
2,1:24,1,10,BAL 50,3,21,Kyle Boller pass complete to Todd Heap for 19 yards (tackle by Mark Roman),2.260,3.510
2,1:18,1,10,GNB 31,3,21,Chester Taylor right guard for 3 yards (tackle by Cullen Jenkins and Aaron Kampman),3.510,3.370
2,1:12,,,,3,21,Timeout #1 by Baltimore Ravens,0.000,3.370
2,1:12,2,7,GNB 28,3,21,Kyle Boller pass complete to Todd Heap for 20 yards (tackle by Nick Collins),3.370,5.370
2,0:39,1,8,GNB 8,3,21,Jamal Lewis left guard for 3 yards (tackle by Na'il Diggs and Kabeer Gbaja-Biamila),5.370,5.150
2,0:33,,,,3,21,Timeout #2 by Baltimore Ravens,0.000,5.150
2,0:33,2,5,GNB 5,3,21,Kyle Boller pass incomplete intended for Randy Hymes,5.150,4.260
2,0:28,3,5,GNB 5,3,21,Kyle Boller pass incomplete intended for Mark Clayton (defended by Colin Cole),4.260,3.010
2,0:25,4,5,GNB 5,3,24,Matt Stover 23 yard field goal good,3.010,3.000
2,,,,BAL 30,3,24,"Matt Stover kicks off 54 yards, returned by Ahmad Carroll for 12 yards (tackle by Dennis Haley)",0.000,0.810
2,0:17,1,10,GNB 28,3,24,Tony Fisher left tackle for 17 yards (tackle by Adalius Thomas and Ed Reed),0.810,1.930
2,0:09,,,,3,24,Timeout #1 by Green Bay Packers,0.000,1.930
2,0:09,1,10,GNB 45,3,24,Brett Favre pass incomplete intended for David Martin,1.930,1.380
2,0:06,2,10,GNB 45,3,24,Brett Favre pass complete to Tony Fisher for 12 yards (tackle by Bart Scott),1.380,2.720
Quarter,Time,Down,ToGo,Location,GNB,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,3,24,"Ryan Longwell kicks off 62 yards, returned by B.J. Sams for 20 yards (tackle by Andrae Thurman)",0.000,0.810
3,14:55,1,10,BAL 28,3,24,Jamal Lewis right tackle for 5 yards (tackle by Cullen Jenkins and Mark Roman),0.810,0.940
3,14:18,2,5,BAL 33,3,24,Jamal Lewis left tackle for 5 yards (tackle by Na'il Diggs),0.940,1.470
3,13:35,1,10,BAL 38,3,24,Kyle Boller pass complete to Todd Heap for 9 yards (tackle by Na'il Diggs),1.470,2.140
3,12:58,2,1,BAL 47,3,24,Jamal Lewis left guard for -1 yards (tackle by Roy Manning and Nick Barnett),2.140,1.290
3,12:18,3,2,BAL 46,3,24,Kyle Boller pass complete to Mark Clayton for 10 yards (tackle by Aaron Kampman),1.290,2.650
3,11:37,1,10,GNB 44,3,24,Mark Clayton left end for 4 yards (tackle by Mike Montgomery),2.650,2.650
3,10:53,2,6,GNB 40,3,24,Kyle Boller pass complete to Derrick Mason for 5 yards (tackle by Mark Roman),2.650,2.610
3,10:13,3,1,GNB 35,3,24,Chester Taylor right end for 8 yards (tackle by Nick Collins),2.610,3.780
3,9:49,1,10,GNB 27,3,30,"Kyle Boller pass complete to Todd Heap for 27 yards, touchdown",3.780,7.000
3,,,,GNB 2,3,31,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,3,31,"Matt Stover kicks off 57 yards, returned by Vonta Leach for 20 yards (tackle by Ovie Mughelli)",0.000,1.140
3,9:38,1,10,GNB 33,3,31,"Brett Favre pass complete to Robert Ferguson for 11 yards. Penalty on Robert Ferguson: Offensive Pass Interfere, 10 yards (no play)",1.140,0.480
3,9:13,1,20,GNB 23,3,31,Tony Fisher right guard for 4 yards (tackle by Bart Scott),0.480,-0.220
3,8:37,2,16,GNB 27,3,31,Brett Favre pass incomplete intended for Tony Fisher,-0.220,-0.890
3,8:33,3,16,GNB 27,3,31,"Brett Favre pass incomplete intended for Robert Ferguson (defended by Chris McAlister). Penalty on Chris McAlister: Defensive Pass Interfere, 21 yards (no play)",-0.890,2.130
3,8:28,1,10,GNB 48,3,31,Noah Herron left tackle for -3 yards (tackle by Bart Scott),2.130,1.180
3,7:46,2,13,GNB 45,3,31,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Bart Scott),1.180,1.160
3,7:15,3,8,BAL 50,3,31,Brett Favre pass incomplete intended for Donald Driver (defended by Samari Rolle),1.160,-0.060
3,7:10,4,8,BAL 50,3,31,"B.J. Sander punts 37 yards, fair catch by B.J. Sams",-0.060,0.320
3,7:02,1,10,BAL 13,3,31,Jamal Lewis left tackle for 7 yards (tackle by Nick Collins),-0.320,0.220
3,6:23,2,3,BAL 20,3,31,Jamal Lewis right guard for 2 yards (tackle by Grady Jackson and Aaron Kampman),0.220,-0.350
3,5:38,3,1,BAL 22,3,31,Kyle Boller pass incomplete intended for Derrick Mason (defended by Al Harris). Penalty on Tony Pashos: Illegal Formation (Declined),-0.350,-1.900
3,5:33,4,1,BAL 22,3,31,"Dave Zastudil punts 48 yards, returned by Antonio Chatman for 2 yards (tackle by Chad Williams)",-1.900,-1.070
3,5:23,1,10,GNB 32,3,31,"Brett Favre pass complete to William Henderson for 4 yards (tackle by Terrell Suggs). Penalty on Grey Ruegamer: Offensive Holding, 10 yards (no play)",1.070,0.410
3,5:01,1,20,GNB 22,3,31,Brett Favre pass complete to Antonio Chatman for 11 yards (tackle by Chris McAlister),0.410,0.660
3,4:21,2,9,GNB 33,3,31,Brett Favre pass complete to Donald Lee for 10 yards (tackle by Chris McAlister),0.660,1.800
3,3:59,1,10,GNB 43,3,31,Noah Herron right tackle for 4 yards (tackle by Aubrayo Franklin and Jarret Johnson),1.800,1.790
3,3:25,2,6,GNB 47,3,31,Brett Favre pass complete to Donald Driver for 31 yards (tackle by Terrell Suggs),1.790,4.110
3,2:37,1,10,BAL 22,3,31,Brett Favre pass incomplete intended for Donald Driver,4.110,3.560
3,2:30,2,10,BAL 22,3,31,Brett Favre pass incomplete intended for Robert Ferguson (defended by Chris McAlister),3.560,2.870
3,2:24,3,10,BAL 22,3,31,Brett Favre pass incomplete intended for Donald Driver (defended by Ed Reed),2.870,1.990
3,2:18,,,,3,31,Timeout #1 by Green Bay Packers,0.000,1.990
3,2:18,4,10,BAL 22,3,31,Brett Favre pass incomplete intended for Robert Ferguson (defended by Chris McAlister),1.990,-0.410
3,2:14,1,10,BAL 22,3,31,Kyle Boller pass incomplete intended for Todd Heap (defended by Mark Roman),0.410,-0.130
3,2:09,2,10,BAL 22,3,31,Kyle Boller pass complete to Derrick Mason for 34 yards (tackle by Ahmad Carroll),-0.130,2.650
3,1:38,1,10,GNB 44,3,31,Jamal Lewis left tackle for 20 yards (tackle by Na'il Diggs),2.650,3.970
3,1:12,1,10,GNB 24,3,31,Jamal Lewis left guard for 2 yards (tackle by Ahmad Carroll),3.970,3.700
3,0:29,2,8,GNB 22,3,31,Kyle Boller pass incomplete intended for Todd Heap,3.700,3.010
3,0:26,3,8,GNB 22,3,31,Kyle Boller pass incomplete intended for Mark Clayton (defended by Jerron Wishom),3.010,1.990
3,0:21,4,8,GNB 22,3,34,Matt Stover 40 yard field goal good,1.990,3.000
3,,,,BAL 30,3,34,"Matt Stover kicks off 44 yards, returned by Ahmad Carroll for 9 yards (tackle by Dale Carter)",0.000,1.270
3,0:11,1,10,GNB 35,3,34,Noah Herron right guard for 1 yard (tackle by Jarret Johnson and Tommy Polley),1.270,0.860
Quarter,Time,Down,ToGo,Location,GNB,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 36,3,34,"Aaron Rodgers sacked by Adalius Thomas for -8 yards. Aaron Rodgers fumbles (forced by Adalius Thomas), recovered by Bart Scott at GNB-25 and returned for 11 yards (tackle by William Henderson)",0.860,-4.650
4,14:51,1,10,GNB 14,3,34,Jamal Lewis up the middle for 9 yards (tackle by Mark Roman),4.650,5.670
4,14:17,2,1,GNB 5,3,34,Jamal Lewis right guard for 2 yards (tackle by Aaron Kampman),5.670,6.510
4,13:37,1,3,GNB 3,3,40,"Jamal Lewis left guard for 3 yards, touchdown",6.510,7.000
4,,,,GNB 2,3,41,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,3,41,"Matt Stover kicks off 58 yards, returned by Ahmad Carroll for 28 yards (tackle by Evan Oglesby). Penalty on Dale Carter: Offside on Free Kick, 5 yards",0.000,1.930
4,13:18,1,10,GNB 45,3,41,Noah Herron right tackle for 17 yards (tackle by Deion Sanders),1.930,3.050
4,12:42,1,10,BAL 38,3,41,Aaron Rodgers pass incomplete intended for Donald Driver,3.050,2.510
4,12:37,2,10,BAL 38,3,41,Aaron Rodgers pass complete to Robert Ferguson for 2 yards (tackle by Adalius Thomas),2.510,2.080
4,12:05,3,8,BAL 36,3,41,Aaron Rodgers pass incomplete intended for Antonio Chatman,2.080,0.880
4,12:02,4,8,BAL 36,3,41,Aaron Rodgers pass complete to Antonio Chatman for 15 yards (tackle by Samari Rolle),0.880,4.170
4,11:24,1,10,BAL 21,3,41,Noah Herron right tackle for 1 yard (tackle by Adalius Thomas and Kelly Gregg),4.170,3.760
4,10:40,2,9,BAL 20,3,41,Aaron Rodgers pass incomplete intended for Donald Driver,3.760,3.070
4,10:33,3,9,BAL 20,3,41,Aaron Rodgers pass complete to David Martin for 5 yards (tackle by Tommy Polley),3.070,2.520
4,9:50,4,4,BAL 15,3,41,Aaron Rodgers pass complete to David Martin for 9 yards (tackle by Dale Carter and Ed Reed),2.520,5.830
4,9:07,1,6,BAL 6,3,41,Noah Herron right tackle for -2 yards (tackle by Bart Scott and Chad Williams),5.830,4.570
4,8:27,2,8,BAL 8,3,41,Aaron Rodgers pass incomplete,4.570,3.580
4,8:18,3,8,BAL 8,3,41,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",3.580,3.060
4,8:18,3,13,BAL 13,3,41,Aaron Rodgers pass incomplete intended for Robert Ferguson is intercepted by Chad Williams,3.060,-0.280
4,8:06,1,10,BAL 20,3,41,"Chester Taylor left tackle for 15 yards (tackle by Nick Collins). Penalty on Nick Collins: Unnecessary Roughness, 15 yards",0.280,2.260
4,7:41,1,10,BAL 50,3,41,Jamel White right end for 5 yards (tackle by Nick Barnett),2.260,2.390
4,7:19,2,5,GNB 45,3,41,Jamel White up the middle for 4 yards (tackle by Nick Barnett),2.390,2.210
4,6:38,3,1,GNB 41,3,41,Jamel White left end for no gain (tackle by Kenny Peterson and Roy Manning),2.210,0.530
4,5:44,4,1,GNB 41,3,41,"Dave Zastudil punts 23 yards, fair catch by Antonio Chatman",0.530,-0.040
4,5:36,1,10,GNB 18,3,41,Noah Herron right tackle for 3 yards (tackle by Kelly Gregg and Adalius Thomas),0.040,0.010
4,4:56,2,7,GNB 21,3,41,Aaron Rodgers pass complete to Antonio Chatman for 16 yards (tackle by Dale Carter),0.010,1.400
4,4:48,1,10,GNB 37,3,41,Aaron Rodgers pass complete to William Henderson for 5 yards (tackle by Terrell Suggs),1.400,1.530
4,4:11,2,5,GNB 42,3,41,Aaron Rodgers pass incomplete intended for William Henderson,1.530,0.830
4,4:06,,,,3,41,Timeout #2 by Green Bay Packers,0.000,0.830
4,4:06,3,5,GNB 42,3,41,Aaron Rodgers sacked by Terrell Suggs for -8 yards,0.830,-1.110
4,3:53,4,13,GNB 34,3,41,"B.J. Sander punts 31 yards, returned by B.J. Sams for 20 yards (tackle by Marviel Underwood). Penalty on Dennis Haley: Illegal Block Above the , 10 yards",-1.110,-0.870
4,3:41,1,10,BAL 29,3,41,Jamel White up the middle for 5 yards (tackle by Mark Roman and Mike Montgomery),0.870,1.000
4,2:55,2,5,BAL 34,3,41,Jamel White up the middle for 2 yards (tackle by Roy Manning and Mike Montgomery),1.000,0.560
4,2:09,3,3,BAL 36,3,41,Jamel White right end for 1 yard (tackle by Mike Montgomery and Corey Williams),0.560,-0.910
4,2:00,4,2,BAL 37,3,41,"Dave Zastudil punts 43 yards, returned by Antonio Chatman for 3 yards (tackle by Roderick Green)",-0.910,-0.480
4,1:50,1,10,GNB 23,3,41,Aaron Rodgers pass complete to Tony Fisher for 4 yards (tackle by Tommy Polley and Bart Scott),0.480,0.470
4,1:10,2,6,GNB 27,3,41,Aaron Rodgers up the middle for 8 yards (tackle by Terrell Suggs),0.470,1.270
4,0:36,1,10,GNB 35,3,41,Aaron Rodgers pass complete to Antonio Chatman for 9 yards (tackle by Dale Carter),1.270,1.940
4,0:31,2,1,GNB 44,3,41,Aaron Rodgers pass incomplete intended for Antonio Chatman,1.940,1.220
4,0:25,3,1,GNB 44,3,47,"Aaron Rodgers sacked by Chad Williams for -9 yards. Aaron Rodgers fumbles (forced by Chad Williams), recovered by Adalius Thomas at GNB-35 and returned for 35 yards, touchdown",1.220,-7.000
4,,,,GNB 2,3,48,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,3,48,"Matt Stover kicks off 42 yards, returned by William Henderson for 10 yards (tackle by Devard Darling)",0.000,1.470
4,0:12,1,10,GNB 38,3,48,Tony Fisher left end for 3 yards (tackle by Tommy Polley),1.470,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
