Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Leighton Vander Esch,DAL,0,6,5,83.3%,47,9.4,7.8,1,138.9,1.0,6,41,1,0,0,0.0,0,10,1,9.1%
Jayron Kearse,DAL,0,4,4,100.0%,73,18.3,18.3,0,118.7,9.8,39,34,1,0,0,1.0,1,4,1,20.0%
Stephon Gilmore,DAL,0,4,3,75.0%,38,12.7,9.5,0,104.2,13.0,32,6,0,0,0,0.0,0,6,0,0.0%
Jourdan Lewis,DAL,0,4,2,50.0%,46,23.0,11.5,1,131.2,5.8,18,28,0,0,0,0.0,0,2,2,50.0%
Markquese Bell,DAL,0,1,1,100.0%,19,19.0,19.0,1,158.3,19.0,19,0,0,0,0,0.0,0,4,0,0.0%
Donovan Wilson,DAL,0,1,1,100.0%,10,10.0,10.0,1,147.9,10.0,10,0,2,0,0,0.0,0,7,1,12.5%
Malik Hooker,DAL,0,1,1,100.0%,19,19.0,19.0,0,118.7,18.0,18,1,0,0,0,0.0,0,6,0,0.0%
Damone Clark,DAL,0,2,1,50.0%,1,1.0,0.5,0,56.2,1.5,-1,2,0,0,0,0.0,0,9,0,0.0%
Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Sam Williams,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
DaRon Bland,DAL,0,2,0,0.0%,,,0.0,,39.6,20.5,,,0,0,0,0.0,0,5,1,16.7%
Micah Parsons,DAL,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,1,20.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
Malik Jefferson,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Chauncey Golston,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Isaiah Oliver,SFO,0,6,6,100.0%,55,9.2,9.2,1,144.4,7.7,46,9,1,0,0,0.0,0,5,0,0.0%
Fred Warner,SFO,1,3,2,66.7%,27,13.5,9.0,0,55.6,22.0,8,19,3,0,0,1.0,1,8,0,0.0%
Dre Greenlaw,SFO,0,4,2,50.0%,2,1.0,0.5,0,56.2,5.3,0,2,2,0,0,1.0,1,5,0,0.0%
Oren Burks,SFO,1,3,2,66.7%,27,13.5,9.0,0,55.6,-0.3,-7,34,0,0,0,0.0,0,5,0,0.0%
Deommodore Lenoir,SFO,0,5,2,40.0%,14,7.0,2.8,0,47.9,19.6,13,1,0,0,0,0.0,0,3,0,0.0%
Ambry Thomas,SFO,0,1,1,100.0%,7,7.0,7.0,0,95.8,5.0,5,2,0,0,0,0.0,0,4,0,0.0%
Charvarius Ward,SFO,0,3,1,33.3%,29,29.0,9.7,0,70.1,18.3,14,15,0,0,0,0.0,0,2,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,3,0.5,4,4,1,20.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Talanoa Hufanga,SFO,0,1,0,0.0%,,,0.0,,39.6,15.0,,,1,0,0,0.0,0,1,0,0.0%
Tashaun Gipson,SFO,1,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
